,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600011.SH,X600019.SH,X601898.SH,X601991.SH,X601600.SH,X600111.SH,X600362.SH,X600188.SH,X600795.SH,X600010.SH,X600886.SH,X601992.SH,X600688.SH,X600027.SH,X600309.SH,X600583.SH,X000792.SZ,X000883.SZ,X601158.SH,X002353.SZ,X000898.SZ,X000709.SZ,X600489.SH,X000629.SZ,X000539.SZ,X600547.SH,X000825.SZ,X000831.SZ,X601699.SH,X600315.SH,X000027.SZ,X600660.SH,X600352.SH,X002470.SZ,X000959.SZ,X600808.SH,X000630.SZ,X000983.SZ,X000937.SZ,X600549.SH,X600307.SH,X600578.SH,X600490.SH,X600098.SH,X000960.SZ,X600863.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0.0380073664467497,0,0.152569191611597,0,0,0.075895148091367,0,0,0,0,0.0381779252943468,0,0,0,0,0,0,0,0,0,0.0516136798932667,0,0,0,0,0,0,0,0.0283286183131344,0,0,0,0,0,-0.0290129158990044,0,0,0,0,0,0,0.0214627747848408,0,0,0,0,0,0,-0.000353653249073901,-0.016549654421237,0,0,0,0,0,0
X600028.SH,0.1149129707081,0,0.0272791946427298,0,0.0919189419611025,0,0,0,0,0,0,0,0.0466609095019411,0,0,0,0.0209457903025371,0,0,0,0,0,0,0.164965198552127,0,0,0,0,0,0,0,0,0,0,0,0.0362815748840868,0,-0.0513878491694384,0,0,0,0,0,0,0,0,0,0,0.121929995622063,0.00545005782790353,0,0.000480873720851077,-0.021720472707622,0.0591435534720708,0,0,0,0,0
X601088.SH,0,0,0,0.109068231736552,0.0335247240734982,0,0.0864557782881119,0,0.0359638034944421,0,0,0.223126629704497,0,0,0,0,-0.04933356344689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0438626119227391,-0.0431930883729053,0,0,0,0,0.0337282168926733,0,0,0,0,0,0,0.071073258563451,0,0,0,0,0,-0.00552905749284017,0,0,0,0,0,0
X600585.SH,0,0.0787605624482559,0.041468816256339,0,0,0.160643461754819,0,0,0.07750660604204,0,0,0,0,0.119496119818316,0,0,0,0,0,0,0,0,0,0.0271727257573223,0,0,0,0,0,0,-0.0304333531681813,0,0,0,0,0,0,-0.0125803424170636,0,0,0,0.145741397321399,0,0,0,0,0,0,0,0,0,-0.00429898244779393,-0.0113778446523958,0,0,0,-0.0165497308565282,0,0
X600011.SH,0,0,0,0,0,0.22918192128919,0,0,0,0,0,0.0620225680347235,0,0.0257149002625801,0,0,0.154613627976645,0.284571770589212,0,0,0,-0.103170337965928,0,0,0,0,0,0,0,0,-0.0535656969271002,0.122651029405557,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0321760810657866,0,0,0,0,0,0.0138861995993671,-0.0172743215684994,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.165410905416535,0,0,0,0.0363553324063696,0,0,0.0735984005222075,0,0,0,0,0,0,0,0,0,0,0,0,0,0.235626215544717,0,0.170395823263747,0,0,-0.0151290174728601,0,0,0,0,0,0,-0.108062417656018,0.105956679391015,0,0,0,0,0,0,0,0,0,0,0,0,-0.00118572649508688,0.0124482432384298,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.312012687825501,0,0,0.0812612356544387,0,0.0405149050914872,0,0.133836147949112,0,0,0,0,0,0,0,0,0,0,0.0776304561603968,0,0,0,0,0.0681211824915839,0,0,-0.00689638926668183,0,0,0,0,0,0,0,0,0,-0.0172171419184074,0,0,0,0,0,0,0,-0.0250341924938602,0,0,0,0,0,0
X601991.SH,0,0,0,0,0.012603155637054,0,0,0,0.0297586226571731,0,0,0.000821982955255786,0,-0.0151290634560299,0,0,0,0.100628862965992,0,0,0,0,0,0.0497880624629609,0,0,0,0.110394004270572,0.0440617670795951,0,0,0,0.0434362870066931,0,0,0,0,0,0,0,0,0,0,0,0,0.152119642373191,0,0.0584758790996977,0,0,0,0.0134610694284798,-0.0366523299902051,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0.362249091592406,0.0478782052091613,0,0,0,0,0,0,0,0,0,-0.0226847675333332,0,0,0.0382250046412478,0,0,0.115960748812092,0,0,0.00850365422713031,0,0,0,0,0,0,0,0.0717446334192522,0,0,0.15481397079039,0,0,0.0124900003767002,0,0,0,0.147741789857954,0,0,0,-0.00681945808834333,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0.0900187699009547,0.0300302462005382,0,0,0,0,0,0,0,0,0,0.0421887389283929,0,0.0246302276837111,0,0,0,0.0289772941439233,0,0,0.0430515935421942,0,0,0,0.00471497235449275,0,0,0,0.0125292937792142,0,0,0,0,0.272006582393139,0.0446136379176077,0,0,0,0.13512026862107,0,0,-0.00345514197125914,0.00455094982606686,0,0,0,0,0,0
