,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X002466.SZ,X002460.SZ,X600585.SH,X000792.SZ,X000301.SZ,X601898.SH,X600011.SH,X600019.SH,X600111.SH,X600660.SH,X600010.SH,X000708.SZ,X000877.SZ,X600886.SH,X600547.SH,X002271.SZ,X601600.SH,X600795.SH,X600803.SH,X600426.SH,X600176.SH,X600362.SH,X601991.SH,X000629.SZ,X600027.SH,X600348.SH,X000983.SZ,X000408.SZ,X600096.SH,X000723.SZ,X600160.SH,X601699.SH,X300073.SZ,X600141.SH,X000786.SZ,X600219.SH,X002080.SZ,X600157.SH,X600549.SH,X002353.SZ,X600378.SH,X600295.SH,X000807.SZ,X000933.SZ,X600399.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,-0.0106140321578321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.08202953926517,0,0,0,0.319556961707899,0,0,0,0,0.0363624074382142,0,0,-0.100673874135992,0,-0.00413538691128983,0,0,0,0,0,0.0574183063755282,0,0,0,0,-0.0098341123964954,0,0,0,-0.0205173252121193,0,0
X601088.SH,0,0,0,0.0306109509546592,0.302528277083414,0.141336052015539,0,0,0.134042380194484,-0.0313423047090359,0,0.0707179573732907,0,0,0,0,0,0,0.0445578112380466,0,0,0,0,0,0,0,0,0,-0.108444144094078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018887835335764,0,0,0,0.232483719414699,0,0,0,-0.00201623444801315,0,0,0,-0.0172967756311395,0,0
X600028.SH,0,0,0,0.056086913579288,0,0,0,0,0.00986979304314693,0,0,0.0140961026739836,0,0,0,0,0.0269726944923659,0,0,0,0,0.0320598990090347,0,0,0,0,0,0,0.00762765700982494,0,-0.0139647192117292,0.0478526993443585,0,0,0,0,0,0,0,0,0.0179604055623886,0,0,0,0.0123267511323039,0,0,0,0,0,0,0,0,0,0,0,-0.0405859797663096,0,0
X600309.SH,0,0.0696390119559474,0,0,0,0,0,0,0,-0.0361395915309388,0.0363087171461602,0.019643151481973,0,0,0,0,0.0371020419817514,0,0,0,0,0,0,0,0.0760310771996362,0,0,0,-0.00222829306656562,0,0,0,0,0,0,0,0,0,0,0.012781917901752,0,0,0.0685621651087744,0,0.0719940134654419,0,0,0,0,0,0.0449897118523169,0,0,0,0,0,0,0,0
X600188.SH,0,0.00903578138215432,0,0,0,0,0,0,0,0,0.442844938546719,0,0,-0.0518238341366154,0,0,0,0,0,0,-0.0347290747446099,0,0,0,0,0,0,0,0.0308801270246884,0,0.0113141180301962,0.0499930805258055,0,0,0,0,0.340524655411587,0,0,0,0,0,0,0.0273395445821681,0,0,0,0,0,0,0,-0.0922725049563551,-0.0011916012484899,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0.606513610868366,0,0.0969136185097779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0191412642019194,-0.176481583926615,-0.0681835647224382,0,0,0.109493906429747,0.00836681398405136,0,0,0,0,0.1983310826927,0,0,0.0745221943386147,0,0,0,0,0,0,0,0,0,0.0369307467959175,0.00185121635990818,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0.131209528519126,0,0,0.216309926173088,0,0,0,0,0,0,0.0330059501206836,0,0,0,0,0.134518756268258,0,0,0,0,0,0,0,0,-0.0295710856682055,0,0,0,0,0.0351817135665871,0,0,0.103342433085216,0.309272797408494,0,0,0,0,0,0,0,0,0,0.0694337558507705,0.0695167987586431,0,0,-0.0958330022872611,0,0,0,0.0387240949814567,0,0
X600585.SH,0,0,0,0,0.193364220133101,0,-0.0836769842360313,0,-0.0539896616979933,0,0,0,0,0,0,0,0.00890886371092087,0,0,0,0.027158939279353,0.0308963250336876,0,0,0,0,0,0.276235137660647,0.0234528377142806,0,0.0178539998432507,0,0,0,0,0,0,0,0,0.256280091461398,-0.0280980011799943,0,0,0,0,0,0,0.0333332461898488,0,-0.00957379829364779,0,0.0188897467526413,0.0460015586067016,0,0,0,-0.040538135127879,0,0
X000792.SZ,0,0,0,0,0,0.268492217712578,0,0,0,0.00590615644369808,0,0.101578189662298,0,0,0.00870992613561281,0.094779538032964,0,0,0,0,0,0.0380037144330024,0,0.0342244067346539,0,0,0,0,0,0,0.0846777849558831,0,0,0,0,0,0,0,0,0,0.252159621585215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0432887594972855,0,0
X000301.SZ,0,0,0,-0.040629650813111,0,0.05097793872858,0,0,0,0,0,0,0,0,0,0.0945766933641444,0.0618678063925261,0,0,0,0,0,0,0.0721992374650319,0,0,0,0,0,0,0.128727409456237,-0.0285741088233619,0,0,0,0,0,0,0,-0.354238629237694,0,0.359436231744425,0,0,0,0,0,0,0,0,0,0,-0.102273645923869,0,0,0,0.233912983034453,0,0
X601898.SH,0,0.0469217803030017,0,0,0.148730614008242,0,0,0,0,0,0,0,0,0,0,0.0066185953867786,0,0,0,0,0,0.0496457190366541,0.00775578661477661,0,0,0,0,0,1.73472347597681e-18,0,-0.0445782973319188,0.336119273540833,0,0.237401742224606,0,0,0,0,0,0.0577161147159001,0,-0.0331608816773323,0,0,0.118846877270022,0,0,0,0,-0.0322933932414093,0,0.0230300554531679,-0.0311217400999264,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0.0116496906187768,0,0,0,0,0,0,0.257489137915579,0,0,0,0,0,0,0.432291944522067,0,0,0,0,0.101359968291289,0.132102022285803,0.592767897905929,0,0,0,0,0,0,0,0,0,0.310127267904142,0,0,0,0,0,0,0,0,0,0,0,0,-0.015490454113879,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0.0549103132365098,0,0.0339992327499278,0,0,0,0,0,0,0,0,0,0,0.00786901994610123,0,0,0,0,0,0.0730740177518048,0,0,0,0,0,0,0,0,0,0,0.241242121241142,0,0,0,0,0,0,0,0,0.157915127963719,0,0,0,-0.0544988732868151,0,0,0,0.0640003434317258,0,0
