,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X002460.SZ,X600585.SH,X600019.SH,X000792.SZ,X600111.SH,X600188.SH,X002466.SZ,X000301.SZ,X600010.SH,X600660.SH,X601600.SH,X601898.SH,X002271.SZ,X600011.SH,X000708.SZ,X600362.SH,X600547.SH,X600886.SH,X600176.SH,X600426.SH,X000408.SZ,X300037.SZ,X002080.SZ,X002326.SZ,X600219.SH,X000786.SZ,X601991.SH,X600795.SH,X600688.SH,X002353.SZ,X600803.SH,X000630.SZ,X600141.SH,X000723.SZ,X000825.SZ,X600096.SH,X601699.SH,X000983.SZ,X600295.SH,X000898.SZ,X000959.SZ,X600489.SH,X000807.SZ,X600352.SH,X002407.SZ,X600399.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0.0843643513917807,0,0.0214723433144891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0929260455131979,0.0230183682914508,0,0,0,0,0,0.151866904195646,0.0108090908224267,0,0,0,0,0.0254795350972412,0,0,0.107464049215206,0,0,0,0,0,0.0349287375579314,0,0,-0.00133302432781729,-0.0100817192519836,0,0,0,-0.0328488880137561,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0.084456823736404,0,0.0145129997018913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000416212190310263,0.111753328898055,0,0,0.0429639324637146,0,0,0,0,0.0331155761119113,0.122541371477317,0.0841301678140977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0.0559588230801965,0,0,0.0197302975089128,0,0,0.216612636644975,0,0,0,0,0,0,0,0,-0.00398734290726544,0,0,0,0,0,0,0,0.0580635061680147,0,0.0580093742130819,0,0,0.0231478027079043,0,0,0,0.241810667673473,0.0537349836415302,0,0,0,0,0,-0.0907448386103344,0,0,0,0.0180264818785872,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0.00969136430088516,0,0,0,0,0,0,0.190603915988169,0,0.083322108159072,0,0,0,0.0447964269600646,0,0,0,0,0,0,0,-0.0041948739882633,0,0,0,-0.0337933574159823,0,0,0,0,0,0,0,0,0,-0.00339391870821697,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0.10109073997202,0,0,0,0.571513069130305,0,0,0,0,0,0.0372170400249443,0,-0.184498973825283,0,0,0,0,0,0,0,0,0.0479429549867954,0,0,0,0,0.0991658464315698,0,0,0,0,0.0534527632101261,0,-0.0175177200927046,0,-0.0873812500341462,0,0.0571631221469397,0,0,0,0,0.225741162267984,0,0,0,-0.0389520315803935,0,0,0,0.0779864305666732,0,0
X600585.SH,0,0,0,0,-0.110938591521793,0,0,0,0,0.0496697532967201,0,0,0,0,0,0,0,0,0,0,0,0.180004688990034,0,0,0.120325021853914,-0.0128986566778456,0,0,0,0.29341603578686,0,0,0,0,0,0,0,0,0,0,0.0377289340620077,0,0,0,0.042639469186681,0,0,0.280367984117281,0,0,0,0.0244371635340406,0.0550679092780542,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0414874268755198,0,0,0,0,0,0,0,0,0,0,0,0.00713318383804207,0.0519469081088974,0,0.570660669599951,0,0,0,0.0405621739785478,0,0,0,0,0.0063785636575429,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0.13323347112729,0,0,0,0,-0.0871913058646258,0,0.0242398566503647,0,0,0,-0.0480587966866133,0,0.0130717251200132,0,0,0,0,0,0,0.221426053934028,0,0,0,0,0,-0.170262375587873,0,0,0,0,0,0,-0.282841616270204,-0.097290128190615,0,0,0.308008462372032,0.0582764216862116,0,-0.0491998226562379,0,0,0,0,0,0,0,0.0878261198700965,0,0,0,-0.027113720694417,0,0
X600111.SH,0,0,0,0,0.0252402280700519,0,0,0,0,0.0855920277999126,0.236158311255522,0,0.259255084459424,0,0,0,0,0,0,0,0,0,0,0,0.201282161844329,0,0,0.0927134500866912,0,0,0,0,0,0,0,0,0,-0.018676123846693,0,0,0,0,0,0,0,0,0,-0.24838341107487,0.107176082037623,0.104951751212377,0,0,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0761568705646094,0,0,0,0,0,0,0,0,0,0,0,0.00489290178186248,0,0,0,0,0,0,0,0,0,0,0,0,0,0.424294948655741,0,0.359488355269033,0,0,0,0.172485290184465,0,0,0,0.0014285797568986,0,0,0,-0.0250027264117609,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0.453786417214336,0,0,0,0.108832889873548,0,0,0,0.140665958700803,0,0,0,0.00636950662405038,0,0,0,0,0,0,0,0.20362006727405,0.0211613661719534,0,0.107875344907737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110640637316023,0,0,-0.00878037316390227,0,0,0,0,0,0
X000301.SZ,0,0,0,0,0,-0.0509394885556216,0,0,0,0,0,0,-0.130159830603811,0,0,0,0,0,0,0,0,0,0,0.0177136743562318,0,0.125949226979082,0,0.0715704983278281,0,0,0,0,0.119117477293903,0,0,0.0586457323139491,0.0983214455396164,-0.0462727339634187,0,0.325564092247854,0,0,0,0,0,0,0,0,0,0,0,0,-0.052146720554496,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0.311773286197489,0,0.42111359686528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0737167667012926,0,0.0204090699707,-0.0119943204971577,0,0,0,0,0,0,0,0,0,0,-0.0299446397049642,0,0,0.00352669619146966,0.0775277382598548,0,0.269838272488333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0.0196654774122495,0,0,0,0,-0.0341814781921781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0761232595610494,0,0.0371746417774217,0,0,0,0,0,0.00715328808997472,0,0,0.0536231208969051,4.08969250349385e-05,0,0.0971390641911483,0,0,0,0,0,0,-0.10156865015851,0,0.0981944032175762,0,0,0,0,0,0,0,0.0102004214235343,0,0
X601600.SH,0,0,0,0,0,0,0,-0.0258992634107411,0,0,0,0,0.0608901416390933,0,0,0,0,0,0.151980335673992,0,0,0,0,0,0,0,0,0.134578407361362,0.059505676675163,0,0,0,0,0,0,0,0,0.0481323485727634,0.196693477255166,0.14328029903368,0,0,0,0,0,0,0.141970962004708,0,0,0,0,0,-0.015464269134527,0,0,0,-0.0918441527787347,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0169096645123279,0,0,0,0,0,0,0,0,-0.0105613697406889,0,0,0.00272904394339778,-0.243076868662037,0,0,0,0,0,0,0,0,0.0620480864006348,0.167879016889265,0.0179171978233676,0,0.276645163963841,0.0736900834410482,0.155339194743917,-8.67361737988404e-19,0,0,0.0765275388131277,0,0,0,0,-0.0488909093642155,0,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,0,0,-0.0195920232096993,0.118646912998697,0,0,0.463615797754286,0,0,0,0,0,0,0,0,0,0,0,0,-0.0982705463308664,0.0427670907944404,0,0.292406166102502,0,0,0,0,0,0,-0.143887317956129,0,-0.041394037331713,0,0,0,0.148690674950362,0,0,0,0,0,0,0,0,-0.0220901913721075,0,0,0,0,-0.103244481008164,0,0
X600011.SH,0,0,0.106524155661545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.232994959286458,0.0721365570245159,0.00381566014640053,0,0,0,0,0.602860523050502,0,0,0,0,0,0.121757102321727,0,0,0,0,0,0.0263755885816048,0,0,0,0,0,0,0.165295148123027,0,-0.00453182470268162,0,0,0,0,-0.0424009730299848,0,0
X000708.SZ,0,0,0,0,0,0,0.213419866702344,0,0,0,0,0,0,0.128798631098631,0,0,0,0,0,0,0,0,0.0524740281290465,0,3.46944695195361e-18,0,0,0.0388217477699176,0,0,0,0,0,0.129349950931335,0,0,0,0.0787143923341538,0.0142944243636071,0.158685981081065,0,0,0,0,0,0,0,0,0,0,0,0,0.0300741901811855,0,0,0,0.0371398250359429,0,0
X600362.SH,0,0,0,0,0.0168941478643215,0,0,0,0,0,0,0,0.0681577414481221,0,0.143882180316713,0,0,0,0.0756542267034273,0,0,0,0,0.0689119101534519,0,0,0,0.0183422627141661,0.357869928874016,0,0,0,0,0,0,0.185389476226833,0,0,0,0.0270598294459804,0,0,0.00970907647287145,0,0,0,0,0,0,0,0,0,-0.00324304400026714,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0.0849459692851333,0,0,0,0,0,0,-0.00112824612323611,0,0,0,0,0,0,0,-0.0740687847060479,0,0,0.103539283918689,0,0,0,0,0,0,0,0,-0.0269690686961799,0.122432525048033,-0.0562295224291254,0,0.0351112615289293,0.00688988201659609,-0.0103888644584285,0,0,0,0,0,0,0,0,-0.0251552848086784,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0.0478200176659315,-0.143959406768594,0,0,0,0,0,0,0,0,0.118642208637692,0,0,0,0,-3.46944695195361e-18,0,0,0.0237278472664392,0.0627953266275527,0.210955031009794,0,0,0,0,0,0,0,0,-0.175244672952246,0,0,0,0,0,0.231681774713369,0,0.174000750380752,0,0.0856180392870202,0,0,0.0253982482868221,0,0,0,0,0,0,0,0,0
X600176.SH,0,0,0,0,0,0,0,0,0,-0.0355328225608382,0,0,0,0,0,0,0,0,0,0,0,0.140103032687411,0,0.0132785668508399,0,0,0.157653817495888,0.0167267430330448,0,0.0464966049438253,0.0237651718770752,0,0,0,0,0,0.0376298398059588,0,0,0,0,0,0.0174856015369151,0,0.123187466531418,0,0,0,0,0,0,0.00763097877501189,0,0,0,0,0.00699240382753787,0,0
X600426.SH,0,0,0,0.255088417742378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.175824945711137,0,0,0,0,0.162027834972966,0,0,0.0520438199839066,0.0141491444926555,0,0.125913984808503,0,0,0.0641314220595225,0,0,0,0,0,0.00344922980563905,0,0,0,-0.000608655027844103,0,0,0,0.0635466051765792,0,0
X000408.SZ,0,0,0,0,0,0,0,0.222678010583411,0.0392441007419582,0.195322057192289,0.401570054706833,0,0.199536114306585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0122206520555394,0,0,0,0,0,0,-0.0157566132993767,0,0,0,0,0,-0.0123138961355781,0,0,0,0.0625011907181713,0,0
X300037.SZ,0,0,0,0,0.215502611645756,0,0,-0.12732413663104,0,0,0.0788832931489078,0,0,0,-0.0565488040884986,0,0,0.310548708801025,0,0,0,0.121617842933371,0,0,-0.0777729137369201,0,0,0,0,0,0,0,0,-0.156009660899763,0,0,0,0,0,-0.0108930388269845,0,0,0,0,0,0,0,0,0,0,0,0,-0.0563151310089563,0,0,0,-0.0313524970563843,0,0
X002080.SZ,0,0,0,0,0,0,0,0,0,-0.0805682531820905,0.11652731437206,0.0415126426921947,0,0,0.075644290963342,0,0,0,0,0,0,0,0.0386703305153297,0,0,0,0,0.0509824508404777,0,0,0.00680831761642003,0.0705385188014067,0,0,0,0,0.212214771705098,0.0908480888077613,0,0.0554675373947618,0,0,0,0,0,0,0,0,0.0484073646668016,0,0,0.00867578608862261,0,0,0,0,0,0,0
X002326.SZ,0,0,0,0,0,0,0,0,0,0,0.136988903340351,0.19982433306183,0.232565019436801,0.062298415192832,0,0,0,0,0,0,0,0,0.246484643340105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.267448574767947,0,0,-0.014985617835284,0,0,0,0,0.00868839594861989,0,0
X600219.SH,0,0,0,0,0,0,0,0,0,0,0,0.0169637552337714,0,0,0,0,0,0,0,0.337676201347757,0,0,0,0,0,0,0,0.0353773163352778,0,0,0.0399538911911624,0,0,0,0,0,0,0,0.193666321672986,0,0.293881018210094,0,-0.121804495359296,0,0,0,0.0284304993942061,0,0.0127455276215998,0,0,0.0834150653380058,0,0,0,0,0,0,0
X000786.SZ,0,0,0,0.0440090173039676,0,0.341771171118715,0.0608312457481655,0,0,-0.188366642323932,0,0,0.0729578330801143,0,0.00900450562077703,0,0.339754992960545,0,0,0,0,0.0774169325371608,0,0.0417953052033152,0,0,0,0,0.12019624479607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0494531912004229,0,0,0,0,0,0,-0.0283046550777158,-0.00897851757420482,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,-0.0113756469408459,0,0,0,0,0,0,0,0,0,0.330791955588719,0,0,0,0,0,0.0794913918361651,0,0,0,0,0.0260241777687791,0,0,-8.67361737988404e-19,0,0,0,0,0,0.0498270109940223,0,0,0,4.33680868994202e-19,0.0400004898675873,0,0,0,0.129649030637037,0,0,0,0,0,0,0,0,0,-0.00396046906877095,0,0
X600795.SH,0,0,0,0,0,0.118644620978473,0,0,0.0142079844967716,0,0,-0.0433946347683132,0,0,0,0,0,0.1514798801405,0,0,0,0,0,0,0,0,0.13328587761956,0.0836801757452961,0,0,0.684622755997151,0,0,0,0,0.0594378638177664,0,0,0,0,0,0.0203099081922538,0,0,0,0,0,0,-0.148892126661913,0,0,0.0579262989024004,1.73472347597681e-18,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0.223950719551339,0,0,0,0.0146435263022661,0.0507280027948283,0,0,0,0,0.0513484457203308,0,0,0,0,0,0.0263327977774342,0,0.0887007741594601,0.00568765260681493,0,0,0.0302720160248023,0,0,0,0.032260968056752,0,0.119340784886194,0,0.0149890991148332,0,0,0,0.0818319561589822,0.024470475637044,0,0,0,0,0,0,0,0,0,0.0297577562953089,0,0,0,0,0,0
X002353.SZ,0.105936251924302,0,0,0,0,0,0,0,0,0.0281370137677312,-0.0687881128354046,0,0,0,0,0,0,0,0,0,0,0,0,0.1240705835248,-0.0812385736955223,0,0,0,0,0,0,0,0,0,0,0,0.286999890142353,0.0267860670323279,0,0,0,0.00860356233461893,0,0,0,0,0,0,0,0,0,-0.0219772026946746,0,0,0,0,0,0,0
X600803.SH,0.252206702620751,0,0.101025004557271,0,0,0,0,0,0,0.0152689090498072,0,0.210389946420031,0,0,0.0334896949008907,0,0,0,0.0320430583442499,0,0,0,0,0,0,0,0,-0.0963499335191929,0,0,0,0,0.277064171333112,0,0,0,0,0,0,0,-0.131999221334833,0,0.0361070773335489,0,0,0,0,0,0,0,0,0.0581719372864012,0,0,0,0,0,0,0
X000630.SZ,0,0,0,0,0,0,0,0,0.133793537560709,0,0,0.114721528552431,0.0932981947038233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034437810654412,0,0,0,0,0.117168587159977,0,0,0,0.111618103789219,0,0,0.0431621677895571,0.0592789718299536,0,0.0781815842105544,0,0,0,0.0720500595872094,0,0,0,0,0,0.022524790015891,0,0,0,0,0,0
X600141.SH,0,0,0,0,0.282120050751783,0,0,0.00781664994068486,0,0.0984133314805791,0,0.0308577110364141,0,0,0,0,-0.0573708477502977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0911398103299633,0,0,0,0,0,0.325674014864339,0.0430187914881254,0.208667542798787,0.143169863839766,0,0,0,0,0,0.0870866234644794,0,0,0.0126946957746418,0,0,0,0,0,0,0
X000723.SZ,0,0,0,0,0,0,0,0,0.091458507465181,0,0,0,0,0,0,0.127273377825601,0,-0.0472172497200419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0832939772657795,0,-0.0128437789748906,0,0.314980924939326,0,0,0,0,0,0.0703509704643269,0,0,0,0.185921097425454,0,0
X000825.SZ,0,0,0,0,0,-0.126175805946619,0,0,0,0.0711065513179918,0,-3.46944695195361e-18,0,0,0.133917688266623,0,-0.0239587612611395,0,0,0,0,0,0,0,0,0,0,0.100260733289658,0,0,0,0,0,0,0,0.194351765600469,0,0,0,-0.0600544972898096,0,0.269444077929219,-0.0410977323164056,0.237927604685421,0.0716304966076411,0,0.05724133398693,0,0,0,0,0,-0.0291854312228426,0,0,0,0,0,0
X600096.SH,0,0,0,0,0,0,0,0,0,0.0929784227328406,0.0498176680233017,0.120697435467228,0,0,0.0834051567864522,0,0,0,0.0969602406078341,0,0,0,0,0.393339163616679,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0.330226188544021,0,0,0,0.057755622724179,0,0,0,0,0,0,0,0.0247107377612125,0,0,-0.0201431410243236,0,0,0,0,0,0,0
X601699.SH,0,0,0,0,0,0,0,0.151902803871744,0,0.23418929878532,0,-0.00826103868024189,0.0436583537023601,0,0,0.542982600930393,0,0.0462214065744469,0,0.148695572088203,0,0,0,0,0.0474216052837514,0,0,0,0,0,0,0,0,0,0,0,-0.0534371441323042,0,0,0,0,0.170722597452841,0,0,0,0,0,0,0,-0.0273410791825941,0,-0.00158993761101688,0,0,0,0,-0.00203548528064196,0,0
X000983.SZ,0,0,0.218967073622509,0,0,0,0,0.135076826643373,0,0,0,0,0.0835410383441078,-0.21591685033829,0,0.159930185786001,0,0.126297057583967,0,0,0,0,0,0,0,0,0,-0.0520355447622999,0.0960738045867678,0,0,0.11601903983309,0,0,0,0,0.0390264105204636,0,0.0978292661454606,0,0,0,0.0301059448337411,0.0490593789724859,0,0,0.0865605525404752,0,0,0,0,0,0,0,0,0,0,0,0
