,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600011.SH,X600010.SH,X601898.SH,X601600.SH,X600886.SH,X600660.SH,X600188.SH,X600362.SH,X601991.SH,X600352.SH,X600795.SH,X600688.SH,X000723.SZ,X600111.SH,X600801.SH,X600027.SH,X601992.SH,X600516.SH,X600489.SH,X002271.SZ,X000786.SZ,X000898.SZ,X600176.SH,X002460.SZ,X600299.SH,X002466.SZ,X000709.SZ,X601158.SH,X600426.SH,X600612.SH,X000883.SZ,X002353.SZ,X600219.SH,X000629.SZ,X600583.SH,X000630.SZ,X000553.SZ,X000027.SZ,X000825.SZ,X601699.SH,X000401.SZ,X600985.SH,X600315.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0143133492960715,0,0,0.0390558028683374,0,0,0,0,0.0640634623169025,0,0,0,0,0,0,0.0909691873334538,0,0,0,0.00105257089049832,0,0,0.0676723423669235,0,0,0.0511668067830057,0,0,0,0,0,0.0153372111538256,0,0,0,-0.0166102385414188,0.0173858104267935,0,0,0,0,0,0
X600028.SH,0,0,0,0,0.0866507545634988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0799952160028295,0,0,0,0,0,0,0,0,0,0,-0.00830014405540944,0.101997515177687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00525939836743251,0,0,0.176191788000204,0,0,0,0
X601088.SH,0,0,0,0.290204039867441,0,0,0,0,0,0,0,0,0,0.105416380835052,0,0,0.0656831334456476,0,0,0,-0.0142895312404933,0,0,0,0,-0.0191074805995574,0.0867650003748329,0,0,0,0,0,0,0,0,0,0,0.0810160555175732,-0.0246980914685895,0.0619371100963965,0,0,0,0,0,0,0,0,0,0,0,0.00155604288862837,0,0,0,0,-0.0133082024454395,0,0
X600585.SH,0,0,0,0,0,0,0.0344631564863421,0,0,0,0,0.0220847639148495,0,0,0.0507550700427859,0,0.126120401106985,0,0,-0.107543434363987,0,0.410806888734731,0,0,0,0,0.155926800857,0,0,0,0,0,0,0,0,0.0977413112691777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0138872210307443,0.0117090024191465,0,0,0,0.0320192101372025,0,0
X600309.SH,0,0,0,0,0,0,-0.0699783081539555,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0.0522493558093261,0,0,0,0,0.22841524273626,0,0,0.0164674874951745,0.0380145083527452,0,0.0849314543076125,0,0,0,0,0,0,0.0497452832784901,0,0,0,0,0.203275240426561,0.0617963792930279,0,0,0,0,0.0242291342548994,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0.0367815867705912,0,0,0,0.190309315309293,0,0,0,0.0755198685840802,0,0,0.0392386964121022,0,0,0,0,0,0,0.000557056261714821,0,0.00963065967020678,0,0,0,-0.0612827916291713,0,0,0,0,0,0,0,0,0,0,0.175836428951327,0,0,0,0,0,0,0,-0.0132654627563749,0.0262613727465241,0,0,0,0,0,0
X600547.SH,0,0,0,-0.0845473574871364,0,0,0,0,0,0,0,0,-0.280592236738362,0,0,0,6.93889390390723e-18,0,0,0,0.005974647650099,-0.0687078346150623,0.139644794091205,0,0,0.602020951348815,0,0,0,0,0,0,-0.0329716921118685,0,0,0,0.178848351031646,0,0,0,0,0,0,0,0.00951466125666709,0,0,0,0,-0.389319628222315,0,-0.0528185722787511,0,0,0,0,0.103755103522,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0426033713271586,0,0,-0.0150322197622574,0,0.225257834613499,0.465989324676646,0.00799506405594334,0,0,0,0.0322320208417806,0,0,0,0,0.0677144136269829,0,0,0,-0.0888554144715486,0,0.21788195742159,0,0,0.0290593397851684,0,0,0,0,0,0,-0.0727281831928091,0,0,0.0312924679545741,-0.0604103186320408,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,-0.00861297728283055,0,0,0,0,0,0,0,0,0,0,0,0.0587736935488312,0.121718956870227,0.0377349298360326,0,0,0,0.0510927465248244,0,0,0,0,0,0.0386595867779648,0.0188230520652546,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0465026910135002,0,0,0.221572726433576,0,0,0.00199316358773882,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217855192795461,0,0,0.0244784128983427,0,0,0.0763416318164081,0,0,0,0,0,0,0,0,0,0.0592128953737114,0,0.0353449956969157,0,0,0,0,0,0,0,0,0,0,0,0,0,0.225678404819777,0,0,0.0536545422801959,0,0,0.0411596605674951,-0.0284767918578587,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0.0321195257064131,0,0,0,0,0,0.0285276993461495,0,0,0,0,0,0.00966672849598907,0.180889717647329,0.0233741223733657,0,0,0,0,0,0.04416025473976,0,0,0,0.131144634778492,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0345278502444531,0,0,0,0.100890335860362,0,0,0,0.0216051648015889,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0788879248444265,0,0,0.0312069448029032,0.0936427682457905,0,0,0,-0.242326347138001,0,0,0.0366221837322745,0,0,0,0,0.145405603041862,0,0,0.221499829161505,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0884460487427414,0,-0.00948093577830067,0,0,0,0,0.0428890636209975,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0.0939581533640327,0,0,0,0,0,0,0,0,0.043193644753159,0,0,0,0,0,0,0.121479739977216,0,0,0,0.0790435478496859,0,0,0,0,0,-0.0690361369168782,0,0,0,0,0,0,0,0,0,0,0,0.139118257890462,0,0,-0.00559106474561976,0,0,0,0,0.0427265666845779,0,0
X600188.SH,0,0,0.263138191237146,0,0,0,-0.125983947060213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.224757685550678,0.00241527092063301,0,0,0,0.0638486466026591,0,0.0705678646306196,0.0996168393794901,0,0,0,0,0,0,-0.0178657333484422,0,0.0158941094382073,0,0,0,0.170402563483041,0,0,0,0,0,0,0,0.0069662901271835,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0215934245542236,0,0,0.0669705926709536,0.194191843836178,0.074400279430384,0,0,0.0492208438696137,0,0,0,0,0,0,0,0,0,0,0,0.0813022711198197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0195752894317046,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00454051196324988,0,0,0,0,0.000364207260326477,0,0,0,0.101826506318987,0.0795581290532749,0,0.170434476118969,0.0830234987855135,0,0,0,0,0,0.0578134011034455,0,0,0,0.25331690627428,0,0,0,0,0,0,0,0,0,0.0108324091546265,0,0,0,0,0,0
X600352.SH,0,0,0,0.174235548487651,0,0,1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0,0,0,0.441365596762618,0,0,0,0,0.0532533643059658,-0.123073767880049,0,0,0,0.0262526232937541,0,0,0,0,0,0,0,0,0,0,0.0621081167957988,0,0,0,-0.292429683249256,0,0,0,0.253175932411245,0,0,0,0,0,0,0,-0.0282495064718792,0,0
X600795.SH,0,0,0,0,0.0639493119744723,0,0,0,0,0,0,0.0377088480167806,0,0.031658500338285,0,0,0,0,0,0.049952719037198,0,0,0,0,0,0,0,0,0,0,0.0531853761782892,0.0274038460847141,0.0306907134629221,0,0,0,0.0568919129762416,0,0,0,0,0,0,0,0,0,0,0,0,0.0203378574994104,0,0,0.000438893941986234,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113855599821397,0,0,0,0,0,0.0621528100886886,-0.026968861492697,0,0,0,0.0411782574528693,0,0,0,0.162565936286264,0.00245502104201805,0.0787161975755801,0,0,0,0,0,-2.71050543121376e-20,0,0,0,0,0,0,0,0.223718376061043,0,0,-0.0845045772268356,0,0,0,0.0318082622336775,0.00183936153149299,0,0,0,-0.0454490761192512,0,0
X000723.SZ,0,0,0,0,0.510611145950241,0,0,0,0,0,0,0,0,0,0.47006347088872,0,0.271646301585344,0,0,0,-0.0230579808575363,0,0,0,0,0,0,0,0,0,0,0,-0.0170097520977679,0,0,0,0.147731569029605,0.509426439593241,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00848748529543165,0,0,0,0,0.0298756712188256,0,0
X600111.SH,0,0,0,0,0,0,0.154673514017845,0,0.0677611637042465,0,0,0,0,-0.182327164998546,0,0,0,0,0,0,0,0,0,0,0,0,0,0.437060755637731,0,0.0214983635800127,0,0.103669561447398,0.320045282410938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0373860628132335,0,0,-0.0319957539796386,0,0,0,0,-0.0645792791066419,0,0
X600801.SH,0,0,0,0.560429001728081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0284294286691199,0,0,0,0,0,0,0,0,0,0,0,0.00857001437933341,0,0,0,0,0,0,-0.00751755179683762,0,0,0,0,0,0,0,0.0468171364134802,0.328701058453784,0,0,0,-0.0278969105881426,0.0359255318432334,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0,0.138675688407472,0,0,0,-3.46944695195361e-18,0.129458260332378,0,0.0371739224549542,0,0,0,0,0.0256360681453708,0,0,0,0,0,0,0.062154499740099,0.089033951468857,0,0,0.113304845013139,0,0,0,0,0,0,0,0,0,0,0,0,0,0.099238280481596,0,0,0,0,2.71050543121376e-20,0,0.0088574654933638,0.0204777794782936,0,0,0,0.00679768942977459,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.131993667827457,0.101467875087101,0,0,0.121048522949444,0,0.0793215982731618,0.0182531034590892,0,0,0,0,0.114874775996979,0,0,0.0223080115521819,0,0,0.0543802429696872,0.0213531127466954,0,0,0,0,0,0,0,0,0,0,0,0,0.130763326633541,0,0,0,0,0,0,0.00817676921958757,0,0,0,0,-0.0240040353922529,0,0
X600516.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0482760869351348,0.042779102328413,0,0,0,0.0903427766917698,0,0,0,0.0769151377187133,0,0,0.219874125023194,0.0213356493681518,0.172267768298262,0,0,0,0,0,0,0,0,0,0,0.118918094066347,0,0.240428890356711,0,0,0.0321043921348544,0,0,-0.0097801613764663,0.0140641328735853,0,0,0,0,0,0
X600489.SH,0,0,0,0,0,0,0.662573698207541,0,0,0,0,0,0,0,0,0,0.121562061175886,0,0,0.0369354027399601,0,0,0,0,0,0,-8.67361737988404e-19,-0.0648657145228162,0,0,0,0,-0.112778964485925,0,0,0,0.0633036466235875,0,0,-0.128406046060257,0,0.146173495213122,0,0,0.128590360923838,0,0,0,0,0,0,0.0276210412223431,0,-0.0767225393721497,0,0,-0.0616624112220245,0,0
X002271.SZ,0,0,0,0.522597732760139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102871489718568,0,0,0,0,-0.0394082646595817,0,0,0,0,0,-0.176643299503018,0,0,0,0,0,0,0,0,0,0.279091712164175,0,0,0,0.421041077513734,0,0.0563517350196078,0,0,0,-0.041422624045542,0,0
X000786.SZ,0,0,0,0,0.0949303736199421,0,0,0,0,0,0,0.0491516683174917,0,0,0,0,0,0,0,0,0,0,0,0,0.00151773734678617,0,0,0,0,0.0919903319237206,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12273695372056,0,0,0.156841994825843,0,0,0.0248572380662034,0,-0.0413675147783031,0.0603125245700446,0,0,0,0,0,0
X000898.SZ,0,0,0,0,0.0562699129573748,0,-0.0154078048595792,0,0,0,0,0,0,0.24638707137434,0,0,0,0,0,0.0544042965751165,0,0,0,0.0433334526344543,0.0943193544836388,-0.0158451964028514,0,0,0,0,0.04526626133956,0.078455575610677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.003286142157712,0.0394807244342402,0,0,0,0,0,0
X600176.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0509041052453378,0,0,0,0,0.00192477816017802,0,0.167116450431879,0,0.076575976173255,0,0,0.0637899662166414,0.130435451093827,0.266737293775467,0,-0.0119218063589511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0407969555444895,0,0,0,0,0,0.00427604162087119,-0.00233399893683551,0,0,0,0,0,0
