,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X600585.SH,X002460.SZ,X002466.SZ,X600019.SH,X000792.SZ,X600011.SH,X601898.SH,X600111.SH,X600660.SH,X600010.SH,X000301.SZ,X000708.SZ,X600547.SH,X002271.SZ,X600886.SH,X601600.SH,X600795.SH,X000877.SZ,X600426.SH,X600362.SH,X600027.SH,X600176.SH,X601991.SH,X601699.SH,X600803.SH,X000983.SZ,X600995.SH,X000786.SZ,X600160.SH,X000408.SZ,X000629.SZ,X600489.SH,X600096.SH,X600378.SH,X000723.SZ,X600219.SH,X000807.SZ,X002080.SZ,X600348.SH,X000933.SZ,X600688.SH,X600157.SH,X600141.SH,X000831.SZ,X000932.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0467454237373126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00807373320265465,0,0,0,0,0,0,-0.0541419432092203,0,0.189327447282976,0,0,0.173902395040102,0,0.15633244414712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00950615372687816,0.0170849817663943,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.438693244006826,0,0,0,0,0,0.00158327449645047,0,0,0,0,-0.0404393928622959,0,0,0,0,0,0.0231954387062929,0,0,0,0,0.0844356329174707,0,0,0.0924883768603014,0,0,0.0249852576818361,0,0.0165103839685384,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0.0148868711904989,0.0168710455089096,0,0,0,0,0,0
X600028.SH,0.221021905851727,0,0,0,0.0239485908224165,0,-0.00639389140638287,0,0,0,0,0,0,0,0,0,0,0,0.0121578177762827,0,0,0,0,0,0,0,0,0.15824164567788,0,0,0.15707114277767,0,0,0,0,0,0,-0.00448506028639571,0,0,0,0,0,0,0,0,0,0,0,0,0.00950172479657612,0,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.223509417191287,0,0,0,0,0,0,0,0.232868948915054,0,0,0,-0.0195843872869769,0,0,-0.075236524014474,0,0.264126703836422,-0.215523865627935,0,-0.0798263164493673,0,0,0,0,0,0.111120171266397,0,-0.022672458447897,0,0,0,0,0,0,0,0.00973079772908724,-0.0458233967411793,0,0,0,0,0,0
X600188.SH,0,0.634676171895166,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0599302940012849,0,0,-0.0754206887732771,0,0,0,0,-0.0305571743309379,0,0,0,0.0146736822357782,0,0.0958295918075014,0.138441558119063,0,0,0,-0.0104277177131371,0,0,0,0,0,0,0,0,0,0.180155732641569,0,0,0,0,0,0,0.00731428566324429,0.0584344455492343,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161073326738139,0,0,0,0,0,0.434160454159033,0,0,0,0,0.122585454496053,0,0,0.0336926372731398,0,0.175286273956647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0186075789863952,0,0,0,-0.000132866373911034,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0.382324749955816,0,0.104247522359758,0,0,0,0,0,0,0,0,-0.00288827685967057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0422105465788002,0,0,0,0.0869713804457842,0,0,0,0,0.0835504777645079,0.0330950682863888,0,0,0,0,0,0,0,0.00426794352137871,0.02586109891619,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0.594110602967926,0,-0.284189308656975,0,0,0,0,0,0,0,0,0,0.119029787426577,0,0,0,0,0,0,0,0,0,0,0,0.059710084398308,0,0,0,0,0.089429720905516,0,0.0697365886954054,0,0,0,0.100931349444732,0,0.104252210555072,0,0,0,0,0,0,0,-0.0296255194542009,-0.0252334060126821,0,0,0,0,0,0
X600019.SH,0,0,0.0754698681223089,0,0.0804787571986034,0,0,-0.0082809555669868,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0.294490431442404,0,0,0,0,0,0,0,0,0,0,-0.140782448771604,0.147996061849098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184724934853649,0,5.42101086242752e-20,-0.00305358443602319,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.131530711059034,0.464198495093712,0.0742297694482583,0,0,0,0,0,0,0,0,0,0,0.00227068883885002,0,0,0,0,0.0620943556417898,0,0,0.0850903008315218,0,-0.0872017214754054,0,0,0,0.020813551759808,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0.0588937481655475,0,0.0626019616716899,-0.0162354706166743,0,0,0,0,0,0,0
X600011.SH,0,0,0,-0.054265477193398,0,0,0,0,0,0,0,0,0,0,0.149753832793646,0,0,0.155547752812691,0,0.576064312169987,0,0,0,0,0,0.202980771862956,0,0.362397591469329,0,0.0916799039646273,0,0,0,0.157121190375269,0,0,0,0,0,0,0,0,0,0,-0.28469120084762,0.115348308252207,0,0,0,0,0,-0.00794812212331011,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.144270781026057,0,0,-0.0735965667236131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.195869408825645,0.0901997233731792,0.299011828660362,-0.00805574346360483,0,0,0,0,0,0,0,0,0,0,0,0.127500124135261,0,0,0,0,-0.0193649555034862,0.159947868754931,0,-0.0086567069342978,-0.00603060810850501,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0.0830990572037128,0,0,0.300079348875253,0,0,0,0,-0.0341117515216245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000834077537644299,0,0,0,0,0,0,0,0.310792066123015,0,0,0,0,0,0,0.110695765595451,0,0,0.00252974771592657,0.0361360164555399,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.105552122168116,0,0,0,0,0,0,0,0,0,0.0314945382469294,0,0,0,0,-8.67361737988404e-19,0,0.107224789173766,0,0,0.176604958153317,0,0,0,0,0,0.0205396956854591,0.044113815643314,0,0,0,0.0360190885741627,0,0,0,0,0.134346440227387,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0.0711285690653855,0,0.00304882899472188,0,0,0,0,0,0.157110366632157,0,0,0,0,0,-0.034685669099143,0,0,0,0,0,0.0581795916550655,0,0,0.0278664154895154,0,0,0,0,0,0.0155993842670909,0,0,0,0.0510573504960321,0,0,0,0,0,0,0,0,0,0,0.206274864864181,0,0,0.0216148566628108,0.0515222103297059,0,0,0,0,0,0
