,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600011.SH,X600188.SH,X600585.SH,X002460.SZ,X600019.SH,X002466.SZ,X601898.SH,X600547.SH,X000792.SZ,X600886.SH,X601600.SH,X600660.SH,X600111.SH,X600010.SH,X000708.SZ,X000301.SZ,X000877.SZ,X600027.SH,X600795.SH,X002271.SZ,X600362.SH,X600426.SH,X601991.SH,X600803.SH,X600176.SH,X000983.SZ,X600489.SH,X601699.SH,X000807.SZ,X000786.SZ,X000539.SZ,X300037.SZ,X600995.SH,X600160.SH,X000408.SZ,X600219.SH,X000932.SZ,X600612.SH,X002080.SZ,X002409.SZ,X600688.SH,X600378.SH,X000629.SZ,X600157.SH,X000027.SZ,X600021.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.616258239148006,0,0,0,0.232759545702117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0753302336581168,0,0,0,-0.117239088357285,0.057945115196932,0,0,0,0,0,0.349502510189397,0,0,0,0,0,0,0,-0.323610873822843,0.162875054750494,0,0,0,0,0,0,0,0,0,0.0180504682103525,0,0.0370095077036608,0,0,0,0,0
X600028.SH,0.702222853494877,0,0,0,0,-0.126591652427361,0,0,0.104225337086644,-0.0806967834348715,0.0669683880785149,0.0286736217875027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0317705883947228,0,0,0,0,0.00542752227487937,-0.107382444887622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0371416537873209,0,0,0.000517391055146218,0,0,0,0,0,0,0
X601088.SH,0,0.134373562024421,0,0,0,0,0,0,0,0,0.379521374158969,0,0,0,0.211623267974915,0,0,0,0,-0.0140590524561512,0,0,0,0,0,0,0.0549948754423114,0,0,0,-0.0278987857092569,0,0,0.124402618777626,0.0322717915427967,0,0,0,0,0,0,0,0,-0.00685234649596557,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,-0.251812651021431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0857019780048364,0,0.0554230715904706,0.168524097004883,0,0,0,0.0383208611444496,0,0,0,0,0,0,0,0,-0.00466100626661364,0.014681552851006,-0.00571727289285801,0,0,0,0,0,0,0,0.00363645863743349,-0.0073773057892487,0.0121817735434578,0,0,0,0,0
X600011.SH,0,0,0,0,0,-0.173774750442017,0,0,0,0,0,0.166196220941661,0,0.452632989311391,0,0,0,0,0,0,0,0.316735919264987,0.349370360076716,0,0,0,0,0,0,0,0,0,0,-0.255194141151149,-0.0265257303449921,0,0,-0.011616166200637,-0.176156190524103,0,0,0,0,0,0,0,0,0,0,0.103996199098054,0,0,-0.0729207399733646,0,0,0,0,0,0
X600188.SH,0,0,0.134461818197571,0,0,0,0,0,0.164877741030684,0,0.405970608349122,0,0,0,0,0,0,0,0.117633117033753,0,0,0,0,0,0,0,0,0,0,0,-0.108710207674259,0.208558572652743,0.181241098222245,0,-0.0653723341047378,0.121351479812515,0.0126388999545306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0263680558499544,-0.0668050353782973,0,0,0,0,0,0
X600585.SH,0,0,0,0.0812007138583888,0,-0.0785493371249086,0,0,0.203833688899495,0.0455962131844288,0,0.0360350865228725,0,0,0,0,0,0,0,0,0,-0.0352047607910634,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0.0555908393462708,0,0.0650380474786644,0,-0.129337932111153,0.0408377541372264,0,0,0,0,0,0,0,0.203394364093301,0,0,0,0,-0.0375570334305108,0,0,0,0,0,0,0
X002460.SZ,-0.00638465343718937,0,0,0,0,0,0,0,0,0.523079574035722,0,0,0,0,0,0,0,0,0,0,0.213563070832151,0,0,0,0,0,0,0,0,0,-0.0550605250622078,0,0,0,0,0,0,0,0,0,0,-0.0136987888263234,0,0,0,0,0.0817908743555037,0,0,0,0.12354546928849,0.00327249424586938,0,0,0,0,0,0,0
X600019.SH,0,0.0964143685307112,0,0,0,0.0658612989965935,0,0,0,0,0,0.0074967391254461,0,0,0.212462119722618,0,0,0,0,0,0.025712099080676,0,0,0,0,0.0922613597957457,0,0,0,0,0,0,0,0,0,-0.102546969131619,0,0,0,0,0,-0.0692661524636611,0,0,0,0,0,0,0,-0.0441515868321044,0,0.0284290464047538,0.0377280908398312,0,0,0,0,0,0
X002466.SZ,0,-0.0317504204166618,0,0,0,0.0562657764005159,0,0.350751696877118,0,0,0,0,0.185690274287915,0,0,0,0,0,0,0.183520121675343,0,0,0,0.0770474075456378,0,0,0,0,0,0.311174528215611,0,0.134105681436443,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0.119469224565796,0,0,0.104720358635509,0,0,0,0,0.0250498871943505,0,0,0,0,0,0,0
X601898.SH,0,0.0240098982970129,0.450891290591028,0,0,0.260006876478741,0,0.236798454794237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166531312644297,0,0.260181289189086,0,0,0,0,-0.36670473751084,0,-0.089101988537229,-0.146274706252275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0098919550815305,0.161724279725812,0,0,0,0,0,0
X600547.SH,0.00320567907428065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,-0.0677851337539869,0,0,0,0,0,0,0,0,0,0,0.637740652851634,0,0.0847730385708447,0,0,0,0,0,0,0,0,0,0,0.0141836002112254,0,-0.0431496488820725,0,-0.339476801517399,0,0,0,-0.0119214376115572,0,0,0,0,0,0,0
X000792.SZ,0,0,0.0558608220362013,0,0,0.0833818391780565,0,0.193551756803694,0,0.182871244770448,0.0158647610223999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0723062086224169,0.0345485540904897,0,0.0685258281111683,0.100377884821504,0,0,0.0515233651231639,0,0,0,0,0,0,0,0,0,0,-0.0251670010747455,0,0,0,0,0,0
X600886.SH,0,0,0,0,0.0584935726870712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189032324769732,0,0.381799987660399,0,0,0,0,0.0203139567198898,0,0,0.238462074078261,0,0,0,0.052829660513739,0,0,0,0,0,0,0,0,0,0.11475149203049,0,0,-0.227256111665894,0,0,0,0,-0.0573018717357179,0.0302369145779085,0,0,0,0,0,0
X601600.SH,0.112943424565054,0,0,0,0,-0.0295912767936552,0,0,0,0,0,0.10300949522873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118730549554321,0,0.154564092992762,0,0.404855335740789,0.229764102944421,0,-0.00794929754749846,0,0,0,0,0,0,0,0,0,0.0386880938688679,0,0,0,0,-0.0392641265693441,0,0.0690479533313631,-0.0824802027298695,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0.0954056767333886,0,0.0378792349030707,0,0,0,0,0,0,0,0,0,0.0990955664862303,0,0,0,0,0,0.0150915293255176,0,0,0,0,-0.0299627224714162,0,0,0,0.0244772979363807,0.0511642943057423,0.00751780047363548,0.0420825837572966,0,0,0,0,0,-0.041848096058528,0,0,0,0,0,0,0,0.0127906019058104,-0.067979023580235,0,0,0,0,0,0
X600111.SH,0,0,0,0,-0.080811419390161,0,0,0,0,0,0,0,0.00367854872323372,0,0,0,0,0.282525203315158,0,0,0,0,0,0,0,0.0563380952197556,0,0,0,0.0728600103823695,0,0,0.0249344406660399,0.0318750427301715,0,0,0.141332510771278,0,0,0,0.0340299299965282,0.0234216942995738,0,0,0,0.0558150759221736,0.0373575164233637,0,0,0,0,0.021958609749092,-0.00281648728043292,0.0607907611764653,0,0,0,0,0
X600010.SH,0,0,0,0,0,0.028637322046213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.056055750224085,0,0.00891486948921291,0,0,0.133492869699982,0,0.0355753576545336,0,0.0321449771332889,0,0,0,0,0.0315792804252505,0.0738478251266318,0.0612595302295726,0,0,0,0,0.0968029787505907,0,0,0,-0.0139912677136937,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0.17084312480596,0,0,0,0.0253448935452855,0,0,0,0,0.108749163749912,0,0,0,0,0,-0.113038130484627,0,0.0249283263126049,0.0413498508305475,0,0,0,0,0.0377889587892769,0.310039967009882,0,0.00458086864626592,0,0.0575273356834645,0,0,0,0,0,0,0,0,0.154530998482154,0.0578233443192513,0,0,0,0,0,0,0.122169585676476,0.042279151261693,0,-0.070804961595535,0,0,0,0,0
X000301.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0616447776272736,0,0,0,0,0,0,0,0,0,0.0750786677639617,0.104620123294859,0,0,0.114507018532199,0,0.0489630267075001,0.0484795639409522,0,0,0,-0.113120534067316,0,0,0.146637940531251,0,0,0,0,0.214173571678628,0,0,0.0357993469268347,0,0,0,0,0,0,0,0,0,0,0,0,0
X000877.SZ,0,0,0,0,0.00250858608922157,0,0,0,0,0,0,0,0,0,0.0793916176159931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106909976762912,0.729361304173266,0,0,0.0543269160108612,0,0.0302792485702763,0,0,0,0,0,0,0
