,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X600585.SH,X002460.SZ,X002466.SZ,X600019.SH,X000792.SZ,X601898.SH,X600011.SH,X600111.SH,X600660.SH,X000301.SZ,X002271.SZ,X000708.SZ,X600547.SH,X600010.SH,X601600.SH,X600886.SH,X600795.SH,X000877.SZ,X600426.SH,X600362.SH,X000983.SZ,X600176.SH,X600803.SH,X600027.SH,X601699.SH,X601991.SH,X600995.SH,X000786.SZ,X600160.SH,X000807.SZ,X000629.SZ,X000408.SZ,X600489.SH,X600219.SH,X000723.SZ,X600378.SH,X002080.SZ,X600096.SH,X300037.SZ,X000933.SZ,X600348.SH,X000630.SZ,X600157.SH,X000831.SZ,X600688.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.324014670285379,0,0,0,0,0,0,0,0,0,0.0111949117215891,0,0,0.0409606512222544,0,0,0,0,0,0,0,0.00403772808874349,0,0.11168582804278,0,0,-0.0158120638098957,-0.001043304208052,0.164374826384838,0,0.0443983359266326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00893292955620976,0.0119069589648025,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.481111431285077,0,0,0,0,0,0.131824774732502,0.0585903615045697,0,0,-0.0121857057419504,0,0,0,0,0,0,0.0144902214585067,0,0,0,0,0.038347952721631,0,0,0,0,0,8.67361737988404e-19,0.0262269410781619,0,-0.0684285192329633,0.0215167012252139,0,0,0,-0.0159013061912774,0,0,0,0,0,0,0,0,0,-0.053739433540538,0,0.00724374141697012,0,0,0,0,0,0
X600028.SH,0.116460557130822,0,0,0,0.018788494568501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132610594682919,0,0,0,0,0.220951130940283,0,0,0,0,0,0,0,0,0,0,0,-0.0345445969701507,0,0,0,0.044230728665978,0,0,0,0,-0.000572979258929941,0.015993244544272,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.266156187567675,0,0,0,0,0,0,0,0,0.0667641044101352,0,-0.077289226414623,0.126485292749184,0,0,0,0,0,0.303423542181748,-0.261919288176837,0,-0.0830569958279787,0,0,0,0,0,0,0.0882377031140647,0,0,-0.0948799735235613,0,0,0.0437942699640149,0,0,0,-0.0121906204388583,0,0,0,0,0,0
X600188.SH,0,0.629623129242561,0,0,0,0,0,0,0,0,0,0,0,0,0.027223346235754,-0.0443263694744946,0,0,0,0,0,0,0,0,0,0,0,0.0645910725806743,0,0,0.014503424130106,0,-0.0485882474590156,0,0,0,0,0,0,0,0,0,0,0,0.287439252289379,0.118313946327209,0,0,0,0,0,0,0.0184738651106021,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.199501739932684,0,0,0,0,0,0.379957172878986,0,0,0,0,0,0,0,0.0366591027831287,0,0.192896905903447,0,0,0,0,0,0,0,0,0.0735099822785626,0,-8.67361737988404e-19,0.044378428084231,0,0,0,0,0,0.0494754397520481,0.00247789364185894,0.00502818876129529,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0.601768580451675,0,0,0,0,0,0,0,0.00486512552539036,0,0,0,0,0,0.0274396468334477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00238970562078488,0,0,0,0,0.0089917062512196,0.0589941613133334,0.113009074855861,0,0.0501641603302087,0,0,0,0,0,0.00843474674731023,-0.0195738222306837,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0.669935627195631,0,-0.332721842328323,0.0292274477068152,0,0,0,0,0,0.0752988119609359,0,0,0,0,0,0,0,0,0,0.101353092463519,0,0,0,0,0,0,0,0,0.00419591295797141,0.0293926625114913,0,0,0,0,0,0,0,0,0.113032565485278,0.154362714272345,0,0,0,-0.0509213784359011,0,-0.0275215624287346,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.0213274331322511,0.0056009418126216,0,-0.0718080723342724,0,0,0.167157512382546,0,0,0,0,0,0,0,0,0.191588507669409,0,0,0,0,0,0,0,0,0.0749151654560297,0,0,-0.088556248718079,0.136864223769535,0,0,0,0,0,0,0,0,0,0,-0.0273169803565901,0,0,0.10229825846734,0,0,0,0,0.00365222276865348,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.0389428768100089,0.300292603554933,0.0970715778668509,0,0,0,0,0.104947749439401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0318174317952441,-1.0842021724855e-19,0,0.0549573672879832,0,0,0,0,0,0,0,0,0,0,0.116813585368748,0,0.0166284140261898,0,0,0,0,0.0408388316612068,-0.001493230033089,0,0,0,0,0,0,0
