,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600011.SH,X600309.SH,X600010.SH,X600547.SH,X601898.SH,X601991.SH,X600660.SH,X600688.SH,X600886.SH,X601600.SH,X600795.SH,X600362.SH,X600027.SH,X600188.SH,X601992.SH,X000898.SZ,X600176.SH,X002466.SZ,X600111.SH,X000709.SZ,X600516.SH,X600352.SH,X600299.SH,X002460.SZ,X000629.SZ,X600489.SH,X601158.SH,X600808.SH,X600219.SH,X600801.SH,X000786.SZ,X000825.SZ,X000883.SZ,X600157.SH,X000553.SZ,X600583.SH,X002470.SZ,X000408.SZ,X002110.SZ,X000539.SZ,X002271.SZ,X600612.SH,X600339.SH,X600021.SH,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0.297111435711636,0,0,0,0,0,0,0,0,0,0,0,0,0.0102055755066637,0,0,0,0,0,0,0,0,0,0,0,0.0847432870180578,0,0,0,0,0.128224880020545,0,0,0,-1.0842021724855e-19,0,0,0,0.293439182697005,0,0,0,-0.0245744909077263,0.00459855445845756,0,0,0,0,0,0
X600028.SH,0.20174958182418,0,0,0,0,0.0342383484514514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184236418297915,0.0574357628207225,0,0,0,0,0,0,0,0,-0.0987976668819048,0,0,0,0,0,-0.00996274351449362,0.0626458098954649,0,0.439286418820924,0,0,0,0.0106713480686769,0.130918800086331,0,-0.0457843412666165,0,0,0,0
X601088.SH,0,0,0,0,0,-0.17298839850428,0,0,0,0.380427284917813,0,0,0,0,0,0,0,0,0,0,0,0,0.181573605510824,0,0,-0.0478231882301486,0,0,0,0,0,0,0.0964238784064411,0,0,0,0,0,0,0,0,0,0,0.064405103789403,0,0,-0.13455084170548,0,0,0,0,-0.00501686266249472,0,0,0,0,0.0398191490051236,0,0
X600585.SH,0,0,0,0,0,0.266577570896174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0954317438311818,0,0,0.0115124866771812,0,0,0,0,0.201247136894861,0,0,0,0,0,0,0,0.0287798302580446,0,-0.192532290262434,0,0,0,0,0,0,-0.0227549816170246,0.0360521711162664,0,0,0,0.0456630493671314,0,0
X600019.SH,0,0,0.0670977660188681,0,0,0,0.137917296865447,0,0,0,0,0,0,0,0,0,0,0,0.112585458980686,0.0175945387990352,0.315060208431243,0,0,0,0,0,0,0,0,0,-0.0925457672613813,0,3.46944695195361e-18,0,0,0,0,0,0.0178074353475814,0,0.0710748738352524,0,0,0.0872577092513587,0,0,0,0,0,0,0,0.0113426285453968,0.00341190275540748,0,0,0,0.0165392827739747,0,0
X600011.SH,0,0,0,0.131284961494031,0,0,0.173330548788532,0,0,0,0,0,0,0,0,0,0,0.5684081912194,0,0,0,0,0,0,0,0,0,0,0,0.0268588968126588,-0.202704333038739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0825876892596893,0,0,0,0,0.00807961321589596,0,0,0,-0.0343807927678547,0,0
X600309.SH,0,0,0,0,0,0.241285977608822,0,0,0,0,0,0,0,0,0,0,0,0,0.26833896295351,0,0,0,0,0,0,0,0,0,0,-0.298621580767679,-0.23033248145926,0,-0.272559528435558,0,0,0.154938209460803,0,0,0,0,0,0.36054069634377,0,0.252463854700625,0.0648526988934417,0,0,0,0,0,-0.396107022280973,-0.0429070723439088,0,0,0,0,0,0,0
X600010.SH,0,0.0426940159182711,0,0,0,0,0,0,0.0235848628953707,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0416933087273625,0,0,0,0,0,0,0.0467689783206644,0,0,0,0,0.191731976563301,0,0,0,-0.0663721654066931,0.232552595819172,0,0,0,0,0,0,0,0,0,0,0,0,0.0126943814277235,0,0,0,0.0681034052386652,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.238305097206849,0,0.00786037611172214,6.93889390390723e-18,0.0384789140698515,0.629105825741761,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0352257041735682,0,0,0,0,0,0,0,-0.0217032261594889,0,0,0,0,0,0
X601898.SH,0.392041884138532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133958320848218,0,0,0,0,0,0,0,0,0,0,0.0384469773110945,0,0,0,0,0.134165532851111,0,0,0,0.00791682457062414,0.0619697386466927,0,0.0204573420797056,0,0,0,0,0,0.0546603881320452,0,0,0,-0.0198035669137811,0.0416160869460198,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0.179315432208118,0,0,0,0,0,0,0,0.0293854874671847,0,0,0,0,0.188677878369227,0,0,0,0,0,0,0,0,0,0,0,0.014479551203369,0.0636330117013141,0,0,0,0.0945843519781876,0,0,0,0,0,0.00715648341370948,0,0,0,0,0,-0.0151226233830558,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,-0.151124724351513,0,0,0.0969491098535593,0,0,0,0,0,0.101098865008339,0,0,0,0,0,0,0,0.307463894254418,-0.0298058461176995,0,0.0451948337169174,0.150615988097739,0,0,0,0,0.0399627929877278,0,0,-0.0272602521706195,0,0,0,0,0,0,0.257002877930216,0.243862072181443,0,0,0,0.0612749732559874,-0.0171815374948398,0,0,0,0,0,0,0
X600688.SH,0.0363678339735702,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0.0917426809047556,0,0,0,0,0,0,0,0,0,0,0.0475433011563522,0,0,-0.0247142447073381,0,0,0,0,0,0,0,0,0,0,0,0,0.0216264891415675,0,0,0.0768725811253514,0,0,0,0.0284232117200623,0,0,0,0,0.0601091279822842,-0.0478303182392625,0.0803585707863011,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111416637589292,0,0.00720494840421692,0.0472914787771471,0.0557510270921775,0,0,0,0,0.142653994911217,-0.101678588963589,0,-6.93889390390723e-18,0,0,0,0,0.104631144804919,0,0,0,0,0,0,0,0,0,0,0,0.121745155755523,0,0,0,0,0.0217187616320681,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0.0240220372375944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169513347073917,0,0,0,0.0179161372380081,0.139694124621546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000410719479779449,0,0.131858375014534,0,0,0,-0.0135686269375909,-0.0155412879999616,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0356961341006369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0646723424619059,0,0,0,0.103260300877646,0,0,0,0,0,0,0,0.0412854806220371,0.0239954835991205,0,0,0,0.000754205090002363,0,0,0,-0.0135565778033443,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0348127777139605,0,0,0,0,0,0.0270965371306319,0,0,0.0934282367128839,0,0,0,0,0.0254565057965321,0.0170886140409238,0,0,0,0,0,0,0,0,0,0.0934367726684234,0,0,0,0.103808349793606,0,0,0.0344549713096724,0,0.135988474415822,0,0,-0.0032631845029085,0,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0.521786133527095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0941341629992955,0,0,0,0.0138781858832648,0,-3.46944695195361e-18,0,0,0,0,0.0372240867757619,0,0,0,0,0.0409775951441194,0,0,-0.155948918754317,0,0.312135689250158,0.0284102960199433,0.0356902217075053,0,0.232369518281939,0,0,0.0164409969808309,-0.0325554635136855,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0.0147896039031096,0,0,0,0,0.526399187421922,0,0,0,0,0,-0.0194068737923192,0,0,0,0.132416561342335,0.130540899726009,0,0,0,0,0.110867129136522,0,0,0,0,0,0,0,0.146971548545714,0,0,0,0.0919304759706366,0,0,0,0,0,0,0,0,0,0,0,-0.0408377633156387,0.0507189687880553,0,0,0,0,0,0
X601992.SH,0,0,0.204817369024441,0,0,0.0484660926066375,0,0,-0.0269169060203726,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0.105099038640415,0,0,0,0,0.0872957942134364,0,0,0,0,0,0,0,0.0573156105066176,0.147050054711931,0,0,0,0.121326209179829,0,0,0.0801734143242579,0,0.0310693190730523,0,0,0,0,0,0,0.0317357493189796,0,0,0,0,-0.0165069614844489,0,0
X000898.SZ,0,0,0,0,0.0943112536084224,0,0,0,0,0.0739670590547473,0,0,0,0,0,0,0,0.13795045204639,0,0.142953469465852,0,0,0,0,0,0.0461683179004868,0,0,0,0.0402926866970545,0,0,0.235103275445278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0139273985196554,-1.0842021724855e-19,0,0,0,0,0,0
