,X601857.SH,X600028.SH,X600585.SH,X601088.SH,X600309.SH,X600547.SH,X600019.SH,X000708.SZ,X002271.SZ,X002460.SZ,X600011.SH,X600660.SH,X600886.SH,X600362.SH,X601600.SH,X600801.SH,X600010.SH,X601898.SH,X600489.SH,X000786.SZ,X600352.SH,X600111.SH,X600176.SH,X600188.SH,X601991.SH,X600299.SH,X600426.SH,X600795.SH,X600529.SH,X600688.SH,X002466.SZ,X002080.SZ,X600027.SH,X601992.SH,X600612.SH,X002409.SZ,X600315.SH,X002353.SZ,X600219.SH,X000301.SZ,X600126.SH,X600486.SH,X000932.SZ,X000878.SZ,X000723.SZ,X000027.SZ,X600516.SH,X601158.SH,X002075.SZ,X000898.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0.00509624498042386,0,0,0,0,0.0876557633305228,0,0,0,0,0,0,-0.0642382204161328,0.00526532130452906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0552585371485327,0,0,0,0,0,0.064101120678635,0.10957139355684,0,0,0,0.0174746619878258,0,0,0,-0.0013092708326822,0,0,0,0.0722887957970752,0,0
X600028.SH,0,0,0,0,0.0463590989008001,0,0,0,0,0.024088625061971,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0.0510722926388519,0,0,0,0,0,0.00986195621522881,0,0,0,0,0,0,0,0,0.0628452764880312,0,0,0,0,0,0.0831167354590846,0,0.0241094524761826,0.0615102556161327,0,0,0,0,0.000817804887514761,0.0058338744035232,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.279608377369386,0,0,0,0,0,0,0.0697735771404151,0.073044070195336,0,0,0,0,0,0,0.0414315677538125,0.0635519151848113,0,0,0,0,0,0,0.12146619060086,0,0,0,0.0522441245006978,0.0128685009601609,0.0226732807345018,0,0,0,0,0,-0.0326093885098145,-0.0116282279041895,-0.00163820017765288,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.000894254254850437,0.102102286141466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0853778555280706,0,0,0,0,0,-0.00369287106621579,0,0,0,0,0,0.0208753163725191,0,0,0.0394448388415799,0,0,0,0,0,0.0252568901864801,0,0,0,0,0,0.0727341884296817,0,0.0127003265238572,0.0129103603076003,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,-3.46944695195361e-18,0,0,0.154388989429029,0,0.074030681264067,0.096424292541918,0,0,0,0.0551261798725985,0,0,0,0.16061589545413,0,0,0,0,0,0,0.0757093013716294,0,0,0,-0.00521165230191417,0,0,0,0.0741210918008003,0,0,0,0,0,-0.0625769146431521,0,0,0.114674902238577,-0.0748113401617928,0,-0.0724499756851542,0,0.124936957699289,0,0,0.0120529670782673,-0.013048435258156,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0.0346341729159236,0,0,0,0,0,0,0,0,0,0.697842945917818,0,0,0,0,0,0,0.131704597115212,0,0,0.00822900002515605,0,0.0151155811742653,0,0.0526360727720971,0,0,8.67361737988404e-19,0,-0.095075465140528,0,0,-0.00951515035658615,0,0,0,0,0,0,0,0,0,-0.0976771378544447,-0.00629615169950489,-0.0242296198324832,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.213197639651234,0,0,0,0,0,0.0467603657334598,0,0.0894023087699694,0.0380938570797612,0,0,0,0,0,0,-0.033832523276595,0,0,0,0,0.0453242464856191,0,0,0,0,-0.0132722616632691,0,0.0352658245383008,0,0.101463614123754,0,0,0,0,0,0,0.000689280246447176,-0.00741031778831724,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.546627768652441,0,0,0,0,0,0,0,0,0,0,0,-0.156488685195222,0,0,0,-0.00918575617494681,0,0,0,0,0,0,0,0,0,0.0615731729072317,0,0,0,0.0758108266851121,0,0.0433808370215057,0,0,0,0,-0.000695345904234738,-0.0192109248064338,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,0,0,0.0064841835158766,0,0,0,0,0,0,0,0,0,0.256252296582858,0,0,0,0,0,0,0,0,0,0,0.130214328315984,0,0,0,-0.00551110188638575,0.117237157440546,0.0829125521983955,0,0,0,0.0400545147138251,0,0,0,0,0,0.160637960037963,0,0.0662437097347817,0,0,-0.00953219367514213,-0.0266783215033771,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139584952947456,0,0.158618989821686,0,0,0,0,0.189857141228839,0.339580452306147,0.0921546181597239,0,0,0,0,0,0,0,0.270982322600506,0,0,0,0,0,0,-0.0096774383786177,0,0,0,0,0,0
