,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X002460.SZ,X600585.SH,X600188.SH,X002466.SZ,X000792.SZ,X600111.SH,X600019.SH,X601898.SH,X002271.SZ,X600660.SH,X600011.SH,X000877.SZ,X000301.SZ,X000708.SZ,X600010.SH,X600547.SH,X601600.SH,X600886.SH,X600176.SH,X600795.SH,X600426.SH,X600362.SH,X600096.SH,X000723.SZ,X000408.SZ,X000786.SZ,X600803.SH,X000983.SZ,X300073.SZ,X601991.SH,X600141.SH,X002080.SZ,X600486.SH,X600219.SH,X601699.SH,X600027.SH,X002192.SZ,X600801.SH,X002353.SZ,X600157.SH,X000959.SZ,X002497.SZ,X000807.SZ,X600489.SH,X300037.SZ,X600295.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.03205090875349,0,0,0,0,0,0,0,0,0,0.0107688766975009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0458830513562396,0,0,0,0,0.133959374653923,0,0,0,0,0.0948879401390532,0,0,0,0,0,0.165434952901127,0,0,0,0.00884340345093102,0,0,0.103687027296521,0,-0.00670830088035649,0,0,0,0,0.110712383119141,0,0
X601088.SH,0,0,0,0,0,0,0.245867804706148,0,0,0,0,0.107123599691888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0551747318205999,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0
X600028.SH,0,0,0,0.0266702699755904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.065888057225221,0,0,0.0258644338199836,0.0107496747039851,0,0,0.00926766769378904,0,0,0,0,0,0,0,0,0.0103279683609476,0,-8.67361737988404e-19,0,0,0,0.0601336291983144,0,0,0.0144072207867508,0.0382047973079946,0,0,0.0607714329617849,0,-0.0183564255032645,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,-0.00376925627908182,-0.0466444341622302,0,0,0.132526647953719,0,0,0.0402757729513943,0.21421467026834,-0.0240821843210145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0948948223931384,0,0.00860990297499794,0,0,0,0,0,0,0.117114598049879,0,0.00443944247865457,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0.406766420744718,0,0.165912763718228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.016127589332763,0,0,0.117286196909005,0,0,0,0,0.11056623932078,0,-0.0633433477444609,0,-0.0193779807950811,0,0.109242516444623,0,0.00146698966215533,0,-0.0207706221082119,0,0.138684387920912,0.0355646664782184,0,0,0,0,0,0.00307605917671735,-0.00887793041667496,0,0,0,0,0,0
X600585.SH,0,0,0,0.0569323373398512,0,0,0,-0.0348107643269544,-0.0696369502136084,0,0,0,0.136157982956375,0,0,0,0,0,0,0.121513249789053,0,0,0,0,0,0,0.0794929686564295,0,0,0,0,0,0,0.0297503036271193,0,0,0,0,0,0.130203900683143,0,0.269619019830408,0,0,0,0,0,0,0,0,0,-0.0181993413249242,0,0.0627051917413177,0,0,-0.0107104208819761,0,0
X600188.SH,0,0.293256944792995,0,0,0,0,0,0,0.0326985294358624,0,0,0,0,0,-0.258243249986136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0651450015949882,0,0,0,0,0,0,0,0,0.383697076328899,0,0,0,0.0175614310575822,0,0,0,0.0243594676946237,0,0,0.152752448044169,0,0.0384841763355177,-0.0564820197026945,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0.548066642502026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0471384307720133,0,0,0,0,0.306197477475726,0,0,0,0,0,0.0193515485969821,0.0151439115924988,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0.135214062826504,0.0186699787250714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14336969273963,0,0.50153815176608,0,0,-0.10353790924031,0,0,0.0585456049669767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.053158009287879,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.337430343067247,0,0.0682087746030162,0,0,0,0,0,0,0,0,0,0,0,0.267987161523438,0,0,0.0533933348268048,0,0,0,0,0,0,0,0,0,0.233345021021815,0.0703349329746144,0,-3.46944695195361e-18,0,0,0.02400850163237,0,0,0,0,0,0,0
