,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X002460.SZ,X600585.SH,X600188.SH,X002466.SZ,X000792.SZ,X600019.SH,X600111.SH,X601898.SH,X002271.SZ,X600011.SH,X600010.SH,X600660.SH,X000877.SZ,X000301.SZ,X000708.SZ,X600547.SH,X601600.SH,X600886.SH,X600795.SH,X600176.SH,X600362.SH,X600426.SH,X600096.SH,X000786.SZ,X000723.SZ,X000408.SZ,X000983.SZ,X600803.SH,X601991.SH,X300073.SZ,X600141.SH,X002080.SZ,X601699.SH,X600486.SH,X600219.SH,X600027.SH,X002353.SZ,X002192.SZ,X000959.SZ,X600801.SH,X600157.SH,X600489.SH,X000807.SZ,X000932.SZ,X600295.SH,X002497.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0.0284955486039,0,0,0,0,0.0706440585725014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119212029742867,-0.136476711819763,0,0,0.0611564818541617,0,0,0,0,0,0,0.0112139913564327,0,0,0.132986378164654,0,0,0,0,0,0.0192106514827224,0,0.169799278809334,0,0,-0.00875818201870127,0,0,0,0,0.0374952201085982,0,0
X601088.SH,0,0,0,0,0,0,0.20744945986419,0,0.0100575349800272,0,0,0.0911519068873119,0,8.67361737988404e-19,0,-0.183364114810867,0,-0.0402146109374721,0,0,0,0,0,0,0,0,0,0,0,0,0.05960388305402,0,0,0,0,0,0.089470897742121,0,0,0,0,0,0,0,0,0,0.0191867468644998,0,0,0,0,-0.015598959895871,0,0,0,0,0,0,0
X600028.SH,0.0127869547755853,0,0,0.0187346417558391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.062464129625525,0,0.0248911910465939,0,0,0.0168277042845921,0,0,4.31860034642308e-05,0,0,0,0,0,0,0,0,0.0211394491516437,0,0,0.0694651736007883,0,0,0,0,0,0.0465763349345104,0.0147773420498741,0.0540627853319841,0,0,-0.0179948425558358,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,-0.0181329419280228,0,0,0.0682956643223598,0,0.0199060607834789,0,0,0.192678242438952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11370503107988,0.0283724111063612,0,0,0,0,0,0.0389562287473451,0.0799268777997965,-8.67361737988404e-19,0,0.00780052685777875,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0.308525514313412,0,0,0.162609642019359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0412579829621131,0,0,0,0,0,0,0,0,0,0,0.0650485106379765,0,0,0,0,0.0062200918118571,0.195532802891931,0,0,0,0,0,0,0.104119319261712,0,0.0243200118776031,-0.0672794319406569,0,0,0,-0.0187796776634214,0,0
X600585.SH,0,0,0,0.0091882215683422,0,0,0,-0.0200734253944481,-0.0690369966276258,0,0,0,0.0950181029217462,0,0,0,0,0,0,0.177997989249407,0,0,0,0.0165461528076413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0195083868446639,0,0,0.0213711085781984,0.401767610175577,0,0,0,0,0,0,0,-0.00572766184022999,0,0,0,0,0,0,0
X600188.SH,0,0.282881886158821,0,0,0,0,0,-0.0125803351718553,0.0614775357599012,0,0,0,0,-0.232409655185446,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00542955972516138,0,0,0,0,0,0,0,0,0.430675533112636,0,0,0,0,-0.0486147162304104,0,0.0816258680949193,0.0997971296426984,0,0,0,0.170586351076995,0,0,0.048857805899597,-0.0751024383668085,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0.684329185497248,0,-0.0787030054071004,0,0,0,0,0,0,0.0340112465125017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0373026159490166,0,0,0,0.0429741646669271,0,0,0,0.0363036099233452,0,0,0.100132612145303,0,0,0,0,0,0,0,0.0893076446109029,0,0.00834247374426283,8.67361737988404e-19,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0.138571343078994,0.0198904188018316,0,0,0,0,0,0,0,0,0,0,-0.0051006259739217,0,0,0,0,0,0,0,0.142389148154321,0,0,0.500686994196806,-0.104623426061596,0,0,0,0.0561554289028079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0532210329584879,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0.0854186947322117,0,0,0,0,0,0,0,0.0677488908300914,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0453504854566266,0,0,0,0,0,0,0,0,-0.00607754201542969,0,0,0,0,0.0227224295791024,0,0,0,0.048506992328964,0.25671897081331,0,0,0,-0.0117487829407136,0,0,0,0,0,0,0
