,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X002460.SZ,X600019.SH,X600660.SH,X002271.SZ,X000708.SZ,X002466.SZ,X601898.SH,X000301.SZ,X601600.SH,X600547.SH,X600362.SH,X600111.SH,X600188.SH,X600010.SH,X600886.SH,X600011.SH,X000786.SZ,X600426.SH,X600176.SH,X000408.SZ,X601991.SH,X600795.SH,X600803.SH,X600352.SH,X000932.SZ,X002080.SZ,X600219.SH,X600489.SH,X000825.SZ,X002353.SZ,X000027.SZ,X300037.SZ,X000898.SZ,X600688.SH,X600315.SH,X000959.SZ,X600801.SH,X000807.SZ,X002409.SZ,X601699.SH,X000830.SZ,X600027.SH,X600486.SH,X600399.SH,X000983.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0.000997917424220067,0,0,0,0,0,0,0.166549098953131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0526697200361759,0,0,0,0,0,-0.0237877388452784,0.064262078270647,0,0,-0.0242910201899674,0,0,0,-0.00087120776096792,0,0,0,0.0123390565313577,0,0,0,0,0,0,0
X600028.SH,0,0,0.0309364541882472,0,0,0,0.0981950342043375,0,0,0.0628899028005971,0,0,0,0,0,0,0,0.0719770420314367,0.0249988198362722,0,0,0,0,0,-0.0176538190962714,0,0.0481281996771277,0,0,0.0356710765882148,-0.0182307582396301,0,0,0,0,0,0,0,0,0,0,0,0.0856976290532555,0,0,0,0,0,0,0,0,0.0159210100143873,0.0842811502788155,0,0,0,-0.0335885031989706,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16332079761981,0,0,0,0,0,0.0673096089784513,0.041778378576134,0,0,0,0,0.0114147305769464,0,0,0,0,0,0,0,0,0,-0.0453066938313478,0.0549104932358648,0,0,0,0.00230349707960518,0,0,0,0,0.0681171617828774,0,0.00164048358761615,0.0141999909810305,0,0,0,-0.0102778639317466,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0.0792499599460274,0,0,0,0,0.0246345321746265,0.220906377516868,0.0900264555275787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0188571172258318,0,0,0,0,0.0670549580293211,0.170621398334986,0,0.0884339511470279,-1.0842021724855e-19,0,0,-0.062507390297283,-0.0173142624960019,0,0,0,-0.0360426391065347,0,0
X600585.SH,0,0,0,0,0,3.46944695195361e-18,0,0,0.00582767010135362,0,0,0,0,0,0,0,0,0.0148506788279532,0,0,0,0.0294793522110977,0,0,0,0,0,0,0,0,0,0,0.0335591410874221,0,0,0.0347432322618456,0.0565453831083723,-0.0700075536238611,0,0,0,0.534055160643775,0,0,0,0,0,0,0,0,0,-0.0513585838814685,0.0600404278682304,0,0,0,0.0190457344706399,0,0
X002460.SZ,0,0,0,0,0,0,0,0.196085609059092,0,0,0.429351675632447,0,0.0860446048030684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.070413600664927,0,0,0,0,0,0,0.126031189002505,0,0,0,0,0,0.179027117110705,0,0,0.0612813887924033,0,0,0,0,0,0,0,0,0,0,-0.0185705114092948,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0.0595359443114377,0,0,0,0,0,0,0,0,0,0,0,0,0.142514840975304,0,0,0,0,0,0,0,0,0,0.189494370987713,0,0,0,0.24262253582541,0,0,0.0852894891658672,0,0.0461776863355499,-0.171891274827516,0,0,0,0,0.129241490119722,0,0,0,0,0,0,0,-0.00613698351156271,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0.190358697086403,-0.172289605543263,0,0,0,0,0,0,0,0,0,0.198400802958216,0,0,0.0520502339834876,0,0,0.0566603266265728,0,0,0.0163861994705734,0,0,0,0,0,0.172025025128413,0,0,0,-0.04733534336894,0,0.0519354249179171,0.111846571141845,0,0,0,0,0,0,0,-0.0286297175808557,0,0,0,0,-0.0171800211177793,0,0
X002271.SZ,0,0,0,0.121784145914367,0,0,0,0,0,0,-0.00283124457809076,0,0,0,0.0259845051569803,0,0,0,0,0,0,0,0,0,0.0892504786057539,0,0,0,0,-0.0705869639173389,0,0,0.0383456555066107,0.0385524402687963,0,0.00341703877315219,0,0,0,0,0,0,0,0,0,0,0,0.100383061762749,0.066396401678051,-0.0651217781638973,0,0,-0.0155984583369225,0,0,0,0.0319445621278155,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0.0987171798021223,0,-0.0715993197554718,0,0,0.0157481314705641,0,0,0,0,0,0.0465344200151408,0.0341264839227788,0.0142282945055005,-0.029396114759557,0,0,0,0,0.128626255486865,0,0,0,0,0,0,0,0.0392171109153576,0,0.0618517950624213,0,0,0,0,0.0587050260208854,0,0,0,-0.0869324067943921,0,0,-0.0942487518494754,-0.00748950300449765,0,0,0,0,0,0
