,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600011.SH,X600010.SH,X601898.SH,X600886.SH,X601600.SH,X600660.SH,X600188.SH,X601991.SH,X600362.SH,X000708.SZ,X600795.SH,X600352.SH,X600688.SH,X600801.SH,X600111.SH,X000723.SZ,X601992.SH,X600027.SH,X002271.SZ,X600516.SH,X600489.SH,X000786.SZ,X002466.SZ,X000898.SZ,X600176.SH,X002460.SZ,X600299.SH,X601158.SH,X600426.SH,X000883.SZ,X002353.SZ,X000709.SZ,X600612.SH,X000629.SZ,X600219.SH,X600583.SH,X000027.SZ,X000792.SZ,X600315.SH,X000630.SZ,X600985.SH,X000553.SZ,X601699.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0.0103590845231998,-0.0743870272426477,0,0,0,0,0,0,0,0.0235129899656092,0,0,1.73472347597681e-18,0.0615802351242757,0,0,0,0.057768070583971,0,0,0,0,0,0.00640155101019136,0.0987606298704941,0,0.0298145732489518,0,0.0475862921917211,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00960662995747379,0,0,0,0,0.026431497594967,0,0
X600028.SH,0,0,0.0222668976512979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0236677121469966,0,0,0,0.106959695117034,0,0,0,0,0,0,0,0,0,0,0.025257243072013,0,0.0129562139964625,0,0.0479727546276745,0,-0.0171864545697726,0,0,0,0,0,-0.0536067822684184,0,0,0,0,0,0,0,0,0.312904714096151,0,-0.00881601676891892,0,0
X601088.SH,0,0,0,0.29602973734108,0,0,0,0,0,0.000866474940169921,0,0,0,0,0,0,0.111866094817213,0,0.0735811953080945,0,0,-0.0447007213981523,0,0,0,0,0,0,0.132700192288409,0.0411971016329819,0,0,0,0,0,0,0,-0.0616810046476461,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00130125488135483,0,0,0,0,0.0387598370784407,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0555361831771248,0.0319344169440532,0,0,0,0.634951953614019,-0.0391610856621956,-0.0270237027810956,0,0,0.0378832481494004,0,0,0,0,0,0,-0.018664397763898,0,0,0,0,-0.0857567496174009,0,0,0,0,0,0,-0.0675223612196201,0,0,0,0,-0.0902835661297326,0,0,0,0,0,0,0.00170717197362114,0,0
X600309.SH,0,0,0,0.104945309661481,0,0,-0.0640323849481048,0,0,0,0.000141320555139673,0,0,0,0,0,0,0,0.0806400905518848,0,0.0735458418417916,0,0.0193801074528325,0,0,0,0.060771432356731,-0.0574461982105225,0.0408767029833206,0,0,0,0.1378156026605,0,0,0.0459682765016436,0,-0.0623977313061366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00234434460674256,0,0,0,0.00815056210232287,0,0
X600019.SH,0,0,0.226898039694887,0,0,0,0,-0.0562134729736015,0.185179474064562,0,0,0,0,0,0,0,0,0,0.0637546284191672,0,0,0,0,0,0,0,0,0.0162921199625603,0.018648872799396,-0.00574302405472226,0,0,0,0,0,0,0,0,0,0,0,0,0.0311550366997655,0,0,0,0,0.00694039585118145,0,0,0,0,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0478727223830009,0,0.0722147900750191,0,0,0,0,0,0,0,0,0.818025316689366,0,0,0,0,0,0,0,0,0,0.233413076858062,0,0,0,0,0,0,0.16930392351954,0,0,0,0,0,0,0,0,0,0,0,0.0678913389218745,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0792248429311256,0.063333492797546,0,0,0,0.182536813438941,0,0,0,0.101546342163346,0.109538809354483,0,0,0,0.0298914114129658,0,0,0,0,0,-0.107905326310814,0,0.0871601602384649,0,-0.0379896987136907,0,0,0,0,0,0,0,-0.200689912348958,0,0,0,0.0103772534011506,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132936052303945,0,0,0,0.0306400368131838,0,0,0,0,0,0.0415565702606187,0.115257969076007,0,0,0,0,0,0,0,0,0,0,0,0,0,0.191731662836042,0,0,0,0.0056741723915357,0.00197889201647261,0,0,0,-0.00867406366104074,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0917470985577289,0,0,-0.085166225016523,0,0,0,-0.119018889573459,-0.0189650989810677,0,0.284599415641443,0,0,0,0,0,0,0,0,0,0.182455594879194,0,0,0,0,0,0,0,0,0,0,0,0,0,0.227048175775716,0,0,0,-0.0262510489484069,0,0,0,0,0.050798049321293,0,0
X600886.SH,0,0,0,0,0,0,-0.0419044704098317,0,0,0,0,0,0,0,0,0,0.0311999212414515,0,0,0,0,0.120848575065935,0.107570304394896,0,0,0,-0.243529144011717,0,0,0.125141734389743,0,0,0,0,0,0.0974811079945616,0,-0.0374310334232517,0,0,0,0,0,0,0,0.145434682934524,0,0.0519814541052745,0,0,0,0,-0.0260904502839102,0,0,0,0.0796232172356719,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0682801489511156,0.142999080413556,0,0.0306438163196098,0.0123210757483927,0.0184225765614361,0,0,0,0,0,0.0828426727919235,0,0,0,0,-0.06196251408756,0,0,0,0,0,0.0386707787933964,0,0,0,0.105921470648186,0,0,0,0,0.0285714920723731,0,0,0,-0.00940328512547196,0,0
X600660.SH,0,0,0,0,0,0,0,0,0.0737748668580653,0,0,0.00490587977256172,0,0,0,0,0,0,-0.0885242729512316,0,0,0,0.0474166409175635,0,0,0.167095316412559,0,0,0.0419948944270437,0,0,0,0.0228511612764358,0,0,0.0275850407123836,0.182602543377894,0,0,-0.0416373064593313,0,0,0,0,0,0.0370494218229278,0,0.107577480950695,0,0,0,-0.00251845071094844,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,-0.155167298162676,0,0,0,0,0,0,0,0,0,0.0459015657527911,0,0,0,0,0,0.110219235653793,0,0,0,0,0,0,0,0,0,0.119434957063958,0.231401218066707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00229455957897646,0,0
