,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600010.SH,X600309.SH,X600011.SH,X600188.SH,X601898.SH,X600660.SH,X600688.SH,X600362.SH,X300072.SZ,X601992.SH,X002466.SZ,X600795.SH,X600547.SH,X601991.SH,X002460.SZ,X600516.SH,X600111.SH,X600176.SH,X600886.SH,X000898.SZ,X000786.SZ,X000709.SZ,X600157.SH,X600352.SH,X000792.SZ,X000553.SZ,X002271.SZ,X600027.SH,X601699.SH,X000408.SZ,X600219.SH,X600489.SH,X000959.SZ,X000983.SZ,X600339.SH,X600808.SH,X601158.SH,X000883.SZ,X000630.SZ,X002092.SZ,X000825.SZ,X002470.SZ,X002110.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.522230055429775,0,0,0.0114057022664731,0,0,0,0,0,0,0,0,0,0,0,0,-0.122499285161496,0,0,-0.00354503778004125,0,0,0.0700269764470988,0.0750959129293838,0.00833328144652092,0,0,0.0346236684405585,0,0,0.0731749905750355,0,-0.0260892758193784,-0.0254067793135575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00286671647896977,0.00641521002949067,0,0,0,0,0,0
X600028.SH,0.448523863115807,0,0,0,-0.0111743890078431,0,0,0.00984253576522754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.056509206304414,0,0,-0.0121053468448207,0,0,-0.105281443600067,0.0403346851255688,0,0,0,0,0,0,0,0,0,0,-0.111336314015399,0,0,0,0,0,0,0,0,-0.00639102127410191,0.0271477302011028,0,0,0,0,0,0
X601088.SH,0,0,0,0.203914165920708,0.218290651659692,0,0,0,0.0825454583209747,0,0,0,0,0,-0.0595030781532114,0,0,0,0,0,0.0316604445865422,0,0,0,0,0.0549622798863672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0153160424138672,0,-0.00357630458910476,-0.00571844968324246,0.225287150021277,0,0,0,0,0
X600019.SH,0,0,0.105117288440595,0,0.0295094741910997,0,0,0,0,0,0,0,0.224596137716263,0,0,0,0,0,0,-0.0869774468473371,0.013254477476849,0,0.1331552990763,0,0.514927824416668,0,0,0,0,0,0,0.0584147151101519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0212637122783044,0.0176088813086941,0.18722338543512,0,0,0,0,0
X600585.SH,0,0,0.446004250664689,0,0,0,0,0,0,0,0,0,0.0949727260105743,-0.00583986057111392,0,0.198617340473283,0,0,0,0,0,0,0.0408818606372247,0,0,0.152889096612203,0,0,0,-0.200989838155693,0.289490768301549,0,0,0,-0.0421538293737154,0,0,0,0,-0.0335691040801344,0.156318057209463,0,0,0,0,0,0,0,0,-0.0294705936150441,0.0220802372234435,0,0,0,0,0,0
X600010.SH,0,0,-0.0240201702777065,0,0,0,0,0,0.00476401863351667,0,0,0,0,0,0,0,0,0,0,0.185226162507078,0,0,0,0,0,0.00527754844381026,0,0,0,0,0.0827459681563294,0,0,0,0,0,0,0.285573557985421,0.182311180673696,0,6.93889390390723e-18,0,0,0,0,0.0501449575313365,0,0,0,0,-0.00267004409220574,0,0,0,0,0,0
X600309.SH,0,0,0.13505375787115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0666902826106593,0,0.187174610368838,0,0,0,0,0,0,0,-0.0391704255039813,-0.228629119573278,0,0,0,0,0,0,0,0,0,0,0,0,0.112737560108941,0,0,0,0,-0.0529294098334912,-0.0402782819056258,0,0,0,0,0,0
X600011.SH,0,0.00697613416978141,0,-0.11227831423804,0,0,0,0,0,0.00977551372383535,0,0,0,0.115771206041837,0.15286648940626,0,0,0,0,0,0,0,-0.0324131958674664,0,0,0,0,0,0,-0.0458552736571,0,0,0,0,1.73472347597681e-18,0,0,0,0.0414769450418314,-0.000298780348891095,-0.00661188409294779,0,0,0,0,-4.33680868994202e-19,0,0,0,-0.0096155854963575,0,-0.0779954381786489,0,0,0,0,0
X600188.SH,0,0,0,0,0.194764097088024,0.114667034954304,0.00139343016923941,0,0,0,0,0,0,0.0359957663007357,0,0,0,0,0,0,0.0724887607868074,0,0.0893595031885846,0,0,0,0,0,0.116797820657272,0,0.00694072539758822,0,0,0.171318090400091,0.111790665900299,0,0,0,0.223835149409234,0,0.0643719887249435,0,0,0,0,0,0,0,0,0.0293478280263709,-0.0471166550873416,0,0,0,0,0,0
X601898.SH,0,0,0,0,-0.0409911121771955,0,0,0,0.168560012554599,0,0,0,0,0,0.034419204231445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0667437244708132,0,0,0.062485647848302,0,0,0,0,0.197180465399992,0,0,0,0,0,0,0.0408733389510505,0,0.00456156258702802,0,0.00431723379938642,-0.00288962158734572,0,0,0,0,0,0
