,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600660.SH,X601898.SH,X600019.SH,X600188.SH,X601600.SH,X600585.SH,X600886.SH,X600547.SH,X600011.SH,X000792.SZ,X600010.SH,X600111.SH,X600795.SH,X600362.SH,X002460.SZ,X600160.SH,X600489.SH,X600803.SH,X000807.SZ,X000708.SZ,X000301.SZ,X002466.SZ,X000408.SZ,X600027.SH,X000786.SZ,X601991.SH,X600219.SH,X600426.SH,X002128.SZ,X600176.SH,X000983.SZ,X000630.SZ,X601168.SH,X000933.SZ,X600096.SH,X002353.SZ,X601699.SH,X600378.SH,X000877.SZ,X600985.SH,X600157.SH,X600299.SH,X600549.SH,X600352.SH,X000883.SZ,X600995.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.165693560214671,0.115709748646922,0,0,0,0,0,0,0,0,0,0,0,0.0528374920328735,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109524473246639,0,0,0,0,0,0,0,0.0423168761100061,0,0,0,0,0,0,0,0,0,0,0.0164729216616573,0.0047161916578555,0,0,0,0.0159703993189939,0,0
X601088.SH,0,0,0,0,0,0.561080157131706,0,0,0,0,0.0101650750298815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0382824399436192,0,0,0.11086706928892,0.0189934469030513,0,0.0277879616503972,0,0,0,0,0,0,0,0,0,0,0,0,2.71050543121376e-20,0,0,0,0,0,0.0224614742973074,-0.0123048392589234,0,0,0,0,0,0
X600028.SH,0.00363597136203305,0,0,0,0,0.259418555990409,0,0,0,0,0,0,0,0,0.0167615298556112,0,0,0,0,0,0,0,0,0.0868175159382895,0,0,-0.0341443935816903,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142019196226237,0,0,0,0,0,0,0,0,0,-0.0689218992418855,0,0.0101629545541681,0,0,0,-0.0158427887756951,0,0
X600309.SH,0,-0.0515281543165725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0233430927246908,0.11667629393556,0,0,0,0.207365975271306,0,0,0,0,0,0,0,0.0170206838760026,0,0,0,0.0976167657694902,0,0,0.0309399690006191,0,0,0,0.101380636528407,0,0.0179463448761163,0,0,0,0,0.0299281060390801,-0.0712887198029664,-0.0130535846433215,0.00647628468706856,0,0,0,0,0,0
X600660.SH,0.00381791932787873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0159871213736548,0.17595968719237,0,0,0.216979539487053,0,0.0727784408001549,0,0,0,0,0,0,-0.0692364858010329,0,0,0,0,0,0,0,0,0,0,0,0.140648789540953,0,0,0,0,0.0316932598981393,0,0,0,0,0,-0.0116430011812701,0.0141547499631333,0,0,0,-0.13574806341323,0,0
X601898.SH,0,0.325017947239633,0,0,0,0,0.220424159306095,0.440104753535762,0,0,0,0,0,0,0,0,0,0,0,-0.0459888179396472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0.10143024144734,0,0,0,0,0,0,-0.0258176464982841,0,0,0,0,0,0.0604229186137906,0.0148795620377839,-0.0125305614442604,-0.0301154753856298,0,0,0,0,0
X600019.SH,0,0.217137234774859,0,0,0,0,0,0,0.243271303339361,0,0.059905713874004,0,0,0,0,0,0,0,0,0,0,0,0,0.0874104680375879,0,0,-0.0459487532601625,0.0780025793858125,0.113189307089455,0,0,0,0,0,0,0,-0.0241252044405946,0,0,0,0,0,0.0577128800980512,0,0,0,0,0,0,0,0,0.0416219987103227,-0.0164607180017775,0,0,0,-0.0156444073393417,0,0
X600188.SH,0,0,0,0.0783062464565233,0,0.0965177448651031,0,0,0,0,0,0,0,0,0,0,0.195069540647523,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.0744927832650737,0,0,0,0,0.119044525019847,0,0,0,0.0586521652626472,0,0.0144820763629119,0.0591134445273258,0.0691755002190366,0,0,0,0,0,0,0,-0.00729391660256745,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0.216413871516305,0,0,0,0,0,0,0,0,0,0,0.920015384748708,0,-0.13764281094685,0,0,0.122994201384068,0,0,0,0,0,0.0742169927517111,0,0,0,0,0,0,0,0,0,0,0.233177519501962,0,0,-0.261736182713265,0,6.93889390390723e-18,0.00858872964368104,0,0,0,0,0,-0.0175629422371711,0,0,0,0,-0.125413981884519,0,0
X600585.SH,0,0,0,0.0172673057916799,0,0,0,0,0,0,0,0.027935972014911,0,0,0,0,0,0,0,0.00592348067317207,0,-0.119226848718585,0,0,0,0,0.0611255010822255,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0.242608810420131,0.0769620331467994,-0.0220777803092102,0,0,0,0,0,0,-0.0169793664727221,0.00814117068036967,0,0,0,0,0,0
X600886.SH,0,0,0,0,0.111394480420755,0,0,0,0,0,0,0,0,0,-0.158895723993735,0,0.442284289565814,0,0,0,-0.00535374466446865,0.106722257422536,0,0,0,-0.0993125119395755,0,0,0,0,0,0,0,0,0,0,0,-0.05607316248943,0,0,0,0,0,0,-0.0165037625428754,0.159614078219233,0,0,0,0,0,0.0161992016810107,-0.0126183104835003,0,0,0,-0.00457453688925549,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0152654645019178,0,0,0,0,0,0.551688888946054,-0.0433819721942321,0,0,0,0.114178197954421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0105503060136512,0.0092221402967271,0.00137936271481276,0,0,0,-0.0360785131472895,0,0
X600011.SH,0,0,0,0,0,0,0.152202081593443,0,0.0558205654632076,0,0.0625402924803438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.358063047403021,0,0,0,0,0,0,0,0,0,0,0,0.00529250209595227,0,-0.0167116051187947,0,0,0.0896230250769916,0,0,0,0,0,-0.0246479217654893,0,-0.00430186324440705,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0395518821788609,0.136902111512678,0,0,0,0,0,0,0,0,0,0.281319018947342,0.185039652480366,0,0,0,0,0.102163063929793,0,0,0,0,0,0.083256644249432,0,0,0,0,0,0,0.0990804423858326,0,0,0,0,0,0,-0.0042473119311555,0.000616428566734464,0,0,0,-0.0486539858822322,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.187453078097358,0,0,0,0,0,0,0,0,-0.0340842279802603,0,0,0,-0.00729941934029392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.277810145686982,0,0.0589185891079218,0,0,0,0.0604757008782746,-0.0463537420751835,0.0456477920604997,0,0,0,0,0,0
