,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600011.SH,X600585.SH,X600010.SH,X600309.SH,X601898.SH,X600688.SH,X600795.SH,X601992.SH,X601600.SH,X300072.SZ,X600660.SH,X601991.SH,X600188.SH,X600362.SH,X600547.SH,X002466.SZ,X600886.SH,X600027.SH,X000709.SZ,X600157.SH,X600111.SH,X000898.SZ,X000959.SZ,X600339.SH,X600489.SH,X601158.SH,X002460.SZ,X600299.SH,X000723.SZ,X002271.SZ,X000883.SZ,X600008.SH,X600176.SH,X600219.SH,X600352.SH,X000630.SZ,X000792.SZ,X600578.SH,X000408.SZ,X000539.SZ,X600808.SH,X000027.SZ,X600583.SH,X000786.SZ,X000983.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0647709294676406,0,0,0,0,0,0,0,0,0,0.0413861622922312,0.195669945622377,0,0,0.0532429885000785,-0.0408066350383889,0,-0.0320630323064238,0.00973566245232724,0,0,0,0,0,0,0,-0.0466284410732171,0,0,-0.0129134402884926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0486937743315234,0.040368784321014,0,-0.0144909485985257,0.0123525784145037,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0.0603441107601616,0,0.0190507823196912,0,0,0,-0.0100275702513434,0,0,0,0,-0.147284033560766,0,0,0,0,0,0,0,0,-0.0328065920426159,-0.0797999127221935,0,-0.0102361274752401,0,-0.0192768171240085,0.0692187459489033,0,0.0322912442749776,0,0,0,0,0,0,0,0,0,0,0,-0.0245500454681702,0,0,-0.00404924506932655,0,-0.136338337389569,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0166134470238495,0.0222260159893944,0,-0.0153045306657108,0,0.0186466408275023,0.0150237305813887,0.00262812549101422,0,0,-0.0184330545852181,0,0,0.082320303849365,0,-0.0117247466894165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00400579297332609,-0.0167860984608032,0,0,0,0.0141117810374122,0,0,-0.0083310369802676,-0.00910523140826241,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.104168507417328,0.046190179925854,0,0,0.0761210718943684,0.0464796229305927,0,0,0,0,0,0,0,0.333292021346885,-0.0536764205907854,0.105974215953842,0,0,0,0,0,0.0928168434416382,0,0,0,0,0,0,0,0,0,-0.00772631078471766,0.0265476714910301,0,0,0,0,0,-0.0147310515505553,0.0285374030302147,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0.207160392892986,0,0,0.0167155893433681,0,0,0.26089803343631,-1.73472347597681e-18,0,0,0,0.0899301618665142,0.0534814791961474,0,0,0.0695000821457792,0,0,0,0,0,0,0,0,0,-0.0286709862210226,0,-0.0324873159571551,0,0,0,0,0,0,0,0.0198045658618343,0.00320327293058644,-0.0513164152542565,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.311721629824145,-1.73472347597681e-18,-0.110058120659508,0,0,0,0.219163637747606,0,0,0,0,0,0,0.0327967361880061,-0.0902489274902555,0,0.0193042470802017,0,0,0.203197460093795,0,0,0,0,0,0,0,0,0.106158714828406,0,0,0,0,-0.0801294570759195,0.22381565261626,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0369666865415982,0,-0.0751547052952946,0,0,0,0,0,0,0,0.055932454622693,0,0,0.173951479003659,0,0,0,0,0,0,0,0,0,0.0779179793457315,0,0,0,0,0,-0.0366432740049728,0,0,0,0.060900567870676,0,0,0.0579598366208486,0,-0.00290223526007802,-0.0351844277670866,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0.0723154261597256,-0.0828188853964221,-0.143510036530096,0.180974364906054,0.181104373085697,0,0.355647087816278,0,0,0,0.0110694447184302,0,0.0318022441046374,0,0,0,0,0,0,0,0,0,0,0,0,0.0460559980915208,0,0,0,0,0,0,0,0.149517276335287,0,0,-0.0639385981526173,0.0437837856100089,0,0,-0.0168633257541097,-0.0278631304530907,0,0,0,0,0,0
X601898.SH,0,0,0,0.0337202489843188,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00454731787552567,0,0,0,0,0.0182092589214582,0.056015556283215,0,0,0,0,0.0422214932149402,0,0.039763139959084,0,0,0.126700496248728,0,0.232043085855279,0,-0.0020217875431384,0.00904691876565331,0,0,0,0,0,0
X600688.SH,0,0.368836745675294,-0.030013140662249,0,0,0.0959366954818884,0,0.012590603588275,0,0,0,0.00198988069689459,0,0,0,-0.0129659838024452,-0.0898818531270416,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00851684876151725,-0.0201540390485747,0,0,0,0,0,0
