,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600585.SH,X600019.SH,X600010.SH,X601898.SH,X601600.SH,X601991.SH,X600795.SH,X600886.SH,X600188.SH,X600362.SH,X600111.SH,X600688.SH,X600027.SH,X600309.SH,X601992.SH,X600583.SH,X000792.SZ,X601158.SH,X600157.SH,X000898.SZ,X000709.SZ,X600352.SH,X600547.SH,X002353.SZ,X600489.SH,X000831.SZ,X000539.SZ,X000630.SZ,X600008.SH,X600660.SH,X600219.SH,X000825.SZ,X000027.SZ,X600808.SH,X002470.SZ,X000629.SZ,X600578.SH,X600549.SH,X600315.SH,X600098.SH,X600021.SH,X600307.SH,X601699.SH,X000060.SZ,X000983.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.335431913849502,0,0,0,0,0,0,0,0,0,0.279048236133742,0.0788864412545336,0,0,0,0,0.060111708166752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00557462591555727,0,0,0,0,0,0
X600028.SH,0.575690956356725,0,0,0,0,0,0,0,0.152118566602253,0,0,0,0,0,0,0.087133039516452,0,0,0,0.0238883257722689,-0.00746467161583228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0990205453298236,0,0,0,0,0,0,0,-0.000953789837894089,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0.0757815543736165,0,0.295464229018665,0,0,0,3.46944695195361e-18,0.209695954488793,0.00512134725235804,0,0,0,0.0399490597224189,0,0,0,-0.0344165486962703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0654365266223241,0,0,0,0,0,0,0,0.237336046621766,0,0,0,0,0,0,0,0,0
X600011.SH,0.0481749654710728,0,0,0,0,0,0.0899419652417517,0.0907079831353907,0.0208831245647442,0.0931563441985553,0.17965746391215,0.0671891173324114,0.0179001265410129,0,0,0.0331886953546061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00694074345375635,0,0,0.0826026871373427,0,0,0.170060472462941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0.021100764848805,0,0,0,0,0,0.0492326446038225,0,0,0.118181419829963,0,0,0,0.134423633299492,0,0,0,0,0,0.040618543461906,0,0,0,0.0463858879842471,0,0,0,0.0511962522871753,0,0,0.0190426594974131,0,0,0,0,0,0,0.20546542310668,0,0,0.06248086405405,0,0,0,0,0.00589901213878699,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0.136742085338086,0,0,0,0.0682648549116448,0.07987364469408,0,0,0,0,0,0,0.329696567659784,0.0174212622178907,0,0,0,0,0,0.136480555188231,0,-0.0335008332602362,0,0,0,0,0,0,0,0,0,0,0,0.00410730012758791,0,0,0,0,0,-0.00696712462071747,0.000328438215147285,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0798633531700224,0,0,0,0,0,0,0,0,0,0,0.50342763183666,0,-0.0116898214026164,0,0,0,0.104978199819897,0,0,0,0,0,0,0,0,0,0,0,0,0.129968266818162,0,0,0,0,0,0,0,0.0651238786359942,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.0205130839671641,0.169466520396886,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00579310701393269,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0.0603546325202399,0.00473499253083785,0,0,0.089845051192249,0.0768291814662629,0,0,0,0,0,0.0929245324848376,0,0.328564414373682,0,0,-0.000280389360401605,0,0,0,0,0,0
X601600.SH,0,0.0302637063903665,0,0,0,0,0,0.260925897924968,0,0,0,0.0987988062951905,0,0,0.147322000339771,0,0.230391938313368,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0721329347144443,0,0,0,0.00742474289870432,0,0,0.0486272721660466,0,0.203128382466602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,-0.0381530158544428,0,0.215165072050835,0,0.122380219263825,0,0,0,0,0,0.30006991119701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0953320501402844,0,0,0,0.0708293475305117,4.33680868994202e-19,0,0,0,0,0.178490830778918,0,0,0,0,0,0.051810049362266,0,0,0,0,0,0,0
