,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600660.SH,X601898.SH,X600019.SH,X600188.SH,X601600.SH,X600585.SH,X600886.SH,X600011.SH,X600547.SH,X000792.SZ,X600010.SH,X600795.SH,X600111.SH,X600362.SH,X002460.SZ,X600803.SH,X600160.SH,X600489.SH,X000708.SZ,X600027.SH,X000301.SZ,X002466.SZ,X601991.SH,X000786.SZ,X000807.SZ,X000983.SZ,X600426.SH,X600176.SH,X600219.SH,X002128.SZ,X000408.SZ,X601699.SH,X000630.SZ,X600096.SH,X000877.SZ,X601168.SH,X000933.SZ,X600157.SH,X600985.SH,X002353.SZ,X600299.SH,X600352.SH,X000883.SZ,X600995.SH,X600688.SH,X600378.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0.0442993618268819,0,0,0,0,0,0,0,0.037090588848089,0,0.0313965217146608,0,0,0.217562998349323,0,0.0460665407898715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.270633656610861,0,0,0,0,0.014771522696383,0,0,0,0,0,0,0,0,0.00702963872897294,0,0,0,-0.0233926656231926,0,0
X601088.SH,0,0,0,0,0,0.530229928827198,0,0,0,0,0.180713220969412,0,0,0,0,0,-0.0700566027778297,0,-0.0135438890593312,0,0,0,0,0,0,0,0,0,0.0345032152359781,0,0,0,0,0,0,0,0,0,0.00378567583050939,0,0,0.0221090200151168,0,0.0225186039005144,0.00173604379576194,0,0,0,0,0,0,0.0237479681342689,0,0,0,0,-0.0182818735568111,0,0
X600028.SH,0.184295447619159,0,0,0,0,0.11906038329204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0444361295127168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00649193433290359,0.178902095171068,0,0,0,0,0,0,0,-0.0367343139928544,-0.00163472815581834,0,0,0,0,-0.0355830422688584,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0717364354263351,0,0.111866012538147,0.0832851152356513,0,0,0,0,0.128202000318231,0,0,0,0,0,0,0,0,0,0,0,0.359601103624878,0,0.0348662932962418,0,0,0.00838541460140488,0,0,0,0,0,0.0294924649317461,0,0,0,-0.00340789746558649,0.00309187214965021,0,0,0,-0.000538721337840893,0,0
X600660.SH,0,0.0468236368223707,0,0,0,0,0,0.090406118181764,0,0,0,0,0,0,-0.0276369576038978,0.0765757048657588,0,0,-0.0146114976193829,0.0454074432793795,0.132027664584193,1.73472347597681e-18,0,0,0.0217108180463639,0,0,0,0.20961281645096,0,0,0,0,0,0,0,0,0.013885191577543,0,0,0,-0.19739040602208,0,0,0,0,0,0,0,0,0,0,0.022552705343966,-0.0696817455989526,0.184129896072217,0,-0.0134499491571046,0,0
X601898.SH,0,0.629159192306495,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0407180012774498,0,0,0,0,0,0,0.0698171087020709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113387862880507,0.0619308915720247,0,0,0,0,0,0,0,0,0,0.0249547715385288,0,-0.0400353602050765,0,0,0,0,0
X600019.SH,0.258775798651634,0,0,0,0,0,0,0,0.215669474446492,0,0,0,0,0,0,0,0,0,0,0.131321724463857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0340802220074464,0,0,0.0982378797961988,0,0,0.0992706119846707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00829308244548374,0,0
X600188.SH,0,0,0,0.239181668946635,0,0.200175851577494,0,0,0,0,0,0,0,0,0,0,0.0322641891048157,0,0,0,0,0,0,0.0688371195018355,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0.108389207749954,0,0,0,0,0,0.0801919760341149,0,0,0,0,0.00560297720550846,0.0277396409623954,0,0,-0.0810677429633091,0,0
X601600.SH,0,0,0,0,0,0,0.0169667647354503,0,0,0,0,0,0,0,0,0,0,0.951544021016109,0,0,0,0,0,0,0,0,0,0,0.0400940684961115,0,0,0,0.433020861121464,0,0,0,0,0,-0.328893803877081,0,0,0,0,0,0,0,0,0,0,0,0,-0.00519900391653211,0.00624085887492548,0,0,0,-0.0269524608414634,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0900363955079668,0,0,0,0,0,0,0.142095505801569,0,0,0,0,0,0,0.173219412090085,0,0,0,0.364177858113598,0,0,0,0.052804753869233,0,0,0,0,0,0,0,0,0.0536825380537717,0,0,0,0,0.00178866948832809,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.249726974088464,0.424859239599233,0,0,0,0,0,0.0499138188202818,0,0,0.0280563534629384,-0.0292268123871327,0,0,0,0,0,0,0,0,0,0.0647449486188771,0,0,-0.0259018505714101,0,-0.0107704321874748,0,-0.00963666425989752,0,0.0621846471129604,0,0,0,0,0,0,-0.00565409165125212,0.00210277404397706,0,0.0466924527719535,0,-0.0297028149573224,0,0
