,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600011.SH,X600309.SH,X600547.SH,X600010.SH,X601898.SH,X600660.SH,X601991.SH,X600886.SH,X600688.SH,X601600.SH,X600795.SH,X600362.SH,X600188.SH,X600027.SH,X000898.SZ,X601992.SH,X600176.SH,X600516.SH,X600352.SH,X000709.SZ,X002466.SZ,X600111.SH,X600299.SH,X600808.SH,X600489.SH,X000786.SZ,X000629.SZ,X601158.SH,X600801.SH,X002460.SZ,X600219.SH,X000825.SZ,X000553.SZ,X002271.SZ,X000883.SZ,X600583.SH,X002470.SZ,X002110.SZ,X600612.SH,X600021.SH,X000408.SZ,X601699.SH,X000932.SZ,X000630.SZ,X000539.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.362631444380533,0,0,0,0,0,0,0,0,-0.0810469008884928,0,0,0.087192258789431,0.00467869587664991,0,0,0,0,0,0,0,0,0,0,0,0.114370835865993,-0.014546678483461,0,0,0,0,0,0,0,0,0,-0.0164382379059461,-0.0132069915966437,0,0.0456946788973001,0,0,0.0412203915760111,0,0,0.0429603053719281,0,0,0,0,-0.0130226847331829,0.0120422817429075,0,0,0,-0.00967041966540373,0,0
X600028.SH,0.137809902378582,0,0,0,0,0,0,0,0,0,0.351262431510762,0,0,0,0,0,0,0,0,-0.160646232718976,0,0,0,0,0,0,0,-0.0999223426247685,0,0,0.0844290462811419,0,0,0,0,0,0,0,0.381425040397316,0,0.206883459777325,0.0688446727570353,0,0,0,0,0,0,0,0,0,0.00403573205473799,0.0712576826151098,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.0748906866152969,0,0,0,0,0,0.278529552429202,0,0,0,0,0,-0.098041340593953,0,0.0503485182814212,0.0544324211779791,-0.0747091758018414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0808212067078115,-0.0390575767412074,0,-0.190735551877288,0,0,0,0,0,0,0,0.00536019564310251,0.035061762058023,-0.14217116684635,0,0,0.100214567134335,0,0
X600585.SH,0,0,0.046571503573122,0,0,0.115000147934005,0,0,0.0396168488937387,0,0,0,0,0,0,0,0,0,-0.0648468625899209,0,0,0,0,0,0,0,0,0,0,0.165155894692725,0,-0.122019898163897,0,0.452398474271363,0,0,0,0,3.46944695195361e-18,0,0,0,0.0265738434567688,0,0,0.0156101718290888,0,0.136685276224088,0,-0.28951148293179,0,0,0.0097914903766882,0,0,0,0.0835657103575876,0,0
X600019.SH,0,0,0,0,0,0,0,-0.0360440201674671,0,0,0,0,0,0,0,0,0,0,0,0.156760621446322,0.0433676909498764,0,0.0182199849970531,0,0,0,0,0,0,0,0.00782312190350811,0,0,0,0,0,0,0,0,0,0,0,0.227497768277359,0,0.0262570306278179,0,0,0.024464977962639,0,0,0,0.00986909899432739,0.024112773646136,0,0,0,0.0442950950249712,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.527458627042865,0,0,0.55475089175349,0,0,0,-0.114271115731637,0,0,0,0,0,0,0,0,0.0315801027740819,0,0,0,0,0,0,0.0319555083497133,0,0,0.0836414188683607,0,0,0,0,0,-0.108794379851635,0,0,0,0.00472089463729598,0.0126372879405674,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.586642984236101,0,0,0,0,0.107067535668602,0,0,0,0.236471433380581,0.0937864051393641,0,0,0,0,0,0,0,0,0,0,0.14464572583707,0,-0.00151154351142287,0.0495117042159992,0,0,0,-0.00486063244696767,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0347809700168792,0,0,0,0,0,0,0.0897257033359764,0.028556971183504,0,0,0.711269058890626,0,0.133668464520088,0,0,1.0842021724855e-19,0,0,0,0,0,0,0,0,0.108106814142124,0.0876893442011577,0,0,0,0,0,0,0.0106534212704785,-0.0234766866054111,0,0,0,0,0,0
X600010.SH,0,0,0,0.0621485702215872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0333504849283472,0,0.0769570063223962,0,0.0624683573043164,0,0,-0.188242156307701,0.169888448386596,0,0,0,0,0,0,0,0,0.0217636823915235,0,0,0.174681275063969,0,0,0,0.0923582338498627,0,0.00239324175871955,0,0,0.0149983643658203,0,0,0,0.000217582565972226,0.0178699480585255,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09077072311523,0,0,0,3.46944695195361e-18,0.182313092201917,0,0,0,0,0,0,0,0,0,0,0,0.0382757335195328,0,0,0,0,0,0,0,0,0,0.102674251774973,0,0,-0.0100422358992869,0.0329897632257343,0,0,0,0.0370241640325806,0,0
X600660.SH,0,0.0786039225173909,0,0,0,0,0.0171381362064949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0339733201969191,0,0,0,0,0,0,0,0.025635189735176,-0.0495003106429141,0,0,0,0,0,0,0.328325761294137,0,-0.0792129283348391,0,0,0,0,0,0,0,0,0,0.136177186105584,0.00695474337822035,-0.0135590363969218,0,0,0,0.00971727169349482,0,0
X601991.SH,0,0,-0.014886418537219,0,0,0,0,0.00781284028861779,0,0,0,0,0,0,0,0,0.0642421550214337,0,0,0,0,0,0,0,0,0.123278666148928,0,0,0,0,0.103281973613373,0.0415133080760195,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0849243747385609,0,0,0,0,0,-0.0199482045200642,0.0218819266465656,0,0,0,-0.0189399120605753,0,0
X600886.SH,0,0,0,0,0,0.0785017589396963,-0.0527958672084778,0,0,0,0,0,0,0,0,0.136566570367411,0,0,0,0.129831736463101,0.0833192368319126,0,0,0.144205566596527,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.117637952590938,-0.00596265223429674,0,0,0,0,0.125129704970194,0,0,0,0,0,0,0,0.025408479047272,-0.0366805508725934,0,0,0,0.0259763200919155,0,0
X600688.SH,0,0.00293750788883744,0,0,0.168013635272177,0,0,0,0,0,0,0,0,0,0,0,0,0.0912305550527529,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0195376514817279,0,0,-0.0507353305757931,0,0,0,0,0,0,0.151718306353753,0,0,0.00742432163790528,0,0,0,0,0.0350539648007732,0,0,0.01817433801084,0.0241811286382509,0,0,0.0197190351330522,0,0
X601600.SH,0,0.0954209575183553,0,0,0,0,0.00957448623609663,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0324275809358074,0,0,0,0,0.205247279855766,0.110670452546694,0,0,0,0,0,0,0,0,0,0,0,0.0146434046938689,0,0,0.123274092091847,0,0,0,0.0687061912725857,0.0154613996733432,0,0,0,0,-0.0163384655041906,-0.00907631082141526,0,0,0,0.00360379781905004,0,0
X600795.SH,0,0,0,0,0,0.267516124475042,0,0,0,0,0,0,0.0666475543768106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0491938907155343,0,0,0,0.0466350498670594,0,0,0,0,0,0.0194763630959129,0,0,0,0,0,0,-0.0148746993284323,0.0506022786165297,0,0,0,-0.0498682320423676,0,0
X600362.SH,0,0,0,0,0,0,0.0333695858727345,0,0,0,0,0,0,0,0,0,0,0.0550047387871628,0,0,0,0,0,0,0,0,0.297040756187214,0.0245205529817428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0749935435915461,0.0182434042735204,0.00311303402060725,0,0,0.0234321783207779,0,0,0,-0.00450698877838209,0.0189065081040049,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0.107350712245214,0.0385622668284969,0,0,0,0,0,0,0,0,0,0,0,0,0.0781913168668264,0.165532045514798,0,0,0,0.0293692803672294,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0.0128900856043637,0,0,0.0636901179384555,0.128498491718241,0.0429798546274499,0,0,0,0,0,0,0,-0.0104508026538226,-0.00310797629529326,0,0,0,-0.0106488201225144,0,0
X600027.SH,0,0,0,0,0,0.265131093467197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177978597759618,0,0,0,0,0,0,0.164248617297221,0,0.132925610538483,-0.209539514178868,0,0,0,0.0126857100108057,0,0,0,0,0.196501566999089,0.120248968982141,-0.223988061993757,0,0,0,0.258923943121207,0,-0.00150076093663533,-0.016182150560255,0,0,0,-0.0813310181734515,0,0
X000898.SZ,0,0,0,0,0.17938346444178,0.0399611082389516,0,0,0,0,0,0,0.0616367894555454,0,0,0,0,0,0.0815982337453724,0,0.0413496721373665,0.0388455237865627,0,0.0330341594279594,0,0,0,0,0,0,0.045404904744687,0.0199648548450953,0,0,0.0468859315944608,0,0,0,0,0,0.0995159586202299,0,0,0,0,0,0,0.187340629697548,0,0,0,0,-0.0100736387168731,0,0,0,0,0,0
X601992.SH,0,0,0.084817491587012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0459483868254361,0,0,0,0,0.0409001968912691,0,-0.0367142136220255,0,0,0,0,0.188276132073839,0,0,0.067388851658965,0,0,0,0.185954738573676,0.179250049830946,0,0,0,0,0,0,0.0925454443698626,0,0.152515674127131,0,0,0,0.0477712510724808,-0.0878356117102264,0,0,0,-0.00605500309022234,0.105415396020494,0
X600176.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11992752370465,0,0,0,0,0.0268296255483322,0,0,0,0,0,0,0,0.194467878912747,0,0,0,0,0,0,0.172048625486437,0,0,0.0296446558426121,0,0.0353600566631809,0,0,0,0.14388240043123,0.0219583342299101,0,0,0,0.0273788879961511,0,0,0,0,0.0657824899889638,0,0
