,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X601600.SH,X600010.SH,X600309.SH,X600011.SH,X601898.SH,X600660.SH,X600688.SH,X600795.SH,X002466.SZ,X300072.SZ,X600188.SH,X601992.SH,X601991.SH,X600362.SH,X600547.SH,X002460.SZ,X600111.SH,X600886.SH,X000898.SZ,X600516.SH,X000786.SZ,X000709.SZ,X600027.SH,X600157.SH,X600176.SH,X000553.SZ,X000792.SZ,X000408.SZ,X600352.SH,X600339.SH,X600489.SH,X600808.SH,X600219.SH,X000959.SZ,X002271.SZ,X000723.SZ,X601158.SH,X600299.SH,X000883.SZ,X000825.SZ,X002092.SZ,X000630.SZ,X002470.SZ,X000983.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.157131471435399,0,0,0,0,0,0.00138718768717201,0,0,0,0,0,0,0.0489288705476029,0,0,0,0,-0.0388691830569886,0,0,0,0,0,0,0,0,0,0,0,0.0764842737373268,-0.0219774771541933,0.01519131777651,0,0,-0.0492571842090435,-8.67361737988404e-19,0,0,0.0749821940041058,0,0,0,0,0,0,0,0,0,0.0181299022923939,0,0,0,0,0,0,0
X600028.SH,0.205721928111599,0,0,0,0.112502183053078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0137957047920221,0,0.0466343125943767,0.0196562330312233,0,0,0,0,-0.046662134104774,0,0.0267166105802983,-0.00820117687432703,0,0,0,0,0,0,0.000104709486608503,0,0,0,0,0,0,0,0,0,0,0,0.0120988587633272,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.0460081702535432,0.061422740676349,0,-0.0615890584790753,0,0,0,0,0.950149044299847,0,-0.0675516719524587,0,0,0,0,0,8.67361737988404e-19,0.1717643749909,0,0,0,0,0,0,0,0,0,-0.0976169915506618,0,0,0,0,0,0,0,0,0,0,0,0,0.0265120829915446,0.00206992756290914,0,0,0,0,0.0226968343789478,-0.0172592425280047,0,0,0,0,0,0
X600019.SH,0,0,0.0230167077454511,0,0,0,0,0,0,0,0,0,0,-0.02241335869281,0,0,0,0,0,0,0,0.0677382714215818,0,0.206200743904142,0,0,0,0,0,0,0,0,-0.0804846252044218,0,0,0,0.0573481899410335,0,0,0,0,0,-0.102411042191547,0,0.247253861935072,0,0,0,0,0,0,-0.0105349914481674,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0161480744518702,0,0,0,0,0,0,-0.0880234676056396,0,0,0,0,0.209568476136815,0,0,0,-0.137929096248048,0,0,0,-0.0619554486481236,0,0,0,0,0,-0.0873634340254543,0.0789736600159512,-0.135041255463409,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114268088765355,0,0,0,0,0,0,0,0,-0.00150475687906322,0,0,0,0,-0.0319535728508265,0,0,0.167509425500741,0,0,0,0,0,0,0.0488497793998847,0,0,0,0,0,-0.0856570256316345,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0.104411264360417,0,0,0,0,0,0,0,0,0,0,0,0,0.00422629665249191,0,0,0,0,0.0242403424238029,0.0279198728170026,0,0,0,0,0,0,0,0,0,0.234124316979674,0,0,0,0,0,0,0,0.00470590675772156,0,0,0,0.106862698372073,0,-0.00361629173267851,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,-0.0306873056490912,0.138164097152661,0,0,0,0,0,0,-0.218123054529327,-0.0348256685532458,0,0,0,0,0.0506519472795975,0,0,0,0,0.176781358378076,-0.259163102227365,0,0,0,0.2089708834175,0,0,0.0431119771874232,0.0820440723181744,0,0,0,0,0,-0.232341547628029,0,0,0,0,0,0.191777992580645,0,0,0,0,0,0.0155211618632254,0,0,0,0,0,0
X600011.SH,0,0,0.0077665950384525,0,0,0,0,-0.0267844051392433,0,0,0,0,0.0271722431168468,0,0,0.0919985616411112,0.0917381919303063,0.0295497661899807,0,0.0268705485232661,0,-0.0283592615401698,0,0,0,0,0,0,0,-0.0164753377921791,0,0,0.00544869871766861,0,0,0,0,0,0.143746773461472,0,0,0,0.0611218179559587,0,0,0,0,0,0,0,0,0.007439206943087,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0476820779907139,0,0,0.286871525844625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00523780166266107,0,0,0,0,0.0775847655938551,0,0,0,0,0,0,0,0,0.0507572100572645,0,0,0.163117574007016,0,0,-0.000528119864200713,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0.0941579057226845,0,0.0161242292514838,-0.0378965995889638,0,0,0,0,-0.0220021213907582,0.159592384392597,0,0,0,0,0,0,0,0,-0.0510937596040024,0.11586384318217,0,0,0,0,0,0,0.0397396654773924,0,0,0,0,0,0,0,0,0,0,0,0,0.0401016188617809,-0.116981748166669,0,-0.163148415214735,0,0,-0.0482543036384792,0.0459269678068292,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166138286837614,-0.0617999589617863,0,0,0,0,0,0,0,0,0,0,-0.0316292738273003,0,0,0,0,0,0.0945978799433974,-0.215761265631569,0,0,0,0.163325522037251,0,0,0,0,0,0.0532270598258749,0,0,0,0,-0.070507092030045,0,0,0,-0.0108028496338136,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,-0.0678799629112976,0,0.374763553293265,0,0,0,1.0842021724855e-19,0.0320506901360539,0,0,0,-0.0411241576303751,0,-0.207602326554423,-0.0178441985680081,0,0.214592569880742,0.0716401188241382,0,0,0,0,-0.0458944557358016,0,0,0,0,0,0,0.0694161155393822,0,0,0,0.0601613678073022,0,0,0,-0.184911246957581,0,0,0,0,0,0.0540295263236961,-0.0360649172156266,0,0,0,0,0,0
X002466.SZ,0,0,-0.00302678820924816,0,-0.0696399273152358,0,0,0,0,0,0,0,0,0,0,0,0.0739621694988562,0,0,0,0.639033433037352,0,0,0,0.067380191988011,0,0,0,0,0,0,0,0.0578262969921836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00820736339031818,0,0,0,0,0,0
X300072.SZ,0,0,0.00817298584214548,0,0,0.0370875946513253,0,0,0,0,-0.0402940431680919,0,0,0,0,0,0,0,0,0,0.0024543833374104,0,0,0,0,0.132687091324641,0,0,0,0.280558954804202,0.379040262230133,-0.0799540009314369,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.222266880618675,0,0,0,0,-0.0104944652844454,0.0611052553694108,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,-0.0793077604346202,0,0.243796520333633,0,0,0,0,0,0,0.0771914253353796,0,0,0,0,0.122200570980545,0,0,1.73472347597681e-18,-0.0251156750307114,0,0,0,0,0,0,0.0504248730035823,0,0,0,0,0,0,0,0,0,0,0,0,0.00616800008685669,0,0,0.302822711196637,0,0,-8.67361737988404e-19,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0680464536681373,0,0,0,0,0.137637762008098,0,0,0,0,0,0.0665663873023705,-0.0472519914009361,-0.0298829741645999,0,0,0.27562479854933,0,0,0.0732058694154571,0,0,0,0,0,0,0,0,0,0,-0.204203307284905,-0.0206506329833664,0,0,0,0,0,0,0
X601991.SH,0,0,-0.0461476639385348,0,-0.0158135669028731,0.0490014793868053,0,0,0.175243707402442,0,0,0,0,0.0509757490855259,0,0,0,0,0,0.0133722691569383,0,0,0,0,0,-0.0257289436210333,0,0,0,0.0437332731685046,0,0.0630969947153297,0,0,0.152227837342441,0,0,0,0,0,0.0481848542188095,0,0,0,0,0.140876017942075,0,0,0,0,-0.0116970962293576,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00923945042960545,0,0,0,0,0,0.117737378272463,0,0,0,0,0,0,0,0,0,0.0576158450039296,0,0,0.011381337972947,0,0,0,0,0,0,0,0,0,0,0,0.39517120963154,0,0.0931237663330076,0,-0.0206266657069041,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,-0.152574591924849,0,0,0.0889104401091005,0,0,0,0,0,0,0,0,0.059057387825619,0,0,0,0,0.00196393856080337,0,0,0,-0.00164067988150577,0,0,0,0,0,0,0.0234471877183868,0,0,0.691538823606048,0,0.021933149960162,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0.00215176949622097,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0.173302993198078,0,0,0,0,0,0,0,0,0,0.647799183661817,0,0,0,0,0,0,0,0,0,0,-0.0837606947812554,0.0731507918453088,0,0,0,0,0,0.0692896917802507,0.212485649756959,0,0,0,0,0,0,0,0.191509005636156,0,-0.217342302253883,0,0,-0.0204717170135732,0,0,0,0,3.28527769223688e-05,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0,0,-0.305102721690273,0,0,0,0,0,0,0,0,0,0,0.240045833684657,0.267808193285241,0,0,0,0,0,0,0.0906639098059805,0.25099242877942,0,0.389828616803769,0,0,0,0,0,0,0,0,0,0,0,0,0,0.474998852963189,0,0,-0.0432981666026837,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,-0.169002828883034,0,0,0,0,0,0.0188971559754892,0.00856972910981484,0,0.10495139746115,0,-0.0453101828676907,0.133754527799025,0,0,0,0,0,0,0,0,0,0,0.0805175816480658,-0.00639669099826741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.103428614133459,0.00172783221021192,0.00723355516095428,0,0,0,0,0,0
X000898.SZ,0,0,0,0.14069614036631,0,0,0,0,0,0,0,0,0.18558978146025,0.067702717835715,0,0,0,0,0,-0.0712025042180794,0.0212365816128709,0.0492902329292307,0,0,-0.0313402237395059,-0.0504141991061996,0,0,0,0,0,0.0759255669068197,0,0,0,0,0.399268798622098,0,0.0310581935750653,0,0,0,0,0,0,0,0,0,0.324824143487434,0,-0.0261412277330852,0,0,0,0,0,0,0
X600516.SH,0,0,0,0,0,0,0,0.109656030911098,0,0,0.46014637832143,0,0,0,0.0110524800144473,0,0.633411304542978,0,0,0,0,0.748440909782754,0,0,0,0,0,0,0,0,0,0.146439644031857,0.162025721600388,0,-0.318028525993059,0,0,0,0,-0.151284809795201,0.244605493325184,0,0,0,0,0.612510325411941,0,0,-0.443719698415847,0,1.73472347597681e-18,-0.00107721731657272,0,0,0,0,0,0
X000786.SZ,0,0,0,0,0,0,0.239357611317732,0,0,0,0,0,0,0,0.29643641683175,0,0,0,0,0,-0.0523661211369074,0,0,0,0,0,0,0,0,0.0766683665733116,0,0,0,0.619885375729238,0,0,0,0,0.0859745895004694,0,0,0,0,0,0.0867716890332619,0,0,-0.317521118277422,0,0,0,0.0114046239501254,0,0,0,0,0,0
X000709.SZ,0,0,0,0,0,0,0.116904643119587,0,0,0,0,0,0,-0.0553597056406707,0,0,0,0,0,0,0,0.026184143563108,0,0.204905687048677,0,0,0,0,0,0,0,0,0,0,0,0.0110269802597591,4.33680868994202e-19,0,0.21464737596438,0.0233676061460691,0,0,0,0,0,0,0,0,0.120742811024171,0,0,0.0021925238268296,0,0,0,0,0,0
X600027.SH,0,0,-0.0420835397532747,0,0,0,0,0,0,0.0465807301014691,0,0,0,0,0,0,0,0.0212461772581039,0,0,0,0,0,0.0400248843566202,-0.0123531040209832,0,0.0120614048693877,0,0,1.73472347597681e-18,0,0,0.0433037107928379,0,0.0668765761421586,0,0,0,0.0238835114261354,0,0,0,0.0671401787161744,0,-0.104054969384177,0,0,0,0.0525814878066685,0,0,0.00663339759801824,0,0,0,0,0,0
X600157.SH,0,0,0,0.00535091186914009,0,0.0530390374515399,0,0,0,0,-0.0155665709193687,0.0176188816426393,0,0,0,0,0,0,0,0,0,0.0133455847175719,0,0,0,-0.0125394616078284,0,0,0,0,0,0.0303618849729999,0,0,0,0,0.00938501895472983,0,0,0,0,0,0,0,0.021267627847704,0.0490803254788275,0,0,0.147546379535929,0,0,-0.00543833688037141,0,0,0,0,0,0
X600176.SH,0,0,0,0,0,0,0,0.0352202479205023,0,0,0,0,0,0,0.00171003698343014,0,0,0,0,0,-0.03276504683184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0272213172442627,0,0,0,0,0,-0.134679253521834,0.123764851844374,0,0,0,0,0,0
X000553.SZ,0,0,-0.0797468578020863,0,-0.0699329904704283,0,0.14336383217859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0290280990077428,0.107928693683748,0,0,0,0,0,0,-0.102566214110712,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0.135453359412238,0,0,0,0,-0.0103223237595309,0.0329844593094934,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.283138455669838,0,0,0,0,0,0,0.205906462604886,0.100616135321737,0,0.352356982230546,-0.22464965799944,0,0,0,0,0,0,0,0.113313019242434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.387091512073932,-0.215210273544649,0,0,0,0,0,0
X000408.SZ,0,0,0.342421988271306,0,0,0,0,0.390353173749517,0,0,0,0,0,0.658091434164235,0,0,0,0,0,0,0,0,0,0,0,-0.0475661897154122,0,0,0,0,0,0.0733296952919476,0,0,0,0,0,0,0,0,0,0,0,0,0,0.295191555938334,0,0,0,0,0.00809594696343998,-0.0553930544531155,0,0,0,0,0,0
X600352.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132426835205165,0,0,0.0304021847287436,0,0,-0.0111384923859359,0,0,0,0,0,0,0.0687139550784589,0,0,0,0,0,0,0,-0.10630828568399,0.104322495576092,0,0,0,0.0383171989078405,0.258523544394058,0,0,0,0,0,-0.0181040964028175,0,0,0,0,0,0
X600339.SH,0,0,0,0,0,0,-0.13459481985125,0,0,0,0.213936964347406,0,0,0,0,0,0.263404606167601,0,0,0,0,0.0769780529601675,0,0,2.16840434497101e-19,0,0,0,0,0,-0.029801727927703,0,0,0.0628305877483792,0,0,0,0.208240394353938,-0.070326721090814,-0.188754790183488,0,0,0.0509556716869936,0,0,0,0,0,0,0,-0.0595241695791045,0.0373125162964173,0,0,0,0,0,0
X600489.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0262021664457146,0,0.0236857086094441,0.279963784257038,0,0,0,0,-0.0176057976021957,0.0261522382930925,0,0,0,0,0,0,0,0,0,0,0,0,0.0273944514480404,8.67361737988404e-19,0,0,0,0,0.103785613058535,0,0,-0.0839902882260769,0.111734494906645,0,0,0.00154142809246164,0,0,0,0,0,0
