,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X601898.SH,X600188.SH,X600019.SH,X600660.SH,X600547.SH,X601600.SH,X600886.SH,X600585.SH,X600011.SH,X600795.SH,X000792.SZ,X600362.SH,X600489.SH,X600010.SH,X600111.SH,X000708.SZ,X600027.SH,X600803.SH,X002460.SZ,X000301.SZ,X601991.SH,X600426.SH,X000983.SZ,X600160.SH,X600219.SH,X601699.SH,X002466.SZ,X000786.SZ,X000807.SZ,X000630.SZ,X600176.SH,X002128.SZ,X600096.SH,X000408.SZ,X601168.SH,X600985.SH,X000933.SZ,X000877.SZ,X600378.SH,X000883.SZ,X600995.SH,X600352.SH,X600299.SH,X002353.SZ,X600688.SH,X600863.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.41161276590819,0,0,0,0.169776399991736,0,0,0,0.0513778713744252,0.0932418618137172,0,0,0,0,0,0.182634772540747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0575180974486235,0,0.313504035611712,0,-0.0521201627009886,-0.0151821358538584,0,0,0,-0.0265246138872039,0,0
X600028.SH,0.476669537241932,0,0.00294560925441298,0,0.114346205978823,0,0.013317233354127,0,0,0,-1.73472347597681e-18,0,0,0.0290654885330256,0,0,0,-0.00410350327300969,-0.175082384232726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.079899644391581,0,0,0,0,0,0,0,0.0379902723633039,0,0,0,0,0.015115097022136,0,0
X601088.SH,0,0.230941619707109,0,0,0.0631913604494714,0.260166625660855,0,0,0,0,0,0,0,0.0500743886415284,0,0,0,0,0,0,0,0.034422290236823,0,0,0,0,0,0,0,0,0,0,0,0,-0.0602211848834091,0,-0.0132984512253457,0,0,0,0,-0.00818931454911282,0,0.0185118751833859,0,0,0,0,0,0,0,0,-0.0307375139573082,0,0,0,-0.0067437599264467,0,0
X600309.SH,6.93889390390723e-18,0,0,0,0,0,0,0,-0.0684449214229347,0,0,0,0,0,0,0,-0.157760099757439,0,0,0,0,0,0,0,0,0.314214719743194,0,0,0,0,0,0,0,0,0,0.268467712587802,-0.0331305569946356,0,0,0,0,0,0.147785717313931,0,0,0,0,0.0526953404579265,0,0,0,-0.0388499768227836,-0.0705600272759481,0,0,0,-0.0256614556014511,0,0
X601898.SH,0.0664308275969086,0.288944328944395,0,0,0,0.163574938478584,0,0,0,0.0852211365990528,0,0,0,0,0,0,0,0,0,0,0.103893032503399,0,0,0,0,0,0,0,0,0.0799848939764889,0,0,0,0,0,0,0,0,0.122426873178654,0,0,0,0,0.0431588364820997,0,0,0,0,0,0,0,0,0,0,0,0,0.00782137919711461,0,0
X600188.SH,0,0,0.238204135659377,0,0.0634059857646962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.156132184701711,0,0,0,0,0,0.0146922184849155,0,0,0.604348766551749,0,0,-0.12363521891262,0,0,0,-0.112470044162443,0.0994399549593628,0,0.413842511628816,0,0,0,0,0,0,0,-0.0801322897007564,0,0,0,0,0.0549161010259135,0,0,0,0.0167241153811348,0,0
X600019.SH,0,0.405060377705209,0,0,0,0,0,0,0,0,0,0,0.0296153118280925,0,0,0,0,0,0,0.439049341072835,0.0228157741384011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.076761356092333,0,0.106049556167158,0,0,0,-0.164760420174545,0,0,0,0,-0.0255789412946957,0,0,0,0.0961567502919946,0,-0.17688148974304,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0517435449703557,0,0,0,0.199039875058901,0,0.172117514649322,0,0,0.0847786148016543,0,0,0,0,0.161804354514231,0.221336949420717,0,0,0,0,0,0,-0.169505560414124,0,0,0,0,0,0,0,0,-0.0829313651810115,0,0,0,0,-0.110812352978404,0,0,0,-0.0648428160061591,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.074421989030321,0.616464763180846,0,0,0,0,0,0,0,0,0,0,0.119795199476786,0,0,0,0,0,0,0,0,0,0,0.0690660951926096,0,0,0,0,0,0,0,-0.324863437345745,0,0,0,0,0,0.0222723599383869,0,0,0,0.0291220677218249,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.519810643039563,0,0,0,0,0,0,0,0,0,0,0,0.0135882133315162,0,0,0,0,0,0.0521058188785138,0,0.400190670532982,0,0,0.169936553960253,0,0.0526767694778013,0,0.0340147454035771,0.054548601748819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600886.SH,0.31482981621054,0,0,0,0,0,0,0,0.120677185444811,0,0,0,0,0.178727483391622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.09689010658607,-0.185908793187754,0,0,0,0,0,-0.201596136469131,0,0,0,0,0,0,0,0,0,0,0,0,-0.0307624895474014,0,0.0311869165872388,0.0897288308750955,0,0,-0.00756656378436602,0,0
X600585.SH,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0671570022978284,0,0,0.144171974109695,0,0,0,0,0,0,0,0.137017044050902,0,0,-8.67361737988404e-19,0,0,-0.0057449694558247,0,0,0,0.0742912822575385,-0.0196398156268761,0,0,0.125234875920444,0,0,0,0,0,0.0933941590444252,0,0,0,0,0.00677910189383671,0,0
