,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X002460.SZ,X600585.SH,X600019.SH,X000792.SZ,X600111.SH,X600010.SH,X000301.SZ,X600188.SH,X002466.SZ,X601600.SH,X600011.SH,X600660.SH,X601898.SH,X000708.SZ,X002271.SZ,X600547.SH,X600362.SH,X600886.SH,X600176.SH,X600426.SH,X002080.SZ,X601991.SH,X000825.SZ,X300037.SZ,X600795.SH,X600803.SH,X000786.SZ,X000408.SZ,X600219.SH,X600141.SH,X600295.SH,X000807.SZ,X000959.SZ,X000932.SZ,X002326.SZ,X000983.SZ,X600096.SH,X002353.SZ,X600027.SH,X000898.SZ,X600688.SH,X000723.SZ,X601699.SH,X000027.SZ,X600352.SH,X600801.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0.0343759376044388,0,0.0172796022844964,-0.0333093642669599,0,0,0,0,0,0,0,0,0,0,0,0.0228502644281726,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00148570256995328,-4.33680868994202e-19,0,0,0,0.0818394136861781,0.01957721763298,0.0622860063574536,0,0,0,-0.0277308557017665,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0.0401308593413499,0,-0.0644241731397403,0,0,0,0,0,0,0,0.0896853947311073,0,0,0,0,0,0.0451210552509855,0,0,0,0,0,0,0,0.0684603588591572,0.00922029724654812,0,0,0,0.0110793399354393,0,0.0289566100157521,0,0,0.111590575128344,0,0,0.0678689081939288,0,0,0,-0.0056397613921673,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0.0389207558802127,0,0,0,0,0.0905651622574238,0,0,0,0,0,0,0,0,0,0,-0.0875849228078003,0,0.0512331567526718,0,-0.0457364593005584,0,0,0.112828437655159,0,0,0.164664393247746,-0.00982370732542188,0.150290586444211,-0.0208493466167876,0,0,0,0.0202746987086619,0.100570234262727,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,-0.0619387610637526,0,0,0,0,0,0,0,0,0,0.0207838108716584,0,0.264275028235516,0.012023248802938,0,0,0.0822667409716836,0,0,0,0,0,0,-0.0148396933320915,0,0,0,0,-0.0407933971079068,-0.000622821494198127,0,0,0,0,0,0,0.0499534655834867,0,0,0,0,-0.0108108544217359,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0.0210270138918438,0,0.305281061660992,0,0,0,0.561432105748569,0,0,0,0,-0.079995314327705,0,0,0,0,0,0,0,0,0,0.0308905419205607,0,0,0,0,0,0.00611867661539151,0.165809818537663,0,0,0,0,-0.0217304141842813,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0.131883704071097,-0.188866980217659,0,0,0,0,0,0
X600585.SH,0,0,0,0,-0.0314652249820611,0,0,0,0,0,0,0,0,0.0130619388480818,0,0,0,-0.0627483446398554,0,0,0,0,0,0,-0.0731995258686985,0,0,0,0,0,0,0,0.0108044987155932,0,0,0,0.13463240177293,0,0,0,0,0,0,0,0,-0.0632416404270815,0,0.0452468577799339,0,0.669501619673049,0,0.00492233188176128,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0.0115452728451537,0,0,0,0,0,0,0,0,6.93889390390723e-18,-0.0391657928954558,0,0,0,0,0.0384338715855986,0,0,0,0,0,0,0.0577448421838261,0,0,0,0.556866101172121,0,0,0,0,0,0.00578975239986221,0,0,0,0,0,0,-0.0486176510090022,0,0
X000792.SZ,0,0,0,-0.0442754748948937,0.0461766770566646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.202823480130154,0,0,0,0,0.21455394011602,0,0,0.16814662358447,0,0,0,0.0301491711128439,0.159825447903441,0,0,0.000197173502370253,0,0,-0.318104865578476,0,0,0,0,0,-1.73472347597681e-18,0.117554030655295,0,0,0,-0.000849684128864918,0,0
X600111.SH,0,0,0,0,0.303273619568482,0,0,0,0,0.235200697706616,0.177676877798179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141544295401019,0,0,0,0.28042046695285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.174343191908715,0,0,0,0.0630236541340157,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0.290393606401823,0,0.431249797361696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014586547985643,0,-0.0355078917622636,0,-4.33680868994202e-19,0,0,-0.080461362881621,0,-2.71050543121376e-20,0.0787401016540424,-0.000842574697769002,0.291370957073546,0,-0.0128507507121062,0.0151653108879799,0,0,0,0,0,0,0,0,0,0,0,0,-0.00331345755298668,0,0,0,0,0,0
