,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X002460.SZ,X600585.SH,X002466.SZ,X000792.SZ,X600019.SH,X601898.SH,X600011.SH,X600660.SH,X600111.SH,X600010.SH,X000708.SZ,X000301.SZ,X002271.SZ,X600547.SH,X601600.SH,X000877.SZ,X600886.SH,X600795.SH,X600426.SH,X600362.SH,X600176.SH,X601699.SH,X000983.SZ,X600027.SH,X600803.SH,X601991.SH,X000786.SZ,X600995.SH,X000629.SZ,X600160.SH,X600096.SH,X000408.SZ,X000723.SZ,X600219.SH,X000807.SZ,X002080.SZ,X600489.SH,X000933.SZ,X600348.SH,X600378.SH,X600157.SH,X000630.SZ,X600141.SH,X600688.SH,X000932.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.585250825752281,0,0,0,0,0,0.0144989332818201,0,0.237840656319432,0,0,0,0,0,0,0,0,0.0530572048792634,0,0,0,0,0,0,0,0.114791964404963,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0198246669638301,-0.0203195689219879,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.428262151293676,0,0,0,0,0,0,0,0,-0.0122695731526661,0,0,-0.0582544132206624,0.00421998179709119,0,0,1.73472347597681e-18,0,0,0.0504341786613802,0,0.0520123112720998,0.0377487471323171,0,0,0.121867705689004,4.2351647362715e-22,0,0,-0.0131113935701482,0.0563728724586104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00874025756097,0,0,0,0,0,0,0
X600028.SH,0.569905462236885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00908782009669206,0,0,0,0,0,0,0,0,0,0,0.003731579428332,0,0.0711161662408465,0.0666837233231821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0028901181766944,-0.0167718342241354,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137615344251002,0,0.0881651792293619,0,0,0,0,0.289711873506483,0,0,0,0,0.0535756376527904,0,-0.0158456739355309,0.207559744299645,0,-0.211204558451675,-0.157300050474296,0,0,0,0,0.139979908237968,0.0810414038515117,0,0,-0.0880083579030839,0,0,0,0,0,0,0,0,-0.0152740136164777,0,0,0,0,0,0
X600188.SH,0,0.70551206809822,0,0,0,0,0,0,0,0,0.100276484472217,0,0,0,0,0,0.0466510361566027,-0.0762308305607659,0,0,0,0,0,0,0,0,0,0.0567758029589258,0,0,0.0235746052604233,0,0,0,0,0,0,0,0,0,0,0,0.19933424793714,0,0,0,0,0,0,0,0,0.00253488284726042,0.0654894319957204,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0.46636373436358,0.109808416868112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0.0270108144222488,0,0,0,0,0,0.118566177478711,0,0,0,0,0,0,0,0,0,0,0.00548103718068959,0.0285257450280746,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,-0.0455837047369719,0,0,0,0,0,0,0,0.224355817794089,0,0.00310300872770593,0,0,0.211450641271093,0,0.0611825392846992,0,0,0,-0.00883058269947295,0,0.0308237226567528,0,0.0917180440630302,0.386704120944317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00311040551419284,-0.00280851565394688,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0.643435429306362,0,0,0,0,0,0,0,0,0,0,0,0.17567486520786,0,0,0,0,0,0,0,0,0.0903037180741297,0,0,0,0,-0.125209011369149,0,0.109073446495,-0.0340917890668295,0.191034253523691,0,0,0,0,0,0,0,0.0909400666723902,0,0,0,0,-0.0417182947425859,0,0,-0.0232566009504597,-0.037951892761486,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.248456168143939,0,0.113787486316251,0,0,0,0,0,0.192997649650959,0,0,0,0,0,0.0204786156499491,0.110701783075588,0,0,0,0,0,-0.0196070336314427,0,0,-0.0374246968741021,0,0,0,0.0143378408790657,0,0,0.0180342696636207,0.0510728764156535,0,0.0799685151908196,0,0,0,0,0,0,0,0,0,0,0.116273052627021,-0.01649804718328,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0.187342738770769,-0.0369949782830846,0,0,0,0.090611132838125,0,0,0,0,0,0,0,0.414174756207944,0,0,0,0.0783717675986446,0,0,0,0,0,0,0,0,-0.114626135699293,-0.0251359238572805,-0.0312874600244984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041903763238539,0,-0.000208803922809474,5.42101086242752e-20,0,0,0,0,0,0
