,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600585.SH,X600019.SH,X601898.SH,X600688.SH,X600188.SH,X600547.SH,X600795.SH,X601600.SH,X601991.SH,X600027.SH,X600157.SH,X600362.SH,X300072.SZ,X600111.SH,X600886.SH,X600489.SH,X601992.SH,X600660.SH,X600309.SH,X600299.SH,X600623.SH,X002466.SZ,X000792.SZ,X002075.SZ,X000709.SZ,X601158.SH,X000723.SZ,X000898.SZ,X000408.SZ,X600583.SH,X600352.SH,X000883.SZ,X000983.SZ,X600549.SH,X000539.SZ,X000027.SZ,X600176.SH,X000959.SZ,X002470.SZ,X600021.SH,X000630.SZ,X002460.SZ,X000012.SZ,X601699.SH,X000060.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0.0511531645476599,0.0106062027676569,0,0,0,0.0114159791362623,-0.00121618000942233,0,0,0,0,0,0.0227844751694363,0.010934219121296,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104902746652393,0,0,0,0,0,0,0,-0.00573565517512262,0,0,-0.0102846726465856,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.0565571587407813,0.0346289902203648,0,0,0,0,0,0,0,0.00736854441597712,0,0,-0.0349644950955334,0,0,0,0,0.00146272537220655,0,0,0.0372948207503534,0,0,0,0,0.0425458757794622,0,0,0,0.0518902843119597,0.0314244071645776,0,0,0,0,0,0,0,0,0,0.0105818955526865,0,0,-0.011048292452536,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.0103849116980715,0.14294129296554,0.092694047396684,0,0,0,0,0,0,0,0.0221745103888859,0,0,0,0.0243302214986948,0,0.0238716822911327,0,0.0238169423001868,0.00815641129559453,0,0,0,0,0,0,0,0,0.058440127636705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0515351312696645,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,6.93889390390723e-18,0,0.128575653513049,0,0,0,0,0,0,0,0.0170391603330345,0,0.025478604839831,0,0,0,0.0869487929959698,0,-0.0197336691368348,0,0.027674326346376,0,0,0,0,0,0.123647878490144,0,0.162126873903885,0,0,-1.73472347597681e-18,0,0,-0.107308879478926,0,0.0490142493318294,0,0,0,0,0,0,0,-0.0173659750586565,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0.095884778782574,0,0.148726073284692,0,0,0,0,0,0,0,0,0,0,0.263320421531927,0,0,0,0,0,0,0,0,0,0,0.0947101477957659,0,0,0,0,0,0,0,0,0,0,0,-0.00810178661924599,0,0,0,0,0,-6.93889390390723e-18,0.0100809263798141,0,0,0,-0.0181243863645747,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.166241012849329,0,0,0,0,0.0302822053048234,0,0,0,0,0,0,0,0,0,0,0,0.089675057762357,0.180435933376601,0,0,0.209177602528185,0,0,-0.0785852359159026,0,0,0,0,0,0,0.0910947784294065,0,0,0.0167193648975593,0,0,0,0,0,0,0,0,-0.166596595937751,0,0,0,0.0103342952649021,0.0961586185450025,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,-0.0734932521619297,0,0,0,0,0,0,0.0179904247887388,0,0,0,0,0,0.0306665673076419,0,0,0,0,0.0129367108179669,0,0,0,0,0,0,0,0,-0.014074407200239,0.0431440375847961,0,0,-0.00792817571168826,0,0.0440262739168027,0,0,0,0,-0.0167353814697065,0,0,-0.0570721693155051,-2.16840434497101e-19,-0.0052928188631069,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0.129486030579047,0,0,0,0,0,0,0,0.0338322847770977,0,0,0.0176106626690559,0.0749478335211422,0,0.0523098571371142,0,0.100561117989166,0,0,0.0465760625120567,0.0167557731147346,0,0,0,0.0446838935019869,0,0,0,0,-0.0556628726806733,0,0,0,0.0194325932013885,0,0,0,0,0,0.38264503719345,0,0,0.0176518082710717,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0685569331028529,0,0,0,0,0.136211462701246,0,0,0.0193578987894149,0,0,0,0,0,0,0,0,0.231751585991218,0,0,0,0,0,0.106785157143043,0,0,0.0812942315819877,0,0,0,0,-0.019660663412432,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0.123958213005916,0,0,0,0,0,0,0,0,0,0,0,-0.157256333856503,0,0,0,0,0,0.0339973215450136,0,0.0980662425805001,0,0,0,0,0,0,0,0,0,0,0,0.645929632388191,0.00381145836972221,0,0,0,0,0,0,0,-0.0516643708314803,0.182099491793371,0.00900539944692168,0,0,0,0.226501708760069,0,0,0,0,0,0
