,X601857.SH,X600028.SH,X600309.SH,X601088.SH,X600585.SH,X600019.SH,X002460.SZ,X000708.SZ,X600660.SH,X002271.SZ,X600547.SH,X600362.SH,X000786.SZ,X600176.SH,X600111.SH,X600426.SH,X601600.SH,X002466.SZ,X000301.SZ,X600010.SH,X600011.SH,X601898.SH,X600352.SH,X600886.SH,X600219.SH,X600803.SH,X600489.SH,X002353.SZ,X600188.SH,X600801.SH,X600486.SH,X601991.SH,X600688.SH,X600795.SH,X601168.SH,X002080.SZ,X600299.SH,X000932.SZ,X600315.SH,X000630.SZ,X300037.SZ,X000830.SZ,X000723.SZ,X000898.SZ,X600027.SH,X600549.SH,X000807.SZ,X601992.SH,X600409.SH,X600157.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0705943063245481,0,0,0,0,0,0.00155521918690668,0,-0.0629781246748078,0,0.0546165549246389,0,0,0.00309092717992436,0.00997202158329702,0.00254991861992591,-0.00986605073437901,0,0,0,0,0,0,0,0,0,0.0995197591970327,0.00097010955331825,0,0,0,0,0,0.00883711423351134,0,0,0,0,0.059272050598266,0,0,0,0,0,0,0,0,0,0,0,-0.00458002718058096,0,0,0,0,-0.000372066773954705,0,0
X600028.SH,0,0,0,0,0,0,0,0.115819004189307,-0.039754038162281,0,0,-0.012918611951668,0,0,0,0.0508453132712716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0145068027035668,0.00623353532269681,0,0,0,0,0,-0.0121409339528897,0.0630059858031664,0.120075723529595,0,0,0,0,0.0282089191178373,0,0,0,-0.0143526368621243,0,0,0,0.00795438294672348,0,0
X600309.SH,0,0,0,0,0,0,0.0228512607098749,0,0,0,0,0,0,0,0.00460728930208026,0.100163681888389,0,0,0,0,0,0,0,0,0,0,0,0.113764302395635,0,0,0.125969274140936,0,0,0,0,0,0,0,0.017864008629627,0,0,0,0,0,0,0.206678537835154,0,0,0,0,0,0.00296073455808319,0.00325452950867532,0,0,0,0.0231475587427122,0,0
X601088.SH,0,0,0,0,0,0,0,0.026806352629288,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112081866935288,0,0,0,-0.0351790948708005,-0.0239903292491783,0,0.405432463419087,0,0,0,0,0,0.031079147995667,0,0,0.180367651032076,0,0,-0.0255023108203571,0,0,0,0,0,0,0,0,0,0,0.0296795132094028,0,0,0,0,-0.0457026742267053,0,0
X600585.SH,0,0,0,0,0,-0.0329068870800058,0,0,0,0,0,0,0,0,-0.0264454580047522,0,0,-0.0175367874180285,0,-0.04036513498659,0,0.0867089781281456,0,0,0,0,0,0,0,0.267734732716589,0,0.0342506147534306,0,0,0.0559904309303878,0,0,0,0,0,-0.0235547435973144,0,0,0,0,0,0,0,0.120027368332696,0,-0.0185911430891267,0.0279003483941882,-0.0432036195235374,0,0,0,-8.67361737988404e-19,0,0
X600019.SH,0,0,0,0,0,0,-0.0378145593177175,0,0,0,0,6.93889390390723e-18,0,0,0.25340589915117,0,0,0,0.111040110677915,0,0,0,-0.0360201519500608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.339518183195604,0,0,0,-0.123585063595754,0,0.345048643018453,0,0,0,0,0,0,-0.105142969858877,-0.0116251326291836,0,0,0,0,0.0116167980269964,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0.61309228939541,0,0,0,0,0,0,0,0,0.127233491586222,0.110211648729073,0,0,0,0,0,0,0,0,0,0,-0.23589160174706,0,0,0,0,0.405042989259508,0,0,0,0,0,0,0,0,-0.0320842981645123,0,0,0,0,0.276770600785996,0,-0.237839997496128,-0.0379098890911704,0,0,0,0,-0.00923464879934073,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,0,-0.436492546338861,0,0.255114986184092,0,0,0,0,0,0,0,0,0,0,0,-0.183871624784416,0,0.107991776297431,0,0.561537102800929,0,0,0,0.0449794702389733,0,0.145272029773779,0,0,0,0,-0.281483013865156,-0.120614481844811,0,0,0,0,0,-0.214731092594996,0,0,-0.0323354414221221,0,0,0,0,-0.00655799011465581,0,0
X600660.SH,0,0,0,0,0,0,0.0969379376991065,0,0,0.308155009236313,0,0.0192240244726856,0,0,0,0,0,0.0184160282388693,0,0,0,0,0,0,0.033467644094166,0.0194035277328766,-0.0466325153517684,0,0,0,0.00337288692409292,0,0,0,0,0.117824617049664,0,0,0,0,0,0.032010983310034,0,0,0,0,0,0,0,0,0,-0.0309898860662156,0,0,0,0,0,0,0
X002271.SZ,0,0,0.0401655874779277,0,0,0,0,0,0.210948481831532,0,0,0,0,0.0255941195059376,0,0,-0.0247257762084093,0,0,0,0,0,0.0286060928018006,0,0,0,0,0,0,0,0.119218761981038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0217969055373835,-0.0728594614262923,0,0,0,0.0634125241834422,0,0
X600547.SH,0,0,0,0,0,0,0.0162565639001502,0,0,0,0,0,0,0,0,0,0,0.0516914367442889,0,0,0,0,0,0,0,0,0.472383512076304,0,0,0,0.0559945250991453,0,0,0,0,0,0.00980158661426948,0,0,0,0,0.0199665464917803,0,0,0,0,0,0,0,0.18946048317517,0,-0.0196737134468127,0,0,0,0,0.0239923422376197,0,0
X600362.SH,0,0,0,0,0,0,0,0,0.151661231881666,-0.0188179081070595,0,0,0,0,0.126715970802954,0,-2.71050543121376e-20,0.0297564425512725,0,0,0,0,0,0,0.0656159308713542,0,0,0,0,0,0,0.116881544039716,0,0,0.0967515620124321,0,0,0,0,0.751525680450614,0,0.331521336784432,0,0,0,0,0,0,0,0,0,0,-0.0237183018414634,0,0,0,0,0,0
X000786.SZ,0,0,0,0,0,0,0,-0.0599530630514122,0,0,0,0,0,0,0,0,0,-0.0844751151275993,0.0490064715441764,0,0,-0.0176769637109326,0,0,0,0.106639907399061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014717773196393,-0.00463371519887715,0,0,0,0,0,0,0,0,0,0.0568445957059466,-0.0864400871815725,0,0,0,0,0,0
X600176.SH,0,0,0,0,0,0,0.313953321830815,0.216315711308137,0.165154174385483,0,0,0,0,0,0,0,0,0,-0.165718525583541,0,0,0,0,0,-0.133711077970342,0,0,0.00705282630634102,0,0,0,0,0,0,-0.00116263891022038,0,0,0,0,0,0,0.207916476481177,0.0333633244977501,0,0,0.118642907660231,0,0,0,0,0.0966316697436147,0,-0.00876175050166104,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0.0742264771078197,0,0,0.0691993062565622,0,0,0,0,0,0,0,0,0,0.315077334678154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0184579279082945,0,0,0,0,0.560679884015423,0,0,0,-0.213583902965581,0,-0.00690356822388609,0,0,0,0,-0.0889232282995699,0,0
X600426.SH,0,0,0.291395961492615,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0.0788348576905272,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0.171364627107113,0,0.204962534718349,0,0,0,0,0.177325696482661,0,0,0,0,0,0.0256287880455795,0,0.117602183237539,0,0,0,0,0,0,0,0,-0.00930519010028808,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0.173891686491708,0,0,0,0,0,0,0,0,0,0.100588205178284,0,0,0.022795607259589,0,0,0,0,0,0,0,0,0,0,0.00763927343156256,0,0,0,0.0964350332671903,0.00137653839659852,0,0.0716115463283466,0,0,0.0302390168156506,0.266777184421865,0,0,0,0,-0.0101741027968849,-0.00387395394262186,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,-0.185770902165866,0.636239886331887,-0.197765867274512,0,0,0,0,0,0,0.496157594817749,0,0,0,-0.215436488970468,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0820704330529541,0.276186210038859,0,0,0.055144708445425,0,0,0,0,0.0109298138908652,0,0.0514108275181346,0.308348347293885,0,0,0,0,0
X000301.SZ,0,0,0,0,0,0.157566852450911,0.116472632396562,0,0,0,0,0,0.483591952349218,0,0.2015028689692,0,0,0,0,0,0,0,0,-0.0799071802230042,0,0.0935509778761517,0,0.395174046211308,0,0,0,0,0,0,0,0,0,0,-0.0366353857750837,0,0,0,0,-0.314061393206459,0,0,0,0,0.130006752305897,0,0,-0.079682157527272,0,0,0,0,0.0458438685905834,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,-0.109032010827704,0,0,0,0.0805565260190979,0,0,0,0,0,0,0,0,0,0,0.112856894715601,0,0,0,0,0,0,0,0,0,0.0855295664864518,0,0,0.192620827210526,0,0,0,0,0,0,0,0.121551725038913,-0.054288475447833,0,0.00409830906291156,0.114729261435812,0,-0.0280157316517638,0.0315823168808423,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.00267390276526837,0,0,0,0,0,0,0,0.017345476520733,0,0,0.0399613065554075,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0.0626281765850221,0,0,0,0.0225728734275915,0,0.0238405435468398,0,0,0,0,0.115593275532644,0,0.00781588740201768,0,0,0.0572704807394343,0.0218145551942092,0.0116326548963596,0,0,0,0,-0.0145816294224757,0,0
