,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X601898.SH,X600011.SH,X600019.SH,X600886.SH,X601600.SH,X600585.SH,X600660.SH,X600547.SH,X600795.SH,X000792.SZ,X600362.SH,X600489.SH,X600027.SH,X000708.SZ,X600160.SH,X600803.SH,X600010.SH,X600111.SH,X000983.SZ,X002460.SZ,X600426.SH,X601991.SH,X601699.SH,X000301.SZ,X000786.SZ,X002466.SZ,X002128.SZ,X000807.SZ,X000877.SZ,X000630.SZ,X000933.SZ,X600985.SH,X600219.SH,X600176.SH,X601168.SH,X000883.SZ,X000408.SZ,X600348.SH,X002353.SZ,X600096.SH,X000027.SZ,X600995.SH,X600282.SH,X000932.SZ,X600612.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.11382128371646,0.464271573320585,0,-2.16840434497101e-19,0,0.0840950057622833,0,0,0.180310521570241,0,0,0,0,-0.104049654375783,0,0.0629298581424279,0,0,0,0,0,0,0,0,-0.0688312627074422,0,0,0,0,0,0,0,0,0,0.0418951550562373,0,0,-0.0613325183901487,0,0,0,0,0,-0.0611221953956118,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601088.SH,0.26533995242172,0,0,0,0,0,0,0,0,0,0,0,-0.00976042814448588,0,0.013887806543378,0,0,0,0,0,0,0,0,0.381174318499526,0,0,0,0,0,0,0,0,-0.0324010356438719,0,0,0,0,0,0,-0.0247557784807178,0,-0.0101735584534503,0,0.0981071729593431,0,0,0,0,-0.0181974685876967,0,0,0.0212971201762164,0,0,0,0,0.0884530363107134,0,0
X600028.SH,0.373442586968852,0.156408613849254,0,0,0,0,0,0.0403090822669546,0,0.0672240572232463,0,0.0618561389653338,0,0,0,0,0,0,0.00451074632206802,0,0,0,0,0,-0.172402226492869,0,0,0,0,0,0,0,0.003317868271928,0,0,0.0193075946307279,0,0.046238287495552,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0
X600309.SH,-0.113722890721974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0688331539532849,0,0,0,0,0,0,0,0,0,0,0,0.0529521718878341,0,0.0720385426033015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07645525204569,0,0,0.152763832689031,0,0,0,-0.0362442398784643,0.00300848778385894,0,0,0,0.0858878306934311,0,0
X600188.SH,0.00522280621730131,0.220921432329744,0,0,0,0.358545819681187,0,0,0,0,0,0,0,0,0,0,0.0247564982360471,0,0,-0.00595746449874127,0,0,0,0,0,0,0,0.180049811626506,0,-0.19098358008061,0,0,0,-0.00607312029588754,0,0,0.0033004453896975,0,0,0,-0.174535550243475,0,0.348565517334799,0,0,0,0,0,0,0,0,-0.0116396785693812,0,0,0,0,0.0875889876461293,0,0
X601898.SH,0.0346065417539809,0,0,0,0.0610960697399422,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0578831337763831,0.0868231043368131,0,0,0,0,-0.00229455333262348,0,0,0.209529950808401,0,0,0,0.0501561913266621,0,0,0,0,0.307045077912552,0,0,0,0,0,0,0,0,0,0,0,0,0.0335478551775931,0,0,-0.00136053618612488,0,0,0,-0.0109919772538421,0,0
X600011.SH,0.131994289593746,0,0,0,0,0,0,0,0,0,0,0,0,0.249816503691706,0,0,-0.052168209936475,0.151714838375506,0,0,0.0298020812036038,0,0,0,0,0,0.365830932797032,-0.111551955758734,0,-0.0799463441184419,0,0,0,-0.0125927082409627,0,0,0,0,0,0,0.05311274985013,0,0,0.0284547620146651,0,0,0,0,0,0.0197369549371223,0,0,0.058551517758467,0,0,0,-0.053158620553796,0,0
X600019.SH,0,0,0,0,0,0.0900885451908554,0,0,0,0.0475896796498309,0,0,0,0,0,0,0,0.0994553959120755,0,0.0568704481291493,0,0,0,0,0,0,0,0,0,0.0430495124236116,0,0,0,0,0,0,0,0,0,0.0359582937577156,0,0,0,0,0,0,0,0,0.351030714182336,0.135271574829199,0,0,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0.00365490694701484,0,0,0,0,0,0,0,0.173791584248438,0,-0.0756534946031096,0,0.13065239241867,0,-0.0649497846892094,0,0,0,0,0,0,0.0267592361125574,0,0,-0.120955171734769,0,0,0,0.0371099655132792,0,-0.0936888154858552,0,0,0,0,0,0,0.143300586507251,0,0,0,0,0,0,0,-0.176049382302095,0,0.0109998395411451,0,0,0,0.0733718544139434,0,0
X601600.SH,0,0,0,0,0,0,0.0996436732037751,0,0,0,0,0,0,0,0,0,0,0,0,0.0978392854019251,0.0767607199413763,0,0,0,0,0,0,0,0,0,0,0,0.0795919066198965,0,0,0.187172873896964,0,0,0,0.261852263544614,0,0,-4.33680868994202e-19,0,0,0,0,0.137929452526874,0.0733065450504091,0,0,0.0246159152488074,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0.0923480255644838,0,0,0,0,0.0404342063975662,-0.0525256087758424,0,0,0,0,0,0,0.017757399480704,0,0.0900830004986915,0,0,2.71050543121376e-20,0,0.117768865396828,0,0,0,0.0072322441660509,0,0,0,0.0866671706816139,0.00380967146032966,0,0,0,0,0,0.110581872650689,0,0.0257956491875787,0,0,0,0,0,0,0,0,0,0.0502206799375097,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.213554743699158,0,0,0,-0.0675881013238552,-0.0467768704287433,0.19455576058653,0,0,0,0,0,0,0,-0.0394058367746125,0,0,-0.065341504895477,0,0.0422548902357474,0,0,0,0,0,0.0858660319362438,0,0,0,-0.18359030699149,0.0664852964062896,0,0.0124663820266639,0.0163457936896711,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.673144571438081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0750648076694768,0,0,0.0473757913367061,0.0960600841234925,0,0,-0.049346616895939,0.0436829825339503,0,0,0,0.17099775166337,0,0,0,0,0,0,0,-0.0479039430080923,0.0432582165559099,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0.452765215970971,0,0,0,0,0,0.00237472719477244,0,0.134482636040268,-0.0179776883376444,0,0.233244263706482,0,0,0,0,0,0,0,0,0.0405937976061512,-0.00379692972548367,0,0,-0.057406375373801,0,0,0,0,0.0308817090289039,0,0,0,-0.035834096202408,0,0,0,0,0,0,0,0,0,0,0,0,-0.0273506433251447,0.00702261992926155,0,0,-0.00503658715882222,0,0
X000792.SZ,0,0,0,0,0.104241224174904,0,0,0,0,0,0,0,0,0,0,0.026972723228989,2.16840434497101e-19,0,0,0.117405425205994,0,0,0,0,0.301149227417177,0,0,0,0.00666750295122769,0,0.0462393618427462,0,0,0,0,0,0,0,0,0,0,0.117839194754534,0,0,0,0,0,0,0,0,0,0,0.0385316901910225,0,0,0,0,0,0
X600362.SH,0.0291985308668222,0,0,0.0725575152482513,0,0,0,0,0,0,-0.201115581113515,0,0.125937214095337,0,0,0,0,0,0,-0.0145943669393225,0,0,0.0960576981025939,0,0,0,0,0,0,0,0,0,0,-0.00869732620187727,0.483373682844376,0,0,0,0,0.284792594712055,0,0.0247416775089849,0,-0.0375790367585421,0,0,0,0,0,0,0,0,-0.0506135743474113,0,0,0,-0.0152287293031889,0,0
X600489.SH,0,0,0,0,0,-0.11596443114084,0,0,0,0,0,0,0.642844802515537,0,0,0,0,0,0,-0.0295995185237296,0,0,0,0,-0.0260387141211137,0,0,0.142486684224297,0,0,0,0,0,0,0,0,0,0,0,0.135145100201754,0,0,0,0,0,0,0,0,0,0,0,0,-0.0282114299754522,0,0,0,0.0091564455364402,0,0
X600027.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.832623121108605,0,0,0,0,0,0.0612293153342295,0,0,0,0,0,0,0.0913183294292516,0,0,0,0,0,-3.46944695195361e-18,0,0,0.135220643745238,0,0,0,0,0,-0.0245425294707357,0,0,0,0,0,0,0,0.122052545653165,0,0,0.00636861110909294,-0.111111033754228,0,0,0.0305620922128569,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0.0596687855211401,0,0,0.263545206428031,0,0,0,0,0,0,0,0.0564885681578659,0,0,0,0,0,0,0,0.0176059272183828,0.0257384704200201,0,0.0280946706729935,0,0.143091589783556,0,0,0,0,0,0,0,0,0,0,0,0,0,0.231326835101647,0.0791621351886684,0.0765543177219606,0,0,-0.0578400673528617,0,0,0,0,0,0
