,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600011.SH,X600309.SH,X601898.SH,X600010.SH,X601991.SH,X600688.SH,X601600.SH,X600660.SH,X600188.SH,X600795.SH,X600886.SH,X600362.SH,X600547.SH,X000898.SZ,X600027.SH,X002466.SZ,X600516.SH,X601992.SH,X600111.SH,X600299.SH,X600176.SH,X000709.SZ,X300072.SZ,X002460.SZ,X600352.SH,X000825.SZ,X600339.SH,X000553.SZ,X600583.SH,X600808.SH,X002110.SZ,X600801.SH,X601158.SH,X000792.SZ,X000629.SZ,X000883.SZ,X000786.SZ,X000301.SZ,X600219.SH,X000408.SZ,X600426.SH,X000932.SZ,X600489.SH,X000539.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.131395786704704,0.0100671107601509,0,0,0.116997692795978,-0.0631785691853437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00878994641913393,0,0,0,0,0,0,0.233252579205796,0,0,0.0269842829498797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.133318996054169,0.0177462588984316,0.0135765255527829,0,0,0,0,0,0
X600028.SH,0,0,0.161450439576953,0,0.0858256979749336,0,0,0,0,0,0,0,0,0,0,0.0270259714633169,0,0,0,0,0,0.00875234315206353,0,0,0.0264213867927205,0,0,0.00810180795749103,0,0,0,0,0,0,0,0.0153719268893872,0,0,0,0,0,0,0,0,0.0546015880970748,0,0,0,0,-0.161996892027068,0.0151577629823632,0.0141624187670207,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.217958865341422,0,0,0,0,0,0,0.190841594975971,0,0.124392288676805,0,0,0,0.0779573423761041,0,0,0,0,0,0,0,0.00026550343438887,0,0,0.00853095762995614,0,0,0,0,0,0,0,0.10134158230637,0,0,0,0,0,0,0,0.116774403155532,0,0,0,0,0,-0.011634090853735,-0.0420425471056999,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.106601188729412,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02397220526368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0590833297179262,-1.0842021724855e-19,0,0.398917753371535,0,0,0,0,0.190023206386345,0,0,0,0,0,0,0,0,-0.0133192374405267,-0.0212121922968452,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0273941825512291,0,0.312400333804349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11564597481463,0.0136038096859612,0,0,0,0,0,0,0,0,0,0.276757151498348,0,0,0,0.009162699844496,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0.0119061048638499,0,0,0,0,0,0,0,-0.00825506570587432,0,0.707198190620869,0.0521224231999543,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0.0517857690728343,0,0,-0.037039111089193,0,0,0,0,0,0,0,0,0.10612260461998,0,-0.164124441007832,-0.0211248845627795,0,0,-0.00115486005121937,0.0149635997532085,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,-0.0185676448049104,0,0,0,0,0,0,0,0,0,0,0,0.00902844224833293,-6.93889390390723e-18,0,0,0.523427379693952,0,0,0,0,0,0,0,0,0.0806449690890571,0,0,0,0,0,0.0330587437931867,0,0,0,0,0.197729053725938,0,0,0,0.134969144546042,0,0,0,0,0.0198772709764561,-2.16840434497101e-19,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0.198209778724525,0,0.0848870383970995,0,0,0,0,0,0,0,0.0655284658905224,0,0,0,0.0554246613178901,0,0,0,0,0,0,0.041829827440687,0,0,0.121065614607804,-0.0374067509594876,0,0.0403100121578222,0,0,0,0,0.114535440350243,0,0,0,0,0,0,-0.00888364335664427,-0.00593447586166113,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.221623934524419,0,0,0.308651423229493,3.3881317890172e-21,0,0.00609002111114663,0,0,0,0,0,0.0147680624286249,0,0,0,0,0,0,0,0.096064627835396,0,0,0,0,0,0.0579590462652478,0,0.0446965186068598,0,0,0,0.00837770659022475,-0.00746808213330126,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0.201549017959284,0,0,0,0,0,0,0,0.0618257722827633,0.0251945135708047,0,0,0,-0.0249978155330007,0,0,0,0,0,0,0.0559254296516258,0,4.33680868994202e-19,0,0,0,0,0.0204805423648337,0,0,0,0,0,0,0,0,0,0,-0.140624595870363,-0.00448865199920161,-0.0139081896412948,0,0,0,0,0,0
X600688.SH,0,0.235414965163815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0212609810767344,0,0,0.0401236161805848,0,0,0,0.0155120976287568,0,0.051579925953773,0,0.0676316663895749,0,0,0,0,0,0,0,0,0,0.082251297772695,0,0,0,0,0.00809988611311973,0,0,0.00750284545672948,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0985693720068652,0,0,0,0,0.0420474886639091,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130908167363699,0.36021827583316,0,0.0185924739444004,0,0,0.0530343088412485,0,0,0,0,0.0371446149173858,0,0,0,0,0,0,-8.67361737988404e-19,-0.000234536466718584,0,0,0,0,0,0
