,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X600352.SH,X601600.SH,X601898.SH,X600547.SH,X601991.SH,X600660.SH,X600688.SH,X600188.SH,X600886.SH,X600362.SH,X000723.SZ,X600795.SH,X600516.SH,X601992.SH,X600801.SH,X000898.SZ,X600027.SH,X600176.SH,X002466.SZ,X600111.SH,X002460.SZ,X000990.SZ,X000709.SZ,X000786.SZ,X600299.SH,X002271.SZ,X000553.SZ,X600219.SH,X000629.SZ,X002110.SZ,X600808.SH,X000825.SZ,X600489.SH,X600426.SH,X600985.SH,X601158.SH,X600583.SH,X000830.SZ,X000630.SZ,X600157.SH,X000883.SZ,X600160.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,-4.33680868994202e-19,0.00845933016208757,0,0.0181878826535948,0,0,0,0,0,0,0,0,0,0,0,0.161325996231423,-0.0273150077922283,0,0.0447584245402723,0,0,0,0,0,0,0.0331342081741264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113638566671585,0,0,0.00733163919298375,0,0.000803255491112822,0,0,0,-0.00943959830725283,0,0,0,0,0,0,0
X600028.SH,0,0,0.0664310865947249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124403430121708,0,0,0.0461910226562624,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0.000840340375346612,0,0.0346775851452936,0,0,0,0,0,0,0,0.0488900808515261,0.0133504132979438,0,0,0.0725064843125194,0,0,0,0.0126325711494864,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217422052805566,0,0,0,0,0.0884948329064695,0,0,0,0.043577916267638,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0696050878693468,0,0,0,0.0045480786674507,0,0,-0.00381707368299904,0,0,0,-0.113716161242394,0,0
X600585.SH,0,0,0,0,0,0.0823470460190629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.479574278438885,0,0,0,0,0,0,-0.00965906188483861,0,0,-0.00313808364809437,0,0,0,0,0.065701921583728,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0130137129806518,0,0,0,0,0,0,0
X600019.SH,0,0,0.0249111778987926,0.0541683928997576,0,0.00618832081693454,0,0.118459590096713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0762893803946802,0,0.0777161758016748,0,0,0,0.0245257457686645,0,0,0,0,0,0.212128605908571,0,0,0,0.0150317491310528,0.0175517135645608,0,0,0,0.00368328865514513,0.0275898872244152,0,0,0,0.00259588601252838,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0.06559794051896,0,0,0,0,0,0,0,0,0,0.062558051701849,0,0,0,0.0370141480455412,0,0,0,0,0,0,0,0,0.0553606701778769,0,0.0252187476411199,0,0,0,0.0522142993498739,0,0,0,0.477173599723807,0,0,0,0,-0.0275138778141178,0,0,0,0,-0.015147846507932,0.0362656552965862,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0988686326513087,0.417444828850461,-0.00272960376634176,0,0,0,0.36813827168904,0,0,0,-0.0481705939463187,0,0,0.0131535429823731,0,0.0492250068289941,0,0,0,0,0,0,0,0,0.00436264780155726,0,0,0,0.027918278156947,1.35525271560688e-20,0,0,0,-0.00245055615975863,0.0602393221056192,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0.0186471184339405,0,0,0.00389323720672497,0,0,0,0,0,0.0538307129869568,0,0.0754783364669148,0.00413036555754912,0,0,0,0,0,0,0.248911393133772,0,-0.0442520353135242,0,0,0,0,0,0.229048649068717,0,0,0,0.225245315196431,0,0,0,0,0,0,0,0.0872725842383887,0,0,0,0,-0.0373066098629944,0,0,0,0.00611108132557472,0,0
X600352.SH,0,0,0,0,0,0.128840325841664,0,0,0,0,0,0,0,0,0,0,0,0,0.0564974623333064,0,0.118503883637621,0,0,0,0,0,0,0,0,-0.0056875282566034,0,-5.42101086242752e-20,0,0.0322330489462639,0,0,0,0,0,0,0,0,0.00461830851943501,0,0,0,0,0,0,0.0234765746922496,0,0.0742890250093871,-0.160545155396121,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.00956932253281246,0,0,0,0,0,0,0,0,0,0.170864698305497,0.00433647429375017,0,0,0,0,0,0,0,0.0309427339406972,0,0.0879715139753859,0,0,0,0,0,0,0.39536598891459,0,0,0,0,0,0.139764716179065,0,0,0,0.080146032673266,0,0,0,0,0,-0.0054466904870965,-0.0154676306570567,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0.217239040822251,0,0,0,0,0,0,0,0.325341845798914,0,0,0,0,0,0,0,0,0,0.00647889695988676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00855931110800355,0,0,0.00767553274637533,0,0,0,0,0,-0.00351224931578901,0,0,0,0,-0.0345133733565158,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0857702134330992,0,0,0,0,0,0,0,0,0,0,0,0,0.984065513983911,0,-0.0457564686579178,0,0,0,0,0.0241028731508972,0,0,-0.0510886664198943,-0.00309576428876158,-0.00637421106392188,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0.163540845903307,0,0.123562983448795,0,0,0,0,0,0,0,0.102495322393933,-0.0102935759322841,0,0,0,0,0,0,0,0,0,0,0.0180145967974309,0,0,0,0,0,0.0323286690185208,0,0,0,0,0,0,0,0,0,0.0309537954250513,0,0.0355459651692212,0,0,0,-0.00574348592414383,-0.032690296784637,0,0,0,-0.00629866338608601,0,0
X600660.SH,0,0,0,0,0,0.113243450033792,0.0461427458340127,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0.0315091802508888,0,0,0,0,0,0.0823199638483227,0,0.0986437572837923,0,0,0,0,0.156610760174358,0,0.103806872337082,-0.0856071897738662,0,-0.070525869286935,0,0,0,0,0,0,0,0,0,0,0.0542904114401963,0,0,0,0.012063915451565,0.010466802671939,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,-0.0191162028013977,0,0,0,0,0,0,0,0,0.0908086737801456,0,0,0,0,0,0,0.0444783292064497,0,0,0,0,0,0,0,0,0.0354796454083854,0,0,0,0,0,0,0,0,0.0380052168509894,0,0,0.151980924595786,0.0151542561275872,0.00325353633760933,0.0876037229772584,0,0,-0.00304553569386295,0,0,0,0,-0.00552742626743762,0,0
X600188.SH,0,0,0,0,0,0.0816403331652682,0,0,0,0,0,0,0,0,0,0,0,0.252787158256418,0.00153324644459629,0,0.0173035037778408,0,0,0,0,0,0.0145979403240321,0.0183259541881534,0.0966394453371594,0,0,0,0,0,0,0,0,0.0448274004063864,0,0,0,0,0,0,0,0.146307756672143,0,0.040837894400916,0,0,0,0,-0.00985477098239368,0,0,0,0,0,0
X600886.SH,0,0,0.0455629091132693,0,0,0,0,0,0.0801117992081399,0,0,0,0,0,0,0,0,0.212814565984161,0.000616506935357634,0.0576507875116519,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,-0.019008612960805,0,0,-0.0360131359103964,0,0,0,0,0,0.0387472273133616,0.0790538026763453,0,0,0,0,0,0,0,0.0288666990961974,0.0233543062815248,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0.0552288852322172,0,0.17353554827392,0,0,0,0,0,0,0,0,0.0112354754343043,0,0,0.00345932167955606,0,0,0,0,0.0423056535291308,0.216717431143898,0.0462175906466234,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0260093124895938,0,0.114954068128181,0,0,0.0618402236158334,0,0,0,-0.0245691659652915,0,0,0,0,0,0,0
X000723.SZ,0,0,0,0,0,0.596936651760909,0.163484823494407,0,0.0256768050175343,0,0,0,0,0,0,0,0,0,0,0,-0.244583714309254,0,0,0,0,-0.00413915087162059,0,0,0,0,0,0,0,0,0.336134968282369,0,0,0,0,0,0,0,0.374602385935939,0,0,0,0,0.252172938953083,0,0,0,0,0.0582298584245292,0,0,0,0.120662629851203,0,0
