,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X002460.SZ,X600585.SH,X600111.SH,X002466.SZ,X000792.SZ,X600019.SH,X600660.SH,X600010.SH,X000877.SZ,X600188.SH,X000301.SZ,X600011.SH,X002271.SZ,X000708.SZ,X601600.SH,X600547.SH,X601898.SH,X600362.SH,X600176.SH,X600886.SH,X002326.SZ,X600426.SH,X000408.SZ,X002080.SZ,X300037.SZ,X600803.SH,X000723.SZ,X600219.SH,X600096.SH,X600399.SH,X600141.SH,X601991.SH,X000786.SZ,X600795.SH,X300073.SZ,X002407.SZ,X600352.SH,X600489.SH,X000825.SZ,X002353.SZ,X600516.SH,X600688.SH,X000831.SZ,X000027.SZ,X600295.SH,X600157.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0.0143290531348353,0,0,0.0182454623466941,0,0.0670259021866518,0.0178345155173322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0338490868850269,0,0,0,0,0,0,0.0562232585003807,0,0,0,0.137983840262848,0.0228551254809163,0.0640686685839254,0.0525215411447237,0,0.0973922104409874,0,0,0,0,0,0,0,-0.0514818908072788,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00653157936319458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0377714686537905,0,0,0,0,0,0,0,0,0,0.0244025238175118,0.16197307862941,0,0,0.0265003491233573,0,0.121507767376015,0.0368756495338706,0,0,-0.000115794072073081,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0.0665946471308256,0,0,0.0232131360138102,0,0.166294553402929,0,0.00526155590009617,0,0.0597123698445104,0,0,0.367925796701478,0,0,0.0952432553034013,-0.0144655108456059,0,0,0,0,0.11138638562979,0.00661128521246215,0,0,0,0,0,0,0,0,-0.0429661134989007,0,0,0,0,0,0,0,0,0.0760558380598068,0,0,0,0.0270007814261985,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,-0.126204213832679,0,0,0,0,0,0.0173975191364332,0,0,0,0,0,0,0.23396703055699,0,0,0,0,-0.00625529894818402,0,0,0,-0.00356126863581819,0,0.0651010771735771,0,-0.0498347064504308,0,0,0,1.73472347597681e-18,0,0,0,-0.0204403557392241,0,0,0,0,0.0325746337691478,0,0,0,0,0.0264439166366812,0,0
X002460.SZ,0,0,0,0,0,0,0,0.39281197050661,0,0,0,0,0,-0.0302393486902679,0,0,0,0,0,0.291125012259965,0,0,0,0,0,0,0,0,0.0302692929150072,0,0,0,0,0.117362316621826,0.0566031051185536,0,0,0,0,0.327416790509084,0,0,-0.0087383185316509,0,0,0,0,0,0.00690051473136194,0,0,0.0027900596451123,4.33680868994202e-19,0,0,0,0,0,0
X600585.SH,-0.181996007257356,0,0,0,-0.0484068415864049,0,0,0,0,0,0,0,0.477023822249157,0.136723909287765,0,-0.0342584348165619,0.101658689544574,0,0,0,0,0,0,0.082940704678205,0,0,0.0482265377252345,0,-0.0258014196254852,0,0,0,0,0,0,0,0.054577116156025,0,0,0,0,0,0,0,0,0,-0.00839546038873447,0,0,0,0,0.0175518316464556,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0.0172590447739065,0,0,0.28385054398259,0,0,0,0,0,0.00282904152276769,0.0816914886944251,0,0,0,0,0,0,0,0,0,0.267764811999152,0,0,0,0,0,0,0,0,0,-0.121654291380918,0,0,0,0.179649857405315,0,0,0,0,0,0,0,0.158624959676364,0,0,0,0,0,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0.471729483320719,0,0.0833312450380278,0,0.00822956486272406,0,0,0.106530330712109,0,0,0.133429303849185,0,0,0,0,0,0,0,0,-0.0597299435794846,0,0,0.231549231316279,0,0,0,0,0.0575371502901692,-0.0494896918500481,0.0207388943272976,0,0,0,0,0,-0.0602303047520672,0,0,0,0,0.00462067083908955,-0.0119708684668732,0,0,0.0314518413931064,0,0,0,-0.0270478277177741,0,0,0,0.0275039939446883,0,0
X000792.SZ,0,0,0,0,0.0518967896390526,0,0,0,0,0,0,0.229509030432334,0.0959613357619039,0,0,0,-0.328279047078501,0,-0.134002494184642,0,-0.129381236312382,0,0,0,0,0,0.404424788865928,0,0,0,0,0,0,0,0,0,0,0,5.42101086242752e-20,0,0,0,-0.118949013536931,0,0,0.263009286850732,0,0,0.125512427713287,-0.105084592637919,0,0,0.0304961389623134,0,0,0,0.0307647867785279,0,0
X600019.SH,0,0,0,0,0,0.0569289365982781,0.0738159335424494,0,0,0,0,0,0.16257650739852,0,0,0,0,0.0550005620542042,0,0,0,0,0,0,0.0101475107677527,0,0.0847336054947113,0,0,0,0.106101815440711,0.0864347239053742,0,0,-0.0207190879567797,0,0,0,0,0,0,0,0.257909555573144,0,0,0,0,0,0,0,0,0.00419783295354135,0,0,0,0,0,0,0
