,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600585.SH,X600019.SH,X600010.SH,X601898.SH,X601991.SH,X600795.SH,X601600.SH,X600188.SH,X600886.SH,X600362.SH,X600111.SH,X600027.SH,X600309.SH,X601992.SH,X600688.SH,X000792.SZ,X600583.SH,X601158.SH,X600547.SH,X000898.SZ,X600352.SH,X000831.SZ,X000709.SZ,X600489.SH,X002353.SZ,X000883.SZ,X000539.SZ,X000630.SZ,X000027.SZ,X000825.SZ,X600008.SH,X600549.SH,X600660.SH,X600808.SH,X000629.SZ,X002470.SZ,X600315.SH,X600578.SH,X600021.SH,X000983.SZ,X601699.SH,X600863.SH,X600307.SH,X600098.SH,X600348.SH,X000960.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.519236192346109,0,0,0,0,0,0,0,0,0,0.150650561126317,0.162835506806103,0,0,0,0,0.0323760985193948,0,0,0,0,0,0,0,0.0358406058075298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034506157484521,0,0,0,0,0,0,0,0,-0.008592730515535,0,0,0,0,0,0,0
X600028.SH,0.490186637276924,0,0,0,0,0,0,0,0,0,0.0384266832574093,0,0,0.00341500907437054,0,0,0,0,0.44747207885488,0,0,0,0,0,-0.00757087082316217,0,0,0,0,0,0,0,0,0,0,0,-0.00950935734076651,0,0,0,0,0,0,0,0,-0.029486059004126,0,0,0,0,0,-0.0370133120071289,-0.0116085508287029,0,0,0,0,0,0
X601088.SH,0,0.0741074736891967,0,0,0,0.0419845577122801,0,0.102351621392948,0,0,0,0.117482078007315,0.105459664448923,0,0,0,0.048925925340415,0,0,0,0,-0.0151044874004336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0146890412422298,0.0342307641575616,0,0,0,0,0,0.386892802564514,0,0,0,0,0,0,0,0,0.00313008693158731,0,0,0,0,0,0
X600011.SH,0,0.0708688306688732,0,0,0,0.112820177298897,0.0580773820472442,0,0.152532512917162,0,0,0.08530905720463,0.246362858232692,0,0,0.0675997454035929,0,0,0,0,0,0,0,0,0,0,0.0449985048013945,0,0,0,0,0,0.0253236964814345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0.105841111542089,0.0767811898622356,0,0,0,0.0537057503731459,0,0,0,0,0.0029828528505347,0,0,0,0,0,0,0,0,0.102507086696153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140959218281748,0,0,0,0,0,0,0,0.0762161550807663,0,0,0.201957041521716,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0.0699756019188927,-6.93889390390723e-18,0,0,0,0,0.160498986329582,0,0,0,0,0,0,0,0,0.04939177067512,0,0,0,0,0,0,0,0.315656207617244,0,0,0.127828666082757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0241802532641774,-0.00586260445263967,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,-0.00676887201447363,0,0.119242257847037,0,0,0,0,0.0584941906078392,0,-1.73472347597681e-18,0,0.590060441081109,0,0,0,0,0.0273382421772954,-0.241366040478471,0,0,0,0.0243753307097111,0,0,0,-0.0346829587330022,0,0,0,0,0,0,0,0,0,0.0419596308186758,0,0,0,0,-8.18424677146116e-05,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.148974782047867,0,0.0634174984007067,0.0210232917896471,0,0.00506905482140143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16163149581487,0,0,0.0133777819693134,0,0.31671511320231,0.175162703064553,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,-0.0377456928825269,0.158489416207699,0,0,0.22069602930228,0,0.203800781326222,0,0,0.027588111616905,0.0293711764930042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00102060223295021,0,0,0,0.069258138115199,0,0,0,0.11757866044181,0,0,0,0,0,0,0,0,0.0162936008045349,-0.0197765856835896,0,0,0,0,0,0
X600795.SH,0,0,0,0.0177996282745627,0,0,0,0,0.265100071532183,0,0.225088794066707,0.0114690806555279,0.16084031440213,0,0,0.142157207341305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019858488870345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0114229421251467,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.168744011222264,0.251708766412197,0,0,0,0,0,0,0.0730369000567626,0,0,0,0,0,0,0,0.221001925274077,0,0,0,0.0597495737322673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0255557888975683,0,0,0,0,0,0
X600188.SH,0.316488198510021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.239457448366522,0,0,0.208104767860919,0,0,0,0,0,0,0,0,0.0632417579692362,0.25885607726287,0,0,0,0,0,0,-0.00362112412847786,0.0105313269665816,0,0,0,0,0,0
X600886.SH,3.46944695195361e-18,0,0.031872290164271,0,0,0,0,0,0.0743696590972109,0.0225559825787936,0,0,0,0,0,0,0.150039818272244,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0.149028598396153,0.127933946333143,0,0,0,0,0,0,0,0.202849852525193,0,0,0.0807142988555685,0,0,0,0,0,0,-0.0177017928329428,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0.148281306932813,0,0,0,0,0,0,0.0274270425687218,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0.104265394699194,0,0,0,0,0,0.00808534841824276,0,0,0,0.118565246203624,0,0,0.0753295321771822,0,0,0,0,0,0,0,-0.0100184977632362,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0,0.0291860786677678,0,0,0,0,0,0.0765804144698158,0,0,0,0,0,0,0,0.0405120077419624,0,0,0,0,0,0,0,0.0528004659897985,0,0.429363013254149,0,0,-1.73472347597681e-18,0,0.050580631116858,0,0.108668909329801,0,0,0,0,0,0,0.0747286598159642,0,0.0116968543487503,0,0,0,0,0,0,0
