,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600011.SH,X600019.SH,X600585.SH,X002460.SZ,X002466.SZ,X601898.SH,X000792.SZ,X600547.SH,X601600.SH,X600886.SH,X600660.SH,X600111.SH,X600010.SH,X000708.SZ,X000301.SZ,X000877.SZ,X600795.SH,X002271.SZ,X600027.SH,X600362.SH,X600426.SH,X601991.SH,X601699.SH,X600803.SH,X000983.SZ,X600176.SH,X600489.SH,X000807.SZ,X600995.SH,X000786.SZ,X600219.SH,X600160.SH,X000408.SZ,X600688.SH,X000629.SZ,X300037.SZ,X000932.SZ,X600612.SH,X600096.SH,X000539.SZ,X600157.SH,X000933.SZ,X600985.SH,X002080.SZ,X600348.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.729174561036629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.105316434272464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11961806488515,0,0,0,0,0,0,0,0.087032346336744,0,0.178610520721083,0,0.0164244479903174,0,0.0791333891514076,0,0,0,0,0.0493562357598499,-0.0392396389009877,0.226167894664213,-0.0223310304447704,0,0,0,0
X600028.SH,0.731165358672706,0,0,0,-0.126079110489604,0,0.0179286407603871,0,0,-0.0934322498840635,0.0608880499699346,0,0,0.0483686870026864,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0.0718338546966343,0.060632948486342,0,0,0,-0.036952827164258,0,0,0,-0.161735440418994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0436440540786807,-0.0505762843083343,0,0,0,0,0,0
X601088.SH,0,0.0357415118851552,0,0,-0.203857783215244,0,0,0,0,0,0.0808934103985515,0,0,0.26094375137785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0775126467030476,0,0,0,0,0,0,0.099835127189605,0,0,0,0,0.0966467049153883,0,0,0,0,-0.0377142380080604,-0.00636048692480123,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,-0.086894744714279,0,0,0,0,0,0,-0.00694370723183357,0,0,0,0,0,0,0,-0.0573539155421324,0,-0.0338810097354303,0,0,0.253990968884037,0,0,0,-0.0220147404978744,0,0,0.153960785785563,0,0,0,0,-0.0599331481430123,0,0,0,0,0,0,0,0,0.00175014179979557,0,0,0,0,-0.0400066739433968,0.0389773037412466,0,0,0,0,0,0
X600188.SH,0.0707742183299819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158600423216805,0,0,0,0,0,0,0.100500119781457,0,0.0288100203292498,0.0777158770227873,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197577895572887,0.0916719513909315,0,0,0,-0.0752938148425787,-0.00122825173795585,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155368957278143,0,0,0,0,0,0,-0.137292652437802,0,-0.0837817942484454,0.431563208806499,0,0,0,0,0,-0.176141859697796,0,0,0,0,0,0,0,0,0,0,0,0.0366285909521407,-0.120230497171301,0,0,0,0,0,0.0502192772390228,0,0,-0.010184221707132,0,0,0,0,0,0,0
X600019.SH,0,0.108588376465541,0,0,0.0452378203781789,0,0,0,0,0,0,0,0.0383328595927392,0.0480770457630209,0,0,0,0,0,0,0,0,0.0703532864985281,0,0.017344435236209,0,0,0,0,0,0.0952645246874004,0,0,0,0,0,0.0269407266842721,0,0,0,-0.0845471194468561,0,0,0,0,0,0,0,0,0,0,0.157463816544758,-0.0374441017962828,0,0,0,0,0,0
X600585.SH,0,0,0,0.103016101270536,-0.0148594080838803,-0.0334369806266374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.444816713574733,0,0.0572996788318459,0,0,0,0,0,0,0,0.124532534418038,0,0,0,0,0,-0.0168614692501475,-0.0243600649926557,0,0.0271605206456794,0.0460725296656953,0,0,0,0.00171666613752276,0,0.07334396517589,0,-0.0841908390235016,0,0,0.00491685497950152,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0.679665694791357,0,0,0,0,-0.0965280131446397,0,0,0,0,0,0.196533004650196,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,-0.0920679312389626,0,0,0.0561421018370904,0,0,0.0138350213346834,0,-0.0514877136123745,0,-0.014168620695442,0,0.0152917083587729,0,0,0,0,0,-0.0109354407531299,0,0,0,0,0,0
X002466.SZ,0,-0.182968910095964,0,0,0,0,0,0,0.42350820590272,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184182386320394,0,0,0,0,0,0,0,0,0,0,0,-0.117717212944838,0,0.070215676842645,0,0,0.0549419135810321,0.0446845843506899,0,0,0,0,0,0.137622406841307,0,0.0635114357952968,0,0,0,0.017697627552966,0,0.551468425943517,0,0,0,0
