,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X600688.SH,X601898.SH,X601600.SH,X600795.SH,X601991.SH,X600027.SH,X600188.SH,X600362.SH,X600111.SH,X601992.SH,X600886.SH,X600157.SH,X600623.SH,X600299.SH,X600547.SH,X002466.SZ,X601158.SH,X600660.SH,X600352.SH,X000792.SZ,X000709.SZ,X600309.SH,X600583.SH,X600489.SH,X000539.SZ,X000898.SZ,X000883.SZ,X000629.SZ,X000027.SZ,X000630.SZ,X002075.SZ,X300072.SZ,X000060.SZ,X000959.SZ,X600021.SH,X000983.SZ,X002470.SZ,X600176.SH,X600098.SH,X600022.SH,X600578.SH,X000012.SZ,X600612.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0.0834489505524874,0.132155930656164,0,0,0,0,0,0,0,0.0778275523787494,0,0,0,0.0298236672394058,0,0.0128782401048041,0,0,0,0,0,0.0169032807876612,0.0460327837154384,0,0,0.0132387229806087,0,0.0754174399169006,0,0,0,0,0,0,0,0,0,0,0,0,0.051755005931776,0,0,0,-0.00912106070006021,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0.0170403455822387,0.306264656036934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00724204787079146,0.00981709501281883,0,0,0,0,0,0,0,0,0,0,0.00950410811160061,0,0.0266422475077608,0,4.33680868994202e-19,0,0,0,0,0,0,0.0375233630954068,0,0,0.000296886637532172,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.036660281793108,0,0.475214495986794,0,0,0,0,0.00314378821830071,0.0449572010538024,0,0,0,0,0.0457483212137802,0,0,0,0,0,0,0,0,0,0,0,0,0.0160745562174459,0,0.0633763183539792,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0.174419860475548,0,0,0,0,-0.0128838200832164,0,0,0,0,0,0,0
X600011.SH,0,0,0.0634067117432911,0,0,0,0,0.0478119202238269,0.173966486047599,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0158548541872469,0,0,0,0.0319177854423155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00234263275417244,0.0797888830747435,0.000845307063634631,0,0.0676015663121337,0,0,-0.0183833379189243,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0.0437214667722018,0,0,0,0,0,0,0.245256703717191,0,0,0,0,0,0,0,0,0,0,0.0318569570621558,0.121664964002783,0,0,0,0,0.0221132100834102,0,0.120143572218994,0,0,0.00189767922859465,0,0.10848349221069,0.0377935099012794,0.116853588950091,0,0,0,0.0138846303549039,0.0712153684373648,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0415108903637323,0,0,0,0,0,0,0,0,0,0,0,0,0,0.418033564961991,0,0,0,0,0,0,0,0.0547948386784039,0,0.0775166458268466,0,0,0,0.362489981761664,0,0,0,0,0.0188523459337658,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.0590405327240337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168369744912206,0,0,0,0.0285699702166789,0,0,0,0,0.173741154009477,0,0,0,0,0,0.0756914958935923,0,0,0,0,0,0.0388724363978791,0,0.00109276247421838,0.0469716865190378,0,-0.0379562917113018,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0.115248877126725,0,0,0,0,0.134466491718332,0,0,0,0,0,0,0,0,0,0.102902409997786,0,0,0,0.0463984500015591,0,0,0,0,0.0418037028991601,0,0,0,0,0,0,0.224331873946684,0,0,0.041478688762301,0,0,0.0487154653940667,0,0,0,0,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.0327040780548955,0,0,0,0,0,0,0,0,0,0,0.0389356125254302,0,0,0.172450043539796,0,0.143051448132998,0,0,0,0,0,0.0279107887844747,0,0,0,0,0,0.193035835907765,0,0.0876563973570873,0,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0.145183417389994,0,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0526407525976299,0,0,0,0,0,0,0,-0.039110176634821,0,0,0,0.076802673338548,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167402867930124,0,0.216017729451573,0,0,0.0641812647707478,0,0.245973646102674,0,0,0,0,-0.0478158783250934,0,0,0,0,0,0,0
