,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600019.SH,X600585.SH,X600011.SH,X601898.SH,X600547.SH,X601600.SH,X600660.SH,X000792.SZ,X002466.SZ,X002460.SZ,X600886.SH,X600111.SH,X600010.SH,X000708.SZ,X000301.SZ,X600426.SH,X600795.SH,X600362.SH,X000877.SZ,X002271.SZ,X601699.SH,X000983.SZ,X600176.SH,X600803.SH,X600489.SH,X000807.SZ,X600027.SH,X000786.SZ,X601991.SH,X600160.SH,X000932.SZ,X000630.SZ,X000933.SZ,X600219.SH,X000408.SZ,X600985.SH,X002080.SZ,X000629.SZ,X300037.SZ,X600688.SH,X600612.SH,X002353.SZ,X002409.SZ,X600096.SH,X600157.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.870296449153368,0,0,0,0,0,-0.00767107937043373,0.142169917542093,0,-0.050994569522861,0,0,0,0,0,0,0,0,0,0.000467992945702839,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0537077189098689,0.0685815580094206,0,0,0,0,0,0,0,0,0,0.0622500208918339,0,0,0,0.0935624576235842,0,-0.00344400955712807,-0.0100435374929195,0,0,0,0,0,0
X600028.SH,0.549372648322374,0,0,0,0,0.0265129226823568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.080427974791185,0.0601177840919195,0.0599945440240369,0,0,0.0512176637915476,0.00837476960461025,0,0,0.00198012475951673,0,0,0.0538388131114131,0,0,0,0,0,-0.0770230209058002,-1.73472347597681e-18,-0.141461587502864,-0.0418097774674208,0,0.00635146433532274,0,0,0,0,0,0,0
X601088.SH,0,0.0313196134793267,0,0,0.2380413733357,0,0,0,0,0,0,0,0,0,0,0,0.345971353037761,0,0,0,0,0,0,0,0.00826194524177183,0.035121482248649,0,0,0,0,0,0,0,0,-0.0228173831711591,0,0.138053870339227,0,0,0,0,0,0,-0.0104500307100847,0,0,0,0,0,0,0,0.00355227081834346,-5.42101086242752e-20,0.0231738398236549,0,0,0,0,0
X600309.SH,0.0552598980934099,0,0,0,0,0,0,0,0,0,0.0695379491943815,0,0.0912077184602917,0,0.0124429299096633,0,0.0869747488840827,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0.0132302802907447,0,0,0,0,0,0,0,0.0676511679028892,0,0,0,0,0,0.0439660889039217,0,0,0,0,0.0138696043277732,0,0.214607147763365,0,-0.014926601657551,0.0297009666238837,0,0,0,0,0,0,0
X600188.SH,0,0,0.690897349148437,-0.288455996142619,0,0,0,0,0,0,0.378257509030757,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0591007255874264,0,0,0,0,0,5.55111512312578e-17,0,0,0,0,-0.0325272413597442,0,0.154171246787222,0,0,0,0,0,0,0,-0.121356861147701,0,-0.0942812131250706,0,0,0,0,-0.00966482334665024,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.0120639245189345,0,0,0,0,0,0,0,0,0,0,0.0546555757259347,0,0,0.127810179402461,0,0,0,0,0.0916194989714409,0,0,0.0510624003999503,0,0.0905965822789975,0,0,0,0,0,0,0.322618019473764,0,0,0,0,0,0,0,-0.158441785808405,0,0,0,-0.0571207877576886,0,0,-0.0801256496162109,-7.95111995209413e-05,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0.153413710163238,0,0,0,-0.241108453785867,0,0,0,0.0217475768062372,0,0,0,0,0.013231600370796,0.07765769609735,0,0,0,0,0,0.00410745992284453,-0.211588113190201,0,0,-0.0238929446601113,0,0,0,0,0,0,0.169254349050532,0,0,0,0,0.177769604444834,0.012750043591822,0,0,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,-0.157783999212402,0,0,0,0,0,0,0,0,0,0,0.175794541651958,0,0,0,0,0,0,0,0,-0.169767162507364,0,0,0,0,0,0,0.745587838645529,0,0.100955827559277,0.0880726855697034,0,0,0,0,0,0,0,-0.0631914215235734,0.142840372742201,0,0,0,0,0,0,-0.17970090333061,0.000302448365758531,-8.67361737988404e-19,0,0,0,0,0,0
X601898.SH,0,0,0.0110175509292545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0603860439004536,0.178016746338787,0,0.0813783409477179,0,0,0,0,0,-0.00827405597833126,0,0.257499783395175,0,0,0,0.0872904444960621,0,0.0925996254083325,-0.130213269320182,0,0,0,0,0,0,0,-0.0140945778370096,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,-0.13587851997802,0,0,0,-0.141084593654305,0,0,0,0,0,0,0,0,0,0,-0.0360917966179775,0,0,0.0194895753768472,0,-0.00139405728648216,0,0.229068799901888,0.6398296170379,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0922621758105837,0,0.0019631291770358,0,0,0,0,0,-0.003458252554335,-0.00434715404883262,0,0,0,0,0,0
