,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X601898.SH,X600019.SH,X600547.SH,X600011.SH,X601600.SH,X600585.SH,X600660.SH,X600886.SH,X600362.SH,X000792.SZ,X600795.SH,X000708.SZ,X600489.SH,X600111.SH,X600010.SH,X002460.SZ,X600027.SH,X601699.SH,X600160.SH,X000301.SZ,X000983.SZ,X002466.SZ,X600426.SH,X000786.SZ,X601991.SH,X600803.SH,X000877.SZ,X000630.SZ,X000933.SZ,X000807.SZ,X600985.SH,X600176.SH,X601168.SH,X002128.SZ,X000408.SZ,X600219.SH,X002271.SZ,X600612.SH,X600096.SH,X000883.SZ,X600348.SH,X600995.SH,X000932.SZ,X000027.SZ,X002353.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.476470546268692,0,0,0,0,0,0.0652061515882657,0.108485162320161,0,-0.046577524405984,0,0,-0.0607803338285891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043501103412531,0.0853798397384193,0,-0.0404636071227922,0,0,0,0,0,0,0,0,0,0,0,0,0.0133084152209243,0.0429839242182088,-0.0812109128649254,0.0541098762433518,0,0,0,0,0,0
X601088.SH,0.162747865525784,0,0,0,0.179336881245964,0.0636795044317791,0,0,0,0,-0.0101416041610901,0,0,0,0,0.0218740136192484,0,0,0,0,0,0,0,0,0,0.0912494451525955,0,0,0,0,0,0,0,0,0,0.141919477984491,-0.019834021273392,0,0,0,0,-0.0371061673187936,0,0,0,0,0,0,0,0,0,-0.00241153425367473,-0.0110391320054347,0,0,0,0,0,0
X600028.SH,0.357177356592986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0318365509681921,0,0.0749291008981262,0,-0.006022695509504,-0.153850537622779,0,0.0444179790842182,0.0148869263040413,0,0,0,0,-0.0686426779687147,0,0,0,0,0,0,0,0,0.0734991309119371,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0148717948133123,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,-0.0393391961341715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0401811574713777,0,0,0,0,0.00458605233239571,0,0,0,0.0964018110592857,0,0,0,0,0,0,0,0.321827044356613,0,0,0,0,0,-0.25820450048162,0,0,0,0,0,0,0,0,-0.0274427473719128,-0.00111921117736647,0,0,0,0,0,0
X600188.SH,0.0423887031018649,0,0,0,0,0.299621016529326,0,0.0816850946545354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333937071071144,-0.00815098569595262,-0.0119677152848632,0,-0.0610913249481437,0,-0.0699201200785923,0,0,0,0,0.0324605847353146,0,0,0,0,0.0134010030583368,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0189022783574385,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.0366276841663399,0,0.195142170918497,0,0,0.137518966457495,0,0,0,0,0,0,0,0.340936906105577,0,0,0,0,0,0,0,0,0,0,0,0,0,0.515748070558211,0,0,0,0.145821602141077,0,-0.0106347658160803,0,0,0,0,0,0,0,0,0,0.119101314573363,-0.0529756757615981,0,0,0,0,0,0
X600019.SH,0,0,0,0.168734219537092,0,0,0,0.135065569964024,0,0.0101717119772065,0,0,0,0,0,0,0,0,0,0,0,0.0631117188222491,0.12302851494838,0,0,0,0,0,0,0,0.00759065383607063,0,0,0,0,0.0298331731655041,0,0.052362785947707,0,0,0,0,0,0,0,0,0,0.123610526272016,0,-0.121862515751849,0,0.0204605951850328,0.0330774386229311,0,0,0,0,0,0
X600547.SH,0,0,0,0,-0.20057639965435,0,0,0,0,0,0,0,0,0,0,-0.0175798372313191,0,0.717205715358138,0,0,0,0,0,0,0,0,0.00711908685076347,0,0,0,0,0,0,0.106308525287417,0,0,0,1.73472347597681e-18,0,0.0355677945358256,0,0,0,0,0,0,0,0,0.0483601399943089,0,0,0,0.0127078031812194,-0.205687169358384,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.469561137703612,0,-0.0274088061855619,0,0,0,0.0996059359978967,-0.0485752503859417,0,0,0,0,0,-0.0437869470660308,0.178684739352474,0,0,0,0.0101963714263233,0,0,0.040637438373997,0,0.0264385708764866,0,0,0,0,0,0.0785567819187958,0,0,0,0,0,0,-0.0363200925123925,0.0333120665101656,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,-0.122729230994746,0,0,0,0,0,0,0,0,0.193595074549752,0,0,0,0,0.112768151939951,0,0.0505743373926502,0,0,0,0,0,0,0.137996229987437,0,0,0.0872328027627521,0.231713692378159,0,0,0.244469771810728,0,0.0314847292637982,0,0,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0.071277351430753,0,0,0,0,0
