,X601857.SH,X600028.SH,X601088.SH,X600010.SH,X600011.SH,X601898.SH,X600019.SH,X600795.SH,X601600.SH,X600585.SH,X601991.SH,X600157.SH,X600362.SH,X600688.SH,X600188.SH,X600886.SH,X600027.SH,X600111.SH,X000709.SZ,X000883.SZ,X600583.SH,X000027.SZ,X601992.SH,X000539.SZ,X601158.SH,X600021.SH,X600352.SH,X600309.SH,X000898.SZ,X000629.SZ,X600307.SH,X000792.SZ,X000060.SZ,X002075.SZ,X600808.SH,X600489.SH,X000825.SZ,X600863.SH,X600098.SH,X600547.SH,X600008.SH,X600578.SH,X002353.SZ,X600660.SH,X002470.SZ,X600022.SH,X601918.SH,X000831.SZ,X000012.SZ,X600219.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.640614626523777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0798840288560954,0.020313931730884,0,0,0,0,0,0.0887705365665294,0,0,0,0,0,0,0,0,0,0.0089256878738735,0,0,0.0122403817057836,0,0,0,0,0,0,-0.0166116358592262,0,0,0,0.00781484466264252,0,0,0,0,0,0,0
X600028.SH,0.516000130165131,0,0,0,0,0.0640741378393253,0,0,0.0181208911307031,0,0,0,0,0,0,0,0,0,0,0,0.0461273567649303,0,0.0486359069432704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027585355135662,0,0,0,0,0,0.101460054362944,0,0,0,0,-0.00654174019685556,2.71050543121376e-20,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0.142943256550608,0.0634688468148076,0,0.0141660845074043,0,0.0139392214413,0,0,0,0,0.0424763442574209,0,0,0,0,0.0271155347690701,0,0,0,0,0,0,0,0.00388939111398289,0,0,0,0,0,0,0,0,0,0.0231218319888741,0,0,0,0,0,0,0,0.039578962422989,0.0911193141965619,0,0.206759145298162,0,-0.0107017566478949,0.0123111440336308,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0.0436482919451797,0,0,0,0,0.0740965223168606,0,0,0,0,0.220816556914265,0,0,0.0313059299555228,0,0,0,0,0,0,0,0,0,0,0.107176701827156,0,0,0,0,0,0,0,0,0,0,0,0,0.179166757458916,0,0.0292878209321634,0.0315499491620824,0,0,0.00789669091496403,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0.10665734082405,0,0,1.73472347597681e-18,0,0.0701285925813984,0.0104599091334941,0,0,0,0,0,0,0.0316904327021519,0,0.0844537705229243,0,0,0,0,0,0,0,0,0,0,0.200608527258584,0,0,0,0,0.206742487717632,0,0,0,0,0,0,0,0,0,-0.00766582917155374,0.00034065056844787,0,0,0,0,0,0
X601898.SH,0,0,0.131997848378799,0,0,0,0,0,0.0801134335793216,0,0.0574559186721159,0,0,0.0868375076299575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0581945738937551,0,0.111555440334178,0,0,0,0,0,0,0,0,0,0,0,0.141547901288434,0,0,0,0,0,0.0148872498994066,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0.0599895693759007,0,0,0,0,0,0,0,0,0,0,0,0,0.18698898082554,0,0,0,0,0,0,0.0699630750581522,0,0,0.175584115422541,0,0,0,0.116302899368643,0,0,0,0,0,0,0,0,0,0,0,0,0.0831230714238488,0.0810188571859411,0,0,0,0,-0.00224014757472298,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0.0892342179878889,0,0.0950075142114336,0.0385381410162201,0,0,0,0,0,0,0,0,0.020735698801442,0,0,0,0,0.12456080649292,0,0,0,0,0,0,0,0,0,0,0,0.347515572250648,0,0,0,0,0,0,0,0.102862747576301,0,0,0,0,0,0,0.0131539018368521,0,0,0,0,0,0
X601600.SH,0,0.0887046967351121,0,0,0,0,0,0,0,0,0.0644679802819452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285640415763345,0,0.172409616686657,0,0,0,0,0,0,0,0,0,-0.0459608511501838,0,0,0.0834710521563744,0,0,0,-0.000827514086497853,0.0197694490121962,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0.0514782701105359,0,0,0,0,0,0,0.283241849989189,0,0,0,0,0,0,0.0418391427261047,0,0,0,0,0,0,0,0.0209010678997157,0,6.93889390390723e-18,0,0,0,0,0.0271953285493422,0,0,0,0,0,0,0,0,0.0300640472435638,0,-0.0236150447591023,0.094032213243986,0,-0.0227333806424314,-0.0253338315622747,0,0,0,0,0,0
X601991.SH,0,0,0,0,0.381603950258003,0.189733246741529,0,0.0179698686103359,0,0,0,0,0,0,0,0,0,0,0,0,0.0480798562880819,0,0,0,0,0.0975845708380526,0,0,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0.16494939736895,0,0.000314819459424661,0.0734515651953736,0,0,0,0,0.0345842084907374,0,0,0,0,-0.00119333887864634,0,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.342846938973544,0,0,0,0.164712650032207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0249520950544087,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0.0628780271224742,0.0320892759504104,0,0,0,0,0,0,0,0.0368732204801866,0,0,0,0,0.0514542279517369,0,0,0,0,0,0.0073255010982708,0,0,0,0,0.0815755564917998,0,0.178938193291518,0,0.0651416057192696,0,0.108137235460934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000678258789011774,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0.00757468417644683,0,0,0,0,0,0.0612615400589922,0,0,0,0,0,0,0,-0.0739922174623328,0,0,0,0,0,-0.00747636347555967,0,0,0,0,0,0,0.11971437359502,0,0,0,0,0,0,0.15311836032994,0,0,0,0,0,0,0.384656283200394,0,0,0.275420396856931,0,-0.0122026461148522,0.0147743985362125,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0.13193556623443,0,0,0,0,0,0,0,0,0,0,0.0245415572828253,0.239208546461276,0,0,0,0,0,0,0,0,0,0,0,0.031340735893065,0,0,0.078446660187514,0.0319397510812467,0,0,0.288515648898793,0,0,0,0,0,0,0,0,0,0.0188167394327675,0,0,0,0,0.00213192058018525,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0.0592169600300792,0,0,0,0.103978829936438,0,0,0,0,0,0,0,0,0,0.000265284445981208,0,0.185274719261759,0,0,0.067472139226222,0,0,0,0,0,0,0,0,0,0,0,0.227083952940066,0.0138395697591902,0,0,0.0109201787614892,0,0,0,0.0202542122821157,0,0,0,0,0,0.0051847780349684,0,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114350518344151,0,0.125176510289672,0.0471668993604314,0,0.173248104182382,0,0.0832953295162632,0,0,0,0,0,0,0,0,0,0,0,0.195397315995347,0,0,0,0.0550463753501048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600111.SH,0,0,0,0.00951247318359959,0,0,0,0,0,0,0,0.0462113583274764,0,0.00315002017564416,0,0,0,0,0,0,0.131542220701471,0.190611491359727,0,0,0,0,0,0,0,0,0,0,0.048298412327023,0.00900023414623322,0,0,0,0,0,0,0,0,0,0,0,0,0,0.328425318045267,0,0,0,-0.01084542882481,0.00415335929860865,0,0,0,0,0,0
X000709.SZ,0,0,0,0,0,0,0.0717484938170737,0,0,0,0,0.00319570750459095,0,0,0,0,0,0,0,0,0.148249183789579,0.0827979968666171,0,0,0,0,0,0,0.0435825398151604,0,0,0,0,0.0097342429866335,0.0808772827467511,0,0,0,0,0,0,0.103394272433857,0,0,0,0.363692004037395,0.0255792956656325,0,0,0,0,0.00548440356724672,0.00829461356711544,0,0,0,0,0,0
X000883.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0689154516788743,0,0,0,0.0341239434533295,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0455927462307843,-8.67361737988404e-19,0,0,0,0.142700861940117,0,0.00786427229734688,0,0.130888642356949,0,0,-0.038437192825799,0.00100752937425957,0,0,0,0,0,0
X600583.SH,0,0,0,0,0,0,0,0.0985640086842537,0,0,0,0.164928666549644,0,0,0.0866906337274231,0,0.165403748146607,0,0,0,0,0.0732030339482852,0,0,0,0,0,0,0,0.0516547400898919,0,0,0,0,0,0,0.0400365021039214,0,0.0475249546370482,0,0,0.0287577993887788,0.0600814693001292,0,0.0764159295078392,0,0,0,0,0.102940260115001,0,-0.00217007264551484,0,0,0,0,0,0,0
X000027.SZ,0,0,0,0,0.191805256170704,0,0,0,0,0,0.211953608001693,0.0163278144696242,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0.0696236030296177,0,0,0,0,0,0.146802180931864,0,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0.0708771550425024,0,0.0659097130416995,0,0,0,0,-0.0382720034151412,-0.0486466618125074,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0.142432469198278,0,0,0,0,0,0,0,0,0.163268187674202,0,0,0,0,0,0,0,0,0,0,0.0174581504438103,0,0.251825042257207,0,0,0,0,0,0.195960868381285,0,0.0356706399772574,0,0,0,0,0.0711432595948232,0,0,0,0,0,0,0,0.0266079872593157,0,0.0129061674849749,0,0,0,0,0,0,0
X000539.SZ,0,0,0,0,0,0,0,0,0,0,0.16675840764495,0,0,0.00793763040892294,0,0,0.0623074414106701,0,0,0,0.0368221958166307,0,0.121753193944992,0,0,0.129873967910403,0,0,0,0,0,0,0.0753982639322346,0,0,0,0,0,0,0,0,0,0,0,0.166954929420452,0,0.114547269025243,0,0,0,0,-0.0276097994595149,-0.0396907135559376,0,0,0,0,0,0
X601158.SH,0,0,0,0,0,0,0,0,0.0272690781711205,0,0.00727464937961118,0,0,0,0,0,0,0,0,0,0,0.020314571214949,0,0,0,0.0568968773421368,0,0,0,0,0,0,0.143521611288251,0.0967902562565516,0,0,0,0,0,-0.0518931025497649,0.312248670420462,0,0,0,0,0,0.0821360713550909,-0.0370463071291219,0,0,0,-0.0168857200808482,0.00101111810535325,0,0,0,0,0,0
X600021.SH,0,0,0,0,0,0,0,0,0,0,0.414878074690137,0,0,0,0,0,0,0,0,0,0,0,0,0.153955724751359,0,0,0,0,0,0.00738996098611066,0,0,0,0,0.00194099862694923,0,0,0,0,0,0,0.166628241441078,0,0,0,0.0497152327651707,0,0,0,0,0,0,0.0133622591003435,0,0,0,0,0,0
X600352.SH,0,0,0,0,0,0,0,0,0.0239011854388146,0,0,0,0,0,0.149440363102755,0,0,0,0,0.0793693836124123,0,0,0,0,0,0.0443721333048105,0,0,0,0,0,0,0.208648030699157,0,0,0,0.113892227490046,0,0,0,0,0,0,0,0,0,0.0705527826545593,0,0,0,0,-0.00211106765219473,0,0,0,0,0,0,0
X600309.SH,0.105627315988164,0,0,0,0,-0.0352668957143158,0,0,-0.0146341859612051,0.0981110269417728,0,0,0,0,0,0,0,0,0,0,0.0451996137014172,0.1864551266855,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0.112629403298183,0,0,0,0,0.144406343776428,0,0,0,0,0,0,0.100421999991517,0,-1.0842021724855e-19,0,0,0,0,-2.05069663586596e-05,0,0,-0.142930042300553,0,0,0,0
X000898.SZ,0,0,0,0,0,0,0.199937200650037,0,0,0,0,0,0,0,0,0,0,0,0.0200419002163541,0,0,0,0.0667832175737252,0,0,0,0,0,0,0,0,0,0.167267148328989,0,0,0,0.159109891108966,0,0,0,0,0,0,0,0,0.168215447699568,0,0,0,0,0,-0.00647257600998469,0,0,0,0,0,0,0
X000629.SZ,0,0,0,0.0515066162719838,0,0,0,0,0,0,0,-0.0138869327146555,0,0,0,0,0,0,0.355106364018516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123119483792994,0,0,0,0,0,0.0808205978945166,0,0,0.322258786595011,-0.041889586206631,0,0,0,0,0.00926080650236476,0.0383800387311494,0,0,0,0,0,0
X600307.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.198528632818367,0,0.053594983138626,0,0,0,0,-0.0302500867713527,0,0,0.0178444082106788,0,0,0,0.0387257007131602,0,0,0,0.0501827383847733,0,0,0,0,0,0,0,0,0.2413934362498,0,0,0,0,0,-0.0199390234553472,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0253950399576278,0,0,0,0,0,0,0,0,0.203861165563967,0,0,0,0,0,0,0,0,0,0.0426192981267497,0,0.0443861914183498,0,0,0,0.116757969943673,0,0.019350228456219,0,0,0.0468493821722349,0.140132140938423,0.0620817850600449,0,0,0,0,0,0.0113284100816705,0.00177907679317441,0,0,0,0,0,0
X000060.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0740328721261898,0,0,0,0,0,0,0,0,0,0,0,0,0.101780583560204,0.100579826380685,0.0501731553099833,0,0,0,0.208121169533989,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141419072090159,0.152307303115859,0,0.105395367674765,0,0.135380809317564,0,-0.0243024289327759,0,0,0,0,0,0,0
X002075.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.129236902813003,0.00108866568349306,0,0,0,0,0.170657655518529,0,0,0,0,-0.154177415947851,0.0784992999903781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200977189176499,0,0,0,0,0,0.153690257635192,0,0.171330995917743,0,0,0.0223921605340065,0.0380968655486002,0,0,0,0,0,0
