,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600585.SH,X600019.SH,X601898.SH,X600010.SH,X601600.SH,X601991.SH,X600795.SH,X600188.SH,X600362.SH,X600886.SH,X600111.SH,X600027.SH,X600688.SH,X601992.SH,X600583.SH,X600309.SH,X000709.SZ,X600352.SH,X601158.SH,X000792.SZ,X000898.SZ,X600157.SH,X600660.SH,X600547.SH,X000629.SZ,X600489.SH,X000027.SZ,X002353.SZ,X000539.SZ,X600008.SH,X600021.SH,X600808.SH,X000825.SZ,X000060.SZ,X000831.SZ,X600219.SH,X600549.SH,X000630.SZ,X600578.SH,X002470.SZ,X600307.SH,X601699.SH,X600315.SH,X000959.SZ,X600098.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.463946840935511,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0.0339709057492445,0,0.224249028387171,0,0,0,0,0,0.0526985609171517,0,0,0,-0.00560172516643949,0,0,0,0.0631660942828831,0,0,0,0,0,-0.00256237483145795,0,0,0,0,0.0457980255300228,0,0,0,0,0,0,0,0,0,0,0,0.0183764150042923,0.0208543811828624,0,0,0,0,0,0
X600028.SH,0.414821580505359,0,0,0.0501079870818048,0,0,0,0,0.0624140212963117,0,0,0,0,0,0,0,0,0.0437471647717333,0.140686854774564,0,0,0,0,-0.0561438553619158,0,0,0,0,0,0.0928119403080383,0.121768054317005,-0.0509171526131548,0,-8.67361737988404e-19,0,0,0,0.00638200971529098,0,0,0,0,0.0455923622733623,0,0,0,0,0,0.116682439166792,0,0,0,0,0,0,0,0,0
X601088.SH,0.0559945279798312,0,0,0,0.0734556531711138,0.0435927168090299,0.326544394712903,0,0,0,0,0.165513856503352,0,0,0,0,0,0,-3.46944695195361e-18,0.0128305287029843,-6.93889390390723e-18,0,0,0.0544698234752195,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,-0.0535259540689086,0,0.013511095026964,0.0172643249659329,0,0,0,0,0,0,0.210152838974618,0.0340396637459667,0,0,0,0,0.0157902034930974,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0.106875061803223,0,0.0607801512469916,0.164310352726051,0,0,0,0,0.264009162492127,0,0,0.117675362976626,0,0,0,0,0,0.161433364023462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0189327701496749,0,0,0.0268921910634867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.302698527446848,0.186643840614745,0.0260325089912755,0,0,0,0.011253725128682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100290890677931,0.0373895691344205,0,0,0.147571133991159,0,-0.00328375000049474,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0.0476600739540589,0,0,0.137908035316575,0,0,0.170663769530057,0.124946060048162,0,0,0.0174625491946286,0,0,0,0.231450922129013,0,0,0,0,0,0,0,0.123361070003046,0,0,0,0,0,0,-0.00392672153626974,0,0,0,0,0,0,0,0.0340471443104873,0,0,0,-0.0403553928014128,0,0,0,0,0,0
X601898.SH,0,0,0.0614269643247949,0,0,0,0,0,0.16722123093717,0.0492956119797223,0,0,0,0.0436015261677695,0,0,0,0,0.0701582572539763,0,0.0687660614467303,0,0,0,0,0,0,0,0.129494316913647,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0100626079174537,0,0,0.244377310657785,0,0,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0.414249041922708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0888874664791795,0,0,0,0,0,0.182522457746126,0,0,0.0652365572209018,0,0,0,-0.0770990739350234,0,0,0,0.0797235027924945,0,0.0597576247552214,0.234162626183658,0,0.061139482278108,0,0,0.141075488993144,0.060717533412636,0,0,0,0.0962450822792473,-0.0489156445312862,0,0,0.0607254509610276,0,0
X601600.SH,0,0,0,0,0,0,0.216866702173248,0,0,0,0,0,0,0.10711549453769,0.347789870582444,0.208055456404847,0,0,0,0,0.0130015478335229,0,0,0,0,0,0,0,0.164847212752698,0,0.0163436722958959,0,0,0,0,0,0,0.0264600518548503,0,0.0418931190106508,0,0,0,0,0,0,0,0,0,0,0,0.0368335022857119,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,-0.0140994858051687,0.134497336640825,0,0,0,0,0.318667614112779,0,0.195195699459132,0,0,0,0,0,-0.042239332318791,0,0,0,0,0,0,0,0,0.0434966163114711,0,0,0,0.184399900895,0,0,0,0,0.0471720225236383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600795.SH,0,0,0,0.0384708080824524,0,0,0,0,0.223807979797132,0.245707037460025,0,0,0,0.119243951154881,0,0.131919963830912,0,0,0,0,0,0,0.0404296687561294,0,0,0,0.0442386626664829,0,0,0,0,0,0.00907565880597996,0,0.0252413114449317,0.0499976509857564,0.0746863048829604,0,0,0.0457798545789429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600188.SH,0.0572657047952842,0,0,0,0,0.0456735368845919,0,0.0114711080233883,0,0,0,0,0,0.233061275699614,0,0,0,0.0583719077731111,0,0,0,0,0,0.13526070895642,0,0,0,0.0385543168416998,0,0,0,0,0,0,0,0,0,0.104716860745187,0,0,0,0.205654619107172,0,0,0.13837548271974,0,0,0,0,0,0,0.0326091461305243,0,0,0,0,0,0
X600362.SH,0,0,0,0,0.0102135803467363,0,0,0.166170349099245,0,0,0,0,0,0,0,2.71050543121376e-20,0.129271038049807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157542083386187,0,0.0328336398100295,0,0,0,0,0.0415976659903623,0,0,0,0,0,0,0,0,0,0
X600886.SH,0.130240580005349,0,0,0,0,0.094236024388772,0,0,0.0382274626552917,0.426138544855964,0,0,0,0,0,0,0,0,0,0.0610383436025519,3.46944695195361e-18,0,0,-6.45977210948938e-05,0,0,0.0639492569367558,0,0,0,0,0,0,0,0,0,0,0,0,0.0301702236514651,0,0,0,0,0,0,0,0,0.0551143510125443,0,-0.0152054300432993,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0.11251048374558,0.0433425882982517,0,0,0,0,0,0,0,0,0,0.0117003959721961,0,0,0,0,0,0,0,0,0.0332478040808706,0,0,0,0,0,0.0488135261365212,0,0,0,0.0682323928483444,0,0,6.7762635780344e-21,0,0,0.119589811157345,0.111870096919435,0,0,0,0,0.0465610397859672,0.082719761620336,0,0,0,0,0,0
X600027.SH,0,0,0,0,-0.0762285111268023,0,0,0.0416759471277362,0,0.0397057788992758,0.475437023346777,0,0,0,0,0,0,0,0,0,0.194163246387123,0.019178965677722,0,0,0,0,0,0,0,0,0,0.00307700338841877,0,0,0.0731378996760442,0,-1.73472347597681e-18,0,0,0,0.068804268304438,0,0,0,0.0764427303470754,0,0,0.0442538681337975,0,0,0,-0.00754368487086163,0,0,0,0,0,0
X600688.SH,0.20134341579206,0,0,0,0,0,0,0,-0.0628942391443556,0,0,0,0,0,0,0,0,0,0.008809360353213,0,0,0,0,0.026948086341019,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0.10377536232284,0,0,0,0,0,0,0,0,0,0.612600582376622,0,-0.0567262074916318,0,0,0,-0.0716815225882697,-0.0516482024265333,0,0,0,0,0,0
X601992.SH,0.00301157128827553,0,0.0674759850078394,0,0,0.177895612569827,0,0,0,0,0,0,0,0,0,0,0.0229377063135407,0,0.11230121966827,0,0,0.115006235574848,0,0,0.122018789033491,0,0,0.0433722082640086,0,0,0,0,0,0,0,0,0,0,0.0700403494576312,0,0,0.00752713063828624,0,0,0,0,0,0.07884997558183,0,0,-0.016856108187154,0.058619168030278,0,0,0,-0.0291788495750367,0,0
X600583.SH,0,0.0164836565940773,0,0,0.0726248361494749,0,0,0.115364629263575,0.166517627513776,0,0,0,0,0.101595671246245,0,0,0.148028491593617,0,0,0,0,0,0,0,0,0,0.0922988177667146,0,0,0,0,0,0,0,0,0,0,0,0,0.0505013917065375,0,0,0,0,0,0,0,0,0.130921315240649,0,0,0.027453538549543,0,0,0,0,0,0
X600309.SH,0,0,0.00213838058895923,0,0,0,0,0,0,0,0,0.00762824635500245,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176634136379537,0,0,0,0,0,0,0,0,0,0,0,0.175921224573761,0,0,0,0,0.133930790307369,0,0,0.305647370390639,0.0293311305416347,0,0.0561655641232461,0,0,0,0,0,0,0,0,0
X000709.SZ,0,0,0,0,0,0,0,0,0.000337256385815921,0.0381237781564305,0,0,0,0,0,0.182380109679219,0,0,0,0,0,-0.0124747121891862,0.0562392547026846,0,0.572727093961346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0568039466866983,0,0,0,0,0,0,0,0,0,0
X600352.SH,0,0,0,0,0,-0.0171106226046688,0,0,0,0,0,0,0,0,0.193147144961361,0,0,0.0641181590955056,0,0.0808938505112623,0,0,0,0.116062054031836,0,0,0,0,0,0,0,0.452661866058394,0,0,-0.220261970897495,0,0,-3.46944695195361e-18,0,0,0,0,-0.0197376882400493,0.21605231553934,0,0,0,0,0,0,0.0749882349768843,-0.0313905661560545,0,0,0,0,0,0
X601158.SH,0,0,0,0,-0.192637802864379,0,0,0.114168310279905,0,0.0642727744325469,0,0,0,0,0,0,0,0,0.0471505926520993,4.33680868994202e-19,0,0,0,0,0,0.0556120287205603,0.124359802382207,-0.0453895468704248,0,0,0,0,0,0.400326164754535,0,0,0,0,0,0,0,0,0.176499834626467,0.0171457344882418,0,0,0,0,0,0,0.0338513875141188,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0.139669287419535,0,0,0,0.05427145631818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.199330598739054,0,0,0,0,0,0.0382067803558953,0,0,0,0,0.0736704750950036,0,0,0,0,0,0,0,0,0,0,-0.0170885479479633,-0.0325271519905719,0,0,0,0,0,0
X000898.SZ,0,0,0,0.152627262333158,0,0.108843708779975,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0.145751835028112,0,0,0,0,0,0,0,0.12349693824417,0,0,0,0,0,0,0,0.310860167874439,0,0,0,0,0,0,0,0.0540496216562868,0,0,0,0,0,-0.0327659830767925,0,0,0,0,0,0,0
