,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600585.SH,X600019.SH,X601898.SH,X601991.SH,X600795.SH,X601600.SH,X600886.SH,X600010.SH,X600188.SH,X600111.SH,X600362.SH,X600027.SH,X600309.SH,X601992.SH,X600688.SH,X600583.SH,X601158.SH,X000898.SZ,X600352.SH,X600489.SH,X600547.SH,X000709.SZ,X002353.SZ,X000792.SZ,X000883.SZ,X000539.SZ,X000831.SZ,X000629.SZ,X600808.SH,X000630.SZ,X000027.SZ,X600660.SH,X000825.SZ,X600549.SH,X600578.SH,X600008.SH,X600315.SH,X601699.SH,X000983.SZ,X002470.SZ,X600863.SH,X600307.SH,X600098.SH,X000937.SZ,X600348.SH,X000960.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.464683890155154,0,0,0,0,0,0,0,0,0.0303953355533706,0,0.0779705607090694,0,0,0,0,0.11152800795702,0,0,0,0,0,0,0,0,0,0,0,0,0.0658785557530816,0,0.000619142537068056,0,0,0,0,0,0,0,0,0,0.0903048323077124,0,0,0,0,0,0,0,0,-0.0452140897318747,-0.0149597026684845,0,0,0,0,0,0
X600028.SH,0.628331091491834,0,0,0,0,0,0.0439526093535366,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0.276691516593945,0.00607177572584761,0,0,0,0,0.0121016023338571,0.00737731996629607,0,0,0,0,0,0,0,0,0,0,0.0147998951460465,0.000357448272186706,0,0,0,0,0,0,-0.110355796976,0,0,0,0,0,0,-0.0436459634134675,-0.0237836884567643,0,0,0,0,0,0
X601088.SH,0,0.134278904894315,0,0,0.0145707692619075,0.0955510068576369,0.0788802930926348,0,0,0,0.00407982520161867,0,0.104973054909649,0,0,0,0.0104110889397244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0109264050825485,0,0,0,0,0,0,0,0,0,0.43592719874014,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0
X600011.SH,0,0.01230974125952,0,0,0,0.184048458769176,0,0.159616898066463,0,0,0.231017180382016,0,0.0473119107690111,0,0,0.0855875134143957,0,0,0,0,0,0,0,0,0,0.0100572981799719,0,0,0,0,0,0,0,0,0.0237595622784494,0,0,0,0,0,0,0,0.11082899220584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0.124158821167936,0.0595948585199603,0.00916666335862811,0,0,0,0.127341289691514,0,0,0,0.0536360671923116,0,0,0,0,0,0,0,0,0,0,0,-0.00115039938812971,0,0,0,0,0,0,0,0,0,0,0,0.279251301295566,0,0,0,0,0,0,0,0,0,0,0.195313556579738,0,0,0,0,0,-0.00222838967457993,0,0,0,0,0,0
X600019.SH,0,0,0,0.0806365676026043,0,0,0,0,0,0,0.0770962844362173,0.0732146142350641,0,0,0,0,0,0,0,0,0,0.428100286236939,0,0,0,0.149300639383863,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,-0.0179396790611072,0,0,0,0,0,0,0,-0.0662525106792939,-0.0186119670230123,-0.0326495108708357,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0.0805438804232153,0,0.0747618414144694,0,0,0.035902139374175,0,0.00250919941203012,0.0536591677037588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186090178216936,0,0,0,0,0,0,0,0,0,0,0.478090158981486,0,0,0,0,0,0,0,0,0,-0.00186170143956098,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0.123456331619067,0.210545854565452,0,0,0,0,0,0.0642557940427604,0,0,0.119348416158856,0,0,0,0,0,0,0,0,0,0,0,0,0.017212873950373,0,0,0.0442651090638628,0,0,0,0.132782144642124,0,0,0,0,0,0.0247464270486966,0,0,0,0,0,0,0,-0.0226956284680026,0,0,0,0,0,0
X600795.SH,0,0.0772062849013246,0,0,0,0,0,0.0683284449171982,0,0,0.208806343784985,0,-6.93889390390723e-18,0,0,0.0434542707250792,0,0,0,0,0,0,0,0,0,0.118934166650957,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0366021129057161,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0.297980205895651,0.17351127734095,0.106839258967045,0,0,0,5.42101086242752e-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0601950677482578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003493280581313,-0.0340419089033057,0,0,0,0,0,0
X600886.SH,0,0,0.183522149204511,0.302402850694521,0,0,0,0,0.0284405775462655,0,0,0,0,0,0,0,0.0118053337024934,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121703785069065,0,0,0,0,0,0,0,0.0680588375177049,0.0747901266782203,0,0,0,0,0.0923948420689593,0,0,0,0,0,0,-0.0138100106397602,-0.00192982199055332,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.562416002302369,0,0,0,0.0215042393597062,0,0,0,0,0,0,0,0,0,0,0,0.171074562191268,0,0,0,0,0,0,0,0.0148205031872118,-8.67361737988404e-19,0,0,0,0,0.0397996641312561,0.00644215511588704,0,0,0,0,0,0
X600188.SH,0.39775050534728,0,0,0,0,0.0369986711261461,0,0,0,0,0,0,0,0.145116549572303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161974981021176,0,0,0,0,0,0.163201830824373,0,0.13386053124733,0.0195706154278648,0,0,0,0,0,0,0,0,-0.0555263589824229,-0.0130208028270299,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.043386258810104,0,0,0,0,0.0858643956619476,0,0,0,0,0,0.116043523879522,0.0125859191011212,0,0,0,0,0,0.309948953299791,0.0113579814570716,0,0.00511579742641113,0,0.0841747841703488,0,0,0,0,0.17844787493507,0,0,0,0,0,0.0191881202553339,0,0,0,0,0,-0.0176688686042273,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0.148281306932813,0,0,0,0,0,0,0,0.027427042568722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00808534841824314,0.104265394699195,0,0,0,0,0.118565246203623,0,0,0.0753295321771824,0,0,0,0,0,0,0,0,0,0,-0.0100184977632362,0,0,0,0,0,0
X600027.SH,0,0,0,0.211044434231885,0,0,0,0,0.123781182218798,0.180645473795732,0,0.00915126176372376,0.00613298513859253,0,0,0,0,0,0,0,0.158437149229983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,-0.034565237510824,0,0,0,0,0,0
X600309.SH,-3.46944695195361e-18,0,0.0303249946511327,0,0,0,0,0,0,0,0.038972187812081,0,0.124354124620889,0,0,0,0,0,0,0.134388849397693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000531305565632308,0.234703249747578,0,0,0,0.0796581018129568,0,0,0,0,0,0,0,0,0.179388035562819,0,0,0,-0.00941593636669355,0,0,0,0,0,0
