,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600585.SH,X600188.SH,X002460.SZ,X000792.SZ,X002466.SZ,X600019.SH,X601898.SH,X600111.SH,X002271.SZ,X600011.SH,X000877.SZ,X600660.SH,X600010.SH,X000301.SZ,X000708.SZ,X601600.SH,X600547.SH,X600886.SH,X600176.SH,X600426.SH,X600362.SH,X600795.SH,X000983.SZ,X000786.SZ,X000723.SZ,X600096.SH,X600803.SH,X000408.SZ,X601991.SH,X601699.SH,X600486.SH,X600801.SH,X600219.SH,X600141.SH,X600295.SH,X600027.SH,X000807.SZ,X600985.SH,X002080.SZ,X601666.SH,X000830.SZ,X000932.SZ,X600157.SH,X600688.SH,X000683.SZ,X600489.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183733462673305,0,0,0.00920547789849196,0,0,0,0,0,0.143080647249848,0,0,0.105238165119573,0,0,0,0,0,0,0.0499826733418562,0,0,0,0.154534186392724,0,0,-0.0199929606302335,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0.314513280244981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.205266679015409,0,0,0,0,0,0,0,0.0674122335976209,-0.0761180779228584,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0.00120363122206232,0,0,-0.0496660661623471,0,0,0,0,0,0,0,0,0,0,0,0,0.0198747064674906,0,0,0,0,0,0,0,0,0,0,0,0.0619376452263138,0,0.0777318443522008,0,0,0,0,0,0,0,0.100966550305665,0,0,0,-0.0304895310613807,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0.0324345130646416,0,0,0,0,0,0.0130561858652988,0,0,0.279144752511749,0.0935822234080692,0,0.0637527135137629,0.121205881655392,0,0,0,0,0.083737193037414,0,0,-0.035225058980677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0.0150818534709465,0,0,0,0,0,0.0514182393256747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.065359764980362,0,0,0,0,0,0,0.394226143134205,0,0,0,0.046674465405089,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,-0.00912040648307658,0,0,0,0,0,0,0
X600188.SH,0,0.62380146298038,0,0,0,0,0.0551060644188436,0,0,0,0,0,0.0434066481957217,0,0,0,0,0,0,0,0,-0.00304073056141382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15333368860103,0.270671631763925,0,0,-0.185696141459421,0,0,0,0,0,0.0577048827166658,0.0858280046275693,-0.112235126142306,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0.026681464761303,0,0,0.483032771887346,0,0,0.242324250115666,0,0,0,0,0,0,0,0.043779346695849,0,0,0,0,0,0,0.0787335029604659,0,0,-0.0201342297842656,0,0,0,0.0375071085591573,0,0,0,-0.0158900251144287,0,0,0,0,0,0,0,0.0638187512961777,0,0,0,0,0,-0.0341655656574415,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.0155370899285926,0.139147664037246,0,0.281795291475764,0,0,0,0,0,0,-0.00230945210456358,0,0,0,0,0.0452586503655939,0,0,0,0,0,-0.0501348188657135,0,0,0,0.112726723121919,0,0,0,1.38777878078145e-17,0,0,0.437703900323258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002466.SZ,-0.099137749784978,-0.0872657103621343,0,0,-0.0552919619798731,0,0.775345955766176,0,0,0,0,0.0602924487864242,-0.0614090474192674,0,0,0,0,0,0,0.00839324859577284,0,0,0,0,0,0.0896888836080337,0.105369272409305,0,0,0,0,0,0.0556231243240256,0,0.115092133078384,0,0,0.0224923923741593,0,0,0,0,0,0,-0.0722396468746081,0,0,0,0,0,0,0.00419819402982064,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000177211504161383,0,0,0,-0.00452501429521329,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0.0196438075930781,0,0.153378076995936,0,0,0,0.50576449431915,0,0,0,0,0,0,0,0,0,0,0,0,0
X601898.SH,0,0.192704874878633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.174484027553595,0,0,0,0,0,0.157463846779366,0,0,0,0,0,0,0.0843861250949059,0,0,0,0,0.0236160341311786,0,0,0,0,0.159060735682672,0,0,0,0,0.057948447066755,0.0547636178928646,0,0.00561907057637397,-0.0374691379042924,0,0,0,0,0,0
X600111.SH,0,-0.151370283240689,0,0,0,0,0.252513046207053,0,0,0,0,0,0,0,0.0676193611911098,0,0.208148658919659,0.11655993464883,0,0.26526584800845,0,0,0,0.0397396866224097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0395697423542922,0,-2.77555756156289e-17,0,0.0541203567730105,0,0,0,0,0,0,0,0,0,0.0184187701901784,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,-0.0592349118347077,0,0,0,0,0,0,0,0.256853985616089,0,0,0,0,0,0,0,0,0,0.0132494386266455,0,0.503204589959757,0,-0.0182882962921843,0,0,0,0,0,0,0,0,0,0,0,0.0873956441614356,0,0,0,0.131500778958015,0,0,0,0.0768372881117187,-0.13060667377646,0.059610026649031,0.0104984349168212,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.150299957788202,0,-0.0278908718841325,0,0,0,0,0,0,0.111598440013244,-0.104290079463319,0,0,0,0,0,0,0,-0.0807560320144567,0,0,0,0,0.682635478794383,0,0,0.0634413707190516,0.11848770356208,0,0,0,0,0,0,-0.0719359286578657,0.123384195691479,-0.0116282702903002,0,0,0,0,0,0
X000877.SZ,0,0,0,0.0140833788693956,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0244617180920317,0.123300848908582,0,0,0,0,0,0,0,-0.0286820931868456,0,0,0.057122338366113,0,0,0.00701356073351209,0,0,0.289643006804623,0,0,0,0,0,0,0,0,0,0.144806961669689,0,0,0,0,0,0.0166044765803921,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,-0.0478808819664072,0.17008495499488,0,0,0,0,0,0,0,0,0.0266488541696582,0.13561308930479,0,0,0,0,0,0,0,0,0,0,0.0156939759567628,0,0,0,-0.0132026837767796,0.291265957566955,0,0,-0.228131872075037,0,0,-0.00194847938387205,0,0,0,0,0,0,0,0,0,0,0.0592533500394998,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0.155756917076379,0.0590220569140125,0,0,0,0,0.0515118268541463,0,0,0,0,0,0,0,0,0,0,0.115866329306082,0,0.135482732256617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.256406553208876,0,0,0.026729037910418,0.0768416016646947,0,-0.00709379632849319,0,0,0,0,0,0,0
X000301.SZ,0,0,0,0,0,0,0,0,0,0,0,0.588169418211355,0,0,0,0.0514809893801931,0,0,0.0976353791004472,-0.292317989110907,0,0,0,0,0,0,0,0,0,0.013787941825861,0,0,0,0.066927429714067,0,0,0,0,0,0,0,0,0.232009105208051,0,0,0,0,0,0,0,0,0.00746226746347803,0.0271935641825755,0,0.411944189282958,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0.0296862741220259,0,0,0,0.00841103687114581,0.194094225268877,0,0.00985707027383473,0,0,2.16840434497101e-19,0.328972755049431,0,0,0,0,0,0.0693289686620317,0,0.0484619266759866,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0.259374692526072,0,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0.0271454324322564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.350115226113293,0,0,0,0,0,0,0,0,0,0.0120103051013822,0,0.118155567171569,0.00758640509938659,0.0557042030394801,0,0.392233489370316,0,0,0,0,0,0,0,0,0,0,0,-0.00100900171237478,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0.0720843656054442,0,0,0,0,0,0.130560020327394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0963130769972694,0,0.00294490315625824,0,0,0.038660353579076,0,0.0571836797474242,0,0.0904250875827815,0,0,0,0,0,0,0,0,0.244493672718812,0,0.0470100290429309,-0.0102110599453196,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0185369016316682,0,0,0,0,0.289432297580993,0,0,0,0,0,0,0.00954229621124273,0,0,0,-0.0382577023246087,0,0,0,0,0.127536824359277,0,0,-0.0223295552781705,0,0.0326327946431363,0,0,0,0,0,0,0,0,-0.0203271501032831,0.0959178348424839,0.159642966424174,0,0,0,0,0,0,0,0
X600176.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0464399991195964,0,0,0,0,0,0,0,0,0.0319831556686171,0,1.38777878078145e-17,0,0,0,0,0,0,0.137135200705644,0,0.129547722729224,0.0484974414542775,0.0197428369427038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0273389635020179,-0.0776372783282153,0,0,0,0,0,0
X600426.SH,0,0,0,0,0,0.0379739566568989,0,0.0907890873617414,0,0,0,0.219748248434144,0,0,0,0,0,0.051888539558385,0,0,0,0,0,0,0,0,0,0,0,0.0486141800086996,0,0,0,0,0,0,0.344856604918894,0,0,0,0.167543841211454,0,0,0,0,0,0,0,0,0,0,-0.0641094670348243,0.0191495158869311,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0.0211567073520114,0,0,0,0,0,0,0,0,0,0,0,0.266910218737822,0,0,0,0,0,0,0.0596016321465177,0,0,0.0445442126583499,0,0,0,0,0,0,0,0,0.187844187394037,0.0154995079424409,0,0,0,0,0.0565167910656932,0,0,0,0.097547404778394,0,0,0.0296403718427543,-0.0747301766669991,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,-0.124326604490041,0.039749113691995,0.139573573976301,0,0.0417722741693545,0,0,0,0,0,0,0,0,0,0,0.0481425911776483,0,0,0,0,0,0.187010660720854,0,0,0,0,0,0,0.129541781286654,0,0.0743506818358722,0,0,0,0.138564352947089,0,0,0,0,0,0,0,0,0,0,0,0,0
X000983.SZ,0,0,0,0,0,0.161649416040723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.331889245715572,0,0,-3.46944695195361e-18,0.0758324460096335,0,0,0,0,0,0.323497860271553,0,0,0,0,0,0,0,0.0352687464162659,0,0,0,0,0,0,0
X000786.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0952800018172385,0.239101814836299,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033117260127091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118589410197122,0,0,0,0,0,0,0,-0.00676136094332978,0,0,0,0,0,0,0
X000723.SZ,0,0,0,0,0,0,0,0,0.16284446316189,0,0,0,0,0,0,0,0.0854815909873098,0,0,0,0,0,0,0,0,0,0,0.104669748791827,0,0,0,0,0.088957223939088,-1.73472347597681e-18,0,0,0,0.0516509152166782,0,0,0.239629747590587,0,0.118091369465604,0,0,0,0.0498240883010217,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0
X600096.SH,0,0,0,0,0,0,0,0.261049253127797,0,0,0,0,0,0,0,0.146978638862136,0,0.13066501281128,0.0564466363527722,0,0,0,0,0.106809666069823,0,0,0,0,0,0,0,0,0,-0.129240229360547,0,0,0,0.523797157808798,0,0,0,0,0,0,0,0,0,0,0,0,-0.0581380933180816,0.0219177132565286,0.0167795457875085,0,0,0,0,0,0
X600803.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.00345525824726968,0,0,0.149109077323469,0,0,0.0965071170070585,0.14347230504432,0,0,0,0,0,0,0,0.0971190559928763,0,0,0,0,0,0,0.150599754144901,0,0,0,0,0,0,0,0,0.0620103178302177,0,0.0529493070329994,0,0,0,0,0,0,-0.0690930992889332,-0.235185411250624,0,0,0,0,0
X000408.SZ,0,0,0,0,0,0,0,0.50905603517253,0.357434895023401,0,0,0,0,0.039138649271725,0,0,0,0,0,0,0,0,0,0,0,0.0542817035627347,-0.127727709067786,0,0.241281762252312,-0.0871832344207262,-0.195776738791766,0,0,-0.00790019989563047,0,0,0,0,0.0492287970536412,0,0,0,0,0.0707988323984896,0,0,0,0,0,0,0,-0.022626576046433,-0.0381445833948255,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0907226381866408,0,0,0,0,0.0752808858962409,0,0,0,0,0,0,0,0,0,0,0.0788225560940108,0,0,0,0.131588989902299,0,0.152290887694066,0.08758711896009,0,0,0.266282544585187,0,0,0,0,0,0,0,0,0,0,0,0,-0.016878263309873,0,0,0,0,0,0
X601699.SH,0,0,0,0,0,0,-0.179716531749596,0,0,0,0.106146019550958,0,0,0,0,0,0,0,0.0422919066609451,0.162192733718474,0,0,0,0,0,0,0.447680291657792,0,0,0,0,0,0,0,0,-0.0449902067964186,0,0,0,0,0.0330164297348288,0.409662920580254,0,0,0,0,0,0,0.166053625993429,0,0,0,0.0120825270093034,0,0.0485549554748525,0,0,0,0
X600486.SH,0,0,0,0,0,-1.73472347597681e-18,0,0.0988013311025164,0.0622108065216807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20662654852294,0.11551828610782,0,0,0,0,0,0,0,0,0,0,0,0.00756783303925179,0,0.00719388827719678,0,0,0,0,0,0,0,0,0,0,0,0.343475629582023,0.0405034929074753,-0.0538794764166135,0,0,0,0,0,0
X600801.SH,0.094216545791723,0,0,0,0.1294360381114,0,0,0,0,0,0.0129737271339582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0425505702244048,0.159452789829541,0,0,-3.46944695195361e-18,0,0,0.133493691774655,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0.0010703296177547,0.00421163312876255,0,-0.0093889715305602,-0.0425326269923786,0,0,0,0,0,0
X600219.SH,0,0,0,0,0,0.0556536315055385,0,0.0954848724617478,0,0,0,0,0,0.0241922506120315,0,0,0,0,0,0.337613864050015,0.0484372577999138,0,0,0.0458247584479812,0,0,0,0,0.0837884188698731,0,0.121763278128419,0.038957938076643,0,0,0,0,0,0,0,0,0,0.0480518990441682,0,0,0,0,0,0,0,0,0,0,-0.0381090549500055,0,0,0,0,0,0
X600141.SH,0,-0.0505276351904031,0,0,0,0,0,0,0.141410744531684,0,0,0,0,-0.0664810546945293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333750640781991,0,0.266316325521473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0361659284023692,0,0,0,0,0,0
X600295.SH,0,0,0,0,0,0,0,0,0,0.0808345464733989,-0.0499369420963511,0,0,0,0,-0.204570656795207,0,0,0,0,0,0,0,0,0.189434581882877,0,0,-0.00811777440449294,0,0,0,0.0783281171212308,0,0.311892501688537,0,0,0,0,0,0,0,0,0,0,0,0.355982436389194,0,0,0,0,0,-0.0810443122780393,-0.0859084330471423,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0810824677417876,0,0,0,0,0.0311264327533571,0,0,0.0872427058329061,0,0,0,0.30460392741563,0,0.154523376215996,0.0312512177307332,0,0,4.33680868994202e-19,0.138917309329695,0,0.0163261028744472,0,0,0,0.0738129372029593,0,0.0349660528688734,0,0,-0.0584474886818745,0,0,0,0,0,0,0,-0.020188399099193,-0.0178538876700727,0,0,0,0,0,0
X000807.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.715548938388008,3.46944695195361e-18,0,0,0,0,0,0.0336022675280447,0,0.0376084013017621,0.10195197853871,0,0.0118224627401621,0,0,0,0,0.194079155516973,0,0,0,0,0,0,0.313703846088074,0,0,0,0,0,0,0,0.0327467238927532,-0.0209218978689706,0,0,0,0,0,0
X600985.SH,0,0.134273327064998,0,0,0,0,0,0.103519779738053,0,0,0.20788130765006,-0.150453825912267,0.0369905475853336,0,0,0,0,0.133581347134789,0,-0.0526010920427342,0,0,0,0,0,0.0341832896752068,0,0,0,0,0,0,0,0.0531399827868816,0,0,0,0,0.0289223655269926,0,0,0,0,0.349796835788266,0,0,0,0,0,0,0,0,0.0168379722298159,0,0,0,0,0,0
X002080.SZ,0,0,0,0,0,0,0,0,0,0,0,0.161896805704745,0,0,0,0.0475879059894464,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0.0777871602285685,0.0805523190570176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0113781665465002,0,0,0.191323903704074,0,0,0,-0.0110632265996852,0,0,0,0,0,0
X601666.SH,0.00289754356923757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024244310895173,0,0,0,0,0,0,0.474916923926945,-0.119165421868762,0,0,0,0,0,0,0.217121885510676,0,0,0,0,0,0,0.398954864347454,0,0,0,-0.0520071258191551,0,0,0,0,0,0
