,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600011.SH,X600019.SH,X600585.SH,X600188.SH,X600547.SH,X601898.SH,X002460.SZ,X601600.SH,X002466.SZ,X000792.SZ,X600660.SH,X600886.SH,X600111.SH,X600010.SH,X000708.SZ,X000301.SZ,X002271.SZ,X000877.SZ,X600426.SH,X600362.SH,X600795.SH,X600176.SH,X600027.SH,X600803.SH,X601991.SH,X000807.SZ,X600489.SH,X601699.SH,X000983.SZ,X000786.SZ,X600160.SH,X000932.SZ,X000630.SZ,X000408.SZ,X000539.SZ,X300037.SZ,X600219.SH,X000629.SZ,X002080.SZ,X600688.SH,X000723.SZ,X600995.SH,X000933.SZ,X600157.SH,X600612.SH,X600096.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.896705863771382,0,0,0,0,0,0,0,0.17360798173922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200944508541855,0,0,0,0.00680972235744807,0,0,0,0,0,0,0.0647264386535146,0,0,0,0,0,0,0,0,0,-0.00828810492399403,-0.0906833306372584,0,0,0,0,0,0
X600028.SH,0.660196871819924,0,0,0,0.0342199179125883,0,0.139486906155832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0801721333985803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.077879482824468,0.0381163758131764,0.0308972437832871,0,0,0,0,0,0
X601088.SH,0.0204167131091814,0,0,0,-0.0771906434678589,0,0,0.352503186578596,0,0,0,6.93889390390723e-18,0,0,0,0,0.121604405388718,0,0,0,0.101468263300532,0,0,0,0,-8.67361737988404e-19,0,0,0,0.0664757913028364,0,0,0,0,-0.0625674980176171,0,0,0,-0.00783339054652366,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0.00731376360218041,0,0,0,0,0,0
X600309.SH,-0.0223774017651852,0,0,0,-0.0429022486053016,0,0.165918856685129,0.00683768872178528,0,0,0,0,0,0,0,0,0,0,0,0.0757295280917561,0,0,0.111426843940019,0,0,0,0,0,0,0,0,0,0,0,0.030317851989616,0,0,0,0,0,0,0,0.203549920420303,0,0,0,0,0,0,0,0,0.00968059023548908,-0.0412523793826372,0,0,0,0,0,0
X600011.SH,0,0.176979232092107,0,0,0,0,0.242189722179636,0,0.0875605183129437,0,0,0,0,0,0,0.494677415106234,0,0,0,0,2.77555756156289e-17,0,0,0,0,0,0.573091709559066,0,0,-0.0363475719477393,0,0,0,-0.158604950271849,0,-0.245992607856965,0,0,0,0,0,0,0,0,0,0,0,0.0277435557446807,-0.0257281998853315,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0.0247645160350993,0.100649761488519,0.10120315744762,0,0,0,0.0596235420451379,0,0,0.177109977886634,0,0.0983691060028797,0,0,0,0.101583883027389,0,0,0,0,0,0.0299237653634693,0,0,0,0,0,0,0,0,0,0,0,0.040399525613675,0,0,0,0,0
X600585.SH,-0.0656754954901531,0,0,0,0.149821701536302,0.1598133446077,0,0,0,0,0.402430707132428,0,0,0,0,0,0,0,0,0,0,0.0200602496904864,0,0,0,0,-0.209260427998864,0,0,0,0,0,0.112697857578911,0,-0.00113843562295526,0,0,-3.46944695195361e-18,0.0567162844316085,0,0,0,0,0,-0.047242052338529,0,0,0,-0.150338624362175,0,0,-0.0409773362332335,-0.0231898700057909,0,0,0,0,0,0
X600188.SH,0,0,0.280765327996098,0,0,0,0,0,0,0.13665867762336,0,0,0,0,0,-0.203660642198588,0,0,0,0,0,0,0.153003150742775,0,0,0,0,0,0,0,-0.648912660771897,0.317790103884556,0,0,0.207288625008441,0,0,0,0.102780897944573,0,0,0,0,0,0,0,0.128680873938302,0,0,0,0,0.00428373810983074,0,0,0,0,0,0,0
X600547.SH,0,0.0896027668142264,0,0,0,0,0,0.0753174966676701,0,0,-0.0491318646718142,0,0,0,0,0,0,0,0,-0.21407645854948,-0.0686896424977508,0,0,0,0,0,0,0.147314479325954,0,0,0.797907625352657,0,0,0,0,0.189568409498281,0,0,0,0,0,0,0,0,-0.0227772220769209,0.0795418314121303,0,-0.171954709069102,0,0,0,-0.00862108769498286,0,0,0,0,0,0,0
X601898.SH,0.169468632582373,0,0.174079682274981,0,0,0,0,0.158808040094967,0,0,0,0,0.0658405313207776,0.159705873004224,0,0,0,0,0,0.108160920627044,0.0485778805746217,0,-0.176072962343401,0,0,0,0,0,0,0,0,0.0599365135226152,0.0887230365761413,0,-0.0169057750295617,0,0,0,-0.144658947299693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,-0.0405884330431711,0,0,0,0,0,0,0.0493463155584381,0.773110634601868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0646274819787055,0,0,0,0,0,0,0.055877376895967,0,0,0,0,0,0,-0.0692236070709113,0,0,0,0.125384571632567,0,-0.024680099829486,-0.0521532153603591,0.184073957703062,0,0,0,0
X601600.SH,0,0,0,0,-0.0540574966693535,0,0,0,0,0,0,0,-0.128777608692286,0,0,3.46944695195361e-18,0,0,0,0,0,0,0.00479841893196456,0,0,0,0,0,0,0.737008434345698,0.110793165799806,0,0,0,0,0,0,0,0,-0.0928687144504379,0,0,0.0673160239451326,0,0.0682375120531254,0,0,0,-0.00480447765323304,0,0.0913355851880533,4.33680868994202e-19,0,-0.0510934168055579,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0.0112057715450145,-0.0252785534300596,0.106937734965315,0.67180885534935,0,0,0.00169157634809609,0,0,0,0,0,0,0,0,0,0,0,0,-0.0123457007694608,0,0,0,0,0.1198524066756,0,0.0160517512514124,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0523946734106092,0,0,0,0.0130226333148329,0,-0.0210902354709888,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.490464074015933,0,0,0,0,0,0,0,0,0,0,0,0,0.0341253509526578,-0.00698216415706116,0,0,0,0,0.213963115144447,0,0,0,0,0,0.0363395495587203,-0.00414483634348448,-0.114766022876197,0,0,0,0,0,0,0,0,0,0,-0.0240458055196741,0,-0.112033301172358,0,0,0,0,0,0
X600660.SH,0,0,0.0040362351164607,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0386689420318027,0,0,0,0.0313177326886377,0,0.0197795559183736,0,0,0,0.0572123166458879,0,0,0.00497036196578537,-0.0587143079314841,0,0,0,0,0,0,0,0,0.11932240073737,0,0,0.124590538231849,0,0,0.0132201429713578,0,0,0,0,0,-0.0340035461634548,0.0208075963768003,0,0,0,0,0,0
X600886.SH,0,0,0,0,0.117477031565984,0,0,0,0,0,0,0,0,-0.205010929391478,0,0,0,0,0,0.0664397479046263,0,0,0.0870143574982839,0,0,0,0.0311899331116868,0.287214842207222,0.248561546800832,-0.081159210556406,0,-0.166168618552535,0.127294311109246,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.115845735151161,0.0649903969961974,0,0,0,0,0,0,0
X600111.SH,0,0,0.229462041252009,0,-0.0470492894602608,0,0,0,0,0,0,0.137274548736713,0,0,0,0,0,0.411082630814654,0,0,-0.0425661019923078,0,0,0,0,0,0,-0.0304854666555153,0,0,0,0,0,1.73472347597681e-18,0.00161607774645568,0,0,0,0.0410594413326009,-0.0342590633073926,0,0.364227240456493,0,0,0,0,0,0,0.0520587779620387,0,0,-0.000725057117025132,0,0,0,0,0,0,0
X600010.SH,0,0.0176253060891561,0,0,0,0.217989924446082,0,0,0,0,0,0,0,0,0,0,0.402150384184782,0,0,0,0,0,0,0,0,0,0,0,0,0.006265143158152,0,0,0,0,0,0,0,0.0073902451582419,0.0390673108386391,0,0,0.0698520871803902,0,0,0,0,0,0.00561535540357722,0,0,0,0.0128626745864598,-0.0336135080881423,0.0028732182332071,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0.0787271399815721,0,0,0,0,0,0,0,0,0,0,0,0,0.132852219794048,0,0,0,0.172196770169003,0.0785970395995177,0,0.0416931799876402,0,0.0356368383527742,-0.116193598806784,0.0915962739050523,0,0.0965601225211659,0.0237511457449963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000330337083439321,0.0321060415629915,-0.0672531491812966,0,0,0,0,0,0
X000301.SZ,0,0,0,0,0,0,0,0,0,0,0.0654706155480317,0,0,0,0,0.0371914949408227,0,0,0,0,0,0,0.0716315004047845,0,0,0,-0.0305752436121335,0.201016289159074,0,0,0,0,0,0.246713822704932,0.100681328849188,0,0,0,0,0,0,0,0.143091105774281,0,0.06045095119282,0.097366699610389,0,0,0,0,0,0,-0.00517930553096594,0,0,0,0,0,0
X002271.SZ,0.149161618962656,0,0,0.108084293742189,0,0,0.136236434759388,0,0.0124791656692706,0,0,0,0,0,0,0,-0.193133998118408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.667789126038266,-0.0632159493633636,0.0107929883136705,0,0,-0.11063535024818,0,0,0,0,0,0,0,0,0.101304098080527,0,0,0,0,0.0617582769236782,0,0,0,0,0,0
X000877.SZ,0,0,0,0,0,0.125605302541751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.098454912440345,0,-0.0737589640057865,0,0,0,0,0,0.100085466046153,0,0,0,0.0990071184221403,0,0,0,0,0,0,0,0,0,0,0,0.0341785938478125,0.188728922356639,0,0,-0.0277486734471987,0,0,0,0.00617986324003992,0.0652229108335481,0,0,0,0,0
X600426.SH,0,0,0,0,0,0.0810085971745051,0,0.272905768127036,0,0,0,0.00793751322066384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00634081920696754,0,0,0,0,0,0,0,0.117186210928215,0,0,0,0.0895791462836287,0.138906203368061,0,0.351719411976338,0,0,0,0,0,0.0958313347534851,0,0,0,0.0817433097889021,0,0,0,0,0,0,0
