,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X600688.SH,X601898.SH,X601600.SH,X600795.SH,X601991.SH,X600027.SH,X600111.SH,X600157.SH,X600547.SH,X600886.SH,X600362.SH,X600188.SH,X002466.SZ,X601992.SH,X600623.SH,X600489.SH,X600299.SH,X600309.SH,X600660.SH,X000792.SZ,X300072.SZ,X601158.SH,X600583.SH,X000883.SZ,X600549.SH,X002075.SZ,X000709.SZ,X000723.SZ,X600352.SH,X000539.SZ,X000898.SZ,X002407.SZ,X000027.SZ,X002460.SZ,X000630.SZ,X002470.SZ,X000012.SZ,X000761.SZ,X000060.SZ,X000983.SZ,X600021.SH,X600176.SH,X600098.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0.0449974877853142,0,0,0,0,0,0.0136471189517206,0,0,0,0,0,0,-0.0146753135633224,0,0,0,0.107351916063581,0,0,0,0,0.128571227011719,0,0,0,0,-0.0346957603957376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0176381892453237,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0.133230829214271,0,0,0,0,0,0,-0.0233714681865108,0,0,0.059017816127904,0.0689512866831292,0,0,6.93889390390723e-18,0,0,0.0313951532771846,0,0,0.0408347603910928,0,0.0909848414693471,0,0,0,0,-0.0835070443587178,0,0,0,-0.0393234389461378,0,0,0,0.0216281180257136,0,0,0,0,0,0.00991775416605903,0,0,0.0209146377449438,0,0,0,0,0,0,0
X601088.SH,0,0,0,0.0200817899183822,0,0,0,0.0170008888009974,0.271558336351062,0,0,0,0,0.00784107109316855,0.0162068515014425,-0.0345330247350435,0,0,0.031323075706343,0,0,0,0,0,0,0,0,0,0,0,0,0.0347993383125628,0,0,0.0772803672096971,0,0,0,-0.00176288710751595,0,0,0,0,0,0,0,0.00942633393487143,0,0,0,0,0.0233667616123545,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.0373282481087778,0.121479748499982,0,0,0,0,0,0,0,-0.0387281164069778,0.0672139959686803,0,0,0.0178103694132709,0,0.0503179992829147,0,0,0,0,0.0686026829374353,0,0.149525517575148,0,0,0,-0.0478540244631832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0133241730279056,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0.1809351445058,0,0,0,0.349641962392131,0,0.0371663572324111,0,0.0855901758287387,0.0557672353567047,0,0,0.0228264748258515,0,0,0,0,0,0,0,0,0,0,0,0,0.0389779286279816,-0.0326835883367894,0,0,0.0206292726641224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.161440078578347,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0.0708982100955519,0,0,0,0,-0.00500696909490915,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141617973537545,0,0,0.0457164793348119,0.0452262509690196,0.0899278113371363,0,0,0,0.181998948003176,-0.0362344663779446,0,0,-0.0132942441097855,0,0,-0.01770599812252,0,0,0,0,0,0,0,0.0310253318394468,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.187689041997639,0,0.153849573842031,0,0,0,0,0,0.0602733522691452,0,0,0,0,0,0,0,0,0,0.114545436449734,0,0,0,0,0,0,0,0,0.104934995834461,0,0,0,0,0,0,0,-0.0666019945276771,0,0,0,0.0100702101613831,0.100128978408566,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0.0467368754730507,0,0,0,0,0,0,0,0,0.124890125023973,0,0,0,0,0,0,0,0,0.314216751999318,0.120420816878656,0,0.18243784174251,0,0.0583091488307281,0,0,0,0,0,0,0,0,0.0279428104936556,0,0,0.0162462214126399,0.0227589096575661,0,0,0,0.0441711024116553,0,-0.0527986883338853,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0.05458359644968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.174312182212524,0.027437484487803,0,0,0,0.0263763061181047,0,0,0.0661215417374055,0,0,0,0,0,0.0151799471509456,-1.73472347597681e-18,0.0234091212492325,0,0.0505142781492233,0,0.215708014029867,0,0.0493205544253904,0.0579808000147709,0,0,0.00287383844024073,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0364227058655162,0,0,0,0,0,0,0,0.0418524013598785,8.67361737988404e-19,0,0,0,0.0545097950013913,0.0157979146392502,0,0,0,0.100016582911233,0,0,0.103176085358271,0.0684916231745028,0,0.103633689048151,-0.00346987819895294,0,0,0,0,0,0,0.197567414021913,0,0,0,0,0,0.00959905410084231,0,0,0,0,0,0,0
