,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X002460.SZ,X002466.SZ,X600585.SH,X600188.SH,X000792.SZ,X600019.SH,X601898.SH,X600011.SH,X600111.SH,X600660.SH,X002271.SZ,X000301.SZ,X000877.SZ,X000708.SZ,X600010.SH,X600886.SH,X600547.SH,X601600.SH,X600795.SH,X600176.SH,X600426.SH,X600362.SH,X300073.SZ,X000408.SZ,X600096.SH,X601991.SH,X000629.SZ,X000786.SZ,X600803.SH,X000983.SZ,X600027.SH,X000723.SZ,X002080.SZ,X600141.SH,X600348.SH,X600160.SH,X601699.SH,X600219.SH,X600157.SH,X600801.SH,X600399.SH,X002407.SZ,X600378.SH,X300037.SZ,X600486.SH,X000155.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0.0191040099015725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143581288067827,0,0,-0.11859147036253,0,0.211896910727372,0,0,0,0,0.0943518145639445,0,0,0,0,0,0,0,0,0,0.0138428706863061,0.018224132178684,0,0.00723289963179885,0,0,0,0,0,0,0
X601088.SH,0,0,0,0.0931272693544108,0,0.0479013722476113,0,0.185012339595765,0.0857095542059661,0,0,0.00660419477656304,0,0,0,-0.0961587082447531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0724066652729371,0,0,0,0,0.109198908013876,0,0,0,0,0.250322118837737,0,0,0,0,0.115237729127733,-0.0209341822053029,0,0,0,0,0,0,0,0,0,0,0,0
X600028.SH,0,0.0380900918492794,0,0.0214453492865044,0,0,0,0,0.0123908399562306,0,0,0,0,0,0,0,0,0,0,0,0,0.103579005263887,0,0,0,0,0,0,0,0,0.0197075061713089,0,0,0,0,0,0,0,0,0,0.00973337047114281,0,0.0996172569307829,0,0.0488365267258711,0,0,0,0,0,0,-0.00508133119907613,-0.00266491677057061,0,0,0,0,0,0
X600309.SH,0,0.111270619028804,0,0,0,0,0,0,0,0,0.140119639867405,0,0,0,0,-0.00583038094188854,0.200313129459233,0,0.0353645667192723,0,0,0,0,0,0,0,0,-6.93889390390723e-18,1.73472347597681e-18,0,0,0,0,0.0244072880222544,0,0,0,0,0,0,0.000317074114471258,0,0,0,0.0459669262116941,0,0.0422744884272916,0,0,0,0,0,0,0,0,0,-0.0344954950832724,0,0
X002460.SZ,0,0,0,0,0,0.125202568067286,0,0,0,0,0,0,0.0674266352927372,0,0,0,0,0,0.188752852556212,0,0,0.0538344610923309,0,0,0,0,0.0634620866620661,0,0,0,0,0,0,0.0757435805706271,0,0.0696917004632005,0.0401553005567117,0.0284797190651066,0,0,0.0191693348208405,0,0,0,-0.00171172047926974,0.120968810523395,0,0,0,0,0,0,0,0,0,0,0.0360792118903209,0,0
X002466.SZ,0,0,0,0,0.580789172174963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14555620453072,0,-0.00825890778619534,0,0,0,0,0,0.108077319138578,0,-0.022787192384293,-0.0531194887644368,-0.00754359480220642,0,0,0,0.0640227068763737,0.163112922718652,0,0,0,0.0738707116024783,0,0,0,0,0,0,0.0893298825382165,0,0
X600585.SH,0,0,0,0.106061326914028,0,-0.0449391327453067,0,0,-0.0502682754068822,0,0,0,0.0280272444861364,0,0.143486247176952,0,0,0,-0.0117227458698008,0,0,0,-0.0265090276921008,0,0,0,0,0,0,0,0,0,0,0,0,0.0564108695409604,0,0,0,0,0,0,0.0753948976317145,0.400140954330954,0,0,0,0,0,0,0,-0.00166367098267096,-0.0306629145259166,0,0,0,-0.00921268645996522,0,0
X600188.SH,0,0.266753805170334,0,0,0,0,0,0,0.0281129620154433,0,0.420755962458417,-0.0591054257599827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0899428857003175,0,0,0,0,0,0,0.0399733907816029,0,0,0.195256614261966,0,0,0.101804595539708,-0.00610657828402562,0,0,0,0,0,0,0.0792346074342965,-0.164624169513214,0,0,0,0.0243012065206791,0,0
X000792.SZ,0,0,0,0,0,0.11479487646346,0,0.118107868875402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.388127211089092,0.0642410571839466,0,0,0.106929626108586,0,-0.0572252380234362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00603252598038238,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0.107328298570583,0,0,0,0,0,0,0.0629525952601676,0,0,0.0605481524944903,0,0,0,0,0,0,0,0,0.0359840817978327,0.091531920993852,0,0,0,0.0812290069278317,0,0,0,0,0.101486108643275,0,0,0,0,0,0,0,0,0,0,0.0411567916873716,0,0,0,0,0.0235457194274361,0,0
