,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600011.SH,X600309.SH,X600010.SH,X600547.SH,X601898.SH,X601991.SH,X600660.SH,X600688.SH,X600886.SH,X601600.SH,X600795.SH,X600362.SH,X600027.SH,X600188.SH,X601992.SH,X000898.SZ,X600176.SH,X002466.SZ,X600111.SH,X000709.SZ,X600516.SH,X600352.SH,X600299.SH,X002460.SZ,X600489.SH,X000629.SZ,X600808.SH,X601158.SH,X600157.SH,X600219.SH,X600801.SH,X000825.SZ,X000883.SZ,X000786.SZ,X000553.SZ,X002470.SZ,X000408.SZ,X600583.SH,X600612.SH,X002110.SZ,X002271.SZ,X000539.SZ,X600021.SH,X600339.SH,X601699.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.190653359159666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0324404421493794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0581670402060305,0.0305594554845357,0,0,0,0,0.170614127822672,0.0921853927818442,0,-0.0189066294631132,0.0154480856821614,0,0,0,-0.0368583241438274,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149112380486734,0,0.136556274553817,0,0,-0.0686855382085959,0,0,0,0,0,0,0,0,0.0726527936366833,0,0,0.146725669568493,0,0,0.34659417084138,0,0,0.00337799426719805,0.128490470382376,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,-0.0364847974637001,0.00112103867380168,0,0,0,0,0,0,0,0,0,0,-0.141722497242812,0,0,0,0.338731731725996,0.00700392583384527,0,0,-0.122882378317924,0,0,0,0,0,0,0,0.0184518335020683,0,0,0,0,0.0427772419723119,0,0,0,0,-0.042436739114926,0,0,0,0,0,0,0,0.012012854452464,0.0111434953910227,-0.0863131997746039,0,0,0.10986080515722,0,0
X600585.SH,0,0,0,0,0,0.144123816109977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117258871992286,0,0,0,0.320741264673438,0,0,0,0.0547075432810087,0,0,0,0,0,0,-0.0646840003183417,0,0,0,0,-0.0354361855187769,0.0353865895951267,0,0,0,0,0,0
X600019.SH,0,0,0.0610697946970108,0,0,3.46944695195361e-18,0.123717430590639,0,0,0,0,0,0,0,0,0,0,0,0.133394437463519,0,0.333631745034369,0,0,0,0,0,0,0,0,-0.0895497132817573,0,0,0,0.01913596959242,0,0,0,0,0,0,0,0,0.0817570788567143,0,0.0860269063097448,0,0,0.0099813307485108,0,0,0,0.0105771889169682,0.00368407254422879,0,0,0,0.0136123970907727,0,0
X600011.SH,0,0,0,0.162324225434201,0,0,0.138453568446544,0,0,0,0,0,0,0,0,0,0,0.607807240080989,0,0,0,0,0,0,0,0,0,0,0,-0.21494861078809,0.031759228142872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0701978487592172,0,0,0,0,0,0,0,-0.0444621055444862,0,0
X600309.SH,0,0,0,0,0,0.304861276141084,0,0,0,0,0,0,0,0,0,0,0,0,0.253498474232405,0,0,0,0,0,0,0,0,0,0,-0.184384095021905,-0.314605579843919,-0.337891182046482,0,0,0,0,0,0,0.242187568999018,0,0.34001242990905,0,0,-0.0251832681625271,0.326411513011057,0,0.0560961655937638,0,0,0,-0.387845809036381,-0.0431321039883707,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0.0284923686221086,0.041907436854193,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0.072538531190186,0,0,-0.0524970589104853,0,0,0,0,0,0,0,0.121030861784368,0,0,-0.0394174763604906,0,0.0232721184651845,0,0,0,0.0538041743019425,0,0,0,0,0,0.0684159705693494,0,0,0,0,0,0,0.0343804451929215,0,0,0,0.0647930690797501,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24595822110469,0,0.0235281432067101,-6.93889390390723e-18,0.668132782626098,0.0456386186642631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.016426275382696,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108609241515924,0,0,0,0.121835009643929,0,0.0786852109993311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0471652501323697,0,0,0.0631100654354538,0,0,0,0.0186296496852984,0,0,0,0.0530685189612536,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0511231107433131,0,0,0,0.0248628430987907,0.132032559397668,0,0,0,0,0.0351578291674847,0,0,0,0,0,-0.0271937032660513,0,0,0,0,0.0416446869105209,0,0,0,0,0,0,0.0767320822248943,0,0,0,0,0,-0.0114411970404312,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,-0.30848733114241,0,0,0.0897020556962189,0,0,0,0,0,0.10696924962329,0,0,0,0,0,0,0,0.274557633622143,0,0,0.17058968678124,0.0538563300162854,0,0,-0.00682342067419827,0,0,0,0,0.060854538907503,0.0853801469216699,0,0,0,0.232920349828904,0,0.238867346581706,0,0,0,0,0.107055679326869,-0.0153757867339256,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,-0.0235622934507964,0,0,0,0,0.171496515512607,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,-0.0246087181251285,0,0,0,0,0.0795077840324309,0,0,0,0,0,0,0,0,0,0.0915879594524387,0,0,0,0,0.170832785386501,0,0.0224514862579396,0,0,0.211430266666427,-0.0303713395668296,0.0632883072633525,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0.0762553321894903,-0.0223652094000399,0,0,0,0,0,0,0,0,0,0,0,0,0.0186768786981187,0.0536630911159389,0.0258623534653597,0,0,0,0,0.172220796371526,-0.0940680380068173,0,0,0,0,0,0,0,0.147408959219272,0,0,0,0,0,0,-6.93889390390723e-18,0.154995757815903,0,0,0,0,0,0,0,0.0228317432051795,0,0,0,0,0,0,0
X601600.SH,0,0,0,0.00585943430767573,0,0,0.0865850350287035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1340960828579,0.0843282288427306,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104721654120195,0,0,0.118497946505638,0.126716041132366,0,-0.00500748133025747,-0.0136094898241021,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0202538340530915,0,0,0,0,0,0,0,0,0,0,0.0342791796633003,0,4.33680868994202e-19,0,0,-0.00868861843150526,0,0,0,0,0.146072984202961,0.0439485027070508,0,0,0.00183336433014241,0,0,0,-3.46944695195361e-18,0,0.0481107925514168,0,0,0.00134727925205511,-0.00245074627333809,0,0,0,-0.0124697793276332,0,0
X600362.SH,0,0,0,0.0220069754061995,0,0,0.00186172247597183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0505716180873651,0,0.0484385642338472,0,0.0142107059547758,0.023277303107095,0,0.0193145165421264,0,0,0,0,0,0,0,0,0.0743154439856549,0,0,0,0.064118947840401,0.104321395451006,0,0,0.151674551927258,0,0,0,-0.0015988670892369,0,0,0,0,0,0,0
