,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X002460.SZ,X002466.SZ,X600585.SH,X000792.SZ,X600019.SH,X601898.SH,X600011.SH,X600660.SH,X600111.SH,X600010.SH,X600547.SH,X000708.SZ,X000301.SZ,X002271.SZ,X600886.SH,X000877.SZ,X600795.SH,X601600.SH,X600426.SH,X600362.SH,X600027.SH,X600176.SH,X600803.SH,X601699.SH,X601991.SH,X000983.SZ,X000408.SZ,X600160.SH,X000629.SZ,X000786.SZ,X000723.SZ,X600219.SH,X600378.SH,X600995.SH,X600489.SH,X600348.SH,X600096.SH,X600157.SH,X000933.SZ,X002080.SZ,X000807.SZ,X600985.SH,X600688.SH,X002353.SZ,X000831.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.51719037721103,0,0,0,0,0,0,0,0.147595851966981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0026279766643695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00709393689300641,0,0.164375214272099,0,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.483830611428848,0,0,0,0,0,-3.46944695195361e-18,0,0,-0.0175580434657466,0,0,0,0,-0.00966511486242774,0,0,0,0,0,0,-0.0496786977428941,0.0513839711911897,0,0,0,0.177255725439313,0,0.052558903518942,0,0,0,0,0,-0.0165378759637307,0,0,0,0,0,0,0,0,0,0,0,0,-0.0203461801131726,0,0,0,0,0,0,0
X600028.SH,0.518027860078303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075209130181796,0,0.0170949392445297,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.0155943784468447,0,0,0,0,0.0678975176379813,0,0,0,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,-0.0384383646119982,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0.0762459212272122,0,0,0,0,0,0.3322119388032,0,0.111584808781364,0,0.144764451972201,0,0,0,0,-0.119322007846659,0,0.124846174482148,0,0,0,0.0526651847710781,0,-0.0977876571465599,0,0,-0.00672784606747274,0,0,0,0,0.153179978656975,-1.73472347597681e-18,0,-0.0268483602524026,-0.0172020190091714,0,0,0,0,0,0
X600188.SH,0,0.718462549287293,0,0,0,0,0,0,0,0,0.127051386640225,0,0,0,0,0,0,0,-0.0330770536010045,0,0,0,0,0,0,0,0,0,0,0.00328048232938522,0.0687244644005037,0,0,-0.0516469086282286,0,0.0983352481006645,0,0,0,0,0,0,0,0.0929182403478494,0,0.0714481065934876,0,0,0,0,0,0.0402482647688463,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0.334593223613977,0,0,0,0,0,0,0,0,0,0,0.105833746483846,0,0,0.0451402702937954,0,0,0,0,0,0,-0.189707021842909,0,0,0,0,0,0.0739349338773376,0,0,0.0785778149548253,0.0577462919269769,0,0,0,0,0,0,0.0538815027047476,0,0,0,0.254235620378888,0.00826515273544559,0,0.00754697505027155,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0.405068097151873,0,0,0,0,0,0,0,0,-0.0127541793035451,0,0,0,0,0,0.074745239816429,0.0745864847405558,0,0,0,0,0,0,0.0361291264574023,0,0,0.442064391726975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0921712068254348,0,0.14358515560864,0,0,-0.0416994326084262,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0.0333630462811539,0,0,0,0,0.108436098398398,0,0,0,0,0.10761600800815,0,0,0,0.0118042957094327,0,0,-0.10853299990823,0,0,0,0,0,0.411065535070008,0.0338571387105697,0,0,0,0,0,0,0,0,0.0595657023626999,0,0.0583338497242877,0,0,0,0,0,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.203283015675886,0,0,0,0,0,0,0,0.205959527256456,0,0,0,0,0,0,0,0,0.109533407059209,0,0,0,0,0,0,0,0,0.292402450937673,0,0,0.172595447735171,0,0,0,0.00680420223464766,0,0,0,0,0.0297918003448913,1.38777878078145e-17,0,0,0,0,0,0,-0.000167309195663326,0,0,0,0,0,0,0
X600019.SH,0.062590191934239,0,0,0,0,0,0,0,0,0,0,0.0563908020290287,0,0,0,0,0,0,0,0,0.137962900402593,0,0.20499693202566,0.195935839189668,0,0,0,0.0384469730600478,0,0,0,0,0,0,0.0184990009521583,0,0,0,-0.0614502594574409,0,-0.0315888968577477,0,0,0,0,0,0,0,0,-0.0785943766830762,0,-0.0184501834550922,0.0324999318551965,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.040930746651629,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0358266053371921,0,0,0,0.0626713132547443,0,0,0,0,0.142583252524734,0.0855135070274991,0,0.323461047153299,0,0,0,0,0,0,0,-0.0326170386727957,0,0,0,0,0.145009058588165,0,0,0.0533665905848152,0,0,-0.0729874803130461,0,-0.0230770802842419,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0.282375478770262,0,0,0,0.297950987449799,0,0.154896409281442,0.149558338145033,0.0784013544001281,0,0,0,0,0,0,0.0256232758003738,0,0,-0.32843897766065,0,0,0,0,0,0,0,0,0.0450082622109838,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0.138949694956065,0,0,0,0,0,0,0,0.0217544007308997,0,-0.102979745988521,0,0,-0.0288423362353383,0,0,0,0,0,0,-0.0148811064080149,0,0,0,0,0,0,0,-0.0263967463060094,0,0,0,0,0.0303535356612721,0,0,0,0,0,0.182948446459056,0.160662509936431,0,0,-0.0344531590904387,0,0,-0.0204937452535078,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0.270391097202177,0,0,0.0776134628606899,0,0,0,0,0,0,0,0,0,0.0404606337656968,0,0.00472972845239381,0,0,0,0,0,0,0,-0.0372566692272664,0,0,0,0,-0.023063533750339,0.00585094940327174,0,0,0,0,0,0,0,0,0,0,0.203280414325841,0,0,0,0,0,0.0119088306327031,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0163630156207556,0,0.0523325729648292,0,0,-0.0567581992937128,0,0,0.0113816585380164,0,-0.00911036142804204,0,0,0.0311239255760856,0,0,0,0,0.0998700301451937,0,0,0,0,0,0,0,0,0,0,0.352904419628437,0,0,0,0,0,0,0.134586870800822,0,0.0357631989939293,0,0,0,0,0,0,0
X600547.SH,0.026638710935295,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0205785373967151,0,0,0,-0.0601121261552234,0,0,0.0259645172920513,0,0,0.364099446559323,0,0,0.0352203721136789,0,0,0,0,0,0,0,0,0,0.0164026423798134,0,0.1692612800084,0,0,0,0,0,0.0555602683312707,0,0,0,0,0,-0.0141987176941699,0,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0.076245875827439,0,0,0,0.0397630360602491,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0172453858939415,0,0,0,0,0,0.234519751363562,0,0.0345512856772598,0,0,-0.0113072903687598,0,0.00615557153225553,-0.104185217500669,0,0,0,0,0,0
X000301.SZ,0,0,0,0,0,0,-0.15457814296082,0,0,0,0,-0.188694921385082,0,0,0,0,0,0,-0.27269014550182,0,0.0110994145558147,0,0,0.319964352747655,0,0.311115301309698,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0.0677619823940287,0,0,0,0,0,0,0,-0.0170965847637155,0.473294435447004,0,0,0,0,-0.112148081804724,0.257427440341782,0,0.18088789886131,0,0,0,0
X002271.SZ,0,0,0,-0.0695211566113956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0762210981707137,0,0,0,0.0349017772325535,0,-0.130990730526233,0,0,0,0,0,0,0.56421068653685,0,0,0,0.0283551217536221,0,-0.224084187170946,0,0,0.0768500268970171,0,0,0,-0.0998592820057218,0,0,0,0,-0.0449253506191903,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0.0648877218380611,0,0,0,0,0,0,-0.0154112920498389,0,0,0,0,0,0,0,0,-0.015080420613625,0,0,0,0,-0.0763394548150863,0,0,0,0,-0.0100389960030106,0,0,0.13869729527616,0,0,0,0,0,0.150350330435828,0,0,0.0233602985336513,0,-0.064131030212078,0.0588012674838045,0,0,0,0,0,0
