,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600019.SH,X600585.SH,X600011.SH,X601898.SH,X600547.SH,X601600.SH,X600660.SH,X600886.SH,X000792.SZ,X002466.SZ,X002460.SZ,X600111.SH,X600010.SH,X000708.SZ,X000301.SZ,X600426.SH,X600795.SH,X600362.SH,X000877.SZ,X002271.SZ,X601699.SH,X000983.SZ,X600489.SH,X600803.SH,X600176.SH,X600027.SH,X000807.SZ,X601991.SH,X000786.SZ,X000932.SZ,X000630.SZ,X600160.SH,X000933.SZ,X600219.SH,X600985.SH,X000408.SZ,X000629.SZ,X600688.SH,X002080.SZ,X300037.SZ,X002353.SZ,X002128.SZ,X601168.SH,X600801.SH,X600612.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.928120768971932,0,0,0,0,0,0,0.123018644128017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.42101086242752e-20,0,0,0.0441210814831393,0,0,0,0,0,0,0,-0.0535317473839424,0,0,0.154015540740007,-0.0103001710974117,0,0.0569655040761133,-0.0117010646279992,0,0,0,0,0,0,0
X600028.SH,0.644256860484911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0496690721729572,0.102368566927029,0,0,0,0.0996805167309845,0,0,0,0,0,0,0,0,0,0,0,0,-0.1583049197483,0,0,0,0.0110610332866475,-0.0349620900240981,0.00112323717969874,0,-0.00526872244979316,0,0,0,0,0
X601088.SH,0,0,0,0,0.326376009508725,0.0105657266566121,0,0,0,0,0,0,0,0,0,-0.0656982464702458,0.297755091931549,0,0,0,0.0358503775685774,0,0,0,0,0,0,0,0.0378322546946018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0929676021833851,0,0.0366822212273919,0,-0.00979640196453153,0.0133377794394324,0.0269715849141122,0,0,0,0,0
X600309.SH,0.0186238572509213,0,0,0,0.051261234628721,0,0,0,0,0,0.216007731746397,0,0,0,0,0.0234344425230202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0910497399600025,0,0.097210535131064,0,0,0,0,0,0,-0.0475339760596056,0,0,0.0291002781136742,0,0,0,0.0488268454771772,0,0,0,0.0286931305758129,0,0,0,0,0,0,0
X600188.SH,-3.46944695195361e-18,0,0.374554098829844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.449126177935336,0,0,0,0,0,0.180235238046822,-0.0975725777432842,0,0,0,0,0,-0.0310056681864322,0,0,0,0.0170197790559401,0,0,0,0,0,0,0,0.130314489386623,0,0,0,-0.0484952446690613,0,0.0110670131186493,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.104605830522989,0,0,0,0.013184832189628,0,0,0,0,0,0,0.0635900259825811,0,0,0.223329251733461,0,0,0,0,0,0,0.0658105530188457,0.0556719243319866,0,0,0,0,0,0,0.238370850395739,0.216575127488753,0,-0.0377334215473838,0,0,0,0.248018956810126,0,0,0,-0.220490549545954,0,0,0,0.0968244991172429,0,0,0,0.0669171029405928,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.0562167386263064,0,0,0,0,0.0276926059761066,0,0,0,0,-0.0869644656487293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0.0767816656536391,0,0,0,0,0,-0.105563232212136,0,0,0,0,-0.0888826323002735,0,0,0,0.647695789377232,0,0,-0.00901773563248901,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,-0.183667942777309,0,0,0,0,0,0,0,0.297915627902088,0,0,0,0,0,0,0,-0.0221310909984517,0,0,0,-0.0933255996992938,0,0,0.0296347126597582,0,0,0.769240624463632,0,0.0348194002116298,0,0,0,0.0698211463835123,0,0,0,0,0,0,-0.053957875459038,0.131318056483514,0,0,0,0,0,-0.129854726122465,0,-0.0323381378058617,0,0,0,0,0,0
X601898.SH,0.106262115781316,0,0,0,0.137593461931285,0,0,0,0,0,0,0,0,0,0.0414973207059214,0,0,0,0,0,0,0,0,0,0,0.22184323927584,0.0349154386953267,0.00474429508208007,0.28102803348033,0,0,0,0,0,0,0,0,0,0,0.107171800491996,0,0,0,0,-0.124128803805868,0,0,0,0,0,0,0.0104645108788268,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0.0260081051117119,-0.0693017619607185,0,0,0,-0.0662984512947571,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0614163757599313,0,0,0.543910703576715,0.169256232703692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0426963661836452,0,0.0464532296153872,0,0,-0.132560088984952,0,0,-0.0137346207732808,-0.00372455424139604,0,0,0,0,0,0
