,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X002466.SZ,X002460.SZ,X600188.SH,X600585.SH,X000792.SZ,X600019.SH,X601898.SH,X600111.SH,X600011.SH,X600660.SH,X000301.SZ,X002271.SZ,X000877.SZ,X000708.SZ,X600010.SH,X600886.SH,X601600.SH,X600547.SH,X600795.SH,X600176.SH,X600362.SH,X600426.SH,X300073.SZ,X600096.SH,X000408.SZ,X000629.SZ,X601991.SH,X002080.SZ,X000786.SZ,X600803.SH,X000983.SZ,X000723.SZ,X600027.SH,X600348.SH,X600160.SH,X600141.SH,X601699.SH,X600219.SH,X600157.SH,X002407.SZ,X600801.SH,X600399.SH,X300037.SZ,X600486.SH,X600378.SH,X002192.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0.00226044417039822,0,0,0,0,0,0,0.0209817713712172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127917833547421,0,0,0,0,-0.133523831365693,0,0.22227841059877,0,0,0.10664260719508,0,0,0,0,0,0,0,0,0,0,0.033752184309657,0,0,0.0110042470892085,0,0,0,0,0,0,0
X601088.SH,0,0,0,0.154490157208765,0,0,0.184629212980396,0,0.0498021185314217,0,0,0,0.0314451296607095,0,-0.0410994362148035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0615064777050133,0,0,0,0,0.0591601643123519,0.11859651070342,0,0,0,0,0.196301484519175,0,0,0.103154819287178,0,0,0,0,-0.0133071943743391,0,0,0,0,0,0,0,0,0,0
X600028.SH,0,0.0524613357561229,0,0.022809155926164,0,0,0,0,0,0,0,0,0.00204495443874698,0,0,0,0,0,0,0,0.118040492232394,0,0,0,0,0,0,0,0,0.0202587911052197,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0.00656817173189102,0,0.0989621369092553,0,0,0.0458372061243105,0,0,0,0,0,-0.00773001268341618,-0.00686427273162132,0,0,0,0,0,0
X600309.SH,0,0.0792474733504454,0,0,0,0,0,0,0,0,0.132178646317534,0,0,0,-0.00991106631817367,0,0.181964028720133,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.0286736969499858,0,0,0,0,0.0446822331798001,0,0,0.0349136208378374,0.040153119286852,0,0,0,0,0,0,-0.036005389279865,0,0
X002466.SZ,0,0,0,0,0,0.643230967796782,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0877930593042349,0,-0.162048767739397,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0947158919165799,0,0.068969310387421,0,0.111717031003715,0,0.143675874292953,0,0,0.0104183967802951,0,0,0,0.0128833764622342,0,0
X002460.SZ,0,0,0,0,0.164079092553024,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120243699933095,0,0.128857532969628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0639544595794639,0,0,0.0120165376739415,0.0896581279020961,0.0697970392532828,0,0,0.111130985232385,0,0,0,0,0,0,0,0,0,0,0,0,0.0306151478134403,0,0
X600188.SH,0,0.272254530367729,0,0,0,0,0,0,0,0,0.366854611285824,0,-0.0543919995650005,0,0,0,0,0,0,0,0,0,-0.00434594511749462,0,0,0,0,0,0,0.0976642016453769,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0.286440014685088,0,0,0,0.0629552279680347,0,0,0,0,0,0,0.0738339242108432,-0.164005708852883,0,0,0,0.0199094861767677,0,0
X600585.SH,0,0,0,0,0,0,0,0,-0.0211830919988651,0,0,0.0152693350456549,0,0,0,0.168238072468305,0,0,0,0,1.35525271560688e-20,0,0,0,0,0,0,0,0,-0.00354265750233049,0,0,0,0,0,0.0384597824157088,0,0.010239836770194,0,0,0,0,0,0,0.43274803090853,0,0,0,0,0,0,0,-0.0407392537506455,0,0,0,-0.00470548886288521,0,0
X000792.SZ,0,0,0,0,0.140302092316908,0,0,0,0,0,0,0,0.013856948587589,0,0,0,0,0,0,0,0,0,0.000417645125334761,0,0,0,0,0.0896156318423658,0.230478570748358,0,0,0,0,0,0,0,0.0678205266280108,0.0290707125560334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0.0486282979957071,0,0,0,0,0,0,0,0,0,0,0,0.103814753837767,0,0,0,0,0,0.057405177944982,0,0.0658101087228948,0,0,0,0,0,0,0,0,0.0561985004704845,0,0,0.0916904003256218,0,0,0.0879500939701379,0.00687683742986246,0,0,0,0.0770409258570353,0,0,0,0,0,0,0,0,0,0,0.0353794987042624,0,0,0,0,0.01798161305716,0,0
