,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X002460.SZ,X600585.SH,X600188.SH,X002466.SZ,X000792.SZ,X600019.SH,X600111.SH,X601898.SH,X002271.SZ,X600011.SH,X600660.SH,X000877.SZ,X600010.SH,X000301.SZ,X000708.SZ,X600547.SH,X601600.SH,X600886.SH,X600795.SH,X600176.SH,X600426.SH,X600362.SH,X600096.SH,X000786.SZ,X000723.SZ,X000983.SZ,X600803.SH,X000408.SZ,X601991.SH,X300073.SZ,X600141.SH,X002080.SZ,X601699.SH,X600486.SH,X600219.SH,X600027.SH,X600801.SH,X002192.SZ,X002353.SZ,X000959.SZ,X600157.SH,X600295.SH,X600489.SH,X000807.SZ,X000932.SZ,X002497.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0.0392291545128344,0,0,0.0809150490884865,0,0,0,0,0.0693495400068963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11548124177933,-0.156529808109646,0,0.0452245698899593,0.00836421653451311,0,0,0,0,0,0,0.0557396603458921,0,0,0,0,0.16327836333138,0,0,0.100186937229717,0,0,0.0435928707577821,0,0,-0.0140452938993676,0,0,0,0,0.000751017393035184,0,0
X601088.SH,0,0,0,0,0,0,0.225952889112091,0,0.00877151232894836,0,0,0.147846763133037,0,0,-0.0131021818374128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,-0.0603762382572331,0,0,0,0,0,0,0,0,0,0.00124066597400459,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111702837070437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0120881742116928,0,0,0,0,0,0.0263626905807285,0,0,0.100240787088178,0,0.00224906419843682,0.0141351737492044,0,0,-0.0193314434834478,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,-0.025279790343214,0,0,0.0814241965211169,0,0.0242698829170868,0,0.19118665367261,0,-0.0211516539325812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0406510559564952,0.112405217531444,0,0,0.103927008778613,0,0,0.0146876654884015,8.67361737988404e-19,0,0.0122734603504427,-0.000754228029207381,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0.349955448555874,0,0,0.184837766593818,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0422143129322385,0,0,0,0,0,0,0,0,0.0339295211839789,-0.0238894989614667,0,0.108927740364694,0,0,0,0,0.0530307959132473,0,0.159587381359145,0,0,0,0,0,0.0370856877018087,0,0,-0.031449728342112,0,0,0,-0.0480418562334784,0,0
X600585.SH,0,0,0,0,0,0,0,-0.0139224318612787,-0.0688199007869222,0,0,0,0.0983045297583999,0,0,0,0,0,0,0.174025535313724,0,0,0,0,0,0,0,0.0029679023647682,0,0,0,0,0,0,0,0,0,0,0,0.0184088738735054,0.410344997445879,0,0,0.0196832848660269,0,0,0,0,0,0,0,-0.00393256544840294,0,0,0,0,0,0,0
X600188.SH,0,0.265713847009118,0,0,0,0,0,-0.0852881491023445,0.12244063982302,0,0,0,0,-0.235409134473948,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00726380967233785,0,0,0,0,0,0,0,0,0.42501895700092,0,0,0,0.0706477416435844,0,0,0,0.144091559962457,0.150858386156979,0,0,0,-0.0374544373738077,0,0.0431331698722006,-0.0637969837409074,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0.624836577637128,0,-0.0363862599118512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0248519992952607,0,0,0,0,0,0,0,0,0,0,0,0.0739115321587455,0,0,0,0,0,0,0,0.194816519240816,0,0.0123543443028485,0.00860059056884338,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0.137121240236082,0.0186759699424511,0,0,0,0,0,0,0,0,0,0,-0.0035263539118134,0,0,0,0,0,0,0,0.145164313823827,0,0,-0.104859811416419,0,0.502675576830176,0,0,0.0552403368337752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0537143064415619,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0.0754316222862001,0,0,0,0,0,0.0100877932598323,-0.0159524662099775,0,0,0.0530664227251114,0,0,0,0,0,0,0,0,0,0,0,0.0234814284414528,0,0,0,0,0,0,0,0,-0.0161793573355087,0,0,0,0,0,0.0781647039317495,0.0257539296306864,0,0,0.063411736533517,0.237156277888277,0,0,-0.0126987007380194,0,0,0,0,0,0,0
