,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600011.SH,X600010.SH,X601898.SH,X600886.SH,X601600.SH,X600660.SH,X600188.SH,X600362.SH,X601991.SH,X000708.SZ,X600795.SH,X600352.SH,X600688.SH,X600801.SH,X600111.SH,X601992.SH,X000723.SZ,X600027.SH,X000786.SZ,X002271.SZ,X600489.SH,X002353.SZ,X002466.SZ,X600176.SH,X600516.SH,X000898.SZ,X002460.SZ,X600299.SH,X601158.SH,X000709.SZ,X600612.SH,X000883.SZ,X600426.SH,X000792.SZ,X600583.SH,X600219.SH,X000629.SZ,X000027.SZ,X600315.SH,X000630.SZ,X000553.SZ,X600985.SH,X000825.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0421811990887638,0,-0.0190408140999946,0,0.0505489988321263,0,0,0,0,0.0488038408153192,0,0,0,0,0,0.0588401246263647,0,0,0,0,0.0340305541304214,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,-0.0208216359685402,-0.00247490671102046,0,0,0,0.019156366861814,0,0
X600028.SH,0,0,0.0280597693025791,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0415737400256332,0,0.0346863443786952,0,0,0,0,0.13641288229317,0,0,0,-0.006533579062029,0.0622110364687354,0,0,0,0,0,0,0,0,0,0,0.0546155352713737,-0.0182977407601774,0.00870561712459377,0,0,0,-0.0304751247187984,0,0,0,0,0,0,0.00263838067304521,0,0.161035808796524,0,-0.00744623643102486,0,0
X601088.SH,0,0,0,0.248282004308069,0,0.175657642754133,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0.123797809463948,0,0,0,0,-0.0709218614685584,0,0.0346257532343672,0,0.180706349625976,0,-0.00782930285262965,-0.0883998334952321,0,0,0.0104130341015454,0,0,0.0183351470273613,0,0,0,0,0,-0.134611481679605,0,0,0,0.0756867068949721,0,0,0,0,0,0,-0.00761740219001334,0,0,0,0,0.0088657877262451,0,0
X600585.SH,0,0,0,0,0,0,-0.0722328652668063,0,0,0,0,0,0,0,0,0,0,0,0,0,0.578307243765121,-0.0243773146906987,0,-0.0213114616304846,0,-0.0723392618259751,0.0751334335815964,0,0,0,0,0,0,-0.0945962492506006,0,0,0,0,0,-0.0488920225043773,0,0,0,0,0,0,0,0,0,0,0,0,-0.0163639744264612,0,0,0,0.0012069622163167,0,0
X600309.SH,0,0,0,0,0,0,-0.011902842753653,0,0,0,0,0,0.104976523574407,0.111797170585855,0,0,0,0,0.000838885349678763,0,0,0,0,0.0437184620653882,0,0.0139416501122977,0,-0.0930591480199329,0,0.114435663538846,0,0.0387506882720633,0.0416046047857335,0,0,0,0,0,0,0.027568401234181,0,0,0,0,0,0,0,0,0,0,0,-0.00228041037671002,0,0,0,0,0,0,0
X600019.SH,0,0,0.213869446063817,0,0,0,0,0,0.00836842055125963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100168505900134,0.00313128983763565,0.00747841642447609,-0.0247776231273935,-0.0117166088352501,0,0,0,0,0,0,0,0,0,0,0.0173233459534811,0.186268743882114,0,0.0701951790165813,0,0,0,0,0.0720276031361577,0,0,0,0,0.0224263472863471,0,0,-0.0165197767505958,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,-0.0519198650007098,0,-0.0652252118976986,0,-0.368091901191986,0,0.0958197220323673,0,0.0696016937526524,0,0,0,0,0,0,0,0,1.10014482636197,0.0894247762516884,-0.0267777447431373,0,0,0,0,0,0,0,0.00543001923696328,0,0,0.109041061748932,0,0,0,0,0,0,0,0,0,0,0,-0.0136076352199431,0,0,0,0.0429385690719583,0,0
X600011.SH,0,0,0.0960807514001629,0,0,0,0,0,0,-0.040351802622978,0,0,0,0,0,0,0.00366619472666874,0,0,0,0.219316542338371,0,0,0,0.0764581646782532,0,0.0378346594529297,0,0.0847522562297365,0,0,0,0,0,0,0,0,-0.123321318454862,0,-0.0569306852548854,0,0,0,0,0,0.0352081701338351,0,0,0,0,0,0.00149728190741152,0,0,0,0,-0.0260810522207673,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0979721266963963,0,0,0,0,0,0.0182769706446573,0,0.0211488678639354,0,0.00913697429428499,0.041941466062014,0,0,0,0,0,0,0,0,0,0.120111907686825,0,0,0,0.262707759014828,0,0,0.0122200513761571,0,0,0,0,-0.0192758564083223,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.231198525264367,0,0,-0.0695017696198346,0,0,0,-0.139611754595445,-0.0383789975571717,0.0533087718816226,0,0,0,0,0,-0.0371813884381303,0,0,0,0,0,0.164641270671223,0,0,0.037915487783391,0,0.0938909253882141,0,0,0,0,0,0.0265345771312317,0,0,0.197724014036613,0.0995749651238494,0,-0.0234318451025516,0,0,0,0,0.0309352632698455,0,0
