,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600011.SH,X600585.SH,X600010.SH,X601898.SH,X600688.SH,X600547.SH,X601600.SH,X600795.SH,X600362.SH,X300072.SZ,X600188.SH,X601991.SH,X600157.SH,X600309.SH,X600027.SH,X601992.SH,X600886.SH,X600660.SH,X600111.SH,X600489.SH,X000898.SZ,X000959.SZ,X600299.SH,X000709.SZ,X000792.SZ,X601158.SH,X002466.SZ,X600583.SH,X600339.SH,X000408.SZ,X000723.SZ,X000630.SZ,X600098.SH,X000883.SZ,X600219.SH,X600352.SH,X000825.SZ,X002092.SZ,X000539.SZ,X600021.SH,X000983.SZ,X000027.SZ,X600623.SH,X601699.SH,X000060.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.326008176978732,0,0,0,0,0,0,0,0,0.0312134336488329,0,0,0,0,0,0,0,0,0.00437260717058255,0,0.0256825221370181,0,0,0.0522118052235055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0560548504176015,0,0,0,0,0,0.109279064307457,0,0,0,0,-0.00196213172489982,0,0,0,0,0,0
X600028.SH,0.809475381395864,0,0,0,0,0.160268261793007,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.0117469528059969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0801422439502834,-0.0073218422178559,0.055609645610694,0.0592671348864724,0.00773601382122873,0,0,0,0,-0.0270029757545742,0.0196819016420934,0,0.109037201635309,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.152332892739376,0,0.0440315123618137,-3.46944695195361e-18,0.0334948287003476,0.0487327429674457,0,0.0196932100123057,0,0,0,0,0,0,0,0,0,0.0924072885316529,0,0,0,0,0,0,0,0,0,0,0.0505413456126176,0,0,0,0,0.0782318286807073,0,0,0,0.0446006051565029,0,-0.12229671222819,0,0,0,-0.000101905572462865,0,0,0,0,0,0,0
X600019.SH,0,0,0.183769284471812,0,0,0,0,0,0,-0.0446341658769414,0,0,0,0.0759409586777355,0,0,0,0,0,0,0,0,0,0,0.167421685647627,0,0,0,0,0,0,0,0,0,0,0,-0.102944718593063,0,0,0,0,-0.0388374572491058,0,0.0582318475355984,0,0,-0.0965388246385703,0,0.0174010935754411,0.00692430687784101,-0.0675195048291976,0.0629439245513782,0,0,0,0,0,0
X600011.SH,0,0.0809070485203083,0,0,0,0,0,0,0,-0.021819670461744,0,0.205630442501252,0,0.0120158472030851,0,0,0,0,0,0,0,0,0,0,-0.0414574528080983,0,0,-0.0494676383994712,0,0,0,0,0,0,0,-0.0783240936279514,-0.0132828170935013,0,0,0,0,0.0872463995745553,0,0,0,0,0,0,0,0.0620912929059779,-0.0228648904406961,0.0265973439087951,0,0,0,-0.0417606825963499,0,0
X600585.SH,0,0.228639476257881,0,0.0551142925058096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128732000555293,0,-1.73472347597681e-18,0.0657786551872487,0,0,0,0,0,-0.00484249083740736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.103606377889136,-0.208224756497488,-0.0650247561880804,0.0594867820869859,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0.0553659114293778,0,0,0,0,0,0.0644158760467561,0,0,0,0,0,0,0,0.163148874385919,0,0,0,0,0,0,0,0,0,0,-0.0384164113135378,0,0,0,0,0.0722449935279113,-0.00232634256041845,0,0,0.0535565066962504,0.074593855907146,0.0965902913280506,6.93889390390723e-18,0,0,-0.0215926885539138,6.62371806644275e-05,0,0,0,0,0,0
X601898.SH,0,0,0.044171470853546,0,0,0,0,0,0,0,0,0,0.029579741504295,0,0.179674779699705,0,0,0,0,0,0,0,0,0,0,0.00975025630241605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0433394878584388,0.0105634289930239,0,0,0.367746046861241,0,0,0,0,-0.0284177515634592,-0.0237689724593767,0,0,0,0,0,0,0
X600688.SH,0,0.264464250329751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033748218966138,-0.00142666696037827,0,0,0,0,0.0841899281739092,0.10439752724436,0,0.111731490168366,0.0401956474318432,0,0,0,0,0,0,0,0,0.0969683416004418,0,0.0643419397657862,0,0,-4.33680868994202e-19,0,0.0527336437634674,0,0.00318053218695913,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,-0.0852590091812476,0,-0.0936187451976179,0,0,0,0,0,0,1.02187056799657,0,0,0,0,0,0,0,0,0,0,0,0.0096380952135125,0.0692350168743237,0,0,0,0,0.193485524628302,0,0,-0.0103384282849096,0,0,0,0,-0.00908347422678278,-0.0183267218384146,0.00147636978697863,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0.0179572437530569,0,0,0.230969438209643,0,0,0,0,0,0,0,0,0,0,0,0,0.0300475040303676,0,0,0,0,0,0,-0.0672320107217802,0,0,0.248714909902169,0,0,0,0,0.0580621932811361,0.00243907346403181,0,0,0,0,0,0,0.165058765609849,-0.0907921708573845,-0.0116909908492768,0,0,0,0,0,0,0
X600795.SH,0,0,0,-0.187989031616479,0,0.063554989368389,0,0,0,0,0.0945549899912482,0,0.107716899185722,0.0186616246916062,0,0,-0.0269880249856716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0707993133029182,0,0,0,-0.0143438866487108,0.0172028717728669,0.167304780997464,0,0,0,0,0
X600362.SH,0,0,0,-0.100891289796696,0,0,0,0,0,0,0.191249397838893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0985842842187126,0,0,0,0,0,0,-0.194296392952314,0,0,0.459309482883774,0,0,0,0,0.0991691814431419,0,0,-0.133175169105242,0,0,0.171631283749743,0.0709728890692968,0.0304498822324602,0,0.0114890797837622,-0.0351562693536855,0.0763452826097312,0,0,0,0,0
X300072.SZ,0,0,-0.0551950988417295,0,0,0,0,0,0,-0.00397264682929376,-0.162896213731233,0,0.232686362441395,0,0,0,0,0,0,0,0,0,0,-0.0512379274463594,0,0,0,-0.0205801596279912,0.191975420447808,0.220618959229831,0,0,0,0,0.0965020909188993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134045072258852,0,0.00566221226047011,0,0,0,0,0,0
