,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601898.SH,X600795.SH,X601600.SH,X600688.SH,X601991.SH,X600027.SH,X600886.SH,X600157.SH,X600111.SH,X600362.SH,X600188.SH,X601158.SH,X600299.SH,X600583.SH,X601992.SH,X000027.SZ,X600309.SH,X000539.SZ,X000630.SZ,X000792.SZ,X000709.SZ,X600352.SH,X000898.SZ,X600021.SH,X600660.SH,X000883.SZ,X002466.SZ,X002470.SZ,X600623.SH,X600098.SH,X601918.SH,X600489.SH,X000060.SZ,X600307.SH,X600547.SH,X600863.SH,X300072.SZ,X000629.SZ,X600022.SH,X600578.SH,X600808.SH,X002004.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.502524862091074,0,0,0,0,0,0.12379158900033,0,0,0,0,0,0,0,0,0,0,0,0,0.00814710418876082,0,0,0,0,0,0,0.0628216487456744,0,0,0,0,0,0,0,6.93889390390723e-18,0,0.0276397926411475,0,0,0,0,0,0,0,0,0,0,0,0,-0.0186713701517805,0.0211848722038513,0,0.127171387723065,0,0,0,0
X600028.SH,0,0,0.13504592559401,0,0,0,0,0.108697796077763,0,0,0,0,0,0,0.0884968311432916,0,0,0,0,0,0.10582662202457,0,0,0,0,0,0,0,0,0,0,0,0,0.125684724295384,0,0,0,0,0,0,0,0,0,0,0.116023956270838,0,0.0203069036443056,0,0,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0.195728444874983,0.0268739711247666,0,0,0,0,0.470546891797729,0.0513679927495031,0,0,0,0,0,0,0,0.0943814879295111,0,0,0,0,0,0,0,0,0,0,0,0,0.0666460637000281,0,0,-0.070397720850411,0,0,0,0,0,0,0,0,0,0,0,-0.0296340740349809,0,-0.0195196331526303,0,0,0,0,0,0,0
X600011.SH,0,0,0.0394419781875985,0,0,0,0,0,0,0,0,0.393375627220862,0.0911671480247591,0,0,0,0,0,0,-0.0053521898231857,0,0.255752236981331,0,0,0,0,0,0,0,0,0,0,0.0932252093457568,1.0842021724855e-19,0.076587369810662,0,0,-0.0637128379379701,0,0,0,0,0,-2.71050543121376e-20,0,0,0,0,0,0,-0.00448526697403677,0.00285442003301978,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137379575118916,0,0,0,0,0.148264879743751,0,0,0,0,0,0,0,0,0,0.175795121135114,0.0141979934510851,0,0,0,0,0,0.127312358973816,0,0.0373783108635766,0,0,0,0,0,0,0,0,-0.0432086932343763,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0.0846002798538405,0,0.324630257142839,0,0,0,1.38777878078145e-17,0,0,0,0,0.0452447373304858,0,0,0,0,0,0,0,0,0,0.0414214217662286,0,0.0609354960342475,0.0530019014621586,0,0.038981676730672,0,0,0,0,0.120156990056323,0,0,0,0,0.0237231475678121,0,0,0,0,-0.020174239766726,0,0,0,0,0,0,0
X600585.SH,0,0,0.362135807600584,0,0,0,0,0,0,0,0,0,0,0.0119804711127225,0,0,0,0,0,0,0,0,0.064230408267695,0.230995900463165,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0.0313662583056371,0,-0.0321734952031905,0,0,0,0,0,0,0
X601898.SH,0.154803022573287,0,0,0,0,0,0,0,0,0.236538473275836,0.0176285822068231,0,0,0,0.103241384274781,0,0,0,0.021064599886941,0,0,0,0.111627252041656,0,0,0,0,0,0,0,0.135683157939461,0,0,0.0436934082757965,0,0,0,0.204352314663719,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,-0.0293726662595835,0,0,0,0,0,0,0
X600795.SH,0,0,0.0680055531700153,0,0,0,0,0,0,0,0.00410341891285926,0.104271858824414,0.320416195237727,0,0.0204223394617443,0,0,0,0,0,0.0301278509981238,0,0.000722731120604918,0,0.136595147951721,0,0,0,0,0,0,0,0.0176697363217722,0.0345361436909,0,-1.73472347597681e-18,0,0.0765175102632181,0,0,0,0,0,0,0,0,0,0,0.0178225509716846,0,-0.0202031684050827,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.146702738856435,0,0,0,0,0,0,0.24224784837333,0,0,0,0.114318313766414,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0519727569012282,0,0.0261001631265346,0,0,0.0885633970428334,0,0,0,0.111984533742347,0.0693681529146168,0,0,0,0,-0.00931428556136752,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.335122042861093,0,0,0,0,0.0783538148575346,0,0.153022623978399,0,0,0,0,0,0,0,0,0.115549929182474,0,0,0.0404957157449647,0,0,0.0655101016894296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601991.SH,0,0,0.194964741946498,0,0,0,0,0,0,0,0.084132360012001,0,0,0,0,0,0,0.0869817270618961,0,0,0,0.0809932229542055,0,0,0,0,0.063474284395582,0,0,0,0,0,0.216006259572598,3.46944695195361e-18,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,-0.0315682824242613,0,0,0,0,0,0,0
X600027.SH,0,0,0,0.209931654620996,0,0,0,0,0,0,0.171447684984336,0,0,0,0,0,0,0,0,0,0,0.0304912826621199,0,0,0,0,0,0,0,0,0,0,0.2018865747033,0.0215867643424117,0,0,0,0,0,0,0,0,0.220394650987381,0,0,0,0,0,0,0,-0.0132353716649007,0.00492755292197086,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0.23955303989532,0,0,0,0,0,0,0,0,0,0.158390616180938,0,0,0,0,-0.492556967557516,-0.0705993307861121,1.24252203673591,0,0,0.153668420693247,-0.0854619892479089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.658993380123842,0,0,0,0,0.0707117098741722,0,0,-0.0800019696884715,-0.0983208409739181,0,0,0,0,0
X600157.SH,0,0,0,0,0,0,0,0.0753248894983445,0,0.532720029357445,0,0,0,0,0,0,0,0,0.062671755593518,0.0489275596468773,0,0,0.0164868330961684,0,0,0,0,0,0,0,0,0,0,0.0744088010131964,0,0,0,0,0,0,0.000383145411851603,0,0,0,0,0.148795907314604,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0.246769081897335,0,0,0,0,0,0,0,0,0,0.00847226176304441,0,0,0,0.0810986604290674,0.146183873777147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0.158035850572729,0,0.139150554719526,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,-0.00934737209274114,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0.203204708507243,0.0424546909809349,0,0,0,0,0.0487638005292334,0,0.0262362111463999,0.0512353605753575,0,0,0,0.02087964367297,0,0,0,0.124628116390105,0,0,0,0,0,0,0.0692476596749393,0,0,0,0,0,0.196812827014757,0,0.00676096869215661,0,0,0,0,0,0,0,0,-0.0159901587565563,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0.234599270069167,0,0,0,0,0,0.113037158236611,0,0,0,0.0318614561561626,0,0,0,0,0,0,0.010665829203708,0,0,0,0,0,0,0,0.138443968074051,0,0,0.0521355659819873,0,0,-6.93889390390723e-18,0.187183676012545,0,0,0,0,0,0,0.0444019174115788,0,0,0,0,0,0,-0.00544027225735335,0,0,0,0,0,0,0
X601158.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111610898387225,0,0,0,0,0.046387527170249,0,0,0.27724053264463,0,0,0,-0.0329320807037669,0,0,0,0,0,0,0,0,0,0,0.0779091332929777,0,0,0,0,0,0,0,0,0.270016209732398,0,0,0,0.0191983011882415,0.0180195825216642,0,0,0,0,0,0
X600299.SH,0,0,0,0,0,0,0,0,0,0,0.000529249705226833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.060187074281779,0,0.136916190387437,0,0,0.0505456951725112,0,0,0,0,0,0,0.355265298928273,0.112493793520993,0,0,0.00112148714634589,0,0,0,0,0,0
X600583.SH,0,0,0,0,0,0,0,0,0,0,0.240996570867353,0,0,0,0,0,0,0,0,0.0594717077587072,0,0.0732614356616312,0,0,0.0486526564809073,0,0,0,0,0,0,0,0,0.0436736971302945,0.0163668521374207,0.0750624763344659,0,0,0,0.121763070344672,0,0,0,0,0,0,0,0,0.0711547387896722,0,0,0.0189440428993766,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.122260926438385,0,0,0,0,0,0,0,0.0529449484909858,0,0.0219972676338525,0,0,0,0,0,0,0.54197552967075,0,0,0,0,0.278872145354831,0,0,0,0,0,0,0,0.0325761751966967,0,0,0,0,0,0,0,-0.0390520167912594,0,0,0,0,0,0,0
X000027.SZ,0,0,0,0,0,0,0,0.363470212490094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.241876455347401,0,0.0741581316856564,0.0796630497996857,0,0,0,0.0581322510988222,0,0,0,0,0,0,0,0,0.196107306405284,0,0,0,-0.0108142814709363,0.0715911031529274,0.0366367077877716,0,0,0,0,0
X600309.SH,0,0,0.0511422877328412,0.0663435932236416,0,0,0.0568331277506217,0,0,0,0,0,0.103199656348709,0,0.104933338576965,0,0,0,0.00317401158118544,0.134697177182836,0,0.234640805252549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0133448771391561,3.46944695195361e-18,0,0.0418493218063295,0,0,0,0,0,0,0,-0.00462228144561143,0,0,0,0,0,0,0
