,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600019.SH,X600585.SH,X600011.SH,X002460.SZ,X002466.SZ,X000792.SZ,X600547.SH,X601898.SH,X601600.SH,X600111.SH,X000708.SZ,X600660.SH,X600010.SH,X000301.SZ,X600886.SH,X002271.SZ,X000877.SZ,X600362.SH,X600426.SH,X600795.SH,X600803.SH,X600176.SH,X601699.SH,X600027.SH,X601991.SH,X600489.SH,X000983.SZ,X000807.SZ,X600160.SH,X600995.SH,X000786.SZ,X000933.SZ,X002080.SZ,X000629.SZ,X600219.SH,X300037.SZ,X000932.SZ,X000723.SZ,X600688.SH,X600378.SH,X000408.SZ,X600096.SH,X000630.SZ,X600352.SH,X000831.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.240163338516751,0,0,0,0,0,-0.0959789586091159,0,0,0,0,0,0.0703193761160689,0,0,0,0,0,0,0,0,0,0,0,0.00311602971541452,0.0248702760872403,0.0300076492027177,0,0,0,0,0,0,0,0.0609353815888052,0.103631857877156,0,0,0,0,0,0,0.121126520465203,0,0,-0.00383201093371015,0,0,0,0,0.0323670124908738,-0.0196667509243759,0,0,0,0,0,0
X600028.SH,0.355324436960453,0,0.169267733853188,0,-0.0622877060712975,0,0,0,0,0,0,0,0.12512188358377,0.013326512224168,0,0,0,0,0,0,0,0,0,0.0818215230184442,0,0,0,0.0124939145281868,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15395304141191,0,0,0,0,0,0,0.146103770707702,0,0,0.0322445371745503,-0.0492804592324987,0,0,0,0,0,0
X601088.SH,0,0.0652081108066764,0,0,0,0,0,0.0730229632582381,0,0,0,0,0.0431917108466889,0.0741223963049608,0,0,-0.0289525381960975,0,0,0,0.049052377206976,0,0,0,0,0,0,0.113826846779015,0,0.0361642364373032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100088099176591,0,0,0,0,0,0,0,0,0,0,0
X600309.SH,0.0148935609070697,0,0,0,0.0800620131144553,0,0,-0.033417016318555,0,0,0,-0.0665781188924913,0,0,0,0,0,0,0,0,0,0,0,0.30838102214184,0,0,0,0,0,0.132386568189839,0,0,0,0,0,0,0.0777059610116938,0.0498328206620981,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0193087580097895,0.0437495730608186,0,0,0,0,0,0
X600188.SH,0,0,0.193613588787847,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.354524641302271,0,0,0,0.153942528277236,0,0,0,0,0,0,0.179254855458969,0,0,0,0,0,0,0,0.0187705704612167,0.273750854807978,-0.0065373679873419,0,0,0,0,0,0,0,-0.0290335454332918,0,0,0,0,0,-0.058245831733631,0.0464711835463386,0,0,0,0,0,0
X600019.SH,0.249047217796862,0.118084637736813,0,0,0.0947021335253848,0,0,0,0,0,0,0,0.0249170740183189,0.0948599232964202,0,0.02572951546169,0,0,0.0622100064647411,0,0,0.339527958874129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0667993845482534,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0157445920814439,-0.0140642153184774,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011343755503731,0,0,0,0.0566865623436414,0.319923534493546,0,0,0,0,0.0509471139656464,0.0233074251832707,0.0132080843978363,0,0,0,0,0,0,0,0.0849875483730558,0,0.0522813921449833,0,0.0370309489230883,0,0,0,0,0,0,0,0.0286045225476015,0,0,0.0150927595390974,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0514674847346816,0,-0.0299506645209639,0,0,-0.240068626645378,0,0.410887119984086,0,0,-0.108683881151126,0,0,-0.0206599646427794,0,0,0,-0.0278928627567921,0,0,0,0,0,0.111549516107659,0,0,0,0,0,0,0.000932001544367076,0.000627439179715602,0,0,0,0,0,0
X002460.SZ,-0.0363940245906281,-0.0262620644873359,0,0,0,0,0,0,0,0.712497933213754,0,-0.0316181670860658,0,0,0,0,0.0143070312482976,0,0,0,0,0,0,0,0,0,0,0,-0.00873591582066984,0,0,0,0.116130716983054,-0.0139861103610972,0,-0.113541152527724,0,0,0,0,0,-0.0354970997313448,0,0,0,0.0634152365193812,0,0.0249176749980494,0,0,0,-0.0089907090814401,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0.544480971673727,0,0,0,0,0.0424201240394296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045976358013008,0.0266503815055024,0,0.0119696843134276,0,0,0,0.0281392274235042,0,0,0,0,0,0,-0.0278100368717206,0.0210563600820129,0,0,0,0,0,0
X000792.SZ,0,-0.0233023824761266,0,0,0,0,0,0,0.202938604359042,0,0,0,-0.0542659865659194,0,0.0110976534889298,0,0,0,0,0,0.0716053976983231,0,0,0,0,-0.00318131744217137,0,0,0,0.153723080952449,-0.0498411438463428,0,0,0.06859901901488,0,0,-0.0397507412639043,0,0,0,0.0799998369040624,0,0,0,0,0,0,0,0,0,0,0.00817659796814906,-1.0842021724855e-19,0,0,0,0,0,0
X600547.SH,0,-0.0174501081974867,0,0,0,0,0.0862181901813159,0.0691630921838838,0,0,0,0,0,0,0,0,0,0,0,0,0.0720211376748165,0,0,0,0,-0.165951708023473,0,0,0,0,0.63624241408083,0,0,0.0343716147218482,0,0,0,0,0,0,0.0716739045498568,0,0,0,0,0,0,0,0,0,0,-0.0324539501709553,0,0,0,0,0,0,0
X601898.SH,0,0.331029229074123,0,0,0.159791538301178,0.0105201180317359,0,0,0,0,0,0.0376003285208468,0,0.0492566508733708,0,0,0,0,0,0,0,0,0,0.120988581444639,0,0,0,0,0,0,0,0,0,0,0,0.0293564482405259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0480285389924946,-0.0642236214270046,0,0,0,0,0,0
X601600.SH,0,0,0,0,-0.112699397399888,0.137014171805056,0,0,0,0,0,0.107174251244124,0,0,0,0,0,0,0,0,0,0,0.412396890652165,0,0,0,0.153873765428347,0,0,0,0,0,0.251561285284936,0.0811447840417504,0,0.211217607837243,0,0,0,0,0,0,0,0,0,0,0.0399067347241564,0.0755964322033931,0,0,0,0.0316629214414232,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0.0321524712176277,0.0223770516580099,0,0,0,0,0,0,0,0,0,0,0.0421086568846012,0,0,0,0.062491588623177,0.0155268461786746,0.00782265239896811,-2.16840434497101e-19,0,0,0,0,-5.42101086242752e-20,0,0,0.0962879203208943,0,0.117865115564812,0,0.0599340500953036,0,0,0,0.00998820241860249,0,0,0,0,0.415177787867205,0,0,-0.04491587684312,0,0,0,0,0,0
X000708.SZ,-0.0357515982747515,0,0,0,0,0.0754431117244482,0.00706897242563724,0,0,0,0,0,0,0,0,0,0,0,0.00430534429570672,0,0.0253012771644627,0,0,0,0,-0.00351799233750768,0,-2.71050543121376e-20,0,0,-0.0110807030066293,0,0,0,0,0,0,0,0,0,-0.134521613764146,0,0,0,0.00359950062928433,0,0.0759983403905906,0,0.0868757894167648,0.14495185285279,0,0.0234299140474647,-0.0271834190223174,-0.184122680604644,0,0,0,0,0
X600660.SH,0,0.0224627609711979,0,0,0,0,0,0,0.0765085223503305,0,0,0,0,0,0,0.0844180114046201,0,0,6.93889390390723e-18,0,1.73472347597681e-18,0,0.102194756218323,0,0,0,0,0,0,0,-0.0684355088890954,0,0.0249453230806095,0.0590178976482133,0,0,0.0139183876186792,0.176877506403213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0245344478488246,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0.0325096076687656,0,0,0.00744088122153644,0,4.33680868994202e-19,0.146097501558676,0,0.0170864658561139,0,0,0,0.108569299034135,0,0,0,0,0,0,0,0,0,0,0,0,0.0249457895953371,0,0,0.0500145499858536,0.0104799744712636,0,0,0,0,0,0,0,0,0,0.0939555026899752,0,0,0,0,-0.0119061464050445,0,0,0,0,0,0
X000301.SZ,0,0,0,0,0,0,0,0,0,0.0226825901658679,0,0,0,0.0944593453082694,0,0,0,0,0,0,0.0292142426733903,0,0,0,0,0.0357322078690368,0,0,0,0,0,0,0,0,0,0.0129796524919486,0.0613224139493787,0.0717338204463195,0.0325078991182567,0,0,0,0,0.0547834950996085,0,0,0.292697223157161,0,0,0,0,0.0277339353927492,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0.0810156466560464,0,0,0.0349874164209853,0,0,0,0,0,0,0,0,-0.200488511674497,0,0,0,0,0,0,0,0,0.0671110412075426,0,-0.0609509777968951,0,0,-0.036365020195525,0,0,0,0.0814290182357291,0.017028013491265,0.0105655065687834,0,0,0,0,0,-0.014156395056459,0,0,0,0,0,0.0158980682030575,-0.00233908552873215,0,-0.0181864233709558,0.0280374084192309,0,0,0,0,0,0
X002271.SZ,0.0347551538682953,0,0,0,0.0181582863552567,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0.110149695115974,0.0014578549575709,0,0,0,0.170721653626053,0,0,0,0.0965227026865928,0,0.218976336249212,0,0,0.162336609876466,0,0,0,-0.038665586334817,0,0,0,0,0.101833941219259,0,0.0204881538292454,0.00327349970802198,0,0,0,0,0,0
