,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X601898.SH,X600019.SH,X600188.SH,X600660.SH,X600585.SH,X601600.SH,X600886.SH,X600011.SH,X600547.SH,X000792.SZ,X600010.SH,X600795.SH,X600111.SH,X002460.SZ,X600362.SH,X000301.SZ,X600489.SH,X600160.SH,X002466.SZ,X000708.SZ,X600803.SH,X600027.SH,X601991.SH,X000807.SZ,X600426.SH,X000786.SZ,X600176.SH,X000877.SZ,X600219.SH,X000983.SZ,X002128.SZ,X601699.SH,X000630.SZ,X600157.SH,X000408.SZ,X600985.SH,X601168.SH,X600096.SH,X000933.SZ,X002353.SZ,X600378.SH,X002271.SZ,X600352.SH,X600688.SH,X600995.SH,X000831.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.0353877439955612,0,0.080747652919133,0,0,0,0,0,0,0,0,0,0.126632588522516,0,0,0,0.350369494125019,0,0.224519941396105,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00633514298432412,0,0,0,-0.057045170319039,0,0
X601088.SH,0,0,0,0,0.484687191575226,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,-0.0235302682833097,0,0,0,0,0,0,0,0,0,0,0,0.00142384840388917,0,0,0,0,0,0.126570241287992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0122013018890053,0,0,0,0,0,0,-0.0279289448411234,0,0
X600028.SH,0.0196551933757764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0140112785751822,0.0084094482474391,0,0,0,0,0,0,0,0,0,0,0.0568693063989481,-0.00669586014211371,0.386556775095614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0491806934794399,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.096799628992463,0,0.147796087802656,0,0,0,0.00228100784432105,0.116814588600992,0,0,0,0,0,0.0185662057115824,0.0583131081318168,0,0,0,1.73472347597681e-18,0.293808338353817,0,0,0,0,0,0,0,0,0,0,0,0,0.0821006209806604,0,0,0,0,0,0,0,0,0
X601898.SH,0,0.198252126741031,0,0,0,0.243185722961865,0,0,0.0439060285636962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192663235666097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0672860748954201,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0493759690818888,0,-0.0197020918049271,0,0
X600019.SH,0.134319453342858,0,0,0,0,0,0,0,0,0.240821105593289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12985822370455,0,0,0,0,0,0,0.113068256245822,0,0,0,0,0,0.0957471674152376,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,-0.00962420470844902,0,0,0,0,-0.00945136378669827,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0229958132039001,0,0,0,0,0,0,0,0,0.302710358333216,0,0,0,0,0,0,0,0,0.15503783873958,0.27875471912061,0,0,0,0,0,0,0,0,0.174787813215221,0,0,0,0,0,0,0,0,0.0580113659371639,0,0,-0.0709675091995009,0,0
X600660.SH,0.143756449885681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0187069639045076,0.0131051638705612,0,0,0,0.0529082181130798,0.328567451792797,0,0,0,0,0,0.144627558853007,-0.0381865027588412,0,0,0,0,0,-0.079483871301127,0,0,0,0.0609426967617611,0,0,0,-0.445423502882243,0.0763075536280153,0,0,0,0,0,0,0,-0.0876243660714566,0,0,0,0,-0.00506452007052763,0,0
X600585.SH,0,0,0,0,0.165978367674775,0,0.0947096300543386,0,0,0,0,0,0,0.0243188414267379,0,0,0,4.33680868994202e-19,0,0,0,0,0.040869109312864,0,0,0,0,0,0,0.0121854348311155,0,0.290671937412427,0,0,0,0.0627782970509136,0,0,0,0,0,0,0,0,0,0,0,0,0.0362237666230105,0,0,0,0,0,0,0,-0.0341299272633624,0,0
X601600.SH,0,0,0,0,0,0.445483341212468,0,0,0,0,0,0,0,0,0,0,0,0,0.353911973846879,0,0,0,0,0,0,0,0,0.398702347622438,0,0,0,0,0.189132081162065,0,0,0.0241959519038401,0,0,0.00546981299640881,0,0,0,0,0,0,-0.237915972242533,0,0,0,0,0,-0.0373391085177627,0,0,0,0,-0.0209002569904567,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0.190299529657535,0,0,-0.121119845643925,0.361302407597825,0,0,0,0,0,0,-0.021828829037272,0,0,0,0,0,0,3.86019345434948e-05,0,0,0,0,0,0.0597079131779383,0,-0.0296905116383774,0,0,0,0,0.0845079605554602,0,0,-0.13276082809112,0,0,0,-0.0678031970981169,0,0,0,0,0,0,0.00412709239904338,0,0
X600011.SH,0,0,0,0,0,0.0104629845500768,0,0,0,0.0833196522398106,0.0563142760274381,0,0,0,0,0,0,0,0,0.0885566456656905,0,0,0,0,0,0.252560613865967,0.123544992785215,0,0,0,0,0,0,0,0,0,0,0.0679400625281246,0,0,0,0,0,0,0,0,0,0,0.0231277936556231,0,0,-0.0243477206511706,0,0.0518765743832252,0,0,-0.0123534943103161,0,0
X600547.SH,0,0,0,0,0,0,0.162084951949716,0,0,0.00985413494131757,0,0,0,0,0,0,0,0.0329350896306061,0,0,0.633614644583271,-0.0658292485971808,0,0,0,0,0,0,0,0,0,-0.0104894128430828,0,0,-0.0892206247166625,0,0,0,0,0,0,0,0,0.0226447771891074,0.0555701809920213,0,0,0,0,0,0,-0.0361716240941177,0,0,0,0,-0.0135261190705792,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0.0427260126207318,0,0,0,0,0,0.078142915479663,0,0.0900104198999239,0.202958964384347,0,0,0,0.0338467006232742,0.100214817370687,0,0,0,0,0,0,0.118640536548803,0,0,0,0,0,0,0,0.0260334736511981,0.0318385757048878,0,0,0,0,0,0.0518167490301953,0,0,0,0,0.0502866145044283,0,-0.073537406720401,0,0,0,0,0,0,0
X600010.SH,0.0940845771853112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.261550136896066,0,0,0.0539035003046378,0,0,0.0453627492134574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.290536541447408,0,0,0,0,0,0,0,0.0972683661047404,0,0,0,0,0,-0.035212467337595,0,0,0,0,0.0689969347926463,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0.3779490921752,0,0,0,0,0,0,-0.00624253805898018,0,0,0,0,6.93889390390723e-18,0,0.0920640112456987,0.39488756696224,0,0.0226438064670901,0,0,0,0,0,0,0,0,0,0,0,0.00194872475748567,0,0,0,0,0,0,0,0,0,0,0,-0.00253426901614932,-0.0325624691558419,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0.0442441409300771,0.0116926857453383,0,0,0,0,0.0459789752291047,0,0,0,0,0,0.0336700166632689,0,0.0334124660807723,0,0,0,0,0.127846569440548,0,0,0,0.0626745255910228,0,0,0,0,0,0.118667528049133,0,0,0,0,3.46944695195361e-18,0,0,8.67361737988404e-19,0,0,0,0.401852055953841,0,0,0,0,0,0,0,0,0
X002460.SZ,0,-0.0648072663075312,0,0,0,0,-0.0173797116505634,0,0,-0.0461452419415364,0,0,0,0.442476000868858,0,0,0,0,0,0,0,0,0.762745257690594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0598073776118983,0,0,0,0,-0.024146725493462,0,0.077364583329019,0,0,0,0,0,0,0,0,0,0.019398838173206,0,-0.0337372424592507,0,0
X600362.SH,0.0849527530409961,0.0379072717641479,0,0.128304172405013,0,0,0,0,0,0.20211386009105,0,0,0,0,0,0,0,0.0856813940686442,0,0,0,0,0,0.0581024309975373,0,0,0,0,0,0,0,0,0,0,0.0204558872841978,0,0.318127793092599,0,0,0,0.0077127563595178,0,0,0.0370281724873154,0,-0.0443488135706072,0,0,0,0,0,-0.0302935216537046,0,0,0,0,0.00597623698208547,0,0
X000301.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.328057487751148,0,0.0629328556921086,0.0717629782480799,0,0,0.296188950189123,0,0.0131061535845872,0,0,0,0,0.143173848077555,0,0,0.223817623680642,0,0,0,0,0,0,-0.539111389280327,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.255890104062809,0,0,0,0,0,0,0
X600489.SH,0,0,0,0,0,0,0,0.0589304007115211,0,0,0,0,0.781909700267719,0,0,0,0,0,0.078752446766295,0,0,0,0,0,0,0,0,0,0,0,0,0.0101577964754544,0,0,0,0,0.143378927590446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.064207531188569,0,0,0,0,0.00612073831665947,0,0
X600160.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.205793110692453,0,0,0,0,0,0.165948270670598,0,0,0,0,0,-0.0563135940045289,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0.0894681526527289,0.294777338227479,0,0,0.0646349709713053,0,0.28047177925487,0,0,0,0,0,0,0,0,0,0,0,-0.0325298958232711,0,0
X002466.SZ,0,0,0,0,0,0,0.169494670309405,0,0,0,0,0,0,0,0,0,0.12048586126615,0.716415116639026,0,0,-0.154260069797154,0,0,0,0,0,0,-0.0970552482847616,0,0,0.130020161726069,0,0,0,0,0,0,0,0,0,0,0,-0.0339738926211387,0,0,0,0,0,0.204509648385021,0,0,0,-0.166047336574941,0,0,0,0,0,0
X000708.SZ,0,0,0,0.219417881337419,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101953696384015,0,0,0,0,0,0,0,0.157570553924289,0,0,0.230522693760697,0,0,0,0,0.0568692011847447,0,0,0,0.0595845592040609,0,0,0,0,4.33680868994202e-19,0,0,0.0485197147062875,0,0,0,0.0502304420013925,0,-0.0531029421814685,0,0,0,0,-0.0137938706527031,0,0
X600803.SH,0.0744787278803563,0,0,0.598890636858136,0,0,0,0,0,0,0.00777527602061515,0,0,0,0,0,0,-0.00483108356311971,0,0,0,0,0,0.218841581571825,0,0,0,0.0585410292007115,0,0,0,0,0,0,0,0,0,-0.0442361768537389,0,0,-0.110893024520868,0,0,0.0517164694872916,0,0,0,0,0,0,0,0.0512771844684227,-0.112647431895803,0,-0.00953207040600717,0,-0.0830015672998416,0,0
X600027.SH,0,0,0,0,0,0,0.0834901979036113,0,0,0,0,0.0789990388666695,0.0300597212406233,0,0,0,0,0,0,0,0.0626700146843542,0,0,0,0,0,0,0,0,0,0,0,0.272671037504394,0,0,0,0,0.0313308975817373,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0118794990441229,0,0,0,0,-0.0143482288902183,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0.266664786673929,0,0,0,0,0,0,0,0,0,0,0,0.037036734129608,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026832362759682,0,0.15432306452518,0,0,0.0348087223809051,0,0,0,0,0,0.157071273587602,0,0,0,0,0,0,0,0,0,0
X000807.SZ,0,0,0,0,0,-0.063973941237777,0,0,0,0.259283243842513,0,0,0,0,0,0,0.0842863284790361,0,0,0,0,0,-0.0362066349895106,0,0,0,0,0,0,0,0,-0.0489369167250268,0.0714367581442482,0,0,0,0,-0.0448822647940948,0,0,0,0,0.546266269735939,0.0398939000218122,0,0,0,0,0,0,0,0,0,0,0,0,0.0149576815168571,0,0
X600426.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0114166657094059,0,0,0.0455289073874939,0,0.0761351747149191,0,0,0,0,0.128195878508295,0.179221413064672,0,0,0,0.0490472904548979,0.108697901274605,0,0,0,0,0,0,0.074994354773877,0.0436178050766784,0,0.180210393000792,0,0,0,0,0,-0.0306166546064735,0,0,0,0,-0.0229863274904975,0,0
X000786.SZ,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0.231454449829557,0,0,0,0,0,0,0,0,0,0,0.140907791361657,0,-0.08720121668812,0,0,0,0,0,0.11677602817839,0,0,0,0,0.0677389018583349,0,0,0,-0.0176262999044789,0,0,0,0,0.0936588592993762,-0.0972002446252163,0,0.0821978301964766,0,0,0,0,0,-0.0564325822292069,0,0,0,0,-0.00234019737839835,0,0
X600176.SH,0.0386924709377208,0,0,0,0,0.00706740601840261,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0562222644726301,0,0,0.126102106704311,0,0,0,0,0,0,0,0,0.0703869807959397,0,0.131196038746544,0,0,0.126931887018269,0.0311397476743195,0,0.0684491428869415,0,0,0,0.13033541822098,0,0,0,0,0,0,0,-0.0284073185961047,0,0,0,0,0,0,0
X000877.SZ,0,0,0,-0.170063987467365,0,0,-0.0905448237606189,0,0,0,0,0,0,0,0,0,0.262084294163639,0,0,0.158984673766464,0,0,-0.0457891007899427,0,0,0,0,0,0,0,0,0,0.0506021546450157,0,0.185086289224327,0,0,0,0,0,0,0,0,0,0,0.456487797853723,0,0,0,0,0,0,-0.0231367189870614,0,-0.229900693239751,0,0,0,0
X600219.SH,0,0,0,0,0,0,0,0,0,0.541341033146078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.195718199204082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0468659493990734,0,-0.028785938642323,0,0,0,0,-0.0166785804631522,0,0
