,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X002460.SZ,X600188.SH,X002466.SZ,X600585.SH,X000792.SZ,X600019.SH,X601898.SH,X600111.SH,X600010.SH,X002271.SZ,X600660.SH,X600011.SH,X000301.SZ,X000877.SZ,X000708.SZ,X600547.SH,X601600.SH,X600886.SH,X600176.SH,X600795.SH,X600362.SH,X600426.SH,X000786.SZ,X600096.SH,X600803.SH,X000723.SZ,X000983.SZ,X000408.SZ,X002080.SZ,X300073.SZ,X600141.SH,X601991.SH,X601699.SH,X600486.SH,X600219.SH,X002192.SZ,X300037.SZ,X002353.SZ,X600027.SH,X600801.SH,X000959.SZ,X002497.SZ,X600295.SH,X600157.SH,X000683.SZ,X600489.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0024830002118563,0,0,0,0.0794094853912532,0,0,0,0,0.0596296342415895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.120784905023054,0.111250906852372,0,0,0.0745717966104898,0,0,0,0,0,0,0.049398248278593,0,0,0,0.134608608249087,0,0,0,0.033748735653797,0.117165151795872,0,0,0,0,-0.0231571688230106,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0.268438458501086,0,0,0,0,0,0,0,0,-0.049302294424562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0032114330813981,0,0,0.118318260184422,0,0,-0.0503801246017872,0,0,0,0,0,0,0,0,0,0,0,-0.00527136501348463,0,0,0,0,0,0,0
X600028.SH,0,0,0,0.00929474168874585,0,0,0,0,0.00481562493887503,0,0,0,0,0,0,0,0,0,0,0,0.165873015274338,0,0,0.0103932238592208,0,0.0188840310157499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0664914630576236,0,0,0,0,0.0369807009338799,0,1.0842021724855e-19,0,0,-0.0209483853853834,0,0,0,0,0,0,0
X600309.SH,0,0.0702786723995307,0,0,0,0,0,0,-0.052257395463116,0,0.0865423613415448,0,0,0,0,0.0184865319866695,-0.0178107014669451,0.193852315191377,0,0,0,0,0,0.0527653585110909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029921127026316,0,0.0997064471612259,0,0,0,0,0.111462869695075,0,0,0,0,0.0133687466765435,0,0,0,0,-0.016706786928864,0,0
X002460.SZ,0,0,0,0,0,0,0.335004695124701,0,0,0,0,0.102575733052777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.205664659352638,0.151463336077552,0,0,0,0,0,0.0383709609127318,-0.0558115248717112,0,0,0,0,0,0
X600188.SH,0,0.380347444605524,0,0,0,0,0,0,0.0540491505356784,0,0,0,0,0,0,-0.261595895408984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3501205449922,-0.0385255264962107,0,0,0,0.00116944141040789,0,0,0,0,0.0887949537795035,0,3.46944695195361e-18,0,0,0.0425730513082973,-0.0518613548162093,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0.616091214273365,-0.0850873402754132,0,0,0,0,0,0,0,0,0,0,0.0206660735492031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00861467955771104,0,0.0491915922939434,0,0,0.0676403142753306,0.0271753752406485,0,0,0,0,0.174596986231222,0,0,0,0,0,0.00827591715311859,0,0,0,0,-0.0212183197008938,0,0
X600585.SH,0,0,0,0.0341120417947505,0,0,0,0,-0.0491022352926216,0,0,0,-0.00349610305813275,0.128854016890051,0,0,0,0,0,0.178376217363678,0,0,0,0,0,0,0,0,0.021595040964866,0,0,0,0,-0.0380486259755874,0,0,0,0,0,-0.018849572729587,0,0,0,0.384750165011721,0.00237335519627582,0,0,0,0,0,0,0,0,0,0,0,1.35525271560688e-20,0,0
X000792.SZ,0,0,0,0,0.0104686866286251,0.0999434151477123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0309094748706792,0.180345180776341,0,0,-0.104154833779265,0.223903674233212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0.0670528170868642,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0.0663986058515617,-0.0620159578300683,0,0,0,0,0,0,0.065934414927903,0,0,0,0,0,0,0,0,0,0,0,0.0567068419532823,0,0,0,0.109500570830549,0,0,0,0,0,0,0,-0.021894431595626,0,0,0,0.0253952272007296,0,0,0.248302785992733,0,0.0699308542993066,0.0615205019371843,0,0,0,0,0,0,0,0,0,0,0
X601898.SH,0,0.211186441019113,0,0.142111235564678,0,0.0749610629584096,0,0,0,0,0,0,0,0,0,-0.0885652265058812,0,0,0,0,0,0,0,0,0,0,0,0.124177859902903,0.066544366816572,0,0.280427162277122,0,0,0,0.0082622259926778,0,0,0,0,0,0,0,0,0,0,0,0.0533488057725803,0,0,0,0,0,-0.0174694413507991,0,0,0,0.0181260124070708,0,0
X600111.SH,0,-0.0321173810777648,0,0,0.00528682910928882,0,2.77555756156289e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0797420866309493,0,0,0,0,0,0,0,0,0.109280395553445,0,0,0.0900865446125088,0.0671846904386234,0,0,0,0,0,0,0.250989508281039,0,0,0,0,0.379250225375759,0,0,0,0,0,0.0494202503076031,0.0947771067214024,0,0,0,0.198768316641626,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0.151234001602667,0,0.454562262656471,0,0,0,-0.0158935248157917,0,0,0,0,0,0,0,0,0,0.0179216556564073,0,0,0,0.115189951048072,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0.0386805201877616,0,0,0.0129720760149444,0,0,0.00564745710939535,0,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,0.224663732362825,0,0,0,-0.0529632943673886,0,0,0.149559689402714,0,0,0,0.0118564739425689,0,0,0,0,0,0,0,0.668989493457337,0,0,0,0,0,0,0,0,0.0917219430592659,0,0,0,-0.0365977258610931,0,0,0,0.0383315334130395,0,0,0,0,0,0,0,0.0294291760973342,0.0254855461672122,0,0,0,0,0,0
X600660.SH,0,0,0,0,0.0571993512176163,0,0.0442899710285343,0,0,0,0,0,0,0.2737490466926,0,0,0,0,0,0,0,0,0,0.206365788634755,0,0,0,0,0.0592999467290826,0,-1.73472347597681e-18,0,0,0.0621985812727749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0433747860579638,0,0,-0.0215620522025647,-0.154494791473832,0,0,0,0.0102114950820413,0,0
X600011.SH,-0.847311091815978,0,0,0,0,0,0,0,0.145858839413364,0,0,0,0,0.208225732322177,0.0771542104720594,0,-0.00991850906497367,0,0,-0.0606880116934198,0.293468783013226,0,0,0,0,0,0,-0.16322364970099,0,0,0,0,0,0.0521051329579636,-0.0266848332773287,0,0,0,0,0,0.222063520600442,0,0.798145590982054,0,0,0,0,0,0,0,0,-0.0180454794128927,0.129810008040518,0,0,0,0,0,0
X000301.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037012269540505,0,0,0,0,0,0,0.0488509411476169,0,0.371528819955381,0,0,0,0,0,0,0.00810232421221286,0,0,0.107130265017453,0.212719242409397,0,0,0,0,0.0335201999389558,0.0403900481364693,0,0,0,0,0,0.0252458925921451,0,0,0,0,0,0
X000877.SZ,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0.0206513858277237,0,0.0847100257318211,0,0.0560152464833494,0,0,0,0,0,0,0,0,0,0,0.0170263590343528,0.124054142362323,0,0,0,0,0.010880948240469,0,0,0,0,0,0.00647460868783266,0,0,0.0154315038920559,0,0,0.0164334914308559,0,0,0,0,0,0,0.0159427542520927,0,0,0,0,0,0,0
