,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X601600.SH,X600547.SH,X601898.SH,X601991.SH,X600660.SH,X600688.SH,X600362.SH,X600886.SH,X600795.SH,X600188.SH,X600027.SH,X601992.SH,X002466.SZ,X000898.SZ,X600111.SH,X600516.SH,X600176.SH,X000709.SZ,X002460.SZ,X600352.SH,X600219.SH,X000629.SZ,X000786.SZ,X600157.SH,X600299.SH,X600808.SH,X600489.SH,X000825.SZ,X601158.SH,X600801.SH,X000630.SZ,X002271.SZ,X000553.SZ,X000883.SZ,X002110.SZ,X300072.SZ,X600985.SH,X600583.SH,X000027.SZ,X002075.SZ,X600339.SH,X002470.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.25229209991838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0117398545569474,0,0,0,0.0457298427197519,0,0,0,0,-0.0134423463645216,0,0.0106141046634271,0,0,0,0,0,0,0,0,0,0,0,0,0.118131147612136,0.0412588791341866,0,0.0121678468809132,0,0,0,0.00510014582265366,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,-0.122860829270282,0,0,0.0798619953055776,0,0,0.188460827502912,0,0,0,0,0,0,0,0.0555178556035951,0,0,0,0,0,0,0,0,0,0,-0.0268752855811903,0,0,0,0,0,0.0901368371101892,0,0.31427204916505,0,0,0,0,0.0310343541532856,0,0,0,0,0,0.0953805982452182,0.0416888759108527,0.0442427152457887,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0.198709605100627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0303194190705274,0,0,0,0,0,0,0.0398461631091548,0,0.018020747355828,0,0.153563197544414,0,0,0,0.0533757568646707,0,0,0,0,-0.0878327299232572,0,0,0,0,0.0844496087492535,0,0.0113893855511966,0.00714889224811904,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16577755624967,0,0,0.168278867126556,0,0,0,0.413718599674655,-0.017199770289048,0,0,0,0.0419756341332656,0,0,0,0,-0.0353087795548904,0,0,0,0,0,0,0,0,0.0181655243386152,0,0
X600019.SH,0,0,0,0,0,0.022892275720452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4832579042916,0,0.0216818110337657,0.0214579171273257,0,0,0,0,0.0092991151556441,0,0.00657410289174806,0,0,0,0,0,0,0,0,0,0,0.138257238231015,0,0,0,0,0,0,0,0,0.00626513203889239,0.0238485569654603,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142635873595988,0,0,0,0,0,0,0.0998318764705073,0,0,0,0,0,0.470572057018821,0,0,0,0.263077317435772,0,0.017849565456286,0,0,0.169408553635435,0,0,0,0,-0.0879483796659488,0,0,0,-0.0150482257939128,0.0498297381751511,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.485335185523397,0,0.558691164794695,0,0,0,0,-0.193468424237978,0,0,0,0,0,0,0,0.0297772471017047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0397221447501954,0.0380133981719755,0,-0.00554634073504295,-6.93889390390723e-18,0,0,0,0,0,0
X600010.SH,0,0.0347762241423245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.116777541918328,0,0.187285192889794,0.0338449607073902,0,0,0,0,0.230841365452853,0,0,0,0,0,0.0173601174958269,0,0,0,0,0.141454240003696,0,0,0.0435953206666723,0,0,0,0.270108520683504,0,0.0694763581605021,0,0,0.0108725414028821,1.0842021724855e-19,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0.0462415629526601,0,0,0,0,0,0,0,0,0.00775869259747527,0,0,0,1.73472347597681e-18,0,0,0,0,0.0933716478062172,0,0.214258810113626,0,0.0229604396663952,0.00398085773358827,0,0,0,0,0,0,0,0,0,0.0542692994426188,0.0606890433480173,0,0.0837543245580623,0.0408361410551208,0,0,0,0.00763781419667588,0,0,0,-0.0159435552447859,-0.00909122684268959,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0.0119330338533314,-0.0156582642798566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0327086814154747,0,0,1.01473312783643,-0.036818135779034,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0969135889586059,-0.0400885823288959,-0.0140187731409609,0.0262070417690631,0,-0.043212691646641,0,-0.00638356923096277,0,0
X601898.SH,0,0,0,0,0,0,0.0115896005006159,0,0,0,0,0.0440384651403378,0,0,0,0,0,0,0,0,0,0,0.0753796310510174,0,0.174763382239869,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0321206020905513,0.0318887488084771,0,0,0,0.0320698259980527,0,0,0.0604401183672601,0,0,0,0,-0.0193178043508164,0.0435340681268634,0,0,0,0.0489146874389361,0,0
X601991.SH,0,0,0,0,0,0,0,0,0.0363754702593589,0,0,0,0,0,0,0,0.00335639908631468,0,0.0349546604767757,0,0,0,0.0181830144009172,0,0,0,0,0,0,0,0,-0.0141814882538485,0,0,0,0,0,0,0,0,0,0,0,0.0604477455665721,0,0,0,0.0375483687496623,0,0,0,0,0,0,0,0,-0.0139375608025617,0,0
X600660.SH,0,0.0542284628016356,0,0,0,0.0154631638330333,0,0.145641881946301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0318274269831243,0.0160873579994189,0,0,0.0496716672685512,0,0,0.0292406571438116,0,0,0,0,0,0,0.11321912355978,0,0.244727338846197,0,0,0,0.0333479516760771,0,0,0,0,0,0,0,0.00322953871581549,-0.0355281175161072,0,0,0,-0.0734963409900777,0,0
X600688.SH,0,0,0,0.143877931488863,0,0,0,0,0,0,0,0.00776461707506601,0,0,0,0,0,0,0.0885545716139616,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0.0152891047880487,-0.0199872080076357,0,0,0,0,0,0,0,0,0,0,0,-0.021021023583455,0,0.0363829737637638,0,-0.00630639476065918,0,0,0,0,0.0470488567080958,0,0,0,0.0345120830639672,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0188888927770395,0,0,0,0,0,0,0,0,0,0.260236130580907,0,0.0531142560311057,0,0,0,0,0,0,0.0462316557476667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01061807533043,0.138973711944047,0,-0.0318316937103605,-0.00110796127674902,0.0041009445142444,0,0,0,-0.0188570283977352,0,0
X600886.SH,0,0,0.0690232007613665,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101549185202595,0,0.0743199254496286,0,0,0,0,0,0,0,0,0.297399113660753,0,0,0,0,-0.0725371291555911,0,0,0,0,0,0,0,-0.0409181674485931,0,0,0,0,0,0,0.0599025725173714,0.13275405258234,0,0,0.014134623412083,-0.0276438670876474,0,0,0,-0.0993033528747136,0,0
X600795.SH,0,0,0,0,0,0,0.347513003994612,0,0,0,0,0,0,0,0,0.0419771251113425,0,0,0,0,0,0,0,0,0,0,0.00949975431807427,0,0,0,0,0.0125188598023482,0,0,0,0,0,0,0,0,0,0,0,0,-0.0523376089571906,0.139729357426224,0,0,0,0,0.0156898702014706,0.0124853041890999,0.0405150970925151,0,0,0,0,0.00245284114130706,0
X600188.SH,0,0,0,0,0,0.0493194600904144,0,0,0,0,0,0,0,0,0.07477168830892,0,0,0,0,0.00971767391623232,0.0759462004766869,0,0.0891849603815666,0,0.00201297292796402,0,0,0,0,0,0.108898936193635,0.00557734868782088,0,0,0,0,0,0,0,0,0,0,0.180115374187548,0.0257712671397207,0,0,0,0.0425339150842003,0,0,0,0.0025006166426471,-0.0158980374610413,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,-0.220927924498188,0.40352369912178,0,0,0.0556977978458776,0,0,0,0,0,0,0,0,0,0,0,0,0.175364048033785,0,0,0.0308414006843291,0,0,0,0,0,0.0223811249883195,0,0,0,0,0,0.477625078377259,0,0,0,0,0,-0.0153529280362283,-0.0802566582725418,0,0,0,0,-0.0439451263347376,0,0,-0.036709848757739,0,0,0,0,0,0
X601992.SH,0,0,0,0.363282169076087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0441674253798584,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0.0760924060311887,-0.115066788179604,0,0,-0.00501066659266498,0.303814132180476,0,0,0,0.126409778073472,0,0,0,0,0,0,0,0.200812390315327,0,0,0,0.0144044331869132,-1.0842021724855e-19,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,-0.00899866192548137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.963866600554715,0,0,0,0.132192878415348,0,0,-0.00569883020260915,0,0,0,0,0,0,0,0,0,-0.0765607171829317,0,0,-0.0461002814360293,-0.0177632946112284,0,-0.0468205303369793,-0.038356298985288,0.0370149185974972,0,0,0,0,-0.0496625849358357,0,0
X000898.SZ,0,0,0,0.0276059638264018,0.175204440338966,0.0514767068449675,0,0,0,0,0,0,0,0,0,0,0,0.1637418869141,0,0,0.0421212027386248,0,0.0498159986800676,0,0.140914306556756,0,0,0,0,0,0,0.00263229097760767,0,0.0210514593647718,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0.0188025145460767,0,0,0,0.0160606295280846,8.67361737988404e-19,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0.00841586440660035,0,0,0,0,0.230940540764655,0,0,0,0,0,0,0,0,0.25942991366297,0,0,0,0,0,0,-0.0491264631754962,0,0,0,0.00172381917073739,0,0,0,0,0,0,0,0,0.12188061403599,0,0,0.108749350647209,0.0085774362199474,0,0.157072847263563,-0.0187385808881111,0,0.0092302680696493,0,0,0,-0.0464157963030798,0,0
X600516.SH,0,0,0,0,0,0.0798445663020508,0.0170580475662351,0.0347809239009383,0,0,0,0,0,0,0,0,0,0,0.015964987904343,0,0,0,0.0813312776028952,0,0,0,0.148913600012016,0,0,0,0,0.0416338080587557,0,0,0,0,0,0,0,0,0,0,0.119226214167304,0.213433836132358,0,0,0,0,0.0493276180563259,0,0,0,0.0323011690400834,0,0,0,0,0,0
X600176.SH,0,0,0.121889373897919,0.166569611500093,0,0,0,0,0,0.0799241058780847,0,0,0,0,0,0,0,0.184117818016729,0,0,0.0654287243596413,0,0,0,0,0,0,0,0,0,0.1648683904188,0.0125609836915093,0,0,0,0,0,0,0,0.0368400750257086,0,0,0.0186009331724733,-1.73472347597681e-18,0,0,0,0,0.0552127866526094,0,0,0.00217194792415767,0.0202925332034857,0,0,0,4.33680868994202e-19,0,0
X000709.SZ,0,0,0,0.0604481865410106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161053093885108,0,0.0740787650586663,0,0,0,0,0.0986103818520462,0,0.0249427522143684,0,0,0,0,0,0,0,0,0,0,0.0422777197086573,0,-0.0197839056326362,0.045366988515139,0,-0.0132410930082239,0,-0.0260408770869973,0,-0.0108523125276814,0.011335113131738,0,0,0,0.0173302903401359,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00619668858587328,0,0,0.104500938479287,0.601403614379138,0,0,0,0,0,0,0,0,0.0962645972287619,0,0,0,0,0.365100359932786,0,0,0,0,0,0,0,0,0.163352818652235,0,0,0,0.0747242117065143,0,0.00250126691193555,0,-0.0410854102552876,0.00751031272466127,0,0,0,0.0351321419997,0,0
X600352.SH,0,0,0,0,0,0.00764444282178182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0228532670942795,0,-0.00217213368721067,0,0,0,0,0,0.499695401349602,0,0.0553014632826989,0,0,0,0,0.123142761005779,0,0,0,0,0,0,0.0338867742086367,-0.0683163837463515,0,0,0,-0.0438548575469928,0,0
X600219.SH,0,0,0,0,0,0,0.0389564660096819,0.12135555215348,0.324337547518378,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,-0.00680526800153619,0,0,0,0,0,0,0.0458798436012597,0,0,0,0,0,0,0,0,0.0777087411345987,0,0,-0.0476352904480488,-0.0139696789531341,0.0282310712807373,0,0,0,0.113080315449606,0,0
X000629.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0923389011604491,0,0,0.0560908585458738,0,0,0,0,0.0461358868142897,0,0,0.28400914276116,0,0,0,0,0,0,0,0,0.143363033532385,0,0,0,0,0,0,0,0.00022952499777455,0,0,0,0,0.0279745459880875,0,0
X000786.SZ,0,0.0773361157147349,0,0.265241808628736,0,0.0104069706080137,0,0,0,-0.0484879258329344,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0661473981527559,0.216439191712067,0,0,0,0,0,0,0.00384813358552903,0,0,0,0,0,0,0,0.27568066309393,0.111704940736538,0,0,0,0,0,0,-0.0298842102993694,0,0,0,-0.00917023920486207,0.0192233692197033,0,0,0,-0.0352712346338072,0,0
X600157.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.235933931076296,0,0,0,0,0,0,0,0,0,5.55111512312578e-17,0.674762784179812,0,0,0,0,0,0,0,0,0,0,0,0,0.653422710051981,0.5369355711091,0.0556278444324839,0,0,0.531929918054127,0,0,0,-0.0367465690367665,-0.0767034659190392,0,0,0,0,0,0
X600299.SH,0,0,0,0,0,0,0.243913355024129,0,0.0334073174302695,0,0,0,0,0,0,0,0,0,0,-0.0416266463168853,0,0,0,0,0.130477900068685,0,0,0.145038770848352,0,-0.0121399302790163,0.121375854049729,0.0339075637325105,0,0,0,0,0,0,0,0,0.0999434826346078,0,0,0,-0.103280370729232,0,0,0,0,-0.0215405561693487,0,-8.470329472543e-22,0,0,0,0,0,0,0
X600808.SH,0,0,0,0,0,0.0690582249380354,0,0,0,0,0,0,0,0,0,0.00440216164989823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0184081257024776,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0.227055011528324,0,0,0,0,0,0.0932033663621188,0.0875405622893731,0,0,-0.0145573718663756,0,0,0,0.0771960374864796,0,0
X600489.SH,0,0,0,0,0,0,0,0,0,0.57721910775432,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0838284099206311,0,0,0.079141280579684,0,0,0.135981330684579,0,0,0,0,0,0,0,0,0,-0.0568095473966818,0,0,0,0.0658105451540122,0,0,0,0,0,0,0,-0.00448949510433147,-0.00571464319853385,0,0,0,0.00818330063213784,0,0
X000825.SZ,0,0,0.105163863561545,0,0,0.0228982313936804,0.0312355893859218,0.209141295600405,0,-0.031764698627454,0,0,0,0,0,0,0,0.126679471949516,0,0.0421746660908232,0,0,0.0176356513455632,0,0,0,0,0,0,0,0.0182303960302114,0,0,0,0,0,0,0,0,0.00236036985433623,0,0,0.174226621503259,0,0,0,0,0,0,0,0,0.00763607775473845,0.00354991640919459,0,0,0,0,0,0
