,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601898.SH,X600547.SH,X600688.SH,X600188.SH,X600795.SH,X601600.SH,X300072.SZ,X601991.SH,X600157.SH,X600027.SH,X600362.SH,X600111.SH,X600309.SH,X600886.SH,X601992.SH,X600660.SH,X600489.SH,X600623.SH,X002466.SZ,X601158.SH,X000723.SZ,X600299.SH,X000792.SZ,X002075.SZ,X000709.SZ,X000408.SZ,X000898.SZ,X600583.SH,X000983.SZ,X000883.SZ,X000959.SZ,X600352.SH,X600549.SH,X600758.SH,X000539.SZ,X600176.SH,X000027.SZ,X000630.SZ,X600021.SH,X600126.SH,X601699.SH,X002470.SZ,X000012.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0.0360023131212798,0,0,0.039823712452102,0,0,0,0.00410470556172885,0,0,0,0.0162752318820272,0,0.0159688583805027,0,0,0,0.00157163123463545,0,0,0,0,0,0.00878594043086637,0,0.0331283736463846,0.0106571432779597,0,0,0,0,0,0,0.0541982065639457,0.00983839661989969,0,0,0,0,0,0.0039256631332527,-4.33680868994202e-19,0.0288160983398602,0,0,0,0,0,0,0,0,0,0
X600028.SH,0,0,0,0.0585717841828804,0,0,0.0795576294128137,0,0.0116089140024947,0,0.029244404463746,0,0,0.0750602538021551,0,0,0,0,0,-0.0202647414677925,0,0,0,0,0,0,-0.0436431810803993,0,0,0,-0.0111358955771606,-0.0230250933661112,0,0,0,0.073096964705119,0,0,0,0,0.0379279855697084,0,0,0,0,0,0,0,0,0.0747515916133704,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0.0929280072914825,0.0492615667787377,0,0,0.0406949270894364,0,0,0,0,0,0.0347062336875873,0,0,0,0,0,0.0176119836919828,0,0,0,0,0,0,0,0,0,0.0147024427859352,0,0.0459051454969252,0,-0.0199671258888454,0.0224117603972097,0,0,0,0,0,0.0590259127658323,0,0,0,0,0.0329288260866369,0.0461782142028158,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0.0845813392459202,0,0,0.0474996251107339,0,0,0,0,0,0,0.17711471596328,0,0,0,0,0,0,0,-0.230510996596795,0,-0.0162302094029313,0,0,0,0,0,0,-0.0152200042791266,0.184506595672333,0,0,0,0,0,0,0,0.0127320685178996,0,0,-0.0701774114166532,0,0,0.0137363351798361,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0444013543949857,0,0,0,0,0.0856121738756487,0,0,0,0,0,0,0,0,0,0,0.145079713285624,0,0,0,0,0,0.120876430419437,0,0.00845012228351717,0,0.104261349843989,0,0,0,0,0,0,0.00505945473610085,0.00289941933847444,0,0,0,0,-0.0516668164128386,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0197608380058987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0460542795975452,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.0423656249498759,0,0,0,0,0.111118367006743,0,0,0.108328823872028,0,0,0,0,0,0.0913488515962246,0,0.0890408255774665,0.0460957811006277,0,0,0,0,0.101448298352861,0,0,-0.152590967097313,0,0,0.111297639209507,0,0,0,1.38777878078145e-17,0.178948915765884,0,0.0291077941072433,0,0,0,0,0,0,0,0,0,0,0.110008963990824,-0.0420219674883009,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0531291024616667,0,0,0,2.71050543121376e-20,0,0,0,0,0,0.0490615398906615,0.0415710587631205,0,0.0570779323734996,0,0,0,0.0109868763970117,0,0,0,0,0,0,0,0,-0.20758680520982,0.0230925875315081,0,0,0,0,0,0.0313840496472063,0.311199679659365,0,0.253000183922364,0,0.0589348014285155,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,-0.0187375286376152,0,0,0,0,0,0,0,0,-0.00749574166426107,0,0,0,0.918069772204288,0.0568570736847966,0,0,0,0,-0.127503728662575,-0.0682300564990366,0,-0.0512189596328648,0.0118230092448055,0,0,0,0,0,0,0.0360291537899872,0,0.125563940393407,0,0,-0.701387805342356,-1.73472347597681e-18,0,0.114011349690417,0,0,0,0.0335380479760154,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0064055608032666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196647180851208,0,-1.0842021724855e-19,0,0,-5.42101086242752e-20,0,0,0,0,0,0.114586309913826,0.0269932223755217,0.144912129238396,0,0,0,0.0165108908914247,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0376832047043312,0,0,0,0,0,0,0,0,0,0,0.11127224433421,0,0,-0.0305499594728646,0,0,0,0,0,0,-0.216668192185411,0.638110256563695,0,0,0,0.170004986435948,0,0,0,0,0,0,0,0,0,0,0,0.0594501215419444,0.0671821436061186,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,-0.0131671723581894,0,0,0,0,0.0295400237255213,0,0,0,0.0574750214180609,0,0,0.0787787678992364,0,0,0,-0.00437740402364825,0,0.0531355843212217,0,0,1.73472347597681e-18,0,0,0,0,0.0603192130972462,0,0,0.0249056090213733,0,0.0474772077374161,-0.0102934086907957,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0132780959047567,0,0,0,0.1649597228117,0.0481096086496291,0,0,0,0.00220193506316859,0,0,0,0.064292488336288,0,0,0,0,0.00149116924600578,0,0,0,0,0,0,0,0.00813987103738326,0,0,0,0,0,0,0.0125887200765929,0,0.13061728297296,0.141968500727309,0,0,0.00834891305039603,0,0,0,0,0,0
X300072.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0584637993817978,0,0,0.155904003215278,0,0,0.062951730712736,0,0,0,0,0,0,0,-0.0315684884919271,0,0,0,0,0,0,-0.139558014231717,0,0.131539379307366,0,0,0,-0.337773150102321,0,0,0,0.776418677269721,-0.556155158253875,0.356851066306116,0,0,0,0,0,0
