,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X002460.SZ,X002466.SZ,X600585.SH,X600011.SH,X000792.SZ,X601898.SH,X600019.SH,X600111.SH,X600660.SH,X600795.SH,X600010.SH,X000708.SZ,X000301.SZ,X600886.SH,X600547.SH,X601991.SH,X000877.SZ,X601600.SH,X002271.SZ,X600027.SH,X600426.SH,X600362.SH,X600803.SH,X000983.SZ,X600348.SH,X600176.SH,X600160.SH,X000408.SZ,X000629.SZ,X601699.SH,X000723.SZ,X600995.SH,X600378.SH,X600096.SH,X600219.SH,X000786.SZ,X600489.SH,X600157.SH,X600985.SH,X600688.SH,X002080.SZ,X002353.SZ,X600141.SH,X600399.SH,X000807.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.496584357899293,0,0,0,0,0,0,0,0.150844135237348,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0.0401500784184298,-0.0144677361320263,0,0,0,0,0,0,0,0,0,0.0037680022160908,0,0,-0.00187935394698198,0,0,0,0,0.0100395426026524,0,0,0.0247220582900134,0,0.137235049634303,0,0,0,0,-0.0244208720209685,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.237088978239207,0,0,0,0.0308945203504363,0,0.272598200614026,0,-0.184207388010348,0,0,0,0,-0.113042379134093,0,0,0,0,0,0,0,0,0,0,0.19487488437587,0,0.0106175025461035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00987525278508874,0.060071147856794,0,0,0.0443871652630504,0,0,0,0,0,0
X600028.SH,0.392139523116882,0,0,0,0,0,0.01659834572503,0,0,0,0.0536666047020491,0,0,0,0,0,0,0,0,0,0,0,0.0965698867597459,0,0,0,0,0.0567497577109898,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0858606228336803,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0.0125842761607807,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105652403815333,0.038194353756411,0,0.115043416514632,0,-0.155507002620065,0,0,0,-0.106035658340079,0,0,0,0,0,0,0.0313391675546212,0.231482125180511,0,0,0,0,0,0.105885908322541,0.10588824824697,0,0,0.0246234997414843,0.00604094391791699,0,0,0,0,0,0
X600188.SH,0,0.57811486034366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0939711345231488,0,0,0,0.0249598646154764,0.12511727990795,0.0635196635219804,0,0,0,-0.0090751911735473,0,0.010073385481226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141467553775325,-0.0226182521196755,-0.000356986901158821,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0.459585907773156,0,0,0,0,0,0,0,0,0,0,0.0542278496996066,0,0,0,0,0,0,0,0,0,-0.121864896993813,0,0,0,0,0,0.0766106139963378,0,0,0.00185844994088532,0,0,0.121716507317742,0,0,0,0,0,0,0.248568828493998,0,0.0254069866642708,0,0,0,-0.00151984680889241,0,0,0,0,0,0
X002466.SZ,0,0,0,0,-0.0228386333966556,0.396059972255777,0,0,0,0,0,0,0,0,0.0894922380171659,0,0.120614027248826,0.043373230495743,0,0,0,0.238018548007509,0,0,0,0,0,0.0566433618639913,0,0.0110506041788729,0,0.116313814027815,0.443926828685455,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,-0.171702685171049,0,0,0,-0.0211893834017402,0,0,0,0.0652376806741922,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0.00225467625660372,0,0,0,0,0,0.168527743629128,0,0.060759621372266,0,0,0,0,0,0,0.0661942252297224,0,0,0,0,0,-0.0309147912493861,0,0,0,0,0,0,-0.0538312590523824,0,0.0972284530560617,0,0.33559838235507,0,0,0,0.0672392197691474,0.00543357674317063,0,0,0,0,0,0.00165359411248714,8.67361737988404e-19,0,0,0,0,0,0
X600011.SH,0,0,0,0,-0.123724339935131,-0.034786227700945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.360022288931123,0,0,0.114492674782668,0,-0.0309252325340973,0.054074512563713,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0.419294216102854,0,0,0,0,0,0.0277334686675836,0,0,0,-0.019259998800191,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.160880108670428,0.101655830979239,0,0,0,0,0,0.0956199326669993,0,0,0,0,0,0,0,0,0,0,0,0,0.00993595988245285,0,0,0,0,0.0146388082587801,0,0.127323868300213,0.0433078808577548,0,0,0.0319898912982471,0,0.0578514692265357,0,0.151819954447504,0,0,0,0,0,0,0,0,0.171641818904457,0,0,0.0515638511938461,0,0,0,0,0,0
