,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601898.SH,X600795.SH,X601600.SH,X601991.SH,X600688.SH,X600027.SH,X600886.SH,X600362.SH,X601992.SH,X600157.SH,X600111.SH,X600188.SH,X600299.SH,X600623.SH,X601158.SH,X002466.SZ,X600352.SH,X600583.SH,X000027.SZ,X000539.SZ,X600660.SH,X600309.SH,X000792.SZ,X000630.SZ,X600160.SH,X600098.SH,X000898.SZ,X000709.SZ,X000883.SZ,X600021.SH,X000060.SZ,X002470.SZ,X600547.SH,X600489.SH,X600578.SH,X002004.SZ,X600315.SH,X600863.SH,X000629.SZ,X300072.SZ,X600022.SH,X600008.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0524019386236469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110220918478343,0.0143453134121257,0,0,0,0.110648204443176,0.0341843750637662,0,0,0,0.0248231691916936,0,0,0.121480734160939,0,0,0,0,0,0,0,0,0,0,0,0,0.0153639180388668,0,0,0,0,0,0,0
X600028.SH,0.236930197090501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045137342385564,0,0.0725459787907462,0,0,0,0,0.0688339431097351,0,0,0,0,0.0422613804136154,0,0,0.0817338473220732,0,0,0,0,0,0,0,0,0,0,0,0,0.0115982700149025,0,0.0165408145464798,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.272425409769965,0.134500176141223,0,0,0,0,0,0.0112665301910573,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0.00305908679134427,0,0,0,0,0.0642615259208604,0,0,0,0,0.0731985536963576,0,0,0.0795138211934836,0,0,0.0232912375862189,0,0,0,0,0,0,0,0,0,0,-0.0165088274899307,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.0332330180862853,0.0189490113195387,0,0,0,0,0,0.0462856393853248,0,0,0,0.0359906689622924,0.179749347810597,0,0,0,0,0,0,0,0,0,0.107356290419789,0,0,0,0.0728810611507312,0,0,0,0,0,0.00057052058934525,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,-0.0139661513257797,0.0193967484144932,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143927036385578,0.199559318525837,0,0,0,0.0572634758175998,0.0206947436055716,0,0,0,0,0,0,0,0,0,0,0.0289599293550743,0,0,0.178313255815573,0,0,0,0,0.113469992820256,0,0,0.0535641830158457,0,0,0,0,-0.0164861666063143,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0.0591931540705242,0,0,0,0.0184670325804246,0,0.111971328956479,0,0,0,0,0.0194864103904728,0,0,0,0.15956187608936,0,0,0,0,0,0,0,0,0,0.243753814478443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000919726199517763,0,0,0,0,0,0,0
X600585.SH,0.0140961817012719,0,0,0,0,0,0,0,0,0,0,0,0,0.040095526908439,0,0.0191420679105937,0,0.0562534989558908,0,0,0,0.12192916993064,0,0,0.0992103736589971,0,0,0,0,0,0,0.029229683913031,0,0,0.116511417795876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0223235955473208,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16174003935878,0.0626930385966747,0,0.0274975522475766,0.0279913614819736,0,0,0,0,0,0,0.0739161444628635,0,0,0,0.100744984424389,0,0.0221563630313989,0,0,0.280077626379021,0,0.0175357628715656,0.0718880917828079,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00717808871021955,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09169907610354,0,0,0,0,0,0,0,0.0388957199856081,0,0,0,0,0,0,0,0.0213143399843872,0,0,0,0,0.339894142447318,0.00918519993572567,0,0,0,0,0,0,0.0205267425377549,0,0,0,0,0,-0.000698599762978563,-0.00915080552904037,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.0586822295448229,0,0,0,0,0,0,0.165386709907925,0.00843511854593313,0.0235800383874953,0,0.138098916910177,0,0,0,0,0,0,0,0,0,0,0,0,0.00906883633495882,0,0,0.289900965339312,0,0,0.0630746789421874,0,0.0864216709002407,0.0568382101679958,0,0,0,0,0,0,0,0,0,-0.0118763196976485,0.016158743399404,0,0,0,0,0,0
