,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X002460.SZ,X000792.SZ,X600019.SH,X600111.SH,X600011.SH,X002466.SZ,X002271.SZ,X600188.SH,X600660.SH,X600010.SH,X000877.SZ,X601600.SH,X000301.SZ,X000708.SZ,X601898.SH,X600886.SH,X000723.SZ,X600547.SH,X600362.SH,X600176.SH,X600426.SH,X000408.SZ,X601991.SH,X000786.SZ,X002080.SZ,X600803.SH,X600795.SH,X600219.SH,X600027.SH,X600688.SH,X300037.SZ,X600399.SH,X300073.SZ,X600141.SH,X600157.SH,X002326.SZ,X600516.SH,X600801.SH,X600021.SH,X000825.SZ,X600352.SH,X600486.SH,X000959.SZ,X000027.SZ,X600489.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.435224043913697,0,0,0,0.0130159186909961,0.0363846136424865,0,0,0,0,0,0.00687027596157052,0,0.0186019830609232,0,0,0.0572036348997616,0,0.055029361002013,0,0.0344000735082733,0,0,0,0.0116451521477696,0,0,0,0,0,0,0,0.0996602512947912,0.0455990973168934,0,0,0,0,0,0,0.0888439867607489,0,0,0,0,0,0,0,0,0,-0.0106672177966645,0,0,0,0,-0.0773914257647589,0,0
X600028.SH,0.224792673390073,0,0,0,0,0,0,0,0,0,0,0,0.0415676524632397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0847481674837243,0,0,0,0.0753274822646087,0,0.0086379083221334,-0.0368863918082499,0,0.0204089607043316,0,0,0.115732075152492,0.0270978243289221,0,0,0,0,0.0596783977080891,0,0,-0.00878678230895451,-0.0095769329143652,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0.0826715526741688,0.113374559153306,0,0.330574578551691,0,0,0,0,0,0,0,0,0.15768717669206,0,0,0,0,0,-0.0558095234043318,0,0.0860492912676373,0,0,0,0,0.117270834190396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0214983896630595,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,-0.0466734285397244,-0.00713543415523341,0,0.0580640844644328,0.122516301128407,0.0287500593493244,0,0.0686178593966908,0,0,0,0,0,0,0,0,0,0,0,0.062507317284568,0.133620841055246,0,0,0,0,0,0,0,0,0,0,-0.0576253604194869,-0.0305611813594862,0,-0.0431353029800799,0,0,0,0.025261118101184,0,0,0.0738831547294113,0,0.00218385269664023,0,0,0,-0.065901885442004,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0.00159985279275965,0.0819431063094472,0,0,0.184787584394656,0,0,0,0,0,0,0,0,0.260143486354541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.305648468837022,0,0,0.0692637474364345,0,0,0,0,0,-0.0133568368331522,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,-0.0343424769835268,0.459839687003181,0,-0.0156446241232427,0.403431607443716,0,0,0,0,0,0,0,-0.077960063311705,0,0,0,0,0.0589920956414273,0,0,0,0,0,0,0,0,0,0,0.155673725204994,0.226473433374074,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.017859588274572,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0.216729492258919,-0.112062661323349,0.045391450062296,0,0.133719269974087,0,0,0.196973966842825,0,0,0,0.0495481853418693,0,0,0,0,0.312885965065903,0,0,0.127868441804149,0,0,0,0,0,0,0,0,0,-0.0749788408105987,-0.151158063185438,0.00615001426779112,0,-0.211866584015391,0,0,0,0,0,0,0,0,0.0352716666384121,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0843629552126501,0,0.0148676417441002,0,0,0.0154834152060738,0,0,0,0,0,0,0,0,0.0489221832114168,0,0,-4.33680868994202e-19,0,0,0,0.0712978916627491,0,0,0,0,0,0,0,0.0323656249993043,0.249855390791974,0.0102900105643125,0,0,0,0.0958082603131645,0,0,0,0,-0.0266618278083066,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0.121420641801068,0.348835543160643,0.115627525188475,0,0,0.211979033085245,0,0,0.19300583515222,0,-0.0148622684906551,0,0,0,0,0,0.068840326626457,0,0,0,0,-0.0982414359525399,0,0,0,0,0,0,0.0509426635333054,0,0,0.0707779932931857,0,0,0,0,0,0,0,0,0,0,-0.00855763307019193,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0.0164745849891367,0,0,0,0,0,0,0,0,-0.0872659066563527,0.0127242970931671,0,0,0,0,0,-0.134292176457524,0,0,0,0,0,0,0.284397368488107,0,0,0.0539850176907538,0,0,0,0.0958292469343695,0,-0.0665848162292236,0.486007971053041,0,0,0,0,0,0,0,0.0016528007146505,0,0,0,0,0,0,0
