,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X002460.SZ,X600188.SH,X600585.SH,X002466.SZ,X000792.SZ,X601898.SH,X600019.SH,X002271.SZ,X600111.SH,X600011.SH,X600660.SH,X600010.SH,X000877.SZ,X000708.SZ,X000301.SZ,X600547.SH,X601600.SH,X600886.SH,X600795.SH,X600176.SH,X600426.SH,X600362.SH,X000786.SZ,X600096.SH,X000983.SZ,X600803.SH,X000723.SZ,X000408.SZ,X600141.SH,X002080.SZ,X300073.SZ,X601991.SH,X600219.SH,X601699.SH,X600486.SH,X600801.SH,X002192.SZ,X300037.SZ,X600027.SH,X002353.SZ,X000683.SZ,X002497.SZ,X002407.SZ,X000959.SZ,X600348.SH,X600985.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0123556970885056,0,0,0,0,0,0,0,-0.113403980348151,0.113524350404713,0.160338240719247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217412128755832,0,0,0,0,0,0,0,0.0127712293685109,0,0
X601088.SH,0,0,0,0,0,0.180820747006467,0,0,0.00519138804126477,0.0597892336250442,0,0,0,0,-0.12229476626715,0,0,0,-0.0182236352790877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0355969348373387,0,0,0.17712284900019,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00220061530808794,0,0,0,0,0,0,0
X600028.SH,0,0.0360182869899281,0,0.0138589700043635,0,0,0,0,0.00329612916554041,0,0,0,0,0,0,0,0,0,0,0,0.164712375660364,0,0.0605990982025562,0,0.0101936231346494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0668962135506028,0.0106301184527087,0.00163974843561841,0,0,0,0,0,-0.0113943955691935,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0.0357287962407101,0,0,0,0,0,0,0.246994029861307,0,0,0,0,0,0,0,0,0,0,0.0293857675413839,0,0,0,0,0,0,0,0,0,0.0339557670206007,0,0,0,0.0262342850785801,0,0.135809006104387,0,0,0,0,0.0307806583121878,0,0,0,-0.00809380366527418,0,0,0,-0.0099020580295807,0,0
X002460.SZ,0,0,0,0,0,0,0,0.264958087130465,0,0,0,0,0.105382991475413,0,0,0,0,0,0.00225382437917409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0170981058886727,0,0,0.0751180789664236,0,0,0,0,0.221696522902831,0.0738147531059771,0.0932522286860595,0,0,0,0.0245017487509044,0,-0.123654438101768,0,0,0,0,0
X600188.SH,0,0.333169300865204,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,-0.183291573158044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00429058686968389,0,0,0,0,0.187322066288677,0,0,0,0,0,0.00794206192173309,0,0,0,0,0.160877537327107,0.199239764420924,0,0.0558691946564858,-0.0337419397332281,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,-0.0457837397569826,0,0,0.15164652419127,0,0,0,0,0,0,0,0.150290784932111,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0291417913544715,0.0154757696128354,0,0,0,0.381476813376339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00487537888141091,0,0
X002466.SZ,0,0,0,0,0.656640810057774,0,0,0,0,0,0,0,0,0.0374448672150646,0,0,0,0,0,0,0,0,0.0166911400152023,0,0,0,0,0,0.0102940826693651,0,0,0,0,0,0,0,0.0333442621585953,0,0,0,0.0972750763954019,0.00811834292017781,0,0,0,0.132729725811281,0,0,-0.0435969323954197,0,0,0.0200892609955131,0.0336379840285983,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0.125367702630196,0.14005787584797,0,0,0,0,0,0,0,0,-0.0124650752469343,0,0,0,0,0,0,0,0,0,0,0,0.0622050155745989,0,-0.0422363887985556,0,0,0.395319979779734,0.0817062938837445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601898.SH,0,0.277811975930291,0,0.0367799956051643,0,0.0539478908249645,0,0,0,0,0,0,0,-0.0897615290594001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1627754308771,0.266037629452083,0.0365879627853425,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0.0261082205248623,0,0,0,0,0.0682054342911712,0,0,0,-0.0398607737147768,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0.0518410946888609,0,0,0,0,0,0.0445017348438395,0,0,0,0,0,0,0,0,0.137546259356906,0,0,0,0,0,0,0,0,0,0.0414069901015143,0,0,0,0,0,0,0.00329990345647809,-0.0219188248287643,0,0,0,0,0.0515269762746063,0,0.0235805431936644,0,0.167019592992088,0,0,0,0,0,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0.192194483625391,0,0,0,0,0,-0.0139903503255888,0,0.185037866582683,0,0,0.0429818979910415,0,0,0,0,0,0,0,0,0.605152770162576,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0500850335346504,-0.0292903043956907,0,0,0.177094142017734,0,0,0,0,0.00255160278810966,0,0,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0.00144893192500063,0,0,2.77555756156289e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111152199251559,0.117563031853424,0,0,0.100922731333408,0,0,0,0,0,0,0.292546106808125,0,0,0,0.331891186791948,0.0535533380639716,0,0,0,0,0.0587120918516375,0.11830048180537,0,0,0,0.146832846720691,0,0
X600011.SH,-0.5168803450428,0,0,0,0,-0.00732466887742938,0,0,0.200143613557648,0,0,0,0,0,0,0,0,0,-0.14426361477369,0,0,0,0,0,0,0,0,-0.0354546381757194,0,0,0,0,0,0,0.0333687230277257,0,0,0,0,0,0.109861582563809,0.164172348246728,0.713784969803793,0,0,0,0,0,0,0,0,-0.0463706974237691,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0.0454483730616734,0,0,0.0747052409633134,0,0,0,0.107187861023188,0,0,0,0,0,0.109592093028312,0,0,0,0,0.122773973331365,0,0,0,0,0,0,0.109182674631379,0,0,0,0.242830870040727,0.0815087318048483,0,0,0,0,0,0,0,0,0,-0.181336490702289,0,0,0,0,0.0378694074914982,0,-0.0178817609565484,-0.0669249366806617,0,0,0,-4.33680868994202e-19,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.432487284876202,0,0,0,0,0,0.0862365109597153,0,0,0,0,0,0,0,0.0176473248697271,0,0,0,0.298492490419172,0,0,0,0,0,0,0,-0.0356163212104983,0,0,0,0,0,0.0652018731546823,0,-0.0933058018650399,0,-0.0332312394341414,0,0,0,0,0,0,0,0.149949523813449,0,0
