,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600011.SH,X600010.SH,X600309.SH,X601600.SH,X601898.SH,X600188.SH,X002466.SZ,X600660.SH,X600688.SH,X600362.SH,X600795.SH,X300072.SZ,X601992.SH,X601991.SH,X002460.SZ,X600547.SH,X600886.SH,X600111.SH,X000898.SZ,X600516.SH,X600176.SH,X000786.SZ,X600352.SH,X000709.SZ,X600027.SH,X000825.SZ,X002271.SZ,X000553.SZ,X000792.SZ,X601699.SH,X600299.SH,X000408.SZ,X601158.SH,X600808.SH,X600219.SH,X600489.SH,X000959.SZ,X000883.SZ,X000932.SZ,X002110.SZ,X000630.SZ,X000983.SZ,X000830.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.281093102361955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.191411434404132,0.0082534773500059,0,0,0,0,0,0,0,0.0918824052782216,0,0,0,0,0.0442484481269419,0,0,0,0,0,0,0,0.0541718756154563,0,0,0,0,0.00748665883852222,0.00859197537390685,0,0,0,0,-0.00538750740253125,0,0.0391570809624429,0,0,0,0,0
X600028.SH,0.151907004896798,0,0.13224238050485,0,0,0,0,0,0,0,0.00783772750946569,0,0,0,0,0,0,0,0,0,0.249096491201802,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0584721801448424,0,0,0,0,0,0,0,0,0,-0.0256312450014638,0,0,0,0,-0.0202617777410222,0,0,0,0,0,0,0
X601088.SH,0,0,0,0.27135115211903,0.0389601574570451,0,0,0,0.0148814910655702,0,0.113759377022893,-0.0393810408597768,0,0,0,0,0,-0.0411092040274251,0,0,0.0679775329989434,0,0,0,0,0,0,0,0,0,0,0,0,0,0.190139075509322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0212775627586392,-0.02532574789414,0,0,0,0,0,0
X600019.SH,0,0,0.0304788950766887,0,0.343727099887922,-0.0923393366915353,0,0,0,0,0,0,0,0,0.0843926763813121,0,0,0,0,-2.16840434497101e-19,0,0,-0.0908409001566416,0.457033391303404,0,0,0,0,0,0,0.00403987219760646,0,-0.00141217973522366,-0.11393852457887,0,0,0,0,0,0,0,0,0,0.137179778458942,0,0,0,0,0,0,0.0105905812268825,0.0828249454804894,0,0,0,0,0
X600585.SH,0,0,0,0.184482242731054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143172870430951,0.272013674822466,0,0,0,0,0,0,-0.179761876995986,0.273223145230491,0,0,0,0,0,0,0,0,0.162066972631017,0,0,0,0,0,-0.00913717008094168,0,0,0,0,0,0,0
X600011.SH,0,0,0,-0.0798848897626901,0,0,0,0,0,0,0,0,0,6.7762635780344e-21,0,0,0.130457659180954,0,0,0,0,0,0,0,0.0578036392861978,0,0,0.0101575824711986,0,0.211784841557787,0,0,0.115727038775071,0.0702283740203806,0,0,0,0,0,0,0,0.0744548592392675,0,0,-0.00640641722277575,0,0,6.7762635780344e-21,0,0.00115926140026465,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0308289706039189,-0.0135686718775222,0,0,0.0445439218986115,0,0,0,0,0.195730666220333,0,0,0,0,0,0.0405266018049036,0,0,0.115642058474513,0,0,0,0,0.211799637019227,0,0,0.0404107342577981,-0.0346928553675835,0,0,0,0,0,0
X600309.SH,0.000163530537894836,0,0,0,0,0,-0.00160014996696892,0,0,0,-0.000167506856491185,-0.000237262614786602,0,0.000149646782914739,0,0,0,0,0,0,0.000387972624512639,0,0,0,-0.000345131062021094,0,0.000572358237785736,-0.000400021413707635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.88738881634478e-05,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0.350743950909169,0,0,0,0,0,-0.415228757155916,-0.153320390297663,0,0,0,0,0,0,0,0,0,0,0,0,0,0.374876806891448,0,-0.262232453030186,0.0867917466365706,0,0,0,0,0,0,0,0,-0.434628573271185,0,0,0,0,0,0.216041903378726,-0.319613222714361,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.193828238695834,0,0,0.16086326426863,0,0,0.0189252988187985,0,0,0,0,0,0,0.0427916200564231,0,0,0,0,0,0.0282431946057618,0.110166493557641,0,0,0,0,0,0,0,0,0,0,0,0.221152462218663,0.00777077066560877,0,-4.33680868994202e-19,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0189958441568601,0,0,0,0,0,0,0,0,0,0.0103870686837531,0,0,0,0,0,0,0,0.549821804772263,0,0,0,0,0,0,0,0,0,0,0,0,0.118501377648287,0,0,-0.0108958209204804,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0.0541204239189835,0,0,0,0,0,0,0,1.38777878078145e-17,0,-0.160752331832887,0,0,-0.0520381544630072,0,0.434968828393897,-0.101338025591015,0,0.067917279922811,0,0.293409680685966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0788999250309009,0,0,0,0.0437591044663436,0,0,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0765094155116453,0,0,0.0199513784144138,0,0,0,0,-0.133406251571397,0.181931541764485,0.209030981196795,0,0,0.121236641892955,0.00975820163944677,0,0,0,0,0,0,0,0.146302041163385,0,0,0,0,-0.00299211803095931,-5.42101086242752e-20,0,0,0,0,0,0
X600688.SH,0,0.392320137266717,0,0,0,0.182172233679637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0174503735225138,0,0,0,0,0,-0.0536289361502438,0.0375148784773,0,-0.0641793217148745,0,0,0,0,0.0605263244860042,0,-0.0150652076516887,0,0,0,0,0,-0.0217815486886357,0.00999779628768715,0,0.0776154012023085,0,0,0,0
X600362.SH,0,0,0.0804608804164834,0.0468939572405367,0.134793520048216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.082163907213477,0,0,0,0,0.0244671652661105,0,0,0,0,0.132310472821797,0.0281662720790066,0,0,0.105370510736874,0,0,0,0,0.0477481588050078,0,0,0,0,0,0.874063758312427,0,0,0,-0.00924041182377161,0,0.0895476585613276,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0100032741046241,0.0940203275613927,0,0,0,0,0,0,0,0,0,0.103912793766859,0,0,0,0,0,0,0,0.100464751268358,0,0.0693687345204228,0.00326169086440348,0,0,0,0,0.00166974627607517,0.00709744706498556,0,0,0,0,0,0
X300072.SZ,0,0,0,0,0.000445832836588499,0,0,0,-0.0415490279739049,0,0,0,0,0,0,0,0,0.232312472561989,0,0.158958697718028,0,0,0,0,0,0.327351188111513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.203735999283478,0,0,0,0,0.0402813928191606,-0.057866869931104,0,0,0,0,0,0
X601992.SH,0,0,0,-0.0718469278733865,0,0,0,0,0,0.165848124927532,0,0,0,0,0,0,0.19192141573613,0,0,0,0,0,0.104917215659304,0,0,0,0.0805165161762855,0,0,0,0.0559986977181141,0,0,0.207888638183201,0,0,0,0,0,0,0,0,0,0,0.038021079809115,0,0,0,0,0,0.00863359561113531,0,0,0,0,0,0
X601991.SH,0,-0.0320144814845248,0,0,0,0,0,0,0,0,0,0.0136433022577806,6.93889390390723e-18,0,-0.0100581978356618,0,0.0224200586833107,0.185542888131722,0,0,0,0,0.131337948501825,0,0.0743499537429224,0,0,0,0,0,0,0,0,-0.0355699679384425,0.0969799472527858,0,0,0,0,0,0,0,0,0,0,0,0,-0.00459703342878832,0,-0.00351070256697283,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0.641266895577909,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0336166335921373,0,0,0,0,0.182328671619282,0,0,0,0.0703739591755254,0,0.0646159942254168,0,0,0,0,0,0,0,0.15010314102985,0,0,0,0,0,0.00700260469070784,0,0,0,0,0,0
X600547.SH,0,0.19913570841738,0,0,0,0,0,0,0,0,0.0667267121902621,0,0,0,0.119571408950269,0,0,0,0,0,0,0,-0.143262651121204,0,0,0,0,0,0,0,-0.0663510332813173,-0.027631741969375,0,0,0,0,0,0,0,0,0.75402895775926,0,0,0,0,0,0,-0.00623057006906052,0,-0.00373664701223191,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0.0760659417272568,0,0,0,0,0.0390049591814753,0,0,0.000466024056842984,0,0,0.13806941299756,0.164783657404125,0,0,0,0,-0.0325464972547697,0,-0.0483591050784034,0.0481651935816434,0,0.0524222721957111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0225169274153611,0,0,0,0,-0.0373923694404746,0.0482852550497418,-0.12734389073853,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0342996033920708,0,0.0968374541842721,0,0,0,0,0,0,0.0299574812325988,0,0,0,0,0.0371023802392921,0,0.247444542257583,0,0,0,0,0.321490126839369,0,0,0,0,0,0.0391248529365802,0,0,0.0511571337711258,0,-0.0099824983578149,0,0,0,0,0,0,0
X000898.SZ,0,0.0161868831999908,0.168778220250223,0.181451070918821,0,0,0,0,0.0268224946632321,0,0.0264806514070575,0,0,0,0.0593863298925192,0,0,0,0,0,0,0,0,0,-0.0570142964063891,0,0,0,0,0,0.0584404045900157,0,0,0,0,0,0,0,0.460757932205429,0,0,0,0,0,0,0,0,0,0,0,-0.0164450231699048,0,0,0,0,0,0
X600516.SH,0,0,-0.211782638293476,0,0,0.298610985555018,0,0,0,0,0,0.0793605295678752,0,0,0,0,0,0,0.141909940760879,0,0,0,0.323301812605877,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0.00285422285530275,0.231370286473801,0,-0.103207333217427,0,0,0,0,0,0,0,0.331899039897082,0.0799569211715977,0,0,0.269189707304117,0,0.0666672700541495,-0.124035666247663,-0.0826923702924693,0,0,0,0,0
