,X601857.SH,X600028.SH,X600309.SH,X601088.SH,X002460.SZ,X600585.SH,X600019.SH,X600111.SH,X002466.SZ,X002271.SZ,X600660.SH,X000708.SZ,X600010.SH,X000301.SZ,X601600.SH,X601898.SH,X600362.SH,X600188.SH,X600547.SH,X600426.SH,X600176.SH,X000408.SZ,X600886.SH,X600011.SH,X000786.SZ,X600219.SH,X000825.SZ,X000723.SZ,X000932.SZ,X600399.SH,X300037.SZ,X601991.SH,X600803.SH,X002080.SZ,X600795.SH,X000959.SZ,X000831.SZ,X002409.SZ,X000898.SZ,X000807.SZ,X002145.SZ,X600352.SH,X600486.SH,X002407.SZ,X000027.SZ,X600549.SH,X600489.SH,X600801.SH,X601699.SH,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,-0.0488105377093279,0,0,-0.0135582037578104,0.065150151424442,0,0,0,0,0,0.0559550248681718,0,0,0.050054963176319,0,0,0,0,0,0,0,0,0,0.0553799485894073,0,-0.0247077075866583,0,0,-0.0379097019737179,0,0,0.0798691211683687,0,0,0,0,0,0,-0.00681389992617764,0,0.0727211819290899,0,0,0,0.0349013436900839,0,0,0,0,0,0,0,0,0,0
X600028.SH,0.2598975436914,0,0,0,-0.0148721842739649,0.0306509045490202,0,0,-0.0389116306302952,0,0,0.0225386561183018,0,0.0470733442002503,0,0,0,0.00813562170722649,0,0.0819070676494364,0.00850243087815537,0,0,0,0,0,0,0,0.0263508122199776,-0.0240337185369929,0,0,0,0,0,0,0,-0.0230010107317981,0,0.0503455358569762,0,0,0,0,0,0,0,0,0.00821292032999195,0,0,-0.00657600551251845,0.0220409474779872,0,0,0,0,0,0
X600309.SH,0,0,0,0,0.00795365996250463,0,0,0.0378051031094048,0,0.0344605964271557,0,0,0,0,0,0,0.130284195544664,0,0,0.154824291914385,0,0,0,0,0.198462468380338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0478603132876315,0,0,0,0,0,0,0,0,0,0,0,0.0217371323643355,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,-0.0142027938968705,0.00748798096053376,0,0,0,0,0,0,0,6.7762635780344e-21,0.0103167396520024,0,0,0.206939061457311,0,0,0.0840656274307252,0,0,0,0.160547672325308,0,0,0.0140725833728337,0,0,-0.0796455168404516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0.222675217739953,0,0,0,0,0.0812301935161547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.094026654724943,0.125305134046724,0,0.168155198253376,0.070763814946733,0,0,0.121234426195445,0.108995497199271,0.313380381592919,0,0,0,-0.256486135479705,0,0.0379736159942795,-1.73472347597681e-18,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0.0480129813349494,0,-0.00680957620424937,0,0,0,0,0,0,0,0,0,0,0,0,0.0230451692635499,0.0233959143579363,0,0,0,0,0,0,0,0,0,0,0,-0.00819307175354679,-0.0106039377370798,0,0,0,0,0,0,0,0,0.560726545559337,0.00520502499430523,0,0,0.0319628486606418,0.0564837391696283,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.03072966010652,0,0,0,0,0.0131363238909079,0,0,0,0,0,0,0,0,0,0,0.0668088924662172,0,-0.0884937043845974,0,0,0,0,0.0784710074559701,0.0248896954169965,0,0.372337262012132,0,-0.0364994644746266,0,0,8.67361737988404e-19,0,0.0807727252613052,0,0,0,0,0,0,0,0,0,0,-0.0679032885869124,0,0
X600111.SH,0,0,0,0,0.020318397486084,0,0,0,0,0,0,0,0,0,0,0,0.248146223105544,0,0,0,0,0,0,0,0,0,0.0156179050968898,0,0,0,0.187735012935346,0,0,0,0,0,0.140771094800208,-4.33680868994202e-19,0,0.0209471959091156,0,0,0,0,0,0.517103525914934,0,0,0,0,0,0,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0.142077815857907,0,0,0.304668777160967,0,0.23423839848193,0,-0.0568705529858188,0.127677217372566,0,0.285619437805076,0,0,-0.186328343773534,0,0,0,0.0799331702185343,0,0,0,0,0.26001306192553,0,0,0.0388068238439296,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0813996014645885,0,0,0,0,0,0,0,-0.0577755908142423,0,0,0,0,0,0,0
X002271.SZ,0,0,0.189508384015743,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,-0.164930599291574,0,0,0.198873246186089,0.0668712852545876,0.0491640880721669,0,0,0,1.38777878078145e-17,0,0,0.0932808290891963,0,0,0,0,0,0.106136986777313,0.0472015752871374,0,0,0,0.0594286412067944,0,0.0596681047397227,0,0,0,0,0,0,0,0,0.0726712597536632,-0.097008548749263,0,0,0,0,0,0
