,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600660.SH,X601898.SH,X600019.SH,X600188.SH,X600585.SH,X601600.SH,X600886.SH,X600547.SH,X600011.SH,X000792.SZ,X600010.SH,X600795.SH,X600111.SH,X600362.SH,X002460.SZ,X600160.SH,X600803.SH,X600489.SH,X000708.SZ,X000301.SZ,X002466.SZ,X000807.SZ,X000786.SZ,X600027.SH,X601991.SH,X000408.SZ,X600219.SH,X000983.SZ,X600176.SH,X600426.SH,X002128.SZ,X000630.SZ,X601168.SH,X601699.SH,X600096.SH,X000933.SZ,X002353.SZ,X600378.SH,X000877.SZ,X600157.SH,X600985.SH,X600352.SH,X002271.SZ,X600299.SH,X600995.SH,X600549.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.789425627555446,0,0,0,0.00925530307716017,0,0,0.0332903552187832,0,0,0,0,0.0231415049674525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0238161624506555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0110007392013056,-0.0178422335222954,-0.000729252473753349,0.00848233317346016,0,0,0,-0.00937153787208429,0,0
X601088.SH,0,0,0,0,0,0.358051211357092,0,0,0,0,0.157443370357633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111525942248742,0,0,0,0,0.0189770301703996,0.0904023579720307,0,0,0,0,4.33680868994202e-19,0.00486933574412021,0,0,0,0,0,0,0,0,0,0,0.0187685758793723,0,0,0,0,0,0,0
X600028.SH,0.504995801213756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0148565222431282,0.0906451275611016,0.0869907653886251,0,0,0.0216734068183902,0,0,-0.0586647136840121,0,0,0.018816035194838,0,0,0,0,0,0,0,0,0,0,0,0.0614900389039423,0,0,0,0,0,0,-0.00387323560736835,0,-0.0871119066078899,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0650513361132863,0.0291827704074894,0,0,0.224121186596374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131709390682277,0.0371033478518711,0,0,0,0.0183630951134337,0,0,0,-0.0285464012298087,0.0172277233275926,0,0,0,-0.00325648466273455,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0725759365006146,0.302893399432038,0,0,0,0.232432401806778,0,0,0,0,0,0,-0.125623067989865,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0941045322463145,0,0,-0.111884954745923,0,0,-0.0997439861038302,0.0366106831132214,0,0,0,-0.0112574273427902,0,0,0.0184231898418832,0,-0.000503392553717196,0,0
X601898.SH,0,0.642571472554267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134956927863501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130787622433472,0,0,0,0.0328233101770462,0,0,0,0,0,0,0,0.0247218122814216,0,0,0,0,-0.0200023317580633,0,0
X600019.SH,0,0,0,0,0,0.223632101705759,0,0,0,0.187227159931866,0,0,0,0,0,0,0,0,0,0,0.0731869822102027,0,0,0,0,0,0.0530211619810063,0.11187004330341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00992528363651913,0,0,0,0.0676111742682211,0,0,0,0,0.0185850273961504,-3.46944695195361e-18,0,0,0,-1.73472347597681e-18,0,0
X600188.SH,0,0,0,0,0.0479270283013915,0.129837635664843,0,0,0,0,0,0,0,0,0,0.211093787274322,0.0731451464723357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0206174738565311,0,0.0296030051337044,0.0238836621048562,0.00711642865160547,0,0.0660708444237538,0,0,0,0.0349166666974435,0.155274276267861,0,0,0,0,0,0,0.00414320055417867,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0899405613346617,-0.257992561463514,0,0,0,0,0,0.00924136829141965,0,0,0.127822981320893,0,0,0,0,0,0,0,0,0,-0.0430178680174622,0,0,0.253185618048928,-0.0845994078752415,0,0,0.112697808816711,0,0,0,0,0.0212679015771784,0,0,0,0,0.0238157085647037,0,0
X601600.SH,0,0,0,0,0,0,0.0976577559736761,0,0,0,0,0,0,0,0,0,0,0.684576868801367,0,-0.242497549490442,0,0,0,0,0,0.280164233094263,0.0062803109402504,0,0,0,0.205158875379995,0,0,0,0,0,0,0,0,0,0.0508864590213074,0,0,0,0,0,0,0,0,0,-0.0841692034032491,0,0.00389440337395454,0.0266221724491005,0,0,-0.0800678861689724,0,0
