,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X601898.SH,X600019.SH,X600188.SH,X600886.SH,X600011.SH,X600585.SH,X600547.SH,X600660.SH,X601600.SH,X600795.SH,X000792.SZ,X600489.SH,X600362.SH,X600010.SH,X600111.SH,X000708.SZ,X600803.SH,X600027.SH,X002460.SZ,X601991.SH,X000301.SZ,X600160.SH,X600426.SH,X002466.SZ,X000983.SZ,X601699.SH,X000786.SZ,X600176.SH,X600219.SH,X002128.SZ,X000807.SZ,X000630.SZ,X600985.SH,X000933.SZ,X000877.SZ,X601168.SH,X000408.SZ,X600096.SH,X000883.SZ,X000027.SZ,X002353.SZ,X000932.SZ,X002271.SZ,X600995.SH,X600378.SH,X600801.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.3928777033814,0,0,0,0.0830707154569565,0,0,0,0,0,0,0,0,0.0505090131495398,0.0824570283726264,0,0,0,0,0,-0.0391899705520403,0,0,-0.0556349033324042,0,0,0.150390340125108,0,0,-0.0695281606629735,0,0,0,0,0,0,0,0.184311335661493,0,-0.0519832142701305,0,0,0,0,-0.037128719142213,0,0,0,0,-0.00758135701006197,0,0,0,0,-0.0801960308991612,0,0
X601088.SH,0,0,0.182330985822427,0,0,0,0.155340758215753,0,0,0.0996119032960573,0,0.0546301923795629,0.244347715375625,0,0,0,0,0,0,0,0.0503973114017271,0,0,0,0,0,-0.0329803795413311,0,0,0,0,0,-0.165093318214847,0,0,0,0,0,0,0,-0.0231789362079068,0,0,0,0.0325818166695067,0,-0.0925760193398881,0,-0.0343032825273799,0,0,0,0.0585236745285533,0,0,0,0.00236557782513101,0,0
X600028.SH,0.48646713658738,0.0761380166753276,0,0,0,0.124146931390018,0,0,0,0,0,0,0,0,0,-0.0444142490808781,0,0,0,0,0,0,-0.0716722674772341,0,0,-0.00962860652085018,0,-0.104472569974583,0,0,0,0,0,-0.0296858575467569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0612399739531605,0,0,0,0,0,0,0.0580605842207998,0,0
X600309.SH,-0.0967387489364131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00669246793184646,0,0,0,0.0828384408684781,0.0186393320937891,0,0,0,0,0,0,0,0,0,0.00127529701009686,0,0,0,0,0,0,-0.0225745978610819,0,0.199667553459787,0.0277299772554307,0,0,0,0,-0.0517985938458068,0,0,0,0.00696384786925467,0,0
X601898.SH,0,0,0.111674039385603,0,0,0,0.0998536583808688,0,0,0,0,0,0.158499244659026,0,0,0,0,0,0,0,0,0.0818705436002905,0,0.0153668534393093,0,0,0,-0.00991328071168028,0,0.163304151628628,0,0,0,0,0,0,0.186158735420319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0238351105026169,0,0,0,-0.00811527168220314,0,0
X600019.SH,0,0,0.10350408717434,0,0.18619911354404,0,0,0,0,0,0,0.0479290014439032,0,0,0,0,0,0,0,0,0,0.220965524589433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0584160346242578,-0.0495636882293246,0,0,0,0,0.188286282328423,0.146928712429594,0,0,0,0,0.0256079866361174,0,-0.035552093790732,0,0,-0.00975437588969633,0,0
X600188.SH,0.0265634785123899,0.218688182534802,0,0,0.09396495925241,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0.16916312146638,0.00802039881176987,0,0,0,0,0,0,0,0,0,0.266739126577012,0.587546173806185,0,0,0,0,0,0,0,0,0,-0.0453494706623376,0,-0.103242266076049,0,0,-0.000393318292715165,0,-0.157278136070151,0,0,0,0,-0.039300534344886,0,0,0,0,8.67361737988404e-19,0,0
X600886.SH,0.12184185361709,0,0,0,0,0,0,0,0,0,0,0,0,0.291161615084857,0,0.0918178261387764,0,0,0,0,0,0,0,0,0,-0.058188420780024,0,-0.0448234575961024,0,0,-0.0305383270940698,-0.183818349042011,0,0,0.244895926962643,0,0,-0.116190137376872,0,0,-0.231391789285396,0,0,0,0,0,0,0,0,0,-0.0834985674315273,0,0,0.131728522999638,0,0,-0.0330675696093287,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137074593515836,0,0,0,0,0,0,0,0.123610686731619,0,0.384785805785037,0,0,0,0,0,0,-0.0859848970860772,0,0,0,0,0,0,0.083039849641543,0,0,0,0,0.0390688571537724,0,0,0,-0.0155940021369582,0,0,0,0,0.063408414965954,0,0,0,0,-0.0893832975897274,0,0
X600585.SH,0,0.0558061550430685,0,0,0,0,0,0,0,0,0,0,0,0,0.136033267550599,0.0806621682967768,0,0,0,0,0,-4.33680868994202e-19,0,0,0,-0.0928108188247046,0,0,0,0,0,0.239880440995545,0.0441792523760781,0,0,0,-0.0301321963870143,0,0,0,-0.0182562547823578,0,0,0,0,0,0,0,-0.0155311964180462,0.0749292379644101,0,0,0,0.0333147721105105,0,0,0.00431068383561144,0,0
