,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600011.SH,X600010.SH,X601898.SH,X601600.SH,X601992.SH,X300072.SZ,X600688.SH,X601991.SH,X600547.SH,X600309.SH,X600795.SH,X600362.SH,X600188.SH,X000709.SZ,X600660.SH,X600886.SH,X600027.SH,X600157.SH,X002466.SZ,X000959.SZ,X600111.SH,X600489.SH,X000898.SZ,X600339.SH,X601158.SH,X600299.SH,X000792.SZ,X600583.SH,X000408.SZ,X000630.SZ,X000883.SZ,X002460.SZ,X600578.SH,X000983.SZ,X600219.SH,X000786.SZ,X600352.SH,X600008.SH,X000539.SZ,X000825.SZ,X002092.SZ,X600176.SH,X000027.SZ,X000723.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.182124239515468,0,0,0,0,0,0,0.0553989650903363,0,0,0,-0.0145197391830225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0142232214121837,0,0,0,0,0.0416362802287509,0,0,0,-0.0501281390689986,0,0,0,0,0,0.0567684719177047,0,0,0,-1.73472347597681e-18,0,0,0,-0.011551774876315,-0.00228111812637567,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0.0728911040133058,0.0718045352556761,0.228163813075597,0,0,0,0,0.0897707614982698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,-0.0385774357261893,0,0.0072891367245883,0,0,0,0.0357536530743565,0,-0.0613218784795942,0,-8.67361737988404e-19,0,0.0734703214277989,0,-0.00181755659910966,0.00528473119339739,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.00244979985951231,0,0,0,0,0,0,0,0,0.0428073287432294,0.058758605887652,-3.46944695195361e-18,0,0.122441603197789,0,0,0,-0.0328210884535156,0,0,0.186282457052074,0,0,0,0,0,0,0.0412644214249389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00410429662605269,-0.00563360914453403,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0.0955229975117091,0,0,0,0,-0.108310714325582,0,-0.0766629151047258,0,0,0,0,0.115455038443092,0,0,0,0,0,0,0,0,0.124434562676122,0,-0.159314240098327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0362577345615044,0,0,0.121946933410073,-0.0150031923828449,-0.0208445219279318,0.187254058249873,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0.127510953136736,0.00111984995893031,0,0,0,0,0,0,0,0.083108063316672,0,0,0,0,0,0,0,0,0,0.158949558377206,0,0,0,0,0,-0.124975649683533,-0.0181180368008162,0,0,0,0,0,0,0,0,0,0.0261272357935856,0,0,0,-0.182369742151332,0,0.0123343609711852,-0.0100841166498213,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.144991825326157,0.107353188314045,0,0,0,0.0266445410077262,0,0.130489440462572,0.249341743524475,0,0,0,0,-0.116294725857426,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.102868368836456,0,0.287468968466014,0,0.0244843995465847,0,0,0,0.0197814329396104,0,0.0402010035864258,-0.0167142824511404,0,0,0,0,0,0
X600010.SH,0,0,0,0.0388808543548186,0,0,0,0,0.184688400877467,0,-0.0464914706224763,0,0,0,0,0,0.0456198172975978,0,0,0.185255544029414,0,0,0,0,0,0,0,0.217570026482116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0119602703002886,0,0,0.0435268652594098,0,0,0.046349136958946,0,-0.00611848971662518,-0.00338629031010662,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0170982171263922,0.025937322160166,-0.0164718259257098,0,0,0,0,0,0,0,0,0,0.0526937519945084,0,0,0,0.334789449704806,0,0.0501989307778731,0,0,0,0.254383675727804,0,0,0,0,0,0,0,0.0264613299179884,0,0,0,-6.81324221318281e-05,-0.00162428769411064,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152994683835533,0.0387574777097268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00858226468734421,0,0,0.406985397830013,0.098800833629179,0,0,0,-0.0743161331242325,0,0.118611589529252,0,-0.0163241935603732,0,0.00673111498071129,-0.0108280160989256,0,0,0,0,0,0
X601992.SH,0,0,0,-0.115708932805869,0.0693853005576066,0,0,0,0,0,0,0,-0.00598650595485284,0,0,0,0,0,0.596142709423893,0,0,0,0,-0.107435396107095,0,0,0,0,0,0,0,0,0,0.316762568341076,0,0,0,0,0,0,0,0,0,0,0,0,0.0300467371869733,0,0,0,0,-0.0140082273248693,0,0,0,0,0,0
