,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X601898.SH,X601991.SH,X600660.SH,X600188.SH,X600688.SH,X601600.SH,X600886.SH,X600795.SH,X600362.SH,X000898.SZ,X002466.SZ,X600516.SH,X300072.SZ,X600027.SH,X600547.SH,X601992.SH,X600111.SH,X002460.SZ,X600176.SH,X000553.SZ,X600352.SH,X002110.SZ,X000786.SZ,X600299.SH,X600808.SH,X000709.SZ,X600801.SH,X000932.SZ,X000883.SZ,X600426.SH,X601158.SH,X601699.SH,X000408.SZ,X600219.SH,X600339.SH,X601003.SH,X600315.SH,X000539.SZ,X002271.SZ,X600782.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0922398073370188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0554786935886821,0,0,0,0,0,0,0,0,0.0852437720944669,0,0.105834267800664,0,0,0.105637123291166,0,0,0,0,0.0939835785938087,0,0,0,0,0,0,0,0,0
X600028.SH,0,0,0.278428073831168,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,-0.00350748363682215,0,0,0,0,0,0,0,-0.0619286027036833,-0.0632854027626117,0,0,-0.078929515158366,0,0,0,0,-0.0540869601363588,0,0,0,0.0842195064319324,0,0,0.0362438112638515,0,0,0,0.0770536069939039,0,0,0.00238732491111931,0,0,0,0,0,0,0
X601088.SH,0,0.0818161479526541,0,0.211768982294164,0,0.0145525504174652,-0.110795264707094,0,0,0,0,0.44055709734398,0,0,0,0,0.117359346524311,0,0.0102892795125987,0,0,0,0,0,0,0,0,-0.00310910883225136,0,-0.132861427070072,-0.0784009066096414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0267380980756861,0,0,-0.00453431095434432,-0.0103007413585247,0,0,0,0,0,0
X600585.SH,0,0,0.103941890449122,0,0,0,0,0,0,0,0,0,0,0,-0.143585921279731,0,0,0,0,0,0.195001563593211,0,0,0,0,0,0,0,0,0,0.146960005473146,0.0265871708807754,0,0,0.285558591020043,0,0,0,0,0,-0.00620618598391633,0,0.0506514149222854,-6.93889390390723e-18,0,0,0.0579956310381982,0,0,0,-0.0176784411337089,0,0,0,0,0,0
X600019.SH,0,0,0,0.0555898097448675,0,0,0,0,0,0,0,0.0844052154606506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166549704354263,0.133145734905896,0,0,0,0.00660979928202847,0,0,-0.0130585128688865,0,0,0,0.12118870776301,0.174772055975817,0,0.0112306114171354,0.0117948801458758,0,0,0,0,0,0
X600309.SH,0,0,0.202436335530147,0,0,0,0,0,0,0,0,0,0,0,0,0.255753998136023,0,0,-0.242693640243537,0.160631063800954,0,0,0,0,0,0,0,0,0,0,0.204310011121973,0.0397659436204769,0,-0.347745848988425,0,0,0,0.0365303321720716,0,0,0,0,0,-0.0831801271927478,0,0,0,0,0.191426089546924,0.0373330050974048,0.0906357172701266,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.0255010355720376,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159866276676103,0,0.287249720295861,0,0,0,0,0,0,0,-0.229446564916215,0,0,0,0,0,0,0,0,0,0,0.159190635975379,0,-0.00995131872230975,0,0,0,-0.0615936877824857,0.192359952900122,0,-0.00753342770113844,0.0138833594402712,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129030073655066,0,0,0,0,0,0,0,0,0.0831567645504568,0.0573342304238837,0,1.73472347597681e-18,0.451909272148924,0,0,0.179530914658263,0,0,-0.048263759365299,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.305246977455481,0,0,0,0,0,0.0132013166734325,0,0,0,0.15901115397486,0,0,0.0199811795002144,0,0,0,0,0,0,0,0,0,0,0.0172224771711573,0,0.033258960486036,0,0,0,0.0131739779125361,0,0,0,0.0475288647717691,0,0,0.0017864414233911,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0.0552001686175267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17094520515986,0.0573971030308379,0,0.0521125224494401,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148110807420102,0,0,0,0,0.0900078344580669,0,0.0010318604624051,0,0,0,0,0,0,0
X600660.SH,0,0.0466632786188626,0,0,0,-0.110368246161141,0,0,0,0,0,0,0,0,0,0,0,0,0.0376517067799462,0,0,2.2903890457403e-05,0,0,0,0,0.186556438423535,0,0,0,0,0.0395864804330082,0,0,0,0,0,0.207625656404276,0,0,0,0,-0.00939295523293436,0,0,0,0,-0.00665708573221381,0.218843533032158,-0.0131814345072825,0.0307075964659565,0,0,0,0,0,0
X600188.SH,0,0,0.400299503663256,0,0,0,-0.0462192448015453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1619607396868,0,0.176752696041003,0,0,0,0,0,0,0,0.435208182954307,0,0,0.0409824418569362,0.131676535053837,0,0,0,0,0,-0.010853547632554,-0.029935823190867,0,0,0,0,0,0
X600688.SH,0.0945978555746361,0.311481652236268,0.0705800898227781,0,0,0,0.0725792265404314,0.0352666782784898,0,0,0,-3.46944695195361e-18,0,0.105319648229016,0,0,0,0,0.0321208892267419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0154474442947443,0.00639291802630759,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.0700256031884849,0.214519263888873,0,0,0.0409543393323413,0,0,0,0,0.135070850687443,0,0,0,0,0,0,0.1830877847394,0.0102309085779078,0,0.0669970881585549,0.0292252206456591,0,0.0295949354432111,0,0,0,0,0,0,0,0,0,0.202459434910471,0,0,0,0,0,0,0,0.00713397799772292,0,0,0.0137413205316087,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.233991811589626,0,0,0,-0.108807086549927,0.126810068437326,0,0.165902353530876,-0.0535668318357589,0.100933185742675,0.0776252472029637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00107288945947963,-0.00290405019771773,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0.0155300894552405,0,0,0,0.304743021311119,0,0,0,0,0,0,0,0,0,0,0,0,0.0119096597100718,0.0716157512564191,0,0.024616615710096,0,0,0.0970025578508937,0,0,0,0,0,0,0,0,0,0,0,0.0510272761569903,0,0.0460092170947446,0,0,0,0,0,0,0.00182345338338952,0,0,0,0,0,0,0
X600362.SH,0,0,0.105337389517871,0,0.0074414794810945,0.173250384775291,0,0,0,0,0,0,0,0.353562964458385,0,0,0,0,0.0204730603242557,0,0,0,0.0596639339447535,0,0,0,0,0,0.113421774293833,0,0,-0.0345095871200727,0,0,0,0,0,0,0,0.0749217516896499,0,0,0.111538349174141,0,0,0,0.00183111830729988,0,0,0.010325825551066,-0.0115052277189769,0,0,0,0,0,0
X000898.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020333132318836,0,0,0,0,0,0.145300444513672,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0.268395027483832,0,0,0,0.172367001395095,0,0.0153359165804947,0.0168545885972987,0,0,0,0,0,0
X002466.SZ,0,0,0.112053856813369,0,0,0,0,0,0,0,0,0,0.200715189304067,0,0,0,0,0,0,0.181372192117839,0,0,0,0,0,0.5514504521313,0,0,0,0,0,0,0,-0.375231653820604,-0.598803481110781,0,0,0,0,0,0.0250829479998621,0,0,-0.0909019093059655,0,0,0.0791129124721668,0,0,0.0354129373273906,0.0652838797540423,0,0.278472270687576,0,0,0,0
X600516.SH,0,0,0,0,0,-0.0106490365674666,0,0.0290811887204533,0,0,0,0,0,0,0,0,0,0,0.0105348888472959,0,0,-0.204720615260753,0,0,0.0213257671357039,0.0556208881304298,0,0.107294865393026,0.0433822790999117,0,0,0,0,0,0,0,0,0.502485903667099,0,0,0,0,0,0.197448640212115,0,0,0,0,0,-0.0221183554317791,-0.0372166637099302,0,0,0,0,0,0
